,Tenth_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_3_Scoring_Average_AVG,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Mark Calcavecchia,64.0,64,1
1,T1,T1,Peter Lonard,64.0,64,1
2,T3,T3,Retief Goosen,65.0,65,1
3,T3,T3,Craig Kanada,65.0,65,1
4,T5,T5,Olin Browne,66.0,66,1
5,T5,T5,Stewart Cink,66.0,66,1
6,T5,T5,Tim Clark,66.0,66,1
7,T5,T5,Anthony Kim,66.0,66,1
8,T5,T5,Cliff Kresge,66.0,66,1
9,T5,T5,Camilo Villegas,66.0,66,1
10,T5,T5,Bubba Watson,66.0,66,1
11,T12,T12,Brian Gay,67.0,67,1
12,T12,T12,John Merrick,67.0,67,1
13,T12,T12,Scott Verplank,67.0,67,1
14,T15,T15,Glen Day,67.33,202,3
15,T15,T15,Bob Estes,67.33,202,3
16,T17,T17,Chris Stroud,67.5,135,2
17,T17,T17,Vaughn Taylor,67.5,135,2
18,T19,T19,Ángel Cabrera,68.0,68,1
19,T19,T19,Justin Leonard,68.0,136,2
20,T19,T19,Kevin Na,68.0,68,1
21,T19,T19,Tag Ridings,68.0,68,1
22,T19,T19,Rory Sabbatini,68.0,68,1
23,T19,T19,Kevin Stadler,68.0,136,2
24,T19,T19,Steve Stricker,68.0,68,1
25,26,26,Jeff Quinney,68.33,205,3
26,T27,T27,Rich Beem,68.5,137,2
27,T27,T27,Richard Johnson,68.5,137,2
28,T27,T27,Jerry Kelly,68.5,137,2
29,T27,T27,Martin Laird,68.5,137,2
30,T27,T27,Sean O'Hair,68.5,137,2
31,T27,T27,Bob Tway,68.5,137,2
32,33,33,Bart Bryant,68.67,206,3
33,T34,T34,Chad Campbell,69.0,69,1
34,T34,T34,Steve Elkington,69.0,69,1
35,T34,T34,Lucas Glover,69.0,138,2
36,T34,T34,J.J. Henry,69.0,69,1
37,T34,T34,Ryan Palmer,69.0,69,1
38,T34,T34,Kenny Perry,69.0,138,2
39,T40,T40,J.B. Holmes,69.33,208,3
40,T40,T40,Tom Pernice Jr.,69.33,208,3
41,T42,T42,Alejandro Cañizares,69.5,139,2
42,T42,T42,Ernie Els,69.5,139,2
43,T42,T42,Steve Flesch,69.5,139,2
44,T42,T42,Jon Mills,69.5,139,2
45,T42,T42,Corey Pavin,69.5,278,4
46,T47,T47,Michael Letzig,69.67,209,3
47,T47,T47,Jim McGovern,69.67,209,3
48,T49,T49,Brad Adamonis,70.0,140,2
49,T49,T49,Stuart Appleby,70.0,70,1
50,T49,T49,Aaron Baddeley,70.0,140,2
51,T49,T49,Shane Bertsch,70.0,210,3
52,T49,T49,Alex Cejka,70.0,70,1
53,T49,T49,Gavin Coles,70.0,70,1
54,T49,T49,Marco Dawson,70.0,70,1
55,T49,T49,Carlos Franco,70.0,70,1
56,T49,T49,Bill Haas,70.0,70,1
57,T49,T49,Dudley Hart,70.0,140,2
58,T49,T49,Stephen Leaney,70.0,70,1
59,T49,T49,Billy Mayfair,70.0,70,1
60,T49,T49,Jeff Overton,70.0,140,2
61,T49,T49,Tim Petrovic,70.0,70,1
62,T49,T49,D.J. Trahan,70.0,70,1
