,Early_Par_4_Scoring_Average_RANK THIS WEEK,Early_Par_4_Scoring_Average_RANK LAST WEEK,Early_Par_4_Scoring_Average_PLAYER NAME,Early_Par_4_Scoring_Average_ROUNDS,Early_Par_4_Scoring_Average_AVG,Early_Par_4_Scoring_Average_TOTAL STROKES,Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Briny Baird,113,3.97,2185,550
1,T2,T2,Stuart Appleby,87,3.98,1485,373
2,T2,T2,Jim Furyk,95,3.98,1741,437
3,T2,T2,Phil Mickelson,80,3.98,1334,335
4,T2,T2,Mark Wilson,107,3.98,2596,653
5,T6,T6,Ben Curtis,80,3.99,1585,397
6,T6,T6,Joe Ogilvie,100,3.99,2388,598
7,T6,T6,Bob Tway,70,3.99,1626,408
8,T9,T9,Michael Allen,91,4.0,1924,481
9,T9,T9,Steve Elkington,84,4.0,1906,476
10,T9,T9,Sergio Garcia,72,4.0,1060,265
11,T9,T9,Justin Leonard,101,4.0,2018,504
12,T9,T9,Ryan Palmer,69,4.0,1420,355
13,T14,T14,Aaron Baddeley,76,4.01,1585,395
14,T14,T14,K.J. Choi,74,4.01,1323,330
15,T14,T14,Stewart Cink,87,4.01,1571,392
16,T14,T14,Joe Durant,92,4.01,2192,547
17,T14,T14,Padraig Harrington,52,4.01,1062,265
18,T14,T14,Dudley Hart,74,4.01,1306,326
19,T14,T14,John Huston,56,4.01,1100,274
20,T14,T14,Kenny Perry,97,4.01,1923,480
21,T14,T14,Brett Quigley,80,4.01,1577,393
22,T14,T14,Kevin Sutherland,98,4.01,2122,529
23,T24,T24,Alejandro Cañizares,52,4.02,1209,301
24,T24,T24,Ben Crane,86,4.02,1783,444
25,T24,T24,Bill Haas,99,4.02,2107,524
26,T24,T24,J.J. Henry,108,4.02,2726,678
27,T24,T24,Charley Hoffman,94,4.02,2415,601
28,T24,T24,Freddie Jacobson,78,4.02,1652,411
29,T24,T24,Michael Letzig,88,4.02,1616,402
30,T24,T24,Steve Marino,119,4.02,2767,689
31,T24,T24,Carl Pettersson,110,4.02,2435,605
32,T24,T24,Adam Scott,51,4.02,1157,288
33,T24,T24,Kevin Streelman,114,4.02,2401,597
34,T24,T24,Bo Van Pelt,101,4.02,2245,558
35,T24,T24,Charlie Wi,97,4.02,2145,533
36,T37,T37,Steve Allan,58,4.03,1266,314
37,T37,T37,Robert Allenby,108,4.03,2209,548
38,T37,T37,Shane Bertsch,96,4.03,2176,540
39,T37,T37,Ken Duke,116,4.03,2502,621
40,T37,T37,John Mallinger,95,4.03,2144,532
41,T37,T37,Jim McGovern,75,4.03,1665,413
42,T37,T37,Jeff Overton,103,4.03,2084,517
43,T37,T37,John Rollins,94,4.03,2102,522
44,T37,T37,Scott Sterling,89,4.03,2082,516
45,T37,T37,David Toms,70,4.03,1568,389
46,T37,T37,Boo Weekley,86,4.03,1892,470
47,T37,T37,Tim Wilkinson,95,4.03,2094,519
48,T49,T49,Brad Adamonis,87,4.04,1707,423
49,T49,T49,Bart Bryant,81,4.04,1813,449
50,T49,T49,Chad Campbell,94,4.04,1911,473
51,T49,T49,Tim Clark,90,4.04,1775,439
52,T49,T49,Gavin Coles,54,4.04,1243,308
53,T49,T49,Bob Estes,90,4.04,1954,484
54,T49,T49,Brian Gay,102,4.04,2112,523
55,T49,T49,Tim Herron,97,4.04,2239,554
56,T49,T49,Greg Kraft,63,4.04,1171,290
57,T49,T49,Jeff Maggert,86,4.04,1868,462
58,T49,T49,Corey Pavin,69,4.04,1782,441
59,T49,T49,Tom Pernice Jr.,104,4.04,2475,612
60,T49,T49,Chris Riley,51,4.04,1114,276
61,T49,T49,John Senden,93,4.04,2426,600
62,T49,T49,Brandt Snedeker,85,4.04,1823,451
63,T49,T49,Steve Stricker,75,4.04,1518,376
64,T49,T49,Nicholas Thompson,113,4.04,2695,667
65,T49,T49,Omar Uresti,74,4.04,1708,423
66,T49,T49,Scott Verplank,82,4.04,1612,399
67,T49,T49,Bubba Watson,97,4.04,2213,548
68,T49,T49,Dean Wilson,109,4.04,2511,622
69,T70,T70,Woody Austin,109,4.05,2419,597
70,T70,T70,Brian Davis,108,4.05,1964,485
71,T70,T70,Jason Day,81,4.05,1652,408
72,T70,T70,Harrison Frazar,73,4.05,1536,379
73,T70,T70,Robert Garrigus,90,4.05,1898,469
74,T70,T70,Mathew Goggin,91,4.05,1988,491
75,T70,T70,Nathan Green,95,4.05,2205,544
76,T70,T70,Richard Johnson,60,4.05,1504,371
77,T70,T70,Matt Kuchar,88,4.05,1941,479
78,T70,T70,Davis Love III,78,4.05,1822,450
79,T70,T70,Scott McCarron,63,4.05,1348,333
80,T70,T70,Rod Pampling,83,4.05,1713,423
81,T70,T70,Pat Perez,93,4.05,1890,467
82,T70,T70,Chez Reavie,102,4.05,2039,503
83,T70,T70,Jay Williamson,96,4.05,2153,531
84,T85,T85,Stephen Ames,83,4.06,1691,417
85,T85,T85,Cameron Beckman,87,4.06,1970,485
86,T85,T85,Glen Day,64,4.06,1573,387
87,T85,T85,Kenneth Ferrie,72,4.06,1661,409
88,T85,T85,Steve Flesch,95,4.06,1948,480
89,T85,T85,Jeff Gove,50,4.06,1145,282
90,T85,T85,Todd Hamilton,92,4.06,2079,512
91,T85,T85,Trevor Immelman,70,4.06,1539,379
92,T85,T85,Zach Johnson,85,4.06,1950,480
93,T85,T85,Kent Jones,68,4.06,1516,373
94,T85,T85,Hunter Mahan,87,4.06,1954,481
95,T85,T85,Billy Mayfair,103,4.06,2307,568
96,T85,T85,Parker McLachlin,88,4.06,2028,500
97,T85,T85,Ryan Moore,72,4.06,1389,342
98,T85,T85,Kevin Na,97,4.06,2196,541
99,T85,T85,Nick O'Hern,82,4.06,1771,436
100,T85,T85,Brenden Pappas,66,4.06,1544,380
101,T85,T85,John Riegger,73,4.06,1774,437
102,T85,T85,Patrick Sheehan,124,4.06,3005,740
103,T85,T85,Heath Slocum,104,4.06,2390,588
104,T85,T85,Chris Stroud,81,4.06,1848,455
105,T85,T85,Vaughn Taylor,103,4.06,2061,508
106,T85,T85,Marc Turnesa,87,4.06,1649,406
107,T85,T85,Camilo Villegas,79,4.06,1568,386
108,T85,T85,Nick Watney,96,4.06,2256,556
109,T110,T110,Ryan Armour,87,4.07,2114,519
110,T110,T110,Rich Beem,90,4.07,2229,548
111,T110,T110,Jonathan Byrd,88,4.07,1889,464
112,T110,T110,Chad Collins,72,4.07,1708,420
113,T110,T110,Carlos Franco,73,4.07,1644,404
114,T110,T110,Robert Gamez,79,4.07,1913,470
115,T110,T110,Mathias Grönberg,87,4.07,2157,530
116,T110,T110,Lee Janzen,89,4.07,1860,457
117,T110,T110,Matt Jones,95,4.07,2292,563
118,T110,T110,Anthony Kim,81,4.07,1541,379
119,T110,T110,Doug LaBelle II,65,4.07,1540,378
120,T110,T110,Martin Laird,98,4.07,2383,586
121,T110,T110,Peter Lonard,92,4.07,2220,545
122,T110,T110,David Lutterus,59,4.07,1372,337
123,T110,T110,Troy Matteson,94,4.07,2030,499
124,T110,T110,Rocco Mediate,87,4.07,2074,509
125,T110,T110,John Merrick,98,4.07,1782,438
126,T110,T110,Geoff Ogilvy,65,4.07,1440,354
127,T110,T110,Jesper Parnevik,88,4.07,2070,508
128,T110,T110,Tim Petrovic,97,4.07,2133,524
