,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
0,1,1,Mathias Grönberg,87,14,285,3.0
1,2,2,Chad Campbell,94,12,275,3.0
2,T3,T3,Stewart Cink,87,11,267,
3,T3,T3,Pat Perez,93,11,281,4.0
4,T3,T3,Kevin Streelman,114,11,348,2.0
5,T6,T6,Michael Allen,91,10,310,2.0
6,T6,T6,Matt Jones,95,10,306,
7,T6,T6,Chris Stroud,81,10,267,2.0
8,T6,T6,Charles Warren,79,10,265,4.0
9,T6,T6,Nick Watney,96,10,321,2.0
10,T6,T6,Charlie Wi,97,10,288,2.0
11,T12,T12,Eric Axley,113,9,355,
12,T12,T12,Anthony Kim,81,9,227,1.0
13,T12,T12,Martin Laird,98,9,306,1.0
14,T12,T12,Frank Lickliter II,107,9,335,1.0
15,T12,T12,George McNeill,97,9,303,2.0
16,T12,T12,John Riegger,73,9,233,1.0
17,T12,T12,Nicholas Thompson,113,9,355,2.0
18,T12,T12,Y.E. Yang,89,9,287,2.0
19,T20,T20,Daniel Chopra,84,8,276,3.0
20,T20,T20,Joe Durant,92,8,291,2.0
21,T20,T20,Steve Flesch,95,8,309,
22,T20,T20,Bill Haas,99,8,313,2.0
23,T20,T20,Dustin Johnson,92,8,295,1.0
24,T20,T20,John Merrick,98,8,302,1.0
25,T20,T20,Kevin Na,97,8,318,4.0
26,T20,T20,Sean O'Hair,81,8,228,1.0
27,T20,T20,Brenden Pappas,66,8,209,2.0
28,T20,T20,Tom Pernice Jr.,104,8,309,1.0
29,T20,T20,Carl Pettersson,110,8,335,3.0
30,T20,T20,John Rollins,94,8,307,1.0
31,T20,T20,Kevin Stadler,90,8,292,4.0
32,T33,T33,Aaron Baddeley,76,7,229,
33,T33,T33,Justin Bolli,87,7,289,1.0
34,T33,T33,Nick Flanagan,89,7,285,1.0
35,T33,T33,Jason Gore,94,7,309,2.0
36,T33,T33,Mark Hensby,71,7,238,1.0
37,T33,T33,J.B. Holmes,86,7,265,
38,T33,T33,Charles Howell III,101,7,329,1.0
39,T33,T33,Matt Kuchar,88,7,274,4.0
40,T33,T33,Davis Love III,78,7,239,
41,T33,T33,Steve Lowery,74,7,231,2.0
42,T33,T33,Steve Marino,119,7,353,1.0
43,T33,T33,Brett Quigley,80,7,262,4.0
44,T33,T33,D.J. Trahan,94,7,288,2.0
45,T33,T33,Bo Van Pelt,101,7,317,
46,T33,T33,Bubba Watson,97,7,295,
47,T48,T48,Brad Adamonis,87,6,272,3.0
48,T48,T48,Rich Beem,90,6,291,
49,T48,T48,Jonathan Byrd,88,6,273,1.0
50,T48,T48,Jason Day,81,6,263,3.0
51,T48,T48,Todd Demsey,80,6,254,3.0
52,T48,T48,Mathew Goggin,91,6,288,3.0
53,T48,T48,Charley Hoffman,94,6,296,
54,T48,T48,Richard Johnson,77,6,246,2.0
55,T48,T48,Michael Letzig,88,6,268,
56,T48,T48,Will MacKenzie,62,6,202,
57,T48,T48,Troy Matteson,94,6,309,
58,T48,T48,Jon Mills,95,6,302,2.0
59,T48,T48,Rod Pampling,83,6,251,1.0
60,T48,T48,Tag Ridings,88,6,284,1.0
61,T48,T48,Vijay Singh,82,6,227,3.0
62,T48,T48,Brandt Snedeker,85,6,255,
63,T48,T48,Bob Sowards,61,6,193,3.0
64,T48,T48,Camilo Villegas,79,6,224,
65,T48,T48,Jimmy Walker,73,6,224,2.0
66,T48,T48,Mike Weir,88,6,272,2.0
67,T68,T68,Robert Allenby,108,5,337,2.0
68,T68,T68,Woody Austin,109,5,335,1.0
69,T68,T68,Brian Davis,108,5,338,2.0
70,T68,T68,Chris DiMarco,87,5,278,3.0
71,T68,T68,Carlos Franco,73,5,245,1.0
72,T68,T68,Tommy Gainey,60,5,190,
73,T68,T68,Robert Garrigus,90,5,288,
74,T68,T68,Lucas Glover,91,5,267,
75,T68,T68,Retief Goosen,59,5,174,
76,T68,T68,Hunter Mahan,87,5,255,
77,T68,T68,Billy Mayfair,103,5,298,1.0
78,T68,T68,Parker McLachlin,88,5,279,1.0
79,T68,T68,Rocco Mediate,87,5,264,2.0
80,T68,T68,Phil Mickelson,80,5,238,1.0
81,T68,T68,Adam Scott,51,5,147,1.0
82,T68,T68,John Senden,93,5,280,2.0
83,T68,T68,Patrick Sheehan,124,5,384,1.0
84,T68,T68,Heath Slocum,104,5,323,1.0
85,T68,T68,Scott Sterling,89,5,288,2.0
86,T68,T68,Steve Stricker,75,5,210,4.0
87,T68,T68,Kevin Sutherland,98,5,294,2.0
88,T68,T68,Tim Wilkinson,95,5,312,
89,T90,T90,Steve Allan,58,4,183,1.0
90,T90,T90,Ryan Armour,87,4,288,1.0
91,T90,T90,Briny Baird,113,4,345,
92,T90,T90,Cameron Beckman,87,4,284,2.0
93,T90,T90,Mark Calcavecchia,67,4,206,2.0
94,T90,T90,Alejandro Cañizares,52,4,159,1.0
95,T90,T90,Chad Collins,72,4,225,1.0
96,T90,T90,Fred Couples,60,4,207,1.0
97,T90,T90,Bob Estes,90,4,284,1.0
98,T90,T90,Jim Furyk,95,4,287,2.0
