,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
93,94,94,Tim Petrovic,71.23,2208,31
94,T95,T95,Steve Stricker,71.24,1496,21
95,T95,T95,Bubba Watson,71.24,2066,29
96,97,97,J.J. Henry,71.26,2423,34
97,T98,T98,Woody Austin,71.28,2067,29
98,T98,T98,Marc Turnesa,71.28,2067,29
99,100,100,Ian Poulter,71.31,927,13
100,101,101,Trevor Immelman,71.33,1498,21
101,T102,T102,Tom Lehman,71.35,1213,17
102,T102,T102,Chris Stroud,71.35,1855,26
103,T102,T102,Boo Weekley,71.35,1641,23
104,T105,T105,Jason Gore,71.37,2141,30
105,T105,T105,Geoff Ogilvy,71.37,1356,19
106,107,107,Dean Wilson,71.39,2213,31
107,108,108,Ryan Moore,71.42,1714,24
108,T109,T109,Harrison Frazar,71.43,1643,23
109,T109,T109,Charles Howell III,71.43,2143,30
110,T111,T111,Jonathan Byrd,71.46,1858,26
111,T111,T111,Dustin Johnson,71.46,2001,28
112,T111,T111,Scott Sterling,71.46,2001,28
113,114,114,Brandt Jobe,71.47,1358,19
114,T115,T115,Todd Demsey,71.48,1787,25
115,T115,T115,Nathan Green,71.48,2073,29
116,T115,T115,Peter Lonard,71.48,2073,29
117,T115,T115,Jim McGovern,71.48,1787,25
118,T115,T115,Tag Ridings,71.48,2073,29
119,T120,T120,Lee Janzen,71.5,2002,28
120,T120,T120,Craig Kanada,71.5,1573,22
121,122,122,Michael Allen,71.52,1931,27
122,T123,T123,Richard Johnson,71.55,1431,20
123,T123,T123,Will MacKenzie,71.55,1431,20
124,125,125,Rocco Mediate,71.56,1789,25
125,126,126,Mathias Grönberg,71.57,2147,30
126,127,127,Zach Johnson,71.58,1718,24
127,128,128,Brandt Snedeker,71.6,1790,25
128,129,129,Cliff Kresge,71.61,2005,28
129,T130,T130,Cameron Beckman,71.63,1934,27
130,T130,T130,Jesper Parnevik,71.63,1934,27
131,T132,T132,Todd Hamilton,71.64,2006,28
132,T132,T132,Brett Quigley,71.64,1791,25
133,T134,T134,Robert Gamez,71.65,1863,26
134,T134,T134,Ron Whittaker,71.65,1433,20
135,136,136,Ryuji Imada,71.67,1720,24
136,137,137,Tom Scherrer,71.68,1362,19
137,T138,T138,Davis Love III,71.7,1649,23
138,T138,T138,Troy Matteson,71.7,2151,30
139,T140,T140,Kenneth Ferrie,71.72,1793,25
140,T140,T140,Tim Wilkinson,71.72,2080,29
141,142,142,Jay Williamson,71.74,2224,31
142,143,143,Nick Flanagan,71.76,2081,29
143,T144,T144,Scott McCarron,71.77,1579,22
144,T144,T144,Jeff Quinney,71.77,1866,26
145,146,146,Paul Casey,71.8,1077,15
146,T147,T147,Bart Bryant,71.83,1652,23
147,T147,T147,Charley Hoffman,71.83,2083,29
148,T147,T147,Richard Johnson,71.83,2083,29
149,T147,T147,Nick O'Hern,71.83,1724,24
150,151,151,Marco Dawson,71.84,1365,19
151,T152,T152,Eric Axley,71.86,2515,35
152,T152,T152,Chris DiMarco,71.86,2084,29
153,T152,T152,Kent Jones,71.86,1509,21
154,155,155,Bo Van Pelt,71.87,2228,31
155,156,156,Daniel Chopra,71.88,1869,26
156,157,157,Justin Bolli,71.89,2013,28
157,158,158,Nicholas Thompson,71.91,2517,35
158,159,159,Ted Purdy,71.92,1726,24
159,T160,T160,Ryan Armour,71.93,2158,30
160,T160,T160,Y.E. Yang,71.93,2014,28
161,162,162,Jeff Gove,71.94,1223,17
162,163,163,Greg Kraft,71.95,1511,21
163,T164,T164,Jason Allred,71.96,1655,23
164,T164,T164,Johnson Wagner,71.96,1871,26
165,T166,T166,Tommy Gainey,72.0,1656,23
166,T166,T166,Retief Goosen,72.0,1224,17
167,T166,T166,Jerry Kelly,72.0,2160,30
168,169,169,Steve Lowery,72.04,1801,25
169,170,170,Alejandro Cañizares,72.06,1153,16
170,T171,T171,James Driscoll,72.07,2018,28
171,T171,T171,Joe Durant,72.07,2018,28
172,173,173,Jon Mills,72.09,2307,32
173,174,174,Rich Beem,72.18,2021,28
174,175,175,Shigeki Maruyama,72.2,1083,15
175,176,176,Rod Pampling,72.22,1950,27
176,177,177,Kyle Thompson,72.23,1878,26
177,178,178,Alex Cejka,72.24,1806,25
178,179,179,Brett Rumford,72.27,1879,26
179,180,180,Adam Scott,72.29,1012,14
180,181,181,Jin Park,72.31,2097,29
181,182,182,David Lutterus,72.33,1519,21
182,183,183,Andres Romero,72.37,1375,19
183,184,184,Travis Perkins,72.38,1520,21
184,185,185,Olin Browne,72.41,1955,27
185,186,186,Steve Allan,72.43,1521,21
186,187,187,Paul Claxton,72.48,1667,23
187,188,188,J.P. Hayes,72.54,1886,26
188,189,189,Ángel Cabrera,72.56,1161,16
189,190,190,Billy Andrade,72.63,1743,24
190,191,191,Cody Freeman,72.65,1889,26
191,192,192,Ernie Els,72.67,1090,15
192,193,193,Mark Calcavecchia,72.9,1531,21
193,194,194,Bob Sowards,72.91,1604,22
194,195,195,Stephen Leaney,72.94,1240,17
195,196,196,Charles Warren,73.0,2044,28
196,197,197,David Duval,74.11,1408,19
