,First_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_2_Scoring_Average_AVG,First_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Alejandro Cañizares,68.0,136,2
1,T1,T1,Phil Mickelson,68.0,68,1
2,3,3,Ben Curtis,68.25,273,4
3,4,4,Carl Pettersson,68.6,343,5
4,5,5,Kevin Na,68.7,687,10
5,T6,T6,J.B. Holmes,68.83,413,6
6,T6,T6,John Mallinger,68.83,413,6
7,8,8,Ken Duke,68.91,758,11
8,T9,T9,Justin Leonard,69.0,483,7
9,T9,T9,Chris Riley,69.0,414,6
10,11,11,Matt Jones,69.17,415,6
11,12,12,Charlie Wi,69.18,761,11
12,T13,T13,Chad Campbell,69.2,692,10
13,T13,T13,Mike Weir,69.2,346,5
14,15,15,Richard Johnson,69.25,277,4
15,16,16,Kenneth Ferrie,69.29,485,7
16,T17,T17,James Driscoll,69.33,416,6
17,T17,T17,Kent Jones,69.33,208,3
18,T17,T17,Matt Kuchar,69.33,416,6
19,20,20,Tag Ridings,69.38,555,8
20,T21,T21,Briny Baird,69.5,556,8
21,T21,T21,Nick Flanagan,69.5,417,6
22,T21,T21,Parker McLachlin,69.5,278,4
23,24,24,Billy Andrade,69.6,348,5
24,25,25,Rich Beem,69.63,557,8
25,26,26,Steve Marino,69.64,975,14
26,T27,T27,Freddie Jacobson,69.67,627,9
27,T27,T27,Billy Mayfair,69.67,209,3
28,T29,T29,Ryan Moore,69.75,279,4
29,T29,T29,Ryan Palmer,69.75,279,4
30,31,31,Tom Pernice Jr.,69.78,628,9
31,32,32,John Rollins,69.8,698,10
32,T33,T33,Chad Collins,69.83,419,6
33,T33,T33,Greg Kraft,69.83,419,6
34,T33,T33,Jeff Maggert,69.83,419,6
35,T33,T33,Dean Wilson,69.83,419,6
36,37,37,Chez Reavie,69.86,489,7
37,T38,T38,Michael Allen,70.0,560,8
38,T38,T38,Robert Garrigus,70.0,420,6
39,T38,T38,Tim Petrovic,70.0,420,6
40,T38,T38,Nicholas Thompson,70.0,840,12
41,T38,T38,Scott Verplank,70.0,280,4
42,43,43,Robert Allenby,70.13,561,8
43,T44,T44,Tommy Armour III,70.17,421,6
44,T44,T44,Vaughn Taylor,70.17,421,6
45,T46,T46,Fred Couples,70.25,281,4
46,T46,T46,Ben Crane,70.25,562,8
47,T46,T46,Steve Flesch,70.25,562,8
48,T46,T46,Dustin Johnson,70.25,562,8
49,50,50,Jeff Quinney,70.27,773,11
50,51,51,Jason Allred,70.29,492,7
51,52,52,Todd Demsey,70.3,703,10
52,T53,T53,Paul Casey,70.33,211,3
53,T53,T53,Camilo Villegas,70.33,422,6
54,55,55,Pat Perez,70.38,563,8
55,T56,T56,Aaron Baddeley,70.4,352,5
56,T56,T56,Steve Elkington,70.4,352,5
57,T56,T56,Zach Johnson,70.4,352,5
58,T56,T56,Chris Stroud,70.4,704,10
59,T56,T56,Marc Turnesa,70.4,704,10
60,T61,T61,Tim Herron,70.43,493,7
61,T61,T61,Peter Lonard,70.43,493,7
62,T63,T63,Shane Bertsch,70.5,423,6
63,T63,T63,Dudley Hart,70.5,564,8
64,T63,T63,John Merrick,70.5,564,8
65,T63,T63,Steve Stricker,70.5,423,6
