,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
0,1,1,Steve Marino,32
1,2,2,Kevin Streelman,32
2,3,3,Ken Duke,33
3,4,4,Kevin Sutherland,26
4,5,5,Briny Baird,30
5,T6,T6,Brian Davis,34
6,T6,T6,Patrick Sheehan,35
7,8,8,Nicholas Thompson,36
8,T9,T9,Brian Gay,31
9,T9,T9,Mark Wilson,29
10,11,11,Robert Allenby,28
11,12,12,Vaughn Taylor,32
12,T13,T13,Billy Mayfair,29
13,T13,T13,Kenny Perry,26
14,15,15,Bill Haas,31
15,16,16,Tom Pernice Jr.,30
16,T17,T17,Eric Axley,35
17,T17,T17,Shane Bertsch,29
18,T17,T17,Charles Howell III,31
19,T17,T17,Carl Pettersson,29
20,T17,T17,Nick Watney,27
21,T22,T22,Woody Austin,30
22,T22,T22,Justin Leonard,25
23,T24,T24,Jim Furyk,26
24,T24,T24,Jason Gore,33
25,T24,T24,Martin Laird,29
26,T24,T24,Kevin Na,29
27,T24,T24,Joe Ogilvie,29
28,T24,T24,Tim Wilkinson,29
29,T24,T24,Dean Wilson,32
30,T31,T31,Chad Campbell,28
31,T31,T31,Stewart Cink,23
32,T31,T31,J.J. Henry,34
33,T31,T31,Phil Mickelson,21
34,T31,T31,Chez Reavie,30
35,T31,T31,Heath Slocum,29
36,T37,T37,George McNeill,29
37,T37,T37,Jeff Overton,32
38,T37,T37,Bubba Watson,29
39,T40,T40,Michael Allen,28
40,T40,T40,Bob Estes,28
41,T40,T40,Mathew Goggin,27
42,T40,T40,Charley Hoffman,29
43,T40,T40,John Merrick,28
44,T40,T40,Tag Ridings,29
45,T40,T40,John Senden,28
46,T40,T40,Bo Van Pelt,32
47,T40,T40,Mike Weir,26
48,T40,T40,Charlie Wi,27
49,T50,T50,Anthony Kim,22
50,T50,T50,Troy Matteson,30
51,T50,T50,Pat Perez,27
52,T53,T53,Cameron Beckman,29
53,T53,T53,Ben Crane,25
54,T53,T53,Tim Herron,28
55,T53,T53,Jeff Quinney,28
56,T53,T53,Bob Tway,20
57,T53,T53,Jay Williamson,33
58,T59,T59,Steve Elkington,25
59,T59,T59,Michael Letzig,29
60,T59,T59,Frank Lickliter II,32
61,T59,T59,Peter Lonard,30
62,T59,T59,Hunter Mahan,27
63,T59,T59,Kevin Stadler,30
64,T59,T59,Scott Verplank,24
65,T66,T66,Robert Garrigus,29
66,T66,T66,Nathan Green,30
67,T66,T66,Tim Petrovic,32
68,T66,T66,John Rollins,28
69,T66,T66,Vijay Singh,23
70,T66,T66,D.J. Trahan,27
71,T72,T72,Tim Clark,27
72,T72,T72,Ryan Palmer,22
73,T72,T72,Marc Turnesa,29
74,T72,T72,Boo Weekley,24
75,T76,T76,Stuart Appleby,23
76,T76,T76,Joe Durant,28
77,T76,T76,Steve Flesch,29
78,T76,T76,Lucas Glover,26
79,T76,T76,Dudley Hart,22
80,T76,T76,Lee Janzen,28
81,T76,T76,Dustin Johnson,30
82,T76,T76,Matt Jones,31
83,T76,T76,John Mallinger,29
84,T76,T76,Jesper Parnevik,29
85,T76,T76,Scott Sterling,28
86,T87,T87,Brad Adamonis,29
87,T87,T87,Bart Bryant,23
88,T87,T87,Jason Day,28
89,T87,T87,James Driscoll,28
90,T87,T87,Ryuji Imada,25
91,T87,T87,Parker McLachlin,27
92,T87,T87,Brandt Snedeker,26
93,T94,T94,Tommy Armour III,25
94,T94,T94,Mathias Grönberg,30
95,T94,T94,Todd Hamilton,28
96,T94,T94,Zach Johnson,25
97,T94,T94,Rocco Mediate,27
98,T94,T94,Nick O'Hern,26
99,T100,T100,Carlos Franco,25
100,T100,T100,Matt Kuchar,27
101,T100,T100,Rory Sabbatini,23
102,T103,T103,Stephen Ames,24
103,T103,T103,Aaron Baddeley,22
104,T103,T103,Justin Bolli,28
105,T103,T103,Daniel Chopra,27
106,T103,T103,Ben Curtis,22
107,T103,T103,Nick Flanagan,29
108,T103,T103,Jon Mills,32
109,T103,T103,Brett Quigley,25
110,T103,T103,John Riegger,24
111,T103,T103,Camilo Villegas,22
112,T103,T103,Charles Warren,29
113,T103,T103,Y.E. Yang,29
114,T115,T115,Jonathan Byrd,27
115,T115,T115,Todd Demsey,25
116,T115,T115,Cliff Kresge,28
117,T115,T115,Chris Stroud,29
118,T119,T119,Sergio Garcia,19
119,T119,T119,J.B. Holmes,26
120,T119,T119,Steve Lowery,25
121,T119,T119,Sean O'Hair,25
122,T119,T119,Rod Pampling,28
123,T124,T124,Rich Beem,29
124,T124,T124,K.J. Choi,21
