,Tenth_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_5_Scoring_Average_AVG,Tenth_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Camilo Villegas,79,4.3,172,40
1,T2,T2,Kenny Perry,97,4.4,242,55
2,T2,T2,Vijay Singh,82,4.4,198,45
3,4,4,Anthony Kim,81,4.41,150,34
4,5,5,Aaron Baddeley,76,4.45,169,38
5,T6,T6,Retief Goosen,59,4.47,67,15
6,T6,T6,Brenden Pappas,66,4.47,161,36
7,8,8,Steve Allan,58,4.49,193,43
8,T9,T9,Jonathan Byrd,88,4.5,171,38
9,T9,T9,Ángel Cabrera,55,4.5,63,14
10,T9,T9,J.B. Holmes,86,4.5,342,76
11,T9,T9,Phil Mickelson,80,4.5,243,54
12,T13,T13,Woody Austin,109,4.51,248,55
13,T13,T13,Trevor Immelman,70,4.51,158,35
14,T13,T13,Ted Purdy,68,4.51,203,45
15,16,16,Jason Day,81,4.52,285,63
16,17,17,Adam Scott,51,4.53,145,32
17,18,18,Padraig Harrington,52,4.54,109,24
18,T19,T19,Ben Curtis,80,4.55,191,42
19,T19,T19,Carlos Franco,73,4.55,173,38
20,T21,T21,Bill Haas,99,4.56,392,86
21,T21,T21,Marc Turnesa,87,4.56,187,41
22,T23,T23,Robert Allenby,108,4.57,288,63
23,T23,T23,Chad Campbell,94,4.57,137,30
24,T23,T23,Ben Crane,86,4.57,192,42
25,T23,T23,Tag Ridings,88,4.57,329,72
26,T23,T23,Steve Stricker,75,4.57,210,46
27,T28,T28,Marco Dawson,64,4.58,229,50
28,T28,T28,J.J. Henry,108,4.58,330,72
29,T28,T28,Mike Weir,88,4.58,275,60
30,T31,T31,Steve Flesch,95,4.59,257,56
31,T31,T31,Brian Gay,102,4.59,326,71
32,T31,T31,Charles Howell III,101,4.59,202,44
33,T31,T31,Ryan Palmer,69,4.59,211,46
34,T31,T31,David Toms,70,4.59,124,27
35,T31,T31,Charles Warren,79,4.59,248,54
36,T31,T31,Bubba Watson,97,4.59,363,79
37,T31,T31,Dean Wilson,109,4.59,294,64
38,T39,T39,Nathan Green,95,4.6,276,60
39,T39,T39,Justin Leonard,101,4.6,244,53
40,T39,T39,Peter Lonard,92,4.6,285,62
41,T39,T39,Jesper Parnevik,88,4.6,244,53
42,T43,T43,Ryan Moore,72,4.61,235,51
43,T43,T43,Kevin Sutherland,98,4.61,318,69
44,T45,T45,Daniel Chopra,84,4.62,240,52
45,T45,T45,Brian Davis,108,4.62,300,65
46,T45,T45,Jeff Maggert,86,4.62,277,60
47,T45,T45,Rocco Mediate,87,4.62,240,52
48,T45,T45,Boo Weekley,86,4.62,157,34
49,T45,T45,Y.E. Yang,89,4.62,314,68
50,T51,T51,Sergio Garcia,72,4.63,139,30
51,T51,T51,Todd Hamilton,92,4.63,250,54
52,T51,T51,Pat Perez,93,4.63,227,49
53,T51,T51,Kevin Stadler,90,4.63,361,78
54,T51,T51,Scott Sterling,89,4.63,250,54
55,T51,T51,Scott Verplank,82,4.63,241,52
56,T51,T51,Nick Watney,96,4.63,199,43
57,T51,T51,Ron Whittaker,54,4.63,111,24
58,T59,T59,Mathew Goggin,91,4.64,255,55
59,T59,T59,Hunter Mahan,87,4.64,167,36
60,T59,T59,Scott McCarron,63,4.64,306,66
61,T59,T59,Bob Tway,70,4.64,204,44
62,T59,T59,Tim Wilkinson,95,4.64,306,66
63,T64,T64,Jeff Gove,50,4.65,144,31
64,T64,T64,Mathias Grönberg,87,4.65,237,51
65,T64,T64,Steve Marino,119,4.65,330,71
66,T64,T64,Shigeki Maruyama,50,4.65,172,37
67,T64,T64,Joe Ogilvie,100,4.65,251,54
68,T64,T64,Carl Pettersson,110,4.65,363,78
69,T64,T64,John Rollins,94,4.65,335,72
70,T71,T71,Brad Adamonis,87,4.66,284,61
71,T71,T71,Stephen Ames,83,4.66,205,44
72,T71,T71,Stewart Cink,87,4.66,233,50
73,T71,T71,Ken Duke,116,4.66,284,61
74,T71,T71,Tommy Gainey,60,4.66,261,56
75,T71,T71,Mark Wilson,107,4.66,298,64
76,T77,T77,Michael Allen,91,4.67,350,75
77,T77,T77,Tommy Armour III,77,4.67,243,52
78,T77,T77,Eric Axley,113,4.67,369,79
79,T77,T77,Shane Bertsch,96,4.67,313,67
80,T77,T77,Joe Durant,92,4.67,313,67
81,T77,T77,Bob Estes,90,4.67,229,49
82,T77,T77,Jim Furyk,95,4.67,313,67
83,T77,T77,Lucas Glover,91,4.67,210,45
84,T77,T77,Jason Gore,94,4.67,444,95
85,T77,T77,Brandt Snedeker,85,4.67,201,43
