,Tenth_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_2_Scoring_Average_AVG,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Jim Furyk,68.0,68,1
1,2,2,Jason Gore,68.2,341,5
2,3,3,Gavin Coles,68.25,273,4
3,4,4,David Toms,68.33,205,3
4,5,5,Camilo Villegas,68.5,274,4
5,6,6,John Huston,68.6,343,5
6,7,7,Kevin Na,68.78,619,9
7,8,8,Frank Lickliter II,68.88,551,8
8,T9,T9,Sergio Garcia,69.0,138,2
9,T9,T9,Shigeki Maruyama,69.0,207,3
10,T9,T9,Kevin Streelman,69.0,552,8
11,T12,T12,Vijay Singh,69.25,277,4
12,T12,T12,Nick Watney,69.25,554,8
13,T14,T14,Tommy Armour III,69.33,416,6
14,T14,T14,Woody Austin,69.33,624,9
15,T14,T14,Stewart Cink,69.33,208,3
16,17,17,Brian Gay,69.38,555,8
17,T18,T18,Stephen Ames,69.5,278,4
18,T18,T18,Geoff Ogilvy,69.5,278,4
19,20,20,Bob Estes,69.57,487,7
20,T21,T21,Paul Goydos,69.75,279,4
21,T21,T21,Tom Lehman,69.75,279,4
22,T23,T23,Anthony Kim,69.8,349,5
23,T23,T23,John Merrick,69.8,698,10
24,T25,T25,Fred Couples,69.83,419,6
25,T25,T25,Ben Crane,69.83,419,6
26,T25,T25,Steve Elkington,69.83,419,6
27,28,28,Kevin Stadler,69.89,629,9
28,T29,T29,Cliff Kresge,69.9,699,10
29,T29,T29,John Senden,69.9,699,10
30,T31,T31,Bill Haas,70.0,490,7
31,T31,T31,Mark Hensby,70.0,490,7
32,T31,T31,Tim Herron,70.0,420,6
33,T31,T31,J.B. Holmes,70.0,280,4
34,T31,T31,Charles Howell III,70.0,420,6
35,T31,T31,Matt Jones,70.0,350,5
36,T31,T31,Steve Marino,70.0,420,6
37,T31,T31,George McNeill,70.0,490,7
38,T31,T31,Nick O'Hern,70.0,350,5
39,T31,T31,Mark Wilson,70.0,280,4
40,41,41,Pat Perez,70.14,491,7
41,42,42,Brandt Snedeker,70.17,421,6
42,43,43,Brian Davis,70.2,702,10
43,T44,T44,Tim Clark,70.22,632,9
44,T44,T44,John Riegger,70.22,632,9
45,T44,T44,Vaughn Taylor,70.22,632,9
46,T47,T47,John Mallinger,70.29,492,7
47,T47,T47,Scott Sterling,70.29,492,7
48,T49,T49,Doug LaBelle II,70.33,211,3
49,T49,T49,Scott McCarron,70.33,211,3
50,51,51,Jay Williamson,70.38,563,8
51,T52,T52,Mathias Grönberg,70.4,704,10
52,T52,T52,Parker McLachlin,70.4,352,5
53,T54,T54,Ben Curtis,70.5,282,4
54,T54,T54,Padraig Harrington,70.5,282,4
55,T54,T54,Peter Lonard,70.5,423,6
56,57,57,Briny Baird,70.56,635,9
57,58,58,Cameron Beckman,70.57,494,7
58,59,59,Ryan Palmer,70.6,353,5
59,60,60,Patrick Sheehan,70.7,707,10
60,61,61,Ken Duke,70.71,495,7
61,T62,T62,Jonathan Byrd,70.75,566,8
62,T62,T62,Tom Pernice Jr.,70.75,283,4
