,Par_4_Performance_RANK THIS WEEK,Par_4_Performance_RANK LAST WEEK,Par_4_Performance_PLAYER NAME,Par_4_Performance_ROUNDS,Par_4_Performance_STATUS,Par_4_Performance_PAR 4 AVG,Par_4_Performance_TOTAL PAR
0,1,1,John Huston,56,-4,3.99,2352
1,2,2,Justin Leonard,101,9,4.01,4200
2,3,3,Kenny Perry,97,10,4.01,4244
3,T4,T4,Jim Furyk,95,11,4.01,4128
4,T4,T4,Bob Tway,70,11,4.01,3016
5,6,6,Phil Mickelson,80,12,4.01,3412
6,T7,T7,Ben Crane,86,13,4.01,3744
7,T7,T7,Mark Wilson,107,13,4.01,4664
8,9,9,Padraig Harrington,52,14,4.03,2200
9,10,10,Briny Baird,113,15,4.01,4920
10,11,11,Charlie Wi,97,16,4.02,4248
11,12,12,Steve Elkington,84,17,4.02,3596
12,13,13,Gavin Coles,54,18,4.03,2316
13,14,14,Glen Day,64,21,4.03,2808
14,15,15,Vijay Singh,82,22,4.03,3472
15,T16,T16,Kent Jones,68,27,4.04,2888
16,T16,T16,Scott McCarron,63,27,4.04,2736
17,T18,T18,Greg Kraft,63,28,4.04,2696
18,T18,T18,Ryan Palmer,69,28,4.04,2984
19,20,20,Chad Campbell,94,29,4.03,4144
20,T21,T21,Brian Gay,102,30,4.03,4508
21,T21,T21,Tim Herron,97,30,4.03,4268
22,T21,T21,Michael Letzig,88,30,4.03,3832
23,T21,T21,Kevin Streelman,114,30,4.02,4956
24,T21,T21,Mike Weir,88,30,4.03,3792
25,T26,T26,Ben Curtis,80,31,4.03,3544
26,T26,T26,Anthony Kim,81,31,4.03,3624
27,T28,T28,Stuart Appleby,87,32,4.03,3696
28,T28,T28,Bob Estes,90,32,4.03,3880
29,T30,T30,Michael Allen,91,33,4.03,3840
30,T30,T30,Shane Bertsch,96,33,4.03,4136
31,T30,T30,Alejandro Cañizares,52,33,4.06,2256
32,T30,T30,Scott Verplank,82,33,4.04,3592
33,T34,T34,Chris Riley,51,34,4.06,2168
34,T34,T34,Kevin Sutherland,98,34,4.03,4288
35,T36,T36,K.J. Choi,74,35,4.04,3112
36,T36,T36,Pat Perez,93,35,4.03,4016
37,T36,T36,David Toms,70,35,4.05,3016
38,T39,T39,Sergio Garcia,72,36,4.05,3152
39,T39,T39,Dudley Hart,74,36,4.04,3232
40,T39,T39,John Mallinger,95,36,4.03,4164
41,T39,T39,Nick O'Hern,82,36,4.04,3464
42,T43,T43,Joe Durant,92,37,4.04,3960
43,T43,T43,John Riegger,73,37,4.05,3144
44,T45,T45,Stewart Cink,87,38,4.04,3448
45,T45,T45,Brandt Jobe,52,38,4.07,2256
