,Back_9_Round_4_Scoring_Average_RANK THIS WEEK,Back_9_Round_4_Scoring_Average_RANK LAST WEEK,Back_9_Round_4_Scoring_Average_PLAYER NAME,Back_9_Round_4_Scoring_Average_AVG,Back_9_Round_4_Scoring_Average_TOTAL STROKES,Back_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Padraig Harrington,34.09,375,11
1,2,2,Jason Gore,34.13,512,15
2,3,3,Ron Whittaker,34.2,171,5
3,4,4,Peter Lonard,34.44,551,16
4,5,5,Chad Collins,34.45,379,11
5,6,6,Steve Allan,34.57,242,7
6,7,7,Brenden Pappas,34.63,277,8
7,8,8,Rod Pampling,34.75,417,12
8,9,9,Ryuji Imada,34.8,522,15
9,10,10,Tom Scherrer,34.86,244,7
10,11,11,Ben Crane,34.89,628,18
11,12,12,Steve Lowery,34.91,384,11
12,13,13,Ryan Palmer,34.92,419,12
13,T14,T14,Todd Demsey,34.93,489,14
14,T14,T14,Michael Letzig,34.93,489,14
15,16,16,John Senden,34.94,629,18
16,T17,T17,Glen Day,35.0,420,12
17,T17,T17,Ken Duke,35.0,840,24
18,T17,T17,Tommy Gainey,35.0,210,6
19,T17,T17,Richard Johnson,35.0,280,8
20,T17,T17,Richard Johnson,35.0,315,9
21,T17,T17,Charles Warren,35.0,315,9
22,T23,T23,Shane Bertsch,35.05,666,19
23,T23,T23,Nick Watney,35.05,736,21
24,25,25,Stephen Ames,35.06,631,18
25,26,26,Jesper Parnevik,35.07,526,15
26,T27,T27,Alex Cejka,35.08,421,12
27,T27,T27,Marco Dawson,35.08,421,12
28,T29,T29,Kevin Sutherland,35.09,772,22
29,T29,T29,Jimmy Walker,35.09,386,11
30,31,31,Mathew Goggin,35.11,632,18
31,T32,T32,Cameron Beckman,35.13,527,15
32,T32,T32,K.J. Choi,35.13,527,15
33,T32,T32,Freddie Jacobson,35.13,527,15
34,T32,T32,Bob Sowards,35.13,281,8
35,T32,T32,Steve Stricker,35.13,527,15
36,T32,T32,Bob Tway,35.13,527,15
37,38,38,Carl Pettersson,35.15,914,26
38,T39,T39,Greg Kraft,35.2,352,10
39,T39,T39,George McNeill,35.2,704,20
40,T41,T41,Jerry Kelly,35.21,493,14
41,T41,T41,Cliff Kresge,35.21,493,14
42,T41,T41,Corey Pavin,35.21,493,14
43,T41,T41,Andres Romero,35.21,493,14
44,T41,T41,D.J. Trahan,35.21,669,19
45,46,46,Justin Bolli,35.23,458,13
