,Late_Round_1_Scoring_Average_RANK THIS WEEK,Late_Round_1_Scoring_Average_RANK LAST WEEK,Late_Round_1_Scoring_Average_PLAYER NAME,Late_Round_1_Scoring_Average_AVG,Late_Round_1_Scoring_Average_TOTAL STROKES,Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Kent Jones,68.56,617,9
1,2,2,Geoff Ogilvy,69.17,415,6
2,3,3,Phil Mickelson,69.29,485,7
3,4,4,Craig Kanada,69.36,763,11
4,5,5,Nick O'Hern,69.4,694,10
5,6,6,Charlie Wi,69.64,975,14
6,7,7,Vaughn Taylor,69.75,837,12
7,8,8,Daniel Chopra,69.86,489,7
8,9,9,John Huston,69.89,629,9
9,10,10,Rich Beem,69.91,769,11
10,11,11,Parker McLachlin,69.92,909,13
11,12,12,Briny Baird,69.93,1049,15
12,13,13,Anthony Kim,70.0,770,11
13,T14,T14,Todd Demsey,70.06,1121,16
14,T14,T14,Bo Van Pelt,70.06,1261,18
15,16,16,Robert Allenby,70.19,1123,16
16,T17,T17,Justin Leonard,70.2,702,10
17,T17,T17,Will MacKenzie,70.2,702,10
18,19,19,Richard Johnson,70.22,632,9
19,T20,T20,Ken Duke,70.24,1194,17
20,T20,T20,Steve Marino,70.24,1194,17
21,T20,T20,Kevin Streelman,70.24,1194,17
22,23,23,Lucas Glover,70.25,1124,16
23,24,24,Paul Claxton,70.27,773,11
24,T25,T25,Zach Johnson,70.29,984,14
25,T25,T25,Rod Pampling,70.29,984,14
26,T27,T27,Olin Browne,70.33,844,12
27,T27,T27,Bob Sowards,70.33,844,12
28,T29,T29,Cameron Beckman,70.38,915,13
29,T29,T29,Tag Ridings,70.38,1126,16
30,31,31,Brian Davis,70.39,1267,18
31,32,32,Chez Reavie,70.42,845,12
32,33,33,Heath Slocum,70.47,1198,17
33,34,34,Pat Perez,70.5,705,10
34,35,35,Ben Crane,70.54,917,13
35,36,36,Davis Love III,70.56,635,9
36,37,37,Mike Weir,70.58,847,12
37,38,38,Stuart Appleby,70.6,706,10
38,T39,T39,Jim Furyk,70.62,918,13
39,T39,T39,Charley Hoffman,70.62,918,13
40,41,41,Dean Wilson,70.63,1130,16
41,T42,T42,D.J. Trahan,70.64,989,14
42,T42,T42,Nick Watney,70.64,777,11
43,T42,T42,Y.E. Yang,70.64,989,14
44,45,45,Jeff Overton,70.69,1131,16
