,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
0,1,1,Bob Tway,70,34.69,2428,70
1,2,2,Phil Mickelson,80,34.87,2720,78
2,3,3,Anthony Kim,81,34.88,2825,81
3,4,4,Steve Marino,119,34.93,4157,119
4,5,5,Kevin Sutherland,98,34.97,3427,98
5,6,6,Brian Gay,102,34.98,3568,102
6,7,7,Mike Weir,88,35.06,3050,87
7,T8,T8,Steve Allan,58,35.07,2034,58
8,T8,T8,Jim Furyk,95,35.07,3297,94
9,T8,T8,Justin Leonard,101,35.07,3332,95
10,T11,T11,Chad Campbell,94,35.1,3299,94
11,T11,T11,Sergio Garcia,72,35.1,2457,70
12,T11,T11,Kenny Perry,97,35.1,3405,97
13,14,14,Charlie Wi,97,35.12,3407,97
14,T15,T15,Kevin Na,97,35.13,3408,97
15,T15,T15,Ryan Palmer,69,35.13,2424,69
16,17,17,John Senden,93,35.14,3233,92
17,T18,T18,Pat Perez,93,35.15,3234,92
18,T18,T18,Carl Pettersson,110,35.15,3866,110
19,T20,T20,Bob Estes,90,35.17,3165,90
20,T20,T20,Corey Pavin,69,35.17,2427,69
21,T20,T20,Camilo Villegas,79,35.17,2743,78
22,T23,T23,Steve Elkington,84,35.18,2955,84
23,T23,T23,Bill Haas,99,35.18,3483,99
24,25,25,Billy Mayfair,103,35.19,3625,103
25,T26,T26,Robert Allenby,108,35.2,3766,107
26,T26,T26,Glen Day,64,35.2,2253,64
27,T28,T28,Ben Crane,86,35.21,3028,86
28,T28,T28,Mark Wilson,107,35.21,3767,107
29,30,30,Joe Durant,92,35.22,3240,92
30,31,31,Stewart Cink,87,35.23,2854,81
31,T32,T32,Zach Johnson,85,35.24,2960,84
32,T32,T32,Chris Riley,51,35.24,1797,51
33,34,34,Hunter Mahan,87,35.25,2996,85
34,35,35,Aaron Baddeley,76,35.27,2575,73
35,T36,T36,Tom Pernice Jr.,104,35.28,3669,104
36,T36,T36,Vijay Singh,82,35.28,2752,78
37,T36,T36,Scott Verplank,82,35.28,2858,81
38,T39,T39,Alejandro Cañizares,52,35.29,1835,52
39,T39,T39,Tim Clark,90,35.29,3141,89
40,T39,T39,Tim Herron,97,35.29,3423,97
41,42,42,Nick O'Hern,82,35.3,2824,80
42,T43,T43,Dudley Hart,74,35.31,2613,74
43,T43,T43,Joe Ogilvie,100,35.31,3531,100
44,T43,T43,Patrick Sheehan,124,35.31,4379,124
45,T46,T46,Brian Davis,108,35.32,3815,108
46,T46,T46,Kevin Streelman,114,35.32,4027,114
47,T46,T46,Vaughn Taylor,103,35.32,3638,103
48,T49,T49,Briny Baird,113,35.33,3992,113
49,T49,T49,Brenden Pappas,66,35.33,2332,66
50,T49,T49,John Riegger,73,35.33,2579,73
51,52,52,Padraig Harrington,52,35.34,1767,50
52,T53,T53,Stephen Ames,83,35.35,2899,82
53,T53,T53,Woody Austin,109,35.35,3712,105
54,T53,T53,Jason Day,81,35.35,2863,81
55,T53,T53,D.J. Trahan,94,35.35,3323,94
56,T57,T57,Brad Adamonis,87,35.36,3076,87
57,T57,T57,Parker McLachlin,88,35.36,3112,88
58,T57,T57,Steve Stricker,75,35.36,2546,72
59,T60,T60,Ángel Cabrera,55,35.37,1804,51
60,T60,T60,K.J. Choi,74,35.37,2476,70
61,T60,T60,Brandt Jobe,52,35.37,1839,52
62,T60,T60,Adam Scott,51,35.37,1733,49
63,T64,T64,Robert Garrigus,90,35.38,3184,90
64,T64,T64,Mathias Grönberg,87,35.38,3078,87
65,T64,T64,Martin Laird,98,35.38,3467,98
66,T64,T64,Scott McCarron,63,35.38,2229,63
67,T64,T64,Brandt Snedeker,85,35.38,2972,84
68,69,69,Shane Bertsch,96,35.39,3397,96
69,T70,T70,Ben Curtis,80,35.4,2832,80
70,T70,T70,Paul Goydos,78,35.4,2761,78
71,T70,T70,Richard Johnson,60,35.4,2124,60
72,T73,T73,Michael Allen,91,35.41,3222,91
73,T73,T73,Bart Bryant,81,35.41,2868,81
74,T73,T73,Mathew Goggin,91,35.41,3222,91
75,T73,T73,Chez Reavie,102,35.41,3612,102
76,77,77,Freddie Jacobson,78,35.42,2763,78
77,T78,T78,Craig Kanada,65,35.43,2303,65
78,T78,T78,Brett Quigley,80,35.43,2834,80
79,T80,T80,Ryuji Imada,80,35.44,2835,80
80,T80,T80,Michael Letzig,88,35.44,3119,88
81,T80,T80,Bo Van Pelt,101,35.44,3579,101
82,T80,T80,Dean Wilson,109,35.44,3863,109
83,T84,T84,Stuart Appleby,87,35.45,2978,84
84,T84,T84,Charles Howell III,101,35.45,3510,99
85,T84,T84,Matt Kuchar,88,35.45,3120,88
86,T87,T87,Cameron Beckman,87,35.46,3085,87
87,T87,T87,Charley Hoffman,94,35.46,3333,94
88,T87,T87,Matt Jones,95,35.46,3369,95
89,T87,T87,Tim Wilkinson,95,35.46,3369,95
90,T91,T91,J.J. Henry,108,35.47,3831,108
91,T91,T91,Davis Love III,78,35.47,2767,78
92,T91,T91,Rocco Mediate,87,35.47,3086,87
93,T94,T94,Tommy Armour III,77,35.48,2732,77
94,T94,T94,Mark Hensby,71,35.48,2519,71
95,T96,T96,Jason Gore,94,35.49,3336,94
96,T96,T96,Sean O'Hair,81,35.49,2875,81
97,T98,T98,Gavin Coles,54,35.5,1917,54
98,T98,T98,John Merrick,98,35.5,3479,98
99,T98,T98,Nicholas Thompson,113,35.5,4011,113
100,T98,T98,Omar Uresti,74,35.5,2627,74
101,T102,T102,Ken Duke,116,35.51,4119,116
102,T102,T102,Brad Elder,67,35.51,2379,67
103,T102,T102,Lucas Glover,91,35.51,3231,91
104,T102,T102,Frank Lickliter II,107,35.51,3800,107
105,T102,T102,Rory Sabbatini,77,35.51,2699,76
106,T102,T102,Nick Watney,96,35.51,3409,96
107,108,108,Tim Petrovic,97,35.52,3445,97
108,T109,T109,Jonathan Byrd,88,35.53,3020,85
109,T109,T109,Jeff Overton,103,35.53,3660,103
110,T111,T111,John Huston,56,35.54,1990,56
111,T111,T111,Shigeki Maruyama,50,35.54,1777,50
112,T111,T111,Scott Sterling,89,35.54,3163,89
113,T114,T114,Steve Flesch,95,35.55,3377,95
114,T114,T114,Jeff Quinney,87,35.55,3093,87
115,T114,T114,Boo Weekley,86,35.55,2951,83
116,T117,T117,Mark Calcavecchia,67,35.56,2347,66
117,T117,T117,Paul Casey,55,35.56,1849,52
118,T117,T117,David Toms,70,35.56,2418,68
119,120,120,John Rollins,94,35.57,3344,94
120,T121,T121,Ernie Els,51,35.58,1779,50
121,T121,T121,Rod Pampling,83,35.58,2846,80
122,123,123,Heath Slocum,104,35.59,3701,104
123,T124,T124,Daniel Chopra,84,35.6,2955,83
124,T124,T124,Paul Claxton,63,35.6,2243,63
125,T124,T124,Fred Couples,60,35.6,2136,60
126,T124,T124,Jerry Kelly,89,35.6,3133,88
127,T124,T124,Jeff Maggert,86,35.6,3062,86
128,T124,T124,Jim McGovern,75,35.6,2670,75
129,130,130,Andres Romero,69,35.61,2386,67
130,T131,T131,Eric Axley,113,35.62,4025,113
131,T131,T131,George McNeill,97,35.62,3455,97
132,T131,T131,Y.E. Yang,89,35.62,3170,89
133,T134,T134,Nathan Green,95,35.63,3385,95
134,T134,T134,Peter Lonard,92,35.63,3278,92
135,T134,T134,Ryan Moore,72,35.63,2565,72
136,T134,T134,Bubba Watson,97,35.63,3456,97
137,T138,T138,Retief Goosen,59,35.64,2067,58
138,T138,T138,Jay Williamson,96,35.64,3421,96
139,140,140,Chris Stroud,81,35.65,2888,81
140,141,141,Geoff Ogilvy,65,35.67,2283,64
141,T142,T142,Rich Beem,90,35.68,3211,90
142,T142,T142,Carlos Franco,73,35.68,2605,73
143,T142,T142,Marc Turnesa,87,35.68,3104,87
144,145,145,Olin Browne,77,35.69,2748,77
145,146,146,Kent Jones,68,35.71,2428,68
146,T147,T147,Lee Janzen,89,35.72,3179,89
147,T147,T147,Tag Ridings,88,35.72,3143,88
148,T149,T149,Nick Flanagan,89,35.73,3180,89
149,T149,T149,Harrison Frazar,73,35.73,2608,73
150,T149,T149,Todd Hamilton,92,35.73,3287,92
151,T149,T149,Jon Mills,95,35.73,3394,95
152,T149,T149,Ian Poulter,51,35.73,1751,49
153,T154,T154,Todd Demsey,80,35.74,2859,80
154,T154,T154,Dustin Johnson,92,35.74,3288,92
155,T154,T154,Doug LaBelle II,65,35.74,2323,65
156,157,157,Kenneth Ferrie,72,35.75,2574,72
157,158,158,Kevin Stadler,90,35.77,3219,90
158,T159,T159,John Mallinger,95,35.78,3399,95
159,T159,T159,Troy Matteson,94,35.78,3363,94
160,161,161,Tom Scherrer,56,35.79,2004,56
161,162,162,Jeff Gove,50,35.8,1790,50
162,T163,T163,Cliff Kresge,84,35.81,3008,84
163,T163,T163,Jimmy Walker,73,35.81,2614,73
164,165,165,Chad Collins,72,35.82,2579,72
165,166,166,Billy Andrade,71,35.83,2544,71
166,T167,T167,Ryan Armour,87,35.84,3118,87
167,T167,T167,J.B. Holmes,86,35.84,3046,85
168,169,169,Jesper Parnevik,88,35.85,3155,88
169,170,170,Tom Lehman,51,35.86,1829,51
170,171,171,Justin Bolli,87,35.87,3121,87
171,T172,T172,Jason Allred,63,35.89,2261,63
172,T172,T172,Johnson Wagner,83,35.89,2979,83
173,174,174,Trevor Immelman,70,35.9,2441,68
174,175,175,Chris DiMarco,87,35.92,3125,87
175,176,176,Ron Whittaker,54,35.94,1941,54
176,177,177,Bob Sowards,61,35.95,2193,61
177,T178,T178,Marco Dawson,64,35.98,2303,64
178,T178,T178,Greg Kraft,63,35.98,2267,63
179,180,180,Brett Rumford,72,35.99,2591,72
180,T181,T181,Alex Cejka,75,36.0,2700,75
181,T181,T181,Richard Johnson,77,36.0,2772,77
182,183,183,J.P. Hayes,67,36.01,2413,67
183,184,184,James Driscoll,85,36.02,3062,85
184,185,185,Ted Purdy,68,36.06,2452,68
185,186,186,Steve Lowery,74,36.07,2669,74
186,187,187,Stephen Leaney,53,36.11,1914,53
187,188,188,David Lutterus,59,36.12,2131,59
188,189,189,Tommy Gainey,60,36.17,2170,60
189,T190,T190,Robert Gamez,79,36.18,2858,79
190,T190,T190,Will MacKenzie,62,36.18,2243,62
191,192,192,Jin Park,85,36.19,3076,85
192,193,193,Charles Warren,79,36.2,2860,79
193,194,194,Cody Freeman,66,36.23,2391,66
194,195,195,Kyle Thompson,70,36.29,2540,70
195,196,196,Travis Perkins,53,36.55,1937,53
196,197,197,David Duval,51,36.9,1882,51
