,Par_3_Scoring_Average_RANK THIS WEEK,Par_3_Scoring_Average_RANK LAST WEEK,Par_3_Scoring_Average_PLAYER NAME,Par_3_Scoring_Average_ROUNDS,Par_3_Scoring_Average_AVG,Par_3_Scoring_Average_TOTAL STROKES,Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Corey Pavin,69,2.96,847,286
1,T1,T1,Bob Tway,70,2.96,845,285
2,T3,T3,Zach Johnson,85,3.0,995,332
3,T3,T3,Nick O'Hern,82,3.0,967,322
4,T3,T3,Tom Pernice Jr.,104,3.0,1277,425
5,T3,T3,Jeff Quinney,87,3.0,1054,351
6,T7,T7,Chad Collins,72,3.01,883,293
7,T7,T7,James Driscoll,85,3.01,1052,349
8,T7,T7,Brian Gay,102,3.01,1236,411
9,T7,T7,Dudley Hart,74,3.01,894,297
10,T11,T11,Ken Duke,116,3.02,1431,474
11,T11,T11,Lee Janzen,89,3.02,1100,364
12,T11,T11,Richard Johnson,60,3.02,741,245
13,T11,T11,Craig Kanada,65,3.02,795,263
14,T11,T11,D.J. Trahan,94,3.02,1164,386
15,T11,T11,Omar Uresti,74,3.02,912,302
16,T17,T17,Briny Baird,113,3.03,1393,459
17,T17,T17,Shane Bertsch,96,3.03,1194,394
18,T17,T17,Gavin Coles,54,3.03,669,221
19,T17,T17,Glen Day,64,3.03,790,261
20,T17,T17,Steve Marino,119,3.03,1470,485
21,T17,T17,Tom Scherrer,56,3.03,690,228
22,T23,T23,Robert Allenby,108,3.04,1318,433
23,T23,T23,Olin Browne,77,3.04,962,316
24,T23,T23,Bob Estes,90,3.04,1113,366
25,T23,T23,Hunter Mahan,87,3.04,1038,341
26,T23,T23,George McNeill,97,3.04,1196,393
27,T23,T23,Ryan Palmer,69,3.04,854,281
28,T23,T23,Chris Riley,51,3.04,636,209
29,T23,T23,Heath Slocum,104,3.04,1278,421
30,T23,T23,Bob Sowards,61,3.04,752,247
31,T23,T23,Vaughn Taylor,103,3.04,1263,415
32,T33,T33,Stewart Cink,87,3.05,1005,329
33,T33,T33,Paul Claxton,63,3.05,788,258
34,T33,T33,Marco Dawson,64,3.05,801,263
35,T33,T33,Jason Day,81,3.05,997,327
36,T33,T33,Steve Elkington,84,3.05,1043,342
37,T33,T33,Paul Goydos,78,3.05,956,313
38,T33,T33,Kent Jones,68,3.05,848,278
39,T33,T33,Carl Pettersson,110,3.05,1359,445
40,T33,T33,Chez Reavie,102,3.05,1273,417
41,T33,T33,Brett Rumford,72,3.05,903,296
42,T33,T33,Patrick Sheehan,124,3.05,1542,506
43,T33,T33,Dean Wilson,109,3.05,1352,444
44,T45,T45,Brad Adamonis,87,3.06,1085,355
45,T45,T45,Steve Allan,58,3.06,719,235
46,T45,T45,Stephen Ames,83,3.06,1003,328
47,T45,T45,Eric Axley,113,3.06,1409,460
48,T45,T45,Cameron Beckman,87,3.06,1085,354
49,T45,T45,Chad Campbell,94,3.06,1167,381
50,T45,T45,Alejandro Cañizares,52,3.06,652,213
51,T45,T45,Alex Cejka,75,3.06,935,306
52,T45,T45,Cliff Kresge,84,3.06,1051,343
53,T45,T45,Jesper Parnevik,88,3.06,1094,358
54,T45,T45,Kevin Sutherland,98,3.06,1217,398
55,T45,T45,Marc Turnesa,87,3.06,1082,354
56,T57,T57,Paul Casey,55,3.07,650,212
57,T57,T57,K.J. Choi,74,3.07,848,276
58,T57,T57,Brad Elder,67,3.07,840,274
59,T57,T57,Robert Gamez,79,3.07,996,324
60,T57,T57,Tim Herron,97,3.07,1220,397
61,T57,T57,John Huston,56,3.07,709,231
62,T57,T57,Ryuji Imada,80,3.07,999,325
63,T57,T57,Freddie Jacobson,78,3.07,962,313
64,T57,T57,Martin Laird,98,3.07,1220,398
65,T57,T57,Jeff Maggert,86,3.07,1079,352
66,T57,T57,Kevin Na,97,3.07,1213,395
67,T57,T57,Brenden Pappas,66,3.07,825,269
68,T57,T57,Adam Scott,51,3.07,602,196
69,T57,T57,Scott Sterling,89,3.07,1111,362
70,T57,T57,Mike Weir,88,3.07,1063,346
71,T57,T57,Charlie Wi,97,3.07,1216,396
72,T73,T73,Aaron Baddeley,76,3.08,887,288
73,T73,T73,Rich Beem,90,3.08,1124,365
74,T73,T73,Justin Bolli,87,3.08,1079,350
75,T73,T73,Bart Bryant,81,3.08,1012,329
76,T73,T73,Tim Clark,90,3.08,1099,357
77,T73,T73,Ben Crane,86,3.08,1076,349
78,T73,T73,Ernie Els,51,3.08,622,202
79,T73,T73,Steve Flesch,95,3.08,1187,385
80,T73,T73,Jason Gore,94,3.08,1184,385
81,T73,T73,Anthony Kim,81,3.08,1001,325
82,T73,T73,Matt Kuchar,88,3.08,1091,354
83,T73,T73,Doug LaBelle II,65,3.08,805,261
84,T73,T73,Jim McGovern,75,3.08,943,306
85,T73,T73,Ryan Moore,72,3.08,900,292
86,T73,T73,Pat Perez,93,3.08,1144,371
87,T73,T73,Kenny Perry,97,3.08,1224,397
88,T73,T73,Tim Petrovic,97,3.08,1213,394
