,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,John Huston,56,19.56,115,588
1,2,2,Ryan Palmer,69,19.03,142,746
2,3,3,Kenny Perry,97,18.66,198,1061
3,4,4,Tommy Gainey,60,18.27,118,646
4,5,5,Justin Leonard,101,18.19,191,1050
5,6,6,Pat Perez,93,18.13,182,1004
6,7,7,Anthony Kim,81,18.1,164,906
7,8,8,Scott Verplank,82,18.04,162,898
8,9,9,Padraig Harrington,52,18.0,99,550
9,10,10,Chad Campbell,94,17.95,186,1036
10,11,11,Vaughn Taylor,103,17.91,202,1128
11,12,12,Rory Sabbatini,77,17.81,150,842
12,T13,T13,Robert Garrigus,90,17.74,171,964
13,T13,T13,Jason Gore,94,17.74,177,998
14,15,15,John Mallinger,95,17.68,184,1041
15,16,16,Greg Kraft,63,17.66,119,674
16,17,17,Camilo Villegas,79,17.63,153,868
17,18,18,Phil Mickelson,80,17.58,150,853
18,19,19,Mark Hensby,71,17.53,132,753
19,20,20,Tim Clark,90,17.51,174,994
20,21,21,Mark Wilson,107,17.5,204,1166
21,22,22,Nathan Green,95,17.46,177,1014
22,23,23,Ben Crane,86,17.41,163,936
23,24,24,Steve Elkington,84,17.35,156,899
24,25,25,Tim Herron,97,17.34,185,1067
25,26,26,Scott McCarron,63,17.25,118,684
26,27,27,Brian Davis,108,17.24,201,1166
27,28,28,Dudley Hart,74,17.2,139,808
28,29,29,Dustin Johnson,92,17.16,169,985
29,30,30,Robert Allenby,108,17.13,198,1156
30,31,31,Gavin Coles,54,17.1,99,579
31,32,32,Dean Wilson,109,17.08,202,1183
32,33,33,Jeff Overton,103,17.06,188,1102
33,34,34,Tim Petrovic,97,17.05,177,1038
34,35,35,David Toms,70,16.98,128,754
35,36,36,Cameron Beckman,87,16.92,157,928
36,37,37,Michael Letzig,88,16.91,162,958
37,38,38,Alejandro Cañizares,52,16.84,95,564
38,39,39,Steve Marino,119,16.79,219,1304
39,T40,T40,Ken Duke,116,16.77,210,1252
40,T40,T40,Brian Gay,102,16.77,189,1127
41,42,42,Bob Tway,70,16.71,126,754
42,43,43,Martin Laird,98,16.7,177,1060
43,44,44,Michael Allen,91,16.67,160,960
44,45,45,Nicholas Thompson,113,16.65,203,1219
45,46,46,Bill Haas,99,16.64,177,1064
46,47,47,Kent Jones,68,16.62,120,722
47,48,48,Kevin Stadler,90,16.58,160,965
48,49,49,Rod Pampling,83,16.55,143,864
49,50,50,Mathias Grönberg,87,16.52,153,926
50,51,51,Frank Lickliter II,107,16.48,190,1153
51,52,52,Kevin Streelman,114,16.46,204,1239
52,53,53,Stuart Appleby,87,16.45,152,924
53,54,54,Ryan Armour,87,16.41,151,920
54,55,55,Hunter Mahan,87,16.38,153,934
55,56,56,Shane Bertsch,96,16.34,169,1034
56,57,57,Joe Ogilvie,100,16.33,177,1084
57,58,58,Kenneth Ferrie,72,16.32,124,760
58,59,59,Aaron Baddeley,76,16.31,130,797
59,T60,T60,Brad Adamonis,87,16.29,153,939
60,T60,T60,Daniel Chopra,84,16.29,144,884
61,T60,T60,Charlie Wi,97,16.29,173,1062
62,63,63,Jeff Quinney,87,16.26,152,935
63,64,64,Carl Pettersson,110,16.25,195,1200
64,65,65,Davis Love III,78,16.24,138,850
65,T66,T66,Jim McGovern,75,16.22,133,820
66,T66,T66,Bo Van Pelt,101,16.22,177,1091
67,68,68,Jeff Maggert,86,16.2,149,920
68,T69,T69,Briny Baird,113,16.18,199,1230
69,T69,T69,Charley Hoffman,94,16.18,165,1020
70,71,71,J.B. Holmes,86,16.16,149,922
71,72,72,Lee Janzen,89,16.1,151,938
72,T73,T73,Rich Beem,90,16.08,155,964
73,T73,T73,Jonathan Byrd,88,16.08,147,914
74,T73,T73,Marco Dawson,64,16.08,109,678
75,T73,T73,Steve Lowery,74,16.08,129,802
76,T77,T77,Nick O'Hern,82,16.05,139,866
77,T77,T77,Jesper Parnevik,88,16.05,153,953
78,79,79,Steve Flesch,95,16.04,163,1016
79,80,80,Tag Ridings,88,16.03,151,942
80,81,81,Freddie Jacobson,78,16.01,138,862
81,82,82,Woody Austin,109,15.99,182,1138
82,T83,T83,Corey Pavin,69,15.98,121,757
83,T83,T83,Brandt Snedeker,85,15.98,147,920
84,85,85,Harrison Frazar,73,15.94,125,784
85,86,86,Troy Matteson,94,15.93,159,998
86,87,87,Mathew Goggin,91,15.92,156,980
87,88,88,Ryan Moore,72,15.91,122,767
88,89,89,Vijay Singh,82,15.9,138,868
89,90,90,Brett Quigley,80,15.81,135,854
90,T91,T91,Joe Durant,92,15.76,156,990
91,T91,T91,Nick Flanagan,89,15.76,150,952
92,93,93,John Senden,93,15.75,158,1003
93,94,94,Sergio Garcia,72,15.74,124,788
94,T95,T95,Paul Casey,55,15.72,89,566
95,T95,T95,D.J. Trahan,94,15.72,160,1018
96,97,97,Jim Furyk,95,15.7,162,1032
97,98,98,K.J. Choi,74,15.68,122,778
98,99,99,Stewart Cink,87,15.66,135,862
99,100,100,Richard Johnson,77,15.62,129,826
100,101,101,John Merrick,98,15.6,166,1064
101,102,102,Tim Wilkinson,95,15.58,158,1014
102,T103,T103,Patrick Sheehan,124,15.57,209,1342
103,T103,T103,Bubba Watson,97,15.57,165,1060
104,105,105,Geoff Ogilvy,65,15.56,108,694
105,106,106,Scott Sterling,89,15.55,148,952
106,T107,T107,Glen Day,64,15.53,109,702
107,T107,T107,Robert Gamez,79,15.53,132,850
108,109,109,George McNeill,97,15.52,163,1050
