,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Kenny Perry,68.21,955,14
1,2,2,Stewart Cink,68.67,824,12
2,3,3,Adam Scott,68.88,551,8
3,4,4,Sergio Garcia,69.11,622,9
4,5,5,Patrick Sheehan,69.3,1386,20
5,6,6,Dudley Hart,69.33,624,9
6,7,7,Alejandro Cañizares,69.44,625,9
7,8,8,Briny Baird,69.47,1042,15
8,9,9,Anthony Kim,69.55,765,11
9,10,10,Woody Austin,69.64,975,14
10,11,11,Kevin Sutherland,69.67,627,9
11,12,12,Ken Duke,69.69,1115,16
12,13,13,John Mallinger,69.76,1186,17
13,14,14,Brandt Snedeker,69.77,907,13
14,15,15,Camilo Villegas,69.89,629,9
15,16,16,J.J. Henry,69.94,1189,17
16,T17,T17,Michael Allen,70.0,840,12
17,T17,T17,Kevin Streelman,70.0,1050,15
18,T19,T19,Brian Gay,70.06,1191,17
19,T19,T19,Jay Williamson,70.06,1121,16
20,21,21,Steve Marino,70.07,1051,15
21,22,22,Jonathan Byrd,70.09,771,11
22,T23,T23,Eric Axley,70.11,1332,19
23,T23,T23,Shigeki Maruyama,70.11,631,9
24,T25,T25,Tom Lehman,70.13,561,8
25,T25,T25,Chris Riley,70.13,561,8
26,27,27,Phil Mickelson,70.15,912,13
27,28,28,Brett Quigley,70.19,1123,16
28,29,29,Jason Gore,70.2,1053,15
29,30,30,Scott Sterling,70.23,913,13
30,31,31,Frank Lickliter II,70.25,843,12
31,T32,T32,Mathew Goggin,70.29,984,14
32,T32,T32,Tom Pernice Jr.,70.29,984,14
33,34,34,Ángel Cabrera,70.33,422,6
34,35,35,Jeff Maggert,70.36,985,14
35,T36,T36,Kenneth Ferrie,70.38,915,13
36,T36,T36,Brenden Pappas,70.38,915,13
37,T36,T36,Dean Wilson,70.38,1126,16
38,39,39,Carl Pettersson,70.39,1267,18
39,40,40,Brad Adamonis,70.4,1056,15
40,T41,T41,Stuart Appleby,70.42,845,12
41,T41,T41,Tommy Armour III,70.42,845,12
42,43,43,Kevin Na,70.47,1057,15
43,T44,T44,Joe Durant,70.5,1128,16
44,T44,T44,Ian Poulter,70.5,564,8
45,T44,T44,David Toms,70.5,564,8
46,T44,T44,Bo Van Pelt,70.5,987,14
47,48,48,Billy Mayfair,70.53,1058,15
48,49,49,Mark Calcavecchia,70.55,776,11
49,T50,T50,Bart Bryant,70.56,635,9
50,T50,T50,Troy Matteson,70.56,1129,16
51,52,52,Bubba Watson,70.58,847,12
52,53,53,Brian Davis,70.6,1059,15
53,54,54,Corey Pavin,70.62,918,13
54,55,55,Ben Curtis,70.67,636,9
55,T56,T56,Steve Elkington,70.73,778,11
56,T56,T56,Lee Janzen,70.73,1061,15
57,58,58,Jeff Overton,70.75,1132,16
58,T59,T59,Rocco Mediate,70.8,1062,15
59,T59,T59,Rory Sabbatini,70.8,708,10
60,T61,T61,Fred Couples,70.82,779,11
61,T61,T61,Vijay Singh,70.82,779,11
62,T63,T63,Jim Furyk,70.83,850,12
63,T63,T63,John Riegger,70.83,850,12
64,65,65,Martin Laird,70.85,921,13
65,66,66,Ernie Els,70.86,496,7
66,T67,T67,Tim Herron,70.87,1063,15
67,T67,T67,George McNeill,70.87,1063,15
68,T67,T67,Ted Purdy,70.87,1063,15
69,T70,T70,Jeff Gove,70.88,567,8
70,T70,T70,Bill Haas,70.88,1134,16
71,72,72,John Huston,70.89,638,9
72,T73,T73,Brad Elder,70.91,780,11
73,T73,T73,Omar Uresti,70.91,780,11
74,T75,T75,Paul Claxton,70.92,851,12
75,T75,T75,Ben Crane,70.92,851,12
76,T75,T75,Peter Lonard,70.92,851,12
77,T78,T78,Shane Bertsch,70.93,1064,15
78,T78,T78,Nicholas Thompson,70.93,993,14
