,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Kevin Na,34.46,965,28
1,2,2,John Senden,34.48,931,27
2,T3,T3,Jim Furyk,34.64,866,25
3,T3,T3,Ryan Palmer,34.64,762,22
4,5,5,Bob Tway,34.65,693,20
5,6,6,Pat Perez,34.69,902,26
6,T7,T7,Phil Mickelson,34.75,695,20
7,T7,T7,Chris Riley,34.75,556,16
8,9,9,Camilo Villegas,34.76,730,21
9,10,10,Steve Elkington,34.78,800,23
10,11,11,Bob Estes,34.79,974,28
11,12,12,Gavin Coles,34.8,522,15
12,13,13,Robert Allenby,34.81,940,27
13,T14,T14,Sergio Garcia,34.83,627,18
14,T14,T14,Carl Pettersson,34.83,1010,29
15,16,16,Ben Curtis,34.86,767,22
16,T17,T17,Stephen Ames,34.87,802,23
17,T17,T17,Brian Gay,34.87,1046,30
18,19,19,Corey Pavin,34.9,698,20
19,20,20,Paul Goydos,34.92,838,24
20,21,21,Charlie Wi,34.93,943,27
21,22,22,Kevin Streelman,34.94,1118,32
22,T23,T23,Ben Crane,34.96,839,24
23,T23,T23,John Rollins,34.96,979,28
24,T25,T25,Matt Jones,34.97,1084,31
25,T25,T25,Chez Reavie,34.97,1049,30
26,T27,T27,Justin Leonard,35.0,840,24
27,T27,T27,Kenny Perry,35.0,875,25
28,29,29,Frank Lickliter II,35.03,1051,30
29,T30,T30,Jason Day,35.04,981,28
30,T30,T30,Scott Verplank,35.04,806,23
31,32,32,Billy Mayfair,35.07,1017,29
32,33,33,Dudley Hart,35.09,772,22
33,34,34,Aaron Baddeley,35.1,737,21
34,35,35,Nick Watney,35.11,948,27
35,T36,T36,Carlos Franco,35.13,843,24
36,T36,T36,Steve Marino,35.13,1124,32
37,T36,T36,John Riegger,35.13,808,23
38,T39,T39,Shane Bertsch,35.14,984,28
39,T39,T39,Martin Laird,35.14,1019,29
40,T39,T39,Michael Letzig,35.14,984,28
41,42,42,Matt Kuchar,35.15,949,27
42,43,43,Mark Hensby,35.17,844,24
43,44,44,John Merrick,35.18,985,28
