,First_Tee_Late_Lowest_Round_RANK THIS WEEK,First_Tee_Late_Lowest_Round_RANK LAST WEEK,First_Tee_Late_Lowest_Round_PLAYER NAME,First_Tee_Late_Lowest_Round_ROUNDS,First_Tee_Late_Lowest_Round_LOW RND
0,T1,T1,Mike Weir,88,61
1,T1,T1,Charlie Wi,97,61
2,T3,T3,Stephen Ames,83,62
3,T3,T3,Briny Baird,113,62
4,T3,T3,Brian Gay,102,62
5,T3,T3,Nathan Green,95,62
6,T3,T3,J.J. Henry,108,62
7,T3,T3,Zach Johnson,85,62
8,T3,T3,Bob Tway,70,62
9,T10,T10,Ryan Armour,87,63
10,T10,T10,Cameron Beckman,87,63
11,T10,T10,Rich Beem,90,63
12,T10,T10,Chris DiMarco,87,63
13,T10,T10,Mathew Goggin,91,63
14,T10,T10,Richard Johnson,60,63
15,T10,T10,Matt Jones,95,63
16,T10,T10,Martin Laird,98,63
17,T10,T10,Troy Matteson,94,63
18,T10,T10,Rod Pampling,83,63
19,T10,T10,Pat Perez,93,63
20,T10,T10,Rory Sabbatini,77,63
21,T10,T10,Vijay Singh,82,63
22,T10,T10,Graeme Storm,10,63
23,T10,T10,Kevin Sutherland,98,63
24,T10,T10,Camilo Villegas,79,63
25,T10,T10,Nick Watney,96,63
26,T10,T10,Tim Wilkinson,95,63
27,T10,T10,Mark Wilson,107,63
28,T29,T29,Brad Adamonis,87,64
29,T29,T29,Michael Allen,91,64
30,T29,T29,Shane Bertsch,96,64
31,T29,T29,K.J. Choi,74,64
32,T29,T29,Stewart Cink,87,64
33,T29,T29,Tim Clark,90,64
34,T29,T29,Paul Claxton,63,64
35,T29,T29,Gavin Coles,54,64
36,T29,T29,Brian Davis,108,64
37,T29,T29,Jim Furyk,95,64
38,T29,T29,Tommy Gainey,60,64
39,T29,T29,Sergio Garcia,72,64
40,T29,T29,Retief Goosen,59,64
41,T29,T29,Anthony Kim,81,64
42,T29,T29,Matt Kuchar,88,64
43,T29,T29,Peter Lonard,92,64
44,T29,T29,Davis Love III,78,64
45,T29,T29,Hunter Mahan,87,64
46,T29,T29,Steve Marino,119,64
47,T29,T29,Scott McCarron,63,64
48,T29,T29,John Merrick,98,64
49,T29,T29,Phil Mickelson,80,64
50,T29,T29,Jon Mills,95,64
51,T29,T29,Jeff Overton,103,64
52,T29,T29,Heath Slocum,104,64
53,T29,T29,Steve Stricker,75,64
54,T29,T29,Bo Van Pelt,101,64
55,T29,T29,Scott Verplank,82,64
56,T57,T57,Robert Allenby,108,65
57,T57,T57,Tommy Armour III,77,65
58,T57,T57,Woody Austin,109,65
59,T57,T57,Justin Bolli,87,65
60,T57,T57,Chad Campbell,94,65
61,T57,T57,Paul Casey,55,65
62,T57,T57,Daniel Chopra,84,65
63,T57,T57,Darren Clarke,6,65
64,T57,T57,Chad Collins,72,65
65,T57,T57,Ben Curtis,80,65
66,T57,T57,Jason Day,81,65
67,T57,T57,Ken Duke,116,65
68,T57,T57,Joe Durant,92,65
69,T57,T57,Ernie Els,51,65
70,T57,T57,Fred Funk,42,65
71,T57,T57,Robert Gamez,79,65
72,T57,T57,Jason Gore,94,65
73,T57,T57,Dudley Hart,74,65
74,T57,T57,J.P. Hayes,67,65
75,T57,T57,Mark Hensby,71,65
76,T57,T57,Tim Herron,97,65
77,T57,T57,John Huston,56,65
78,T57,T57,Freddie Jacobson,78,65
79,T57,T57,Lee Janzen,89,65
