,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
80,T78,T78,Bart Bryant,81,6.0
81,T78,T78,Alejandro Cañizares,52,6.0
82,T78,T78,Ben Curtis,80,6.0
83,T78,T78,Brian Davis,108,6.0
84,T78,T78,James Driscoll,85,6.0
85,T78,T78,Carlos Franco,73,6.0
86,T78,T78,Tommy Gainey,60,6.0
87,T78,T78,Lucas Glover,91,6.0
88,T78,T78,Kent Jones,68,6.0
89,T78,T78,Peter Lonard,92,6.0
90,T78,T78,Troy Matteson,94,6.0
91,T78,T78,Phil Mickelson,80,6.0
92,T78,T78,Jeff Overton,103,6.0
93,T78,T78,Jeff Quinney,87,6.0
94,T78,T78,Rory Sabbatini,77,6.0
95,T78,T78,Patrick Sheehan,124,6.0
96,T78,T78,Vijay Singh,82,6.0
97,T78,T78,Scott Sterling,89,6.0
98,T78,T78,Steve Stricker,75,6.0
99,T78,T78,Kevin Sutherland,98,6.0
100,T101,T101,Cameron Beckman,87,5.0
101,T101,T101,Tim Clark,90,5.0
102,T101,T101,Chris DiMarco,87,5.0
103,T101,T101,Ken Duke,116,5.0
104,T101,T101,Bob Estes,90,5.0
105,T101,T101,Retief Goosen,59,5.0
106,T101,T101,Nathan Green,95,5.0
107,T101,T101,Tim Herron,97,5.0
108,T101,T101,Jim McGovern,75,5.0
109,T101,T101,Rocco Mediate,87,5.0
110,T101,T101,Jin Park,85,5.0
111,T101,T101,Kenny Perry,97,5.0
112,T101,T101,Andres Romero,69,5.0
113,T101,T101,Adam Scott,51,5.0
114,T101,T101,Heath Slocum,104,5.0
115,T101,T101,David Toms,70,5.0
116,T101,T101,Bob Tway,70,5.0
117,T101,T101,Omar Uresti,74,5.0
118,T101,T101,Ron Whittaker,54,5.0
119,T101,T101,Tim Wilkinson,95,5.0
120,T101,T101,Dean Wilson,109,5.0
121,T122,T122,Stephen Ames,83,4.0
122,T122,T122,Chad Collins,72,4.0
123,T122,T122,David Duval,51,4.0
124,T122,T122,Sergio Garcia,72,4.0
125,T122,T122,J.J. Henry,108,4.0
126,T122,T122,Freddie Jacobson,78,4.0
127,T122,T122,Zach Johnson,85,4.0
128,T122,T122,Richard Johnson,60,4.0
129,T122,T122,Cliff Kresge,84,4.0
130,T122,T122,Justin Leonard,101,4.0
131,T122,T122,Jeff Maggert,86,4.0
132,T122,T122,Joe Ogilvie,100,4.0
133,T122,T122,Marc Turnesa,87,4.0
134,T122,T122,Boo Weekley,86,4.0
135,T122,T122,Mark Wilson,107,4.0
136,T137,T137,Billy Andrade,71,3.0
137,T137,T137,Stuart Appleby,87,3.0
138,T137,T137,Ángel Cabrera,55,3.0
139,T137,T137,Ben Crane,86,3.0
140,T137,T137,Marco Dawson,64,3.0
141,T137,T137,Kenneth Ferrie,72,3.0
142,T137,T137,Robert Gamez,79,3.0
143,T137,T137,Todd Hamilton,92,3.0
144,T137,T137,Padraig Harrington,52,3.0
145,T137,T137,John Huston,56,3.0
146,T137,T137,Brandt Jobe,52,3.0
147,T137,T137,Tom Lehman,51,3.0
148,T137,T137,Ryan Moore,72,3.0
149,T137,T137,Geoff Ogilvy,65,3.0
150,T137,T137,Ryan Palmer,69,3.0
151,T137,T137,Jesper Parnevik,88,3.0
152,T137,T137,Ian Poulter,51,3.0
153,T137,T137,Ted Purdy,68,3.0
154,T137,T137,Chris Riley,51,3.0
155,T137,T137,Brett Rumford,72,3.0
156,T137,T137,Tom Scherrer,56,3.0
157,T137,T137,Kyle Thompson,70,3.0
158,T137,T137,Johnson Wagner,83,3.0
159,T160,T160,Jason Allred,63,2.0
160,T160,T160,Tommy Armour III,77,2.0
161,T160,T160,Shane Bertsch,96,2.0
162,T160,T160,Paul Casey,55,2.0
163,T160,T160,Paul Claxton,63,2.0
164,T160,T160,Gavin Coles,54,2.0
165,T160,T160,Steve Elkington,84,2.0
166,T160,T160,Ernie Els,51,2.0
167,T160,T160,Harrison Frazar,73,2.0
168,T160,T160,Cody Freeman,66,2.0
169,T160,T160,Brian Gay,102,2.0
170,T160,T160,Jeff Gove,50,2.0
171,T160,T160,Paul Goydos,78,2.0
172,T160,T160,Dudley Hart,74,2.0
173,T160,T160,Ryuji Imada,80,2.0
174,T160,T160,Trevor Immelman,70,2.0
175,T160,T160,Lee Janzen,89,2.0
176,T160,T160,Craig Kanada,65,2.0
177,T160,T160,Jerry Kelly,89,2.0
178,T160,T160,Greg Kraft,63,2.0
179,T160,T160,David Lutterus,59,2.0
180,T160,T160,John Mallinger,95,2.0
181,T160,T160,Shigeki Maruyama,50,2.0
182,T160,T160,Corey Pavin,69,2.0
183,T160,T160,Tim Petrovic,97,2.0
184,T160,T160,Vaughn Taylor,103,2.0
185,T160,T160,Scott Verplank,82,2.0
186,T187,T187,Olin Browne,77,1.0
187,T187,T187,Alex Cejka,75,1.0
188,T187,T187,Glen Day,64,1.0
189,T187,T187,J.P. Hayes,67,1.0
190,T187,T187,Doug LaBelle II,65,1.0
191,T187,T187,Stephen Leaney,53,1.0
192,T187,T187,Scott McCarron,63,1.0
193,T187,T187,Travis Perkins,53,1.0
194,T195,T195,K.J. Choi,74,
195,T195,T195,Brad Elder,67,
196,T195,T195,Nick O'Hern,82,
