,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
0,1,1,Ángel Cabrera,55,22.4,28,125
1,2,2,Boo Weekley,86,20.74,45,217
2,3,3,Ryan Palmer,69,19.58,37,189
3,4,4,J.B. Holmes,86,18.52,35,189
4,5,5,Steve Allan,58,18.38,25,136
5,6,6,Davis Love III,78,17.7,37,209
6,7,7,Phil Mickelson,80,16.67,32,192
7,8,8,Jason Allred,63,16.55,24,145
8,9,9,K.J. Choi,74,16.49,32,194
9,10,10,Rory Sabbatini,77,16.48,30,182
10,11,11,Bob Tway,70,16.32,31,190
11,12,12,James Driscoll,85,16.3,37,227
12,13,13,Kevin Sutherland,98,16.27,48,295
13,14,14,Steve Marino,119,16.15,57,353
14,15,15,Ryuji Imada,80,16.05,39,243
15,16,16,Steve Flesch,95,15.97,46,288
16,T17,T17,Joe Durant,92,15.87,40,252
17,T17,T17,Ernie Els,51,15.87,20,126
18,T19,T19,Padraig Harrington,52,15.84,16,101
19,T19,T19,Camilo Villegas,79,15.84,32,202
20,T21,T21,Martin Laird,98,15.83,44,278
21,T21,T21,Andres Romero,69,15.83,22,139
22,T23,T23,Tom Lehman,51,15.67,21,134
23,T23,T23,Nick O'Hern,82,15.67,42,268
24,T23,T23,John Rollins,94,15.67,42,268
25,26,26,Charley Hoffman,94,15.66,39,249
26,27,27,Anthony Kim,81,15.59,29,186
27,28,28,Sergio Garcia,72,15.35,31,202
28,29,29,Ben Crane,86,15.32,36,235
29,30,30,Vijay Singh,82,15.3,28,183
30,31,31,Bubba Watson,97,15.29,39,255
31,32,32,Marc Turnesa,87,15.27,40,262
32,33,33,Corey Pavin,69,15.23,37,243
33,34,34,Robert Allenby,108,15.06,47,312
34,35,35,Steve Elkington,84,15.0,36,240
35,36,36,George McNeill,97,14.93,43,288
36,37,37,Mark Wilson,107,14.88,54,363
37,38,38,Tom Pernice Jr.,104,14.8,53,358
38,39,39,Lee Janzen,89,14.77,39,264
39,40,40,Chad Campbell,94,14.72,39,265
40,41,41,Mathew Goggin,91,14.68,43,293
41,42,42,Tim Petrovic,97,14.45,38,263
42,43,43,Charlie Wi,97,14.39,41,285
43,44,44,Ken Duke,116,14.37,51,355
44,45,45,Jeff Overton,103,14.34,40,279
45,T46,T46,Jason Gore,94,14.29,41,287
46,T46,T46,Heath Slocum,104,14.29,45,315
47,48,48,Bob Sowards,61,14.2,25,176
48,49,49,Kevin Streelman,114,14.18,40,282
49,50,50,Mike Weir,88,14.16,31,219
50,51,51,Scott McCarron,63,14.13,26,184
51,T52,T52,Zach Johnson,85,14.03,31,221
52,T52,T52,D.J. Trahan,94,14.03,39,278
53,54,54,Troy Matteson,94,14.02,37,264
54,55,55,Bob Estes,90,14.01,44,314
55,56,56,Freddie Jacobson,78,13.98,33,236
56,57,57,Scott Verplank,82,13.88,29,209
57,58,58,Kevin Na,97,13.87,43,310
58,59,59,Geoff Ogilvy,65,13.86,23,166
59,60,60,Mark Hensby,71,13.81,25,181
60,61,61,John Merrick,98,13.78,35,254
61,62,62,Todd Demsey,80,13.7,30,219
62,63,63,J.J. Henry,108,13.64,45,330
63,64,64,Jon Mills,95,13.6,34,250
64,65,65,Tag Ridings,88,13.5,32,237
65,66,66,John Huston,56,13.48,19,141
66,67,67,Stephen Ames,83,13.45,30,223
67,68,68,Brian Gay,102,13.44,41,305
68,69,69,Daniel Chopra,84,13.33,28,210
69,70,70,Adam Scott,51,13.27,13,98
70,71,71,Frank Lickliter II,107,13.25,42,317
71,72,72,Woody Austin,109,13.23,41,310
72,73,73,Ryan Moore,72,13.21,28,212
73,74,74,Greg Kraft,63,13.19,24,182
74,75,75,Scott Sterling,89,13.18,34,258
