,Consecutive_Holes_Below_Par_RANK THIS WEEK,Consecutive_Holes_Below_Par_RANK LAST WEEK,Consecutive_Holes_Below_Par_PLAYER NAME,Consecutive_Holes_Below_Par_EVENTS,Consecutive_Holes_Below_Par_NUMBER OF HOLES
0,T1,T1,Joe Durant,25,7
1,T1,T1,Tiger Woods,21,7
2,T3,T3,Aaron Baddeley,27,6
3,T3,T3,Tim Clark,26,6
4,T3,T3,Todd Fischer,35,6
5,T3,T3,Harrison Frazar,31,6
6,T3,T3,Jim Furyk,26,6
7,T3,T3,Padraig Harrington,15,6
8,T3,T3,J.P. Hayes,22,6
9,T3,T3,Tim Herron,28,6
10,T3,T3,Zach Johnson,30,6
11,T3,T3,Tom Lehman,20,6
12,T3,T3,Phil Mickelson,21,6
13,T14,T14,Michael Allen,30,5
14,T14,T14,Jason Allred,29,5
15,T14,T14,Arjun Atwal,17,5
16,T14,T14,Woody Austin,30,5
17,T14,T14,Briny Baird,33,5
18,T14,T14,Rich Barcelo,3,5
19,T14,T14,Rich Beem,26,5
20,T14,T14,Olin Browne,29,5
21,T14,T14,Tom Byrum,27,5
22,T14,T14,K.J. Choi,24,5
23,T14,T14,John Cook,26,5
24,T14,T14,Fred Couples,22,5
25,T14,T14,Chris DiMarco,24,5
26,T14,T14,James Driscoll,26,5
27,T14,T14,David Edwards,9,5
28,T14,T14,Steve Elkington,20,5
29,T14,T14,Ernie Els,11,5
30,T14,T14,Steve Flesch,30,5
31,T14,T14,Robert Gamez,28,5
32,T14,T14,Bill Glasson,21,5
33,T14,T14,Matt Gogel,28,5
34,T14,T14,Bill Haas,6,5
35,T14,T14,Dudley Hart,29,5
36,T14,T14,David Hearn,24,5
37,T14,T14,Scott Hend,28,5
38,T14,T14,Lee Janzen,26,5
39,T14,T14,Franklin Langham,31,5
40,T14,T14,J.L. Lewis,30,5
41,T14,T14,Peter Lonard,27,5
42,T14,T14,Andrew Magee,29,5
43,T14,T14,Shigeki Maruyama,29,5
44,T14,T14,Rocco Mediate,24,5
45,T14,T14,Joe Ogilvie,30,5
46,T14,T14,José María Olazábal,16,5
47,T14,T14,Ryan Palmer,32,5
48,T14,T14,Tim Petrovic,32,5
49,T14,T14,Carl Pettersson,34,5
50,T14,T14,Ted Purdy,34,5
51,T14,T14,Brett Quigley,31,5
52,T14,T14,John Senden,29,5
53,T14,T14,Patrick Sheehan,35,5
54,T14,T14,Joey Sindelar,29,5
55,T14,T14,Chris Smith,32,5
56,T14,T14,Steve Stricker,21,5
57,T14,T14,Kevin Sutherland,26,5
58,T14,T14,Scott Verplank,25,5
59,T14,T14,Duffy Waldorf,28,5
60,T14,T14,Brett Wetterich,28,5
61,T14,T14,Jay Williamson,16,5
62,T14,T14,Dean Wilson,27,5
63,T64,T64,Robert Allenby,31,4
64,T64,T64,Stephen Ames,24,4
65,T64,T64,Billy Andrade,26,4
66,T64,T64,Stuart Appleby,25,4
67,T64,T64,Craig Barlow,26,4
68,T64,T64,Brian Bateman,32,4
69,T64,T64,Jason Bohn,28,4
70,T64,T64,Michael Bradley,4,4
71,T64,T64,Jeff Brehaut,23,4
72,T64,T64,Danny Briggs,29,4
73,T64,T64,D.J. Brigman,26,4
74,T64,T64,Bart Bryant,26,4
75,T64,T64,Bob Burns,15,4
76,T64,T64,Jonathan Byrd,31,4
77,T64,T64,Ángel Cabrera,11,4
78,T64,T64,Mark Calcavecchia,27,4
79,T64,T64,Chad Campbell,27,4
80,T64,T64,Alex Cejka,31,4
81,T64,T64,Daniel Chopra,34,4
82,T64,T64,Stewart Cink,26,4
83,T64,T64,Darren Clarke,12,4
84,T64,T64,Paul Claxton,29,4
85,T64,T64,José Coceres,22,4
86,T64,T64,Gavin Coles,22,4
87,T64,T64,Steve Collins,1,4
88,T64,T64,Erik Compton,1,4
89,T64,T64,Ben Crane,21,4
90,T64,T64,John Daly,25,4
91,T64,T64,Robert Damron,28,4
92,T64,T64,Brian Davis,23,4
93,T64,T64,Marco Dawson,23,4
94,T64,T64,Glen Day,27,4
95,T64,T64,Jay Delsing,11,4
96,T64,T64,David Duval,20,4
97,T64,T64,Danny Ellis,7,4
98,T64,T64,Bob Estes,25,4
99,T64,T64,Brad Faxon,23,4
100,T64,T64,Dan Forsman,17,4
101,T64,T64,Brian Gay,33,4
102,T64,T64,Brent Geiberger,21,4
103,T64,T64,Tom Gillis,28,4
104,T64,T64,Lucas Glover,28,4
105,T64,T64,Retief Goosen,18,4
106,T64,T64,Paul Goydos,15,4
107,T64,T64,Mathias Grönberg,19,4
108,T64,T64,Jay Haas,16,4
109,T64,T64,Hunter Haas,28,4
110,T64,T64,Joakim Haeggman,4,4
111,T64,T64,Bob Heintz,24,4
112,T64,T64,Matt Hendrix,1,4
113,T64,T64,J.J. Henry,32,4
114,T64,T64,Trevor Immelman,14,4
115,T64,T64,Peter Jacobsen,11,4
116,T64,T64,Freddie Jacobson,23,4
117,T64,T64,Brandt Jobe,27,4
118,T64,T64,Richard Johnson,16,4
119,T64,T64,Steve Jones,20,4
120,T64,T64,Kent Jones,32,4
121,T64,T64,Brendan Jones,28,4
122,T64,T64,Jonathan Kaye,24,4
123,T64,T64,Jerry Kelly,31,4
124,T64,T64,Skip Kendall,32,4
125,T64,T64,Simon Khan,1,4
126,T64,T64,Matt Kuchar,21,4
127,T64,T64,Hank Kuehne,30,4
128,T64,T64,Neal Lancaster,31,4
129,T64,T64,Bernhard Langer,19,4
130,T64,T64,Brad Lardon,4,4
131,T64,T64,Justin Leonard,24,4
132,T64,T64,Thomas Levet,20,4
133,T64,T64,Frank Lickliter II,33,4
134,T64,T64,Davis Love III,24,4
135,T64,T64,Jeff Maggert,25,4
136,T64,T64,Hunter Mahan,34,4
137,T64,T64,Len Mattiace,34,4
138,T64,T64,Billy Mayfair,31,4
139,T64,T64,Scott McCarron,24,4
140,T64,T64,Shaun Micheel,29,4
141,T64,T64,Larry Mize,18,4
142,T64,T64,Alan Morin,2,4
143,T64,T64,Kevin Na,32,4
144,T64,T64,Sean O'Hair,29,4
145,T64,T64,Arron Oberholser,21,4
146,T64,T64,Greg Owen,24,4
147,T64,T64,Rod Pampling,26,4
148,T64,T64,Jesper Parnevik,24,4
149,T64,T64,Steve Pate,9,4
150,T64,T64,Dennis Paulson,24,4
151,T64,T64,Corey Pavin,23,4
152,T64,T64,Pat Perez,28,4
153,T64,T64,Craig Perks,27,4
154,T64,T64,Kenny Perry,23,4
155,T64,T64,Ian Poulter,20,4
156,T64,T64,Phillip Price,25,4
157,T64,T64,Tag Ridings,31,4
158,T64,T64,John Riegger,4,4
159,T64,T64,Loren Roberts,18,4
160,T64,T64,John Rollins,30,4
161,T64,T64,Justin Rose,28,4
162,T64,T64,Rory Sabbatini,26,4
163,T64,T64,Lloyd Saltman,1,4
164,T64,T64,Gene Sauers,7,4
165,T64,T64,Adam Scott,19,4
166,T64,T64,Marcel Siem,1,4
167,T64,T64,Scott Simpson,9,4
168,T64,T64,Vijay Singh,30,4
169,T64,T64,Heath Slocum,29,4
170,T64,T64,Jeff Sluman,28,4
171,T64,T64,Joey Snyder III,31,4
172,T64,T64,Mike Springer,5,4
173,T64,T64,Kevin Stadler,33,4
174,T64,T64,Darron Stiles,26,4
175,T64,T64,Tadahiro Takayama,1,4
176,T64,T64,Hidemichi Tanaka,34,4
177,T64,T64,Vaughn Taylor,32,4
178,T64,T64,Roland Thatcher,26,4
179,T64,T64,Mario Tiziani,23,4
180,T64,T64,David Toms,25,4
181,T64,T64,D.J. Trahan,28,4
182,T64,T64,Kirk Triplett,18,4
183,T64,T64,Bob Tway,26,4
184,T64,T64,Omar Uresti,27,4
185,T64,T64,Bo Van Pelt,33,4
186,T64,T64,Nick Watney,31,4
187,T64,T64,Mike Weir,23,4
188,T64,T64,Lee Westwood,15,4
189,T64,T64,Mark Wilson,25,4
190,T191,T191,Steve Allan,32,3
191,T191,T191,Chris Anderson,25,3
192,T191,T191,Tommy Armour III,29,3
193,T191,T191,Paul Azinger,22,3
194,T191,T191,Doug Barron,24,3
195,T191,T191,Cameron Beckman,31,3
196,T191,T191,Notah Begay III,11,3
197,T191,T191,John Bickerton,1,3
198,T191,T191,Thomas Bjørn,8,3
199,T191,T191,Justin Bolli,24,3
200,T191,T191,Guy Boros,5,3
201,T191,T191,Craig Bowden,15,3
202,T191,T191,Ryan Brehm,1,3
203,T191,T191,Mark Brooks,28,3
204,T191,T191,Brad Bryant,1,3
205,T191,T191,Michael Campbell,5,3
206,T191,T191,Jim Carter,25,3
207,T191,T191,Ben Curtis,24,3
208,T191,T191,Matt Davidson,20,3
209,T191,T191,Ryan Dillon,1,3
210,T191,T191,Luke Donald,18,3
211,T191,T191,Nick Dougherty,6,3
212,T191,T191,Bradley Dredge,1,3
213,T191,T191,Scott Drummond,1,3
214,T191,T191,Scott Dunlap,3,3
215,T191,T191,John Elliott,25,3
216,T191,T191,Brad Fabel,1,3
217,T191,T191,Nick Faldo,5,3
218,T191,T191,Niclas Fasth,3,3
219,T191,T191,Rick Fehr,1,3
220,T191,T191,Gavin Flint,1,3
221,T191,T191,Carlos Franco,25,3
222,T191,T191,Robin Freeman,8,3
223,T191,T191,David Frost,10,3
224,T191,T191,Stephen Gallacher,4,3
225,T191,T191,"Jim Gallagher, Jr.",5,3
226,T191,T191,Sergio Garcia,20,3
227,T191,T191,Jim Garrison,2,3
228,T191,T191,Nick Gilliam,3,3
229,T191,T191,Tom Gleeton,1,3
230,T191,T191,Jason Gore,8,3
231,T191,T191,David Gossett,1,3
232,T191,T191,Paul Gow,27,3
233,T191,T191,Richard Green,11,3
234,T191,T191,Scott Gump,2,3
235,T191,T191,Scott Gutschewski,27,3
236,T191,T191,Todd Hamilton,31,3
237,T191,T191,Donnie Hammond,3,3
238,T191,T191,Soren Hansen,1,3
239,T191,T191,Peter Hanson,3,3
240,T191,T191,Michael Harris,2,3
241,T191,T191,Jeff Hart,23,3
242,T191,T191,Peter Hedblom,1,3
243,T191,T191,Brian Henninger,2,3
244,T191,T191,Mark Hensby,21,3
245,T191,T191,Glen Hnatiuk,21,3
246,T191,T191,Scott Hoch,2,3
247,T191,T191,J.B. Holmes,1,3
248,T191,T191,P.H. Horgan III,2,3
249,T191,T191,David Howell,12,3
250,T191,T191,Charles Howell III,29,3
251,T191,T191,Bradley Hughes,20,3
252,T191,T191,John Huston,31,3
253,T191,T191,Ryuji Imada,25,3
254,T191,T191,Thongchai Jaidee,4,3
255,T191,T191,Miguel Angel Jiménez,9,3
256,T191,T191,Per-Ulrik Johansson,7,3
257,T191,T191,Tom Kite,12,3
258,T191,T191,Jason Knutzon,1,3
259,T191,T191,Maarten Lafeber,2,3
260,T191,T191,Stephen Leaney,29,3
261,T191,T191,Ian Leggatt,12,3
262,T191,T191,Spencer Levin,7,3
263,T191,T191,Michael Long,26,3
264,T191,T191,Steve Lowery,32,3
265,T191,T191,David Lundstrom,2,3
266,T191,T191,Will MacKenzie,25,3
267,T191,T191,John Maginnes,17,3
268,T191,T191,Steve Marino,1,3
269,T191,T191,Blaine McCallister,9,3
270,T191,T191,Graeme McDowell,14,3
271,T191,T191,Paul McGinley,6,3
272,T191,T191,Jim McGovern,2,3
273,T191,T191,James McLean,5,3
274,T191,T191,Spike McRoy,12,3
275,T191,T191,Colin Montgomerie,6,3
276,T191,T191,Ryan Moore,14,3
277,T191,T191,John Morgan,11,3
278,T191,T191,Nick O'Hern,13,3
279,T191,T191,Mark O'Meara,21,3
280,T191,T191,Geoff Ogilvy,26,3
281,T191,T191,Jay Overton,1,3
282,T191,T191,Brenden Pappas,15,3
283,T191,T191,Craig Parry,15,3
284,T191,T191,Carl Paulson,13,3
285,T191,T191,Tom Pernice Jr.,32,3
286,T191,T191,Scott Piercy,4,3
287,T191,T191,David Ping,1,3
288,T191,T191,D.A. Points,33,3
289,T191,T191,Nick Price,16,3
290,T191,T191,Aron Price,2,3
291,T191,T191,Tom Purtzer,1,3
292,T191,T191,Michael Putnam,5,3
293,T191,T191,Jyoti Randhawa,2,3
294,T191,T191,Rob Rashell,25,3
295,T191,T191,Chris Riley,25,3
296,T191,T191,David Roesch,1,3
297,T191,T191,Dave Rummells,2,3
298,T191,T191,Curt Saathoff,1,3
299,T191,T191,Akio Sadakata,2,3
300,T191,T191,Tom Scherrer,2,3
301,T191,T191,Paul Sheehan,1,3
302,T191,T191,"Wes Short, Jr.",16,3
303,T191,T191,David Smail,1,3
304,T191,T191,Mike Small,2,3
305,T191,T191,Bob Sowards,7,3
306,T191,T191,Craig Stadler,6,3
307,T191,T191,Chris Starkjohann,4,3
308,T191,T191,Henrik Stenson,4,3
309,T191,T191,Andre Stolz,12,3
310,T191,T191,Kevin Streelman,2,3
311,T191,T191,Toru Taniguchi,7,3
312,T191,T191,Esteban Toledo,7,3
313,T191,T191,Mark Tucker,1,3
314,T191,T191,Tjaart van der Walt,19,3
315,T191,T191,Camilo Villegas,2,3
316,T191,T191,Grant Waite,6,3
317,T191,T191,Jimmy Walker,9,3
318,T191,T191,Euan Walters,18,3
319,T191,T191,Charles Warren,31,3
320,T191,T191,Tom Watson,2,3
321,T191,T191,Steve Webster,2,3
322,T191,T191,Tim Weinhart,2,3
323,T191,T191,Charlie Wi,23,3
324,T191,T191,Garrett Willis,7,3
325,T191,T191,Kyle Willmann,2,3
326,T191,T191,Casey Wittenberg,9,3
327,T191,T191,Y.E. Yang,4,3
328,T329,T329,Steven Alker,1,2
329,T329,T329,Fulton Allem,3,2
330,T329,T329,Perry Arthur,1,2
331,T329,T329,Eric Axley,2,2
332,T329,T329,Ricky Barnes,1,2
333,T329,T329,Ahmad Bateman,1,2
334,T329,T329,Michael Beard,1,2
335,T329,T329,Colby Beckstrom,2,2
336,T329,T329,Jim Benepe,2,2
337,T329,T329,"David Berganio, Jr.",1,2
338,T329,T329,Brett Boner,1,2
339,T329,T329,Jaxon Brigman,2,2
340,T329,T329,George Burns,1,2
341,T329,T329,Paul Casey,10,2
342,T329,T329,Marc Cayeux,1,2
343,T329,T329,Michael Clark II,2,2
344,T329,T329,Keith Clearwater,2,2
345,T329,T329,Roberto Coceres,1,2
346,T329,T329,Robert Coles,1,2
347,T329,T329,Steven Conran,1,2
348,T329,T329,Chris Couch,1,2
349,T329,T329,Paul Danielson,1,2
350,T329,T329,Paul Del Vecchio,1,2
351,T329,T329,Constant Demattia,1,2
352,T329,T329,David Denham,1,2
353,T329,T329,Bubba Dickerson,1,2
354,T329,T329,Stephen Dodd,4,2
355,T329,T329,Trevor Dodds,2,2
356,T329,T329,Simon Dyson,2,2
357,T329,T329,Kenneth Ferrie,3,2
358,T329,T329,Nick Flanagan,1,2
359,T329,T329,Oscar Floren,1,2
360,T329,T329,Alastair Forsyth,1,2
361,T329,T329,Peter Fowler,1,2
362,T329,T329,Hiroyuki Fujita,1,2
363,T329,T329,Keiichiro Fukabori,1,2
364,T329,T329,Fred Funk,30,2
365,T329,T329,Stephen Gangluff,1,2
366,T329,T329,Ignacio Garrido,1,2
367,T329,T329,Kelly Gibson,2,2
368,T329,T329,John Gibson,1,2
369,T329,T329,Derek Gillespie,1,2
370,T329,T329,Marco Gortana,1,2
371,T329,T329,Ken Green,5,2
372,T329,T329,Kelly Grunewald,1,2
373,T329,T329,Kevin Hall,2,2
374,T329,T329,Gary Hallberg,1,2
375,T329,T329,Jason Hartwick,1,2
376,T329,T329,Rick Heath,1,2
377,T329,T329,Mike Heinen,7,2
378,T329,T329,Kip Henley,1,2
379,T329,T329,Rob Hessing,1,2
380,T329,T329,John Hickson,1,2
381,T329,T329,Gabriel Hjertstedt,3,2
382,T329,T329,S.K. Ho,3,2
383,T329,T329,Charley Hoffman,1,2
384,T329,T329,Paul Holtby,2,2
385,T329,T329,Keith Huber,1,2
386,T329,T329,Tim Huber,1,2
387,T329,T329,Reed Hughes,1,2
388,T329,T329,Mike Hulbert,4,2
389,T329,T329,Steve Hummel,1,2
390,T329,T329,Yasuharu Imano,1,2
391,T329,T329,Tripp Isenhour,7,2
392,T329,T329,Toshi Izawa,1,2
393,T329,T329,Chip Johnson,1,2
394,T329,T329,Tom Kalinowski,1,2
395,T329,T329,Chris Kamin,1,2
396,T329,T329,Robert Karlsson,1,2
397,T329,T329,Shingo Katayama,5,2
398,T329,T329,Darrell Kestner,1,2
399,T329,T329,Kenny Knox,1,2
400,T329,T329,Joel Kribel,2,2
401,T329,T329,Wayne Levi,1,2
402,T329,T329,Jose-Filipe Lima,1,2
403,T329,T329,Luke List,2,2
404,T329,T329,Sandy Lyle,4,2
405,T329,T329,John Lynch,1,2
406,T329,T329,Roger Maltbie,1,2
407,T329,T329,Casey Martin,1,2
408,T329,T329,Dick Mast,3,2
409,T329,T329,Mark McCumber,1,2
410,T329,T329,Brian McElhinney,1,2
411,T329,T329,Billy McKay,1,2
412,T329,T329,Mark Mielke,1,2
413,T329,T329,Chris Ming,1,2
414,T329,T329,Kelly Mitchum,5,2
415,T329,T329,Edoardo Molinari,1,2
416,T329,T329,John Morse,2,2
417,T329,T329,Sean Murphy,3,2
418,T329,T329,Simon Nash,2,2
419,T329,T329,John Nelson,1,2
420,T329,T329,Jack Nicklaus,3,2
421,T329,T329,Greg Norman,2,2
422,T329,T329,Timothy O'Neal,2,2
423,T329,T329,David Ogrin,2,2
424,T329,T329,David Oh,1,2
425,T329,T329,David Peoples,12,2
426,T329,T329,"Ron Philo, Jr.",1,2
427,T329,T329,Gary Player,1,2
428,T329,T329,Kevin PomArleau,2,2
429,T329,T329,Ben Portie,1,2
430,T329,T329,Andrew Price,1,2
431,T329,T329,Dicky Pride,5,2
432,T329,T329,Patrick Prince,1,2
433,T329,T329,Jeff Quinney,1,2
434,T329,T329,Eric Ramsay,1,2
435,T329,T329,Chez Reavie,1,2
436,T329,T329,Jean-Francois Remesy,2,2
437,T329,T329,Matthew Richardson,1,2
438,T329,T329,Robert Rock,1,2
439,T329,T329,Javier Sanchez,1,2
440,T329,T329,Derek Sanders,1,2
441,T329,T329,Kevin Savage,1,2
442,T329,T329,Wilhelm Schauman,1,2
443,T329,T329,Phil Schmitt,2,2
444,T329,T329,Steve Schneiter,1,2
445,T329,T329,Tino Schuster,1,2
446,T329,T329,Charl Schwartzel,4,2
447,T329,T329,Steve Scott,1,2
448,T329,T329,Michael Sim,1,2
449,T329,T329,Geoffrey Sisk,1,2
450,T329,T329,Patrik Sjöland,1,2
451,T329,T329,Jerry Smith,1,2
452,T329,T329,Brandt Snedeker,2,2
453,T329,T329,Scott Spence,1,2
454,T329,T329,Mike Standly,2,2
455,T329,T329,Graeme Storm,1,2
456,T329,T329,Chris Stroud,1,2
457,T329,T329,Boyd Summerhays,8,2
458,T329,T329,Hal Sutton,10,2
459,T329,T329,Hideto Tanihara,20,2
460,T329,T329,Josh Teater,1,2
461,T329,T329,Peter Tomasulo,2,2
462,T329,T329,Ted Tryba,2,2
463,T329,T329,Stan Utley,2,2
464,T329,T329,Lanny Wadkins,1,2
465,T329,T329,Brian Watts,7,2
466,T329,T329,Heath West,1,2
467,T329,T329,TJ Wilson,1,2
468,T329,T329,Willie Wood,4,2
469,T329,T329,Stephen Woodard,1,2
470,T329,T329,Ian Woosnam,2,2
471,T329,T329,Simon Yates,1,2
472,T329,T329,Don Yrene,2,2
473,T329,T329,Jeff Yurkiewicz,1,2
474,T475,T475,Tommy Aaron,1,1
475,T475,T475,Warren Abery,1,1
476,T475,T475,Bob Ackerman,1,1
477,T475,T475,Brad Adamonis,2,1
478,T475,T475,Joe Affrunti,2,1
479,T475,T475,Tony Aguilar,1,1
480,T475,T475,Stuart Anderson,1,1
481,T475,T475,Peter Baker,1,1
482,T475,T475,Shawn Baker,1,1
483,T475,T475,Mickey Barker,1,1
484,T475,T475,Todd Barranger,1,1
485,T475,T475,Doug Bauman,1,1
486,T475,T475,Camilo Benedetti,1,1
487,T475,T475,Mike Bennett,1,1
488,T475,T475,John Bermel,1,1
489,T475,T475,Don Berry,1,1
490,T475,T475,Jeff Bisbee,1,1
491,T475,T475,Mark Black,1,1
492,T475,T475,Phil Blackmar,1,1
493,T475,T475,Jay Don Blake,1,1
494,T475,T475,Andre Bossert,1,1
495,T475,T475,Steven Bowditch,1,1
496,T475,T475,Lars Brovold,1,1
497,T475,T475,Derek Brown,1,1
498,T475,T475,Andrew Butterfield,1,1
499,T475,T475,GW Cable,1,1
500,T475,T475,Chris Campbell,1,1
501,T475,T475,Kevin Carll,1,1
502,T475,T475,Mark Carnevale,1,1
503,T475,T475,Greg Casagranda,1,1
504,T475,T475,Dan Chartrand,1,1
505,T475,T475,Neil Cheetham,1,1
506,T475,T475,Jimmy Chestnut,1,1
507,T475,T475,Danny Chia,1,1
508,T475,T475,Scott Chipokas,1,1
509,T475,T475,Wil Collins,2,1
510,T475,T475,Tim Conley,1,1
511,T475,T475,Charles Coody,1,1
512,T475,T475,Jeff Coston,1,1
513,T475,T475,Ben Crenshaw,1,1
514,T475,T475,Scott Curiel,1,1
515,T475,T475,Patrick Damron,2,1
516,T475,T475,Wayne DeFrancesco,1,1
517,T475,T475,Ron Dellostritto,1,1
518,T475,T475,Clark Dennis,2,1
519,T475,T475,David Diaz,1,1
520,T475,T475,Will Dodson,1,1
521,T475,T475,Ian Doig,1,1
522,T475,T475,Matt Doyle,1,1
523,T475,T475,Martin Doyle,1,1
524,T475,T475,Patrick Duty,1,1
525,T475,T475,Austin Eaton III,1,1
526,T475,T475,Joel Edwards,1,1
527,T475,T475,Jamie Elliott,1,1
528,T475,T475,Matt Every,1,1
529,T475,T475,Gene Fieger,1,1
530,T475,T475,Tim Fleming,1,1
531,T475,T475,Raymond Floyd,1,1
532,T475,T475,Bob Ford,3,1
533,T475,T475,Marcus Fraser,1,1
534,T475,T475,Jaime Gomez,1,1
535,T475,T475,Wayne Grady,1,1
536,T475,T475,Jerry Haas,1,1
537,T475,T475,Steven Hakes,1,1
538,T475,T475,Tyler Hall,1,1
539,T475,T475,Terry Hatch,1,1
540,T475,T475,Ryan Helminen,1,1
541,T475,T475,Tetsuji Hiratsuka,2,1
542,T475,T475,Kazuhiko Hosokawa,1,1
543,T475,T475,Anders Hultman,1,1
544,T475,T475,Joey Iaciofano,1,1
545,T475,T475,Tom Iredell,1,1
546,T475,T475,David Ishii,1,1
547,T475,T475,Billy Jack,1,1
548,T475,T475,Tony Jacklin,1,1
549,T475,T475,Clint Jensen,1,1
550,T475,T475,Kevin Johnson,1,1
551,T475,T475,Matt Jones,1,1
552,T475,T475,Nickolas Jones,1,1
553,T475,T475,Randy Joyner,1,1
554,T475,T475,Takashi Kamiyama,1,1
555,T475,T475,Hideki Kase,1,1
556,T475,T475,Craig Kealey,1,1
557,T475,T475,Troy Kelly,1,1
558,T475,T475,Søren Kjeldsen,1,1
559,T475,T475,Brandon Knaub,1,1
560,T475,T475,Trip Kuehne,1,1
561,T475,T475,Dean Larsson,1,1
562,T475,T475,Paul Lawrie,1,1
563,T475,T475,Peter Lawrie,1,1
564,T475,T475,John Ray Leary,1,1
565,T475,T475,Steve LeBrun,1,1
566,T475,T475,Rick Leibovich,1,1
567,T475,T475,James Lepp,1,1
568,T475,T475,Jonathan Lomas,1,1
569,T475,T475,Travis Long,1,1
570,T475,T475,Brian Madison,1,1
571,T475,T475,John Mallinger,1,1
572,T475,T475,Mardan Mamat,1,1
573,T475,T475,Eric Manning,1,1
574,T475,T475,Gary March,1,1
575,T475,T475,Andrew Marshall,1,1
576,T475,T475,Jeff Martin,1,1
577,T475,T475,Jonathan Mathias,1,1
