,YTD_Consecutive_Cuts_RANK THIS WEEK,YTD_Consecutive_Cuts_RANK LAST WEEK,YTD_Consecutive_Cuts_PLAYER NAME,YTD_Consecutive_Cuts_NUMBER OF CUTS
0,1,1,Luke Donald,15
1,2,2,Adam Scott,14
2,T3,T3,Ben Crane,11
3,T3,T3,Ernie Els,11
4,T5,T5,Kenny Perry,10
5,T5,T5,Ted Purdy,10
6,T7,T7,Chad Campbell,9
7,T7,T7,Marco Dawson,9
8,T7,T7,Retief Goosen,9
9,T10,T10,Bart Bryant,8
10,T10,T10,Mark Hensby,8
11,T10,T10,Tim Herron,8
12,T10,T10,Steve Lowery,8
13,T10,T10,Tom Pernice Jr.,8
14,T10,T10,Carl Pettersson,8
15,T16,T16,Jonathan Byrd,7
16,T16,T16,Peter Lonard,7
17,T16,T16,Shigeki Maruyama,7
18,T19,T19,Stuart Appleby,6
19,T19,T19,Gavin Coles,6
20,T19,T19,Harrison Frazar,6
21,T19,T19,Charles Howell III,6
22,T19,T19,Tom Lehman,6
23,T19,T19,Justin Leonard,6
24,T19,T19,Paul McGinley,6
25,T19,T19,John Senden,6
26,T19,T19,Heath Slocum,6
27,T19,T19,Hidemichi Tanaka,6
28,T29,T29,Michael Campbell,5
29,T29,T29,Fred Funk,5
30,T29,T29,Robert Gamez,5
31,T29,T29,Sergio Garcia,5
32,T29,T29,Lucas Glover,5
33,T29,T29,Hunter Haas,5
34,T29,T29,Bernhard Langer,5
35,T29,T29,Billy Mayfair,5
36,T29,T29,José María Olazábal,5
37,T29,T29,Corey Pavin,5
38,T39,T39,Arjun Atwal,4
39,T39,T39,Daniel Chopra,4
40,T39,T39,Jay Delsing,4
41,T39,T39,Dan Forsman,4
42,T39,T39,Padraig Harrington,4
43,T39,T39,Miguel Angel Jiménez,4
44,T39,T39,J.L. Lewis,4
45,T39,T39,Davis Love III,4
46,T39,T39,Sean O'Hair,4
47,T39,T39,Joe Ogilvie,4
48,T39,T39,Henrik Stenson,4
49,T39,T39,Bo Van Pelt,4
50,T39,T39,Scott Verplank,4
51,T52,T52,Cameron Beckman,3
52,T52,T52,Thomas Bjørn,3
53,T52,T52,Guy Boros,3
54,T52,T52,Stewart Cink,3
55,T52,T52,Brian Davis,3
56,T52,T52,Danny Ellis,3
57,T52,T52,Bob Estes,3
58,T52,T52,Jim Furyk,3
59,T52,T52,Bob Heintz,3
60,T52,T52,Brandt Jobe,3
61,T52,T52,Rocco Mediate,3
62,T52,T52,Scott Piercy,3
63,T52,T52,Tag Ridings,3
64,T52,T52,Justin Rose,3
65,T52,T52,Joey Sindelar,3
66,T52,T52,Chris Smith,3
67,T52,T52,Craig Stadler,3
68,T52,T52,Mark Wilson,3
69,T70,T70,Steve Allan,2
70,T70,T70,Stephen Ames,2
71,T70,T70,Tommy Armour III,2
72,T70,T70,Woody Austin,2
73,T70,T70,Brian Bateman,2
74,T70,T70,Justin Bolli,2
75,T70,T70,Jeff Brehaut,2
76,T70,T70,Jaxon Brigman,2
77,T70,T70,Mark Brooks,2
78,T70,T70,Olin Browne,2
79,T70,T70,Ángel Cabrera,2
80,T70,T70,Paul Casey,2
81,T70,T70,Darren Clarke,2
82,T70,T70,Stephen Dodd,2
83,T70,T70,Nick Dougherty,2
84,T70,T70,Niclas Fasth,2
85,T70,T70,Brad Faxon,2
86,T70,T70,Kenneth Ferrie,2
87,T70,T70,Bill Glasson,2
88,T70,T70,Paul Goydos,2
89,T70,T70,Richard Green,2
90,T70,T70,Bill Haas,2
91,T70,T70,Peter Hanson,2
92,T70,T70,Michael Harris,2
93,T70,T70,David Howell,2
94,T70,T70,Thongchai Jaidee,2
95,T70,T70,Brad Lardon,2
96,T70,T70,Spencer Levin,2
97,T70,T70,Spike McRoy,2
98,T70,T70,Shaun Micheel,2
99,T70,T70,Larry Mize,2
100,T70,T70,Colin Montgomerie,2
101,T70,T70,John Morgan,2
102,T70,T70,Kevin Na,2
103,T70,T70,Nick O'Hern,2
104,T70,T70,Greg Owen,2
105,T70,T70,Brenden Pappas,2
106,T70,T70,Nick Price,2
107,T70,T70,Michael Putnam,2
108,T70,T70,Jyoti Randhawa,2
109,T70,T70,Tom Scherrer,2
110,T70,T70,Mike Small,2
111,T70,T70,Hal Sutton,2
112,T70,T70,Peter Tomasulo,2
113,T70,T70,Bob Tway,2
114,T70,T70,Charles Warren,2
115,T70,T70,Brian Watts,2
116,T70,T70,Steve Webster,2
117,T70,T70,Brett Wetterich,2
118,T70,T70,Charlie Wi,2
119,T70,T70,Y.E. Yang,2
