,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
48,T36,T36,Chris DiMarco,24,3
49,T36,T36,James Driscoll,26,3
50,T36,T36,Joe Durant,25,3
51,T36,T36,Ernie Els,11,3
52,T36,T36,Bob Estes,25,3
53,T36,T36,Brad Faxon,23,3
54,T36,T36,Todd Fischer,35,3
55,T36,T36,Carlos Franco,25,3
56,T36,T36,Sergio Garcia,20,3
57,T36,T36,Brent Geiberger,21,3
58,T36,T36,Lucas Glover,28,3
59,T36,T36,Retief Goosen,18,3
60,T36,T36,Mathias Grönberg,19,3
61,T36,T36,Scott Gutschewski,27,3
62,T36,T36,Bill Haas,6,3
63,T36,T36,David Hearn,24,3
64,T36,T36,Scott Hend,28,3
65,T36,T36,Mark Hensby,21,3
66,T36,T36,Freddie Jacobson,23,3
67,T36,T36,Brandt Jobe,27,3
68,T36,T36,Kent Jones,32,3
69,T36,T36,Ian Leggatt,12,3
70,T36,T36,Spencer Levin,7,3
71,T36,T36,Shigeki Maruyama,29,3
72,T36,T36,Rocco Mediate,24,3
73,T36,T36,Kevin Na,32,3
74,T36,T36,Sean O'Hair,29,3
75,T36,T36,Joe Ogilvie,30,3
76,T36,T36,Geoff Ogilvy,26,3
77,T36,T36,Kenny Perry,23,3
78,T36,T36,Carl Pettersson,34,3
79,T36,T36,Ian Poulter,20,3
80,T36,T36,Rob Rashell,25,3
81,T36,T36,Patrick Sheehan,35,3
82,T36,T36,"Wes Short, Jr.",16,3
83,T36,T36,Vijay Singh,30,3
84,T36,T36,Kevin Stadler,33,3
85,T36,T36,Chris Starkjohann,4,3
86,T36,T36,Darron Stiles,26,3
87,T36,T36,David Toms,25,3
88,T36,T36,D.J. Trahan,28,3
89,T36,T36,Nick Watney,31,3
90,T36,T36,Charlie Wi,23,3
91,T36,T36,Jay Williamson,16,3
92,T36,T36,Kyle Willmann,2,3
93,T36,T36,Dean Wilson,27,3
94,T36,T36,Mark Wilson,25,3
95,T96,T96,Chris Anderson,25,2
96,T96,T96,Stuart Appleby,25,2
97,T96,T96,Woody Austin,30,2
98,T96,T96,Paul Azinger,22,2
99,T96,T96,Cameron Beckman,31,2
100,T96,T96,Rich Beem,26,2
101,T96,T96,Notah Begay III,11,2
102,T96,T96,Thomas Bjørn,8,2
103,T96,T96,Michael Bradley,4,2
104,T96,T96,Danny Briggs,29,2
105,T96,T96,Bob Burns,15,2
106,T96,T96,Tom Byrum,27,2
107,T96,T96,Mark Calcavecchia,27,2
108,T96,T96,Chad Campbell,27,2
109,T96,T96,K.J. Choi,24,2
110,T96,T96,Daniel Chopra,34,2
111,T96,T96,Darren Clarke,12,2
112,T96,T96,Gavin Coles,22,2
113,T96,T96,Ben Curtis,24,2
114,T96,T96,John Daly,25,2
115,T96,T96,Marco Dawson,23,2
116,T96,T96,Luke Donald,18,2
117,T96,T96,John Elliott,25,2
118,T96,T96,Nick Faldo,5,2
119,T96,T96,Jim Furyk,26,2
120,T96,T96,Tom Gillis,28,2
121,T96,T96,Matt Gogel,28,2
122,T96,T96,Jason Gore,8,2
123,T96,T96,Paul Gow,27,2
124,T96,T96,Paul Goydos,15,2
125,T96,T96,Richard Green,11,2
126,T96,T96,Jay Haas,16,2
127,T96,T96,Hunter Haas,28,2
128,T96,T96,Todd Hamilton,31,2
129,T96,T96,Donnie Hammond,3,2
130,T96,T96,Padraig Harrington,15,2
131,T96,T96,J.P. Hayes,22,2
132,T96,T96,Mike Heinen,7,2
133,T96,T96,Bob Heintz,24,2
134,T96,T96,Brian Henninger,2,2
135,T96,T96,J.J. Henry,32,2
136,T96,T96,Glen Hnatiuk,21,2
137,T96,T96,David Howell,12,2
138,T96,T96,Charles Howell III,29,2
139,T96,T96,John Huston,31,2
140,T96,T96,Ryuji Imada,25,2
141,T96,T96,Trevor Immelman,14,2
142,T96,T96,Peter Jacobsen,11,2
143,T96,T96,Per-Ulrik Johansson,7,2
144,T96,T96,Zach Johnson,30,2
145,T96,T96,Steve Jones,20,2
146,T96,T96,Jonathan Kaye,24,2
147,T96,T96,Jerry Kelly,31,2
148,T96,T96,Tom Kite,12,2
149,T96,T96,Matt Kuchar,21,2
150,T96,T96,Hank Kuehne,30,2
151,T96,T96,Stephen Leaney,29,2
152,T96,T96,Tom Lehman,20,2
153,T96,T96,Thomas Levet,20,2
154,T96,T96,Peter Lonard,27,2
155,T96,T96,Michael Long,26,2
156,T96,T96,Davis Love III,24,2
157,T96,T96,Steve Lowery,32,2
158,T96,T96,John Lynch,1,2
159,T96,T96,Will MacKenzie,25,2
160,T96,T96,Andrew Magee,29,2
161,T96,T96,Jeff Maggert,25,2
162,T96,T96,John Maginnes,17,2
163,T96,T96,Billy Mayfair,31,2
164,T96,T96,Scott McCarron,24,2
165,T96,T96,Phil Mickelson,21,2
166,T96,T96,Ryan Moore,14,2
167,T96,T96,Arron Oberholser,21,2
168,T96,T96,Brenden Pappas,15,2
169,T96,T96,Jesper Parnevik,24,2
170,T96,T96,Dennis Paulson,24,2
171,T96,T96,Pat Perez,28,2
172,T96,T96,Tom Pernice Jr.,32,2
173,T96,T96,Tim Petrovic,32,2
174,T96,T96,D.A. Points,33,2
175,T96,T96,Phillip Price,25,2
176,T96,T96,Dicky Pride,5,2
177,T96,T96,Ted Purdy,34,2
178,T96,T96,Brett Quigley,31,2
179,T96,T96,Chris Riley,25,2
180,T96,T96,John Rollins,30,2
181,T96,T96,Justin Rose,28,2
182,T96,T96,Adam Scott,19,2
183,T96,T96,John Senden,29,2
184,T96,T96,Heath Slocum,29,2
185,T96,T96,Jeff Sluman,28,2
186,T96,T96,Steve Stricker,21,2
187,T96,T96,Boyd Summerhays,8,2
188,T96,T96,Hidemichi Tanaka,34,2
189,T96,T96,Hideto Tanihara,20,2
190,T96,T96,Vaughn Taylor,32,2
191,T96,T96,Josh Teater,1,2
192,T96,T96,Mario Tiziani,23,2
193,T96,T96,Esteban Toledo,7,2
194,T96,T96,Peter Tomasulo,2,2
195,T96,T96,Bob Tway,26,2
196,T96,T96,Omar Uresti,27,2
197,T96,T96,Tjaart van der Walt,19,2
198,T96,T96,Bo Van Pelt,33,2
199,T96,T96,Scott Verplank,25,2
200,T96,T96,Grant Waite,6,2
201,T96,T96,Charles Warren,31,2
202,T96,T96,Steve Webster,2,2
203,T96,T96,Lee Westwood,15,2
204,T96,T96,Casey Wittenberg,9,2
205,T206,T206,Joe Affrunti,2,1
206,T206,T206,Stephen Ames,24,1
207,T206,T206,Tommy Armour III,29,1
208,T206,T206,Peter Baker,1,1
209,T206,T206,Doug Barron,24,1
210,T206,T206,Justin Bolli,24,1
211,T206,T206,Brett Boner,1,1
212,T206,T206,Guy Boros,5,1
213,T206,T206,Craig Bowden,15,1
214,T206,T206,Jeff Brehaut,23,1
215,T206,T206,Jaxon Brigman,2,1
216,T206,T206,Olin Browne,29,1
217,T206,T206,Jonathan Byrd,31,1
218,T206,T206,Ángel Cabrera,11,1
219,T206,T206,Chris Campbell,1,1
220,T206,T206,Jim Carter,25,1
221,T206,T206,Paul Casey,10,1
222,T206,T206,Alex Cejka,31,1
223,T206,T206,Danny Chia,1,1
224,T206,T206,Stewart Cink,26,1
225,T206,T206,John Cook,26,1
226,T206,T206,Matt Davidson,20,1
227,T206,T206,Paul Del Vecchio,1,1
228,T206,T206,Jay Delsing,11,1
229,T206,T206,Trevor Dodds,2,1
230,T206,T206,Ian Doig,1,1
231,T206,T206,Bradley Dredge,1,1
232,T206,T206,Scott Dunlap,3,1
233,T206,T206,David Duval,20,1
234,T206,T206,Simon Dyson,2,1
235,T206,T206,Steve Elkington,20,1
236,T206,T206,Jamie Elliott,1,1
237,T206,T206,Gavin Flint,1,1
238,T206,T206,Bob Ford,3,1
239,T206,T206,Dan Forsman,17,1
240,T206,T206,Robin Freeman,8,1
241,T206,T206,Keiichiro Fukabori,1,1
242,T206,T206,Fred Funk,30,1
243,T206,T206,Stephen Gallacher,4,1
244,T206,T206,Brian Gay,33,1
245,T206,T206,Kelly Grunewald,1,1
246,T206,T206,Gary Hallberg,1,1
247,T206,T206,Soren Hansen,1,1
248,T206,T206,Jeff Hart,23,1
249,T206,T206,Tim Herron,28,1
250,T206,T206,Tetsuji Hiratsuka,2,1
251,T206,T206,S.K. Ho,3,1
252,T206,T206,Charley Hoffman,1,1
253,T206,T206,J.B. Holmes,1,1
254,T206,T206,Bradley Hughes,20,1
255,T206,T206,Mike Hulbert,4,1
256,T206,T206,Tripp Isenhour,7,1
257,T206,T206,Thongchai Jaidee,4,1
258,T206,T206,Miguel Angel Jiménez,9,1
259,T206,T206,Richard Johnson,16,1
260,T206,T206,Nickolas Jones,1,1
261,T206,T206,Skip Kendall,32,1
262,T206,T206,Franklin Langham,31,1
263,T206,T206,Justin Leonard,24,1
264,T206,T206,Sandy Lyle,4,1
265,T206,T206,Hunter Mahan,34,1
266,T206,T206,Blaine McCallister,9,1
267,T206,T206,Graeme McDowell,14,1
268,T206,T206,Paul McGinley,6,1
269,T206,T206,Billy McKay,1,1
270,T206,T206,Spike McRoy,12,1
271,T206,T206,Larry Mize,18,1
272,T206,T206,Colin Montgomerie,6,1
273,T206,T206,John Morgan,11,1
274,T206,T206,Simon Nash,2,1
275,T206,T206,Greg Norman,2,1
276,T206,T206,Nick O'Hern,13,1
277,T206,T206,Mark O'Meara,21,1
278,T206,T206,José María Olazábal,16,1
279,T206,T206,Greg Owen,24,1
280,T206,T206,Craig Parry,15,1
281,T206,T206,Carl Paulson,13,1
282,T206,T206,David Peoples,12,1
283,T206,T206,Scott Piercy,4,1
284,T206,T206,Nick Price,16,1
285,T206,T206,Chez Reavie,1,1
286,T206,T206,John Riegger,4,1
287,T206,T206,Loren Roberts,18,1
288,T206,T206,Steve Schneiter,1,1
289,T206,T206,Tino Schuster,1,1
290,T206,T206,Joey Sindelar,29,1
291,T206,T206,Mike Small,2,1
292,T206,T206,Mike Springer,5,1
293,T206,T206,Henrik Stenson,4,1
294,T206,T206,Andre Stolz,12,1
295,T206,T206,Kevin Streelman,2,1
296,T206,T206,Chris Stroud,1,1
297,T206,T206,Kevin Sutherland,26,1
298,T206,T206,Toru Taniguchi,7,1
299,T206,T206,Roland Thatcher,26,1
300,T206,T206,Kirk Triplett,18,1
301,T206,T206,Jimmy Walker,9,1
302,T206,T206,Euan Walters,18,1
303,T206,T206,Brian Watts,7,1
304,T206,T206,Mike Weir,23,1
305,T206,T206,Garrett Willis,7,1
