,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
316,T317,T317,George Burns,1,54,54.0
317,T317,T317,Hiroyuki Fujita,1,54,1.0
318,T317,T317,Steve Scott,1,54,54.0
319,T317,T317,Stuart Smith,1,54,54.0
320,T321,T321,Ken Green,5,53,53.0
321,T321,T321,Patrik Sjöland,1,53,
322,T323,T323,Stephen Dodd,4,52,3.0
323,T323,T323,Bradley Dredge,1,52,13.0
324,325,325,Donnie Hammond,3,51,12.0
325,T326,T326,Jason Hartwick,1,50,50.0
326,T326,T326,Brad Lardon,4,50,23.0
327,T326,T326,Tom Purtzer,1,50,50.0
328,T326,T326,Robert Rock,1,50,50.0
329,T326,T326,Paul Sheehan,1,50,3.0
330,T326,T326,Peter Tomasulo,2,50,18.0
331,T326,T326,Simon Yates,1,50,1.0
332,333,333,"Jim Gallagher, Jr.",5,48,37.0
333,T334,T334,Neil Cheetham,1,47,12.0
334,T334,T334,Matt Hendrix,1,47,10.0
335,T334,T334,Maarten Lafeber,2,47,7.0
336,T334,T334,Phil Schmitt,2,47,47.0
337,T334,T334,Mike Small,2,47,47.0
338,T334,T334,Brandt Snedeker,2,47,39.0
339,T334,T334,Doug Tewell,1,47,2.0
340,T341,T341,Stephen Gallacher,4,46,6.0
341,T341,T341,"Ron Philo, Jr.",1,46,46.0
342,T341,T341,Graeme Storm,1,46,20.0
343,T344,T344,Steven Bowditch,1,45,16.0
344,T344,T344,Scott Dunlap,3,45,10.0
345,T344,T344,Charl Schwartzel,4,45,35.0
346,T344,T344,Marcel Siem,1,45,45.0
347,T344,T344,Kyle Willmann,2,45,6.0
348,T349,T349,Soren Hansen,1,44,1.0
349,T349,T349,Michael Harris,2,44,41.0
350,T349,T349,Michelle Wie,2,44,3.0
351,T352,T352,Steve Collins,1,43,10.0
352,T352,T352,David Lundstrom,2,43,3.0
353,T354,T354,Ahmad Bateman,1,42,14.0
354,T354,T354,Michael Clark II,2,42,42.0
355,T354,T354,Patrick Damron,2,42,42.0
356,T354,T354,Greg Norman,2,42,6.0
357,T354,T354,David Ogrin,2,42,42.0
358,T354,T354,Boyd Summerhays,8,42,2.0
359,T360,T360,Mark McCumber,1,41,30.0
360,T360,T360,John Morse,2,41,30.0
361,T360,T360,Jean-Francois Remesy,2,41,41.0
362,T363,T363,Lee Rinker,2,40,31.0
363,T363,T363,Steve Schneiter,1,40,40.0
364,T363,T363,Tino Schuster,1,40,4.0
365,T363,T363,Mike Standly,2,40,40.0
366,T367,T367,Niclas Fasth,3,39,33.0
367,T367,T367,Greg Meyer,1,39,15.0
368,T369,T369,Warren Abery,1,36,
369,T369,T369,Stuart Anderson,1,36,36.0
370,T369,T369,Perry Arthur,1,36,36.0
371,T369,T369,Peter Baker,1,36,36.0
372,T369,T369,Aaron Barber,1,36,36.0
373,T369,T369,Todd Barranger,1,36,36.0
374,T369,T369,Doug Bauman,1,36,36.0
375,T369,T369,"David Berganio, Jr.",1,36,36.0
376,T369,T369,Marc Cayeux,1,36,36.0
377,T369,T369,Dan Chartrand,1,36,36.0
378,T369,T369,Roberto Coceres,1,36,36.0
379,T369,T369,Paul Danielson,1,36,36.0
380,T369,T369,Ian Doig,1,36,36.0
381,T369,T369,Matt Doyle,1,36,36.0
382,T369,T369,Scott Drummond,1,36,36.0
383,T369,T369,Tom Gleeton,1,36,36.0
384,T369,T369,Ryan Helminen,1,36,36.0
385,T369,T369,Rob Hessing,1,36,36.0
386,T369,T369,S.K. Ho,3,36,
387,T369,T369,Keith Huber,1,36,36.0
388,T369,T369,Joey Iaciofano,1,36,36.0
389,T369,T369,David Ishii,1,36,36.0
390,T369,T369,Clint Jensen,1,36,36.0
391,T369,T369,Robert Karlsson,1,36,36.0
392,T369,T369,Hideki Kase,1,36,36.0
393,T369,T369,Wayne Levi,1,36,35.0
394,T369,T369,John Mallinger,1,36,3.0
395,T369,T369,David Mathis,1,36,36.0
396,T369,T369,Eric Meichtry,1,36,36.0
397,T369,T369,Jon Mills,1,36,36.0
398,T369,T369,David Morland IV,1,36,36.0
399,T369,T369,Jay Overton,1,36,36.0
400,T369,T369,Jeff Overton,1,36,36.0
401,T369,T369,Troy Pare,1,36,36.0
402,T369,T369,Brian Payne,1,36,36.0
403,T369,T369,Chris Peddicord,1,36,36.0
404,T369,T369,Andrew Pratt,1,36,36.0
405,T369,T369,Patrick Prince,1,36,36.0
406,T369,T369,Dean Prowse,1,36,36.0
407,T369,T369,Michael Reid,1,36,36.0
408,T369,T369,Terry Russell,1,36,36.0
409,T369,T369,Derek Sanders,1,36,36.0
410,T369,T369,Jerry Smith,1,36,36.0
411,T369,T369,Scott Spence,1,36,36.0
412,T369,T369,Dave Spengler,1,36,36.0
413,T369,T369,Chris Stroud,1,36,36.0
414,T369,T369,Takuya Taniguchi,1,36,36.0
415,T369,T369,Dave Tentis,1,36,36.0
416,T369,T369,Chris Tidland,1,36,36.0
417,T369,T369,Jean Van de Velde,1,36,36.0
418,T369,T369,Roy Vucinich,1,36,36.0
419,T369,T369,Aaron Watkins,1,36,36.0
420,T369,T369,Richard Zokol,1,36,36.0
421,T422,T422,Jay Don Blake,1,35,
422,T422,T422,Steven Conran,1,35,35.0
423,T422,T422,Kelly Gibson,2,35,3.0
424,T422,T422,John Hickson,1,35,35.0
425,T422,T422,Tetsuji Hiratsuka,2,35,15.0
426,T422,T422,Rick Leibovich,1,35,18.0
427,T422,T422,Chris Ming,1,35,35.0
428,T422,T422,Simon Nash,2,35,35.0
429,T422,T422,Scott Parel,1,35,35.0
430,T422,T422,Dirk Schultz,1,35,
431,T432,T432,Alastair Forsyth,1,34,34.0
432,T432,T432,Mark Tucker,1,34,1.0
433,T432,T432,Camilo Villegas,2,34,30.0
434,T432,T432,Steve Webster,2,34,7.0
435,T432,T432,Steve Wheatcroft,2,34,19.0
436,T437,T437,Gene Fieger,1,33,33.0
437,T437,T437,Bob Ford,3,33,3.0
438,T437,T437,Rick Heath,1,33,3.0
439,T437,T437,Yasuharu Imano,1,33,10.0
440,T437,T437,John Merrick,1,33,33.0
441,T442,T442,Oscar Floren,1,32,3.0
442,T442,T442,Peter Hanson,3,32,32.0
443,T442,T442,Trip Kuehne,1,32,32.0
444,T442,T442,John Lynch,1,32,3.0
445,T442,T442,Joe Pollack,1,32,3.0
446,T442,T442,Vance Veazey,1,32,32.0
447,T448,T448,Clark Dennis,2,31,11.0
448,T448,T448,Tyler Hall,1,31,31.0
449,T448,T448,Charley Hoffman,1,31,22.0
450,T448,T448,Paul Lawrie,1,31,18.0
451,T448,T448,Jonathan Lomas,1,31,14.0
452,T448,T448,Chris Nallen,1,31,31.0
453,T448,T448,Chez Reavie,1,31,2.0
454,T448,T448,Kevin Savage,1,31,31.0
455,T448,T448,Jay Snyder,1,31,4.0
456,T448,T448,Lee Williams,1,31,1.0
457,T448,T448,Jeff Yurkiewicz,1,31,
458,T459,T459,Gavin Flint,1,30,15.0
459,T459,T459,Keiichiro Fukabori,1,30,16.0
460,T459,T459,Jim Garrison,2,30,8.0
461,T459,T459,Wayne Grady,1,30,
462,T459,T459,Kevin Hall,2,30,8.0
463,T459,T459,Steve Hummel,1,30,30.0
464,T459,T459,Matt Jones,1,30,30.0
465,T459,T459,Søren Kjeldsen,1,30,30.0
466,T459,T459,Brandon Knaub,1,30,30.0
467,T459,T459,Mark Mielke,1,30,5.0
468,T459,T459,Edoardo Molinari,1,30,23.0
469,T459,T459,Thammanoon Sriroj,1,30,30.0
470,T471,T471,Kevin Carll,1,29,29.0
471,T471,T471,Wayne DeFrancesco,1,29,1.0
472,T471,T471,Ryan Dillon,1,29,27.0
473,T471,T471,Gary Hallberg,1,29,15.0
474,T471,T471,Terry Hatch,1,29,29.0
475,T471,T471,Paul Holtby,2,29,12.0
476,T471,T471,Anders Hultman,1,29,6.0
477,T471,T471,David Podas,1,29,6.0
478,T471,T471,Rich Steinmetz,1,29,29.0
479,T480,T480,Tommy Aaron,1,28,28.0
480,T480,T480,Chip Johnson,1,28,7.0
481,T480,T480,Takashi Kamiyama,1,28,3.0
482,T480,T480,Simon Khan,1,28,18.0
483,T480,T480,Casey Martin,1,28,6.0
484,T480,T480,Jeff Quinney,1,28,2.0
485,T480,T480,Akio Sadakata,2,28,15.0
486,T487,T487,Steven Alker,1,27,8.0
487,T487,T487,Fulton Allem,3,27,14.0
488,T487,T487,Mark Black,1,27,6.0
489,T487,T487,Phil Blackmar,1,27,8.0
490,T487,T487,Brett Boner,1,27,20.0
491,T487,T487,GW Cable,1,27,1.0
492,T487,T487,Jimmy Chestnut,1,27,27.0
493,T487,T487,Scott Chipokas,1,27,27.0
494,T487,T487,Ben Crenshaw,1,27,7.0
495,T487,T487,Matt Every,1,27,27.0
496,T487,T487,John Gibson,1,27,3.0
497,T487,T487,Derek Nannen,1,27,5.0
498,T487,T487,David Oh,1,27,27.0
499,T487,T487,Chris Perry,1,27,27.0
500,T487,T487,Matthew Richardson,1,27,6.0
501,T487,T487,Craig Van Horn,1,27,27.0
502,T487,T487,Lanny Wadkins,1,27,24.0
503,T504,T504,J.B. Holmes,1,26,9.0
504,T504,T504,John Ray Leary,1,26,9.0
505,T504,T504,Alan Morin,2,26,3.0
506,T504,T504,J.R. Ruda,1,26,26.0
507,T504,T504,John Shawver,1,26,9.0
508,T509,T509,Tony Aguilar,1,25,25.0
509,T509,T509,Michael Beard,1,25,25.0
510,T509,T509,Jeff Bisbee,1,25,10.0
511,T509,T509,Paul Del Vecchio,1,25,10.0
512,T509,T509,Simon Dyson,2,25,14.0
513,T509,T509,Peter Fowler,1,25,25.0
514,T509,T509,Toshi Izawa,1,25,2.0
515,T509,T509,Troy Kelly,1,25,25.0
516,T509,T509,Dean Larsson,1,25,9.0
517,T509,T509,James Lepp,1,25,25.0
518,T509,T509,Jack Nicklaus,3,25,4.0
519,T509,T509,Aron Price,2,25,5.0
520,T509,T509,Murray Urquhart,1,25,25.0
521,T509,T509,Tom Watson,2,25,6.0
522,T509,T509,Ben Weir,1,25,3.0
523,T524,T524,Don Berry,1,24,9.0
524,T524,T524,John Bickerton,1,24,12.0
525,T524,T524,Derek Brown,1,24,11.0
526,T524,T524,Jeff Coston,1,24,24.0
527,T524,T524,David Denham,1,24,11.0
528,T524,T524,Jamie Elliott,1,24,11.0
529,T524,T524,Rick Schuller,1,24,2.0
530,T524,T524,Tim Weinhart,2,24,5.0
531,T532,T532,Ricky Barnes,1,23,12.0
532,T532,T532,Constant Demattia,1,23,8.0
533,T532,T532,Martin Doyle,1,23,23.0
534,T532,T532,Ignacio Garrido,1,23,
535,T532,T532,Scott Gibson,1,23,11.0
536,T532,T532,Tom Iredell,1,23,12.0
537,T532,T532,Billy McKay,1,23,2.0
538,T532,T532,Pete Oakley,1,23,23.0
539,T532,T532,Eric Ramsay,1,23,23.0
540,T532,T532,Lloyd Saltman,1,23,1.0
541,T532,T532,Robert Steele,1,23,23.0
542,T532,T532,Stuart Wilson,1,23,10.0
543,T544,T544,Bob Ackerman,1,22,13.0
544,T544,T544,Brad Adamonis,2,22,11.0
545,T544,T544,Brad Bryant,1,22,9.0
546,T544,T544,Joel Edwards,1,22,13.0
547,T544,T544,Jaime Gomez,1,22,22.0
548,T544,T544,Kenny Knox,1,22,13.0
549,T544,T544,Jose-Filipe Lima,1,22,22.0
550,T544,T544,Matt Seppanen,1,22,22.0
551,T544,T544,Henrik Simonsen,1,22,9.0
552,T544,T544,Geoffrey Sisk,1,22,9.0
553,T544,T544,Todd Tanner,1,22,22.0
554,T555,T555,John Bermel,1,21,9.0
555,T555,T555,Tim Conley,1,21,7.0
556,T555,T555,Rod Curl,1,21,21.0
557,T555,T555,Ron Dellostritto,1,21,4.0
558,T555,T555,Bubba Dickerson,1,21,20.0
559,T555,T555,Nick Flanagan,1,21,17.0
560,T555,T555,Craig Kealey,1,21,5.0
561,T555,T555,Jason Knutzon,1,21,11.0
562,T555,T555,Luke List,2,21,19.0
563,T555,T555,Mardan Mamat,1,21,21.0
564,T555,T555,Brian McElhinney,1,21,1.0
565,T555,T555,Doug McGuigan,1,21,
566,T555,T555,Jim St. Pierre,1,21,
567,T555,T555,Stan Utley,2,21,7.0
568,T555,T555,Matt Weibring,1,21,21.0
