,Best_Sub-Par_Rounds_Streak_RANK THIS WEEK,Best_Sub-Par_Rounds_Streak_RANK LAST WEEK,Best_Sub-Par_Rounds_Streak_PLAYER NAME,Best_Sub-Par_Rounds_Streak_CAREER BEST STREAK,Best_Sub-Par_Rounds_Streak_BEST YTD STREAK,Best_Sub-Par_Rounds_Streak_CURRENT STREAK
0,1,1,Tim Petrovic,26,8.0,
1,2,2,Jeff Sluman,23,4.0,
2,T3,T3,Tim Clark,22,14.0,
3,T3,T3,Fred Couples,22,7.0,
4,T3,T3,Scott McCarron,22,6.0,
5,T6,T6,Stuart Appleby,21,8.0,
6,T6,T6,Bob Estes,21,5.0,
7,T6,T6,Scott Verplank,21,12.0,
8,T9,T9,Jay Don Blake,20,1.0,
9,T9,T9,Joey Sindelar,20,12.0,
10,T11,T11,Joe Durant,19,8.0,
11,T11,T11,Jesper Parnevik,19,5.0,
12,T11,T11,Dan Pohl,19,,
13,T14,T14,Glen Day,18,6.0,
14,T14,T14,Chris DiMarco,18,4.0,
15,T14,T14,Retief Goosen,18,6.0,
16,T14,T14,Charles Howell III,18,10.0,
17,T14,T14,Craig Parry,18,5.0,
18,T19,T19,Ronnie Black,17,,
19,T19,T19,Jonathan Byrd,17,8.0,
20,T19,T19,Ed Fiori,17,,
21,T19,T19,Donnie Hammond,17,5.0,
22,T19,T19,Roger Maltbie,17,1.0,
23,T19,T19,Shigeki Maruyama,17,6.0,
24,T19,T19,Mark O'Meara,17,6.0,
25,T19,T19,Vijay Singh,17,8.0,
26,T19,T19,Kirk Triplett,17,6.0,
27,T28,T28,Ken Green,16,1.0,
28,T28,T28,Lee Janzen,16,7.0,
29,T28,T28,Jerry Kelly,16,8.0,
30,T28,T28,Blaine McCallister,16,2.0,
31,T28,T28,Steve Pate,16,2.0,
32,T28,T28,Corey Pavin,16,6.0,
33,T28,T28,Chris Riley,16,4.0,
34,T28,T28,Tiger Woods,16,11.0,
35,T36,T36,Carlos Franco,15,8.0,
36,T36,T36,Scott Hoch,15,4.0,
37,T36,T36,Tom Kite,15,3.0,
38,T36,T36,Davis Love III,15,8.0,
39,T36,T36,Andrew Magee,15,6.0,
40,T36,T36,Scott Simpson,15,5.0,
41,T36,T36,Chris Smith,15,7.0,
42,T36,T36,Craig Stadler,15,8.0,
43,T36,T36,Bob Tway,15,8.0,
44,T45,T45,Robert Allenby,14,8.0,
45,T45,T45,Brian Bateman,14,6.0,
46,T45,T45,Russ Cochran,14,,
47,T45,T45,Marco Dawson,14,6.0,
48,T45,T45,Steve Flesch,14,5.0,
49,T45,T45,Brent Geiberger,14,5.0,
50,T45,T45,John Huston,14,9.0,
51,T45,T45,Kent Jones,14,9.0,
52,T45,T45,Justin Leonard,14,6.0,
53,T45,T45,Frank Lickliter II,14,5.0,
54,T45,T45,Peter Lonard,14,7.0,
55,T45,T45,Jeff Maggert,14,7.0,
56,T45,T45,Rocco Mediate,14,10.0,
57,T45,T45,Joe Ogilvie,14,7.0,
58,T45,T45,Loren Roberts,14,7.0,
59,T45,T45,Payne Stewart,14,,
60,T45,T45,Grant Waite,14,4.0,
61,T62,T62,Billy Andrade,13,5.0,
62,T62,T62,Woody Austin,13,7.0,
63,T62,T62,Paul Azinger,13,4.0,
64,T62,T62,Briny Baird,13,8.0,
65,T62,T62,Jason Bohn,13,6.0,
66,T62,T62,Bart Bryant,13,7.0,
67,T62,T62,Brad Bryant,13,1.0,
68,T62,T62,Rex Caldwell,13,,
69,T62,T62,John Cook,13,4.0,
70,T62,T62,Jay Delsing,13,5.0,
71,T62,T62,David Duval,13,2.0,
72,T62,T62,Steve Elkington,13,5.0,
73,T62,T62,Rick Fehr,13,1.0,
74,T62,T62,Dan Forsman,13,6.0,
75,T62,T62,Harrison Frazar,13,13.0,
76,T62,T62,David Frost,13,2.0,
77,T62,T62,Fred Funk,13,9.0,
78,T62,T62,Buddy Gardner,13,,
79,T62,T62,Brian Gay,13,6.0,
80,T62,T62,Paul Gow,13,5.0,
81,T62,T62,Tim Herron,13,13.0,
82,T62,T62,Peter Jacobsen,13,5.0,
83,T62,T62,Neal Lancaster,13,11.0,
84,T62,T62,Bernhard Langer,13,7.0,
85,T62,T62,Tom Lehman,13,5.0,
86,T62,T62,Mark McCumber,13,1.0,
87,T62,T62,Calvin Peete,13,,
88,T62,T62,David Peoples,13,5.0,
89,T62,T62,Ted Purdy,13,6.0,
90,T62,T62,Mike Reid,13,,
91,T62,T62,Dave Rummells,13,3.0,
92,T62,T62,Tom Sieckmann,13,,
93,T62,T62,Tony Sills,13,,
94,T62,T62,Curtis Strange,13,,
95,T62,T62,Mike Sullivan,13,,
96,T62,T62,David Toms,13,13.0,
97,T62,T62,Duffy Waldorf,13,6.0,
98,T62,T62,Mike Weir,13,3.0,
99,T100,T100,Dave Barr,12,,
100,T100,T100,Cameron Beckman,12,5.0,
101,T100,T100,Jeff Brehaut,12,4.0,
102,T100,T100,Mark Brooks,12,3.0,
103,T100,T100,Mark Calcavecchia,12,9.0,
104,T100,T100,Chad Campbell,12,5.0,
105,T100,T100,Greg Chalmers,12,,
106,T100,T100,Stewart Cink,12,12.0,
107,T100,T100,Ben Crane,12,9.0,
108,T100,T100,Danny Edwards,12,,
109,T100,T100,David Edwards,12,4.0,
110,T100,T100,Joel Edwards,12,1.0,
111,T100,T100,Brad Faxon,12,3.0,
112,T100,T100,Todd Fischer,12,5.0,
113,T100,T100,Jim Furyk,12,9.0,
114,T100,T100,Robert Gamez,12,7.0,
115,T100,T100,Paul Goydos,12,4.0,
116,T100,T100,Jay Haas,12,5.0,
117,T100,T100,Mike Heinen,12,4.0,
118,T100,T100,Jonathan Kaye,12,5.0,
119,T100,T100,Skip Kendall,12,5.0,
120,T100,T100,Gary Koch,12,,
121,T100,T100,Greg Kraft,12,,
122,T100,T100,Jim McGovern,12,3.0,
123,T100,T100,Phil Mickelson,12,6.0,
124,T100,T100,Larry Mize,12,4.0,
125,T100,T100,Gil Morgan,12,,
126,T100,T100,Frank Nobilo,12,,
127,T100,T100,José María Olazábal,12,11.0,
128,T100,T100,Don Pooley,12,,
129,T100,T100,Gene Sauers,12,2.0,
130,T100,T100,Paul Stankowski,12,1.0,
131,T100,T100,Kevin Sutherland,12,6.0,
132,T100,T100,Hal Sutton,12,1.0,
133,T100,T100,Willie Wood,12,2.0,
134,T100,T100,Fuzzy Zoeller,12,,
135,T136,T136,Craig Barlow,11,9.0,
136,T136,T136,Chip Beck,11,,
137,T136,T136,Olin Browne,11,4.0,
138,T136,T136,George Burns,11,1.0,
139,T136,T136,Bob Burns,11,3.0,
140,T136,T136,Tom Byrum,11,4.0,
141,T136,T136,Jim Carter,11,4.0,
142,T136,T136,Brandel Chamblee,11,,
143,T136,T136,K.J. Choi,11,5.0,
144,T136,T136,Michael Clark II,11,1.0,
145,T136,T136,John Daly,11,9.0,
146,T136,T136,Brad Fabel,11,4.0,
147,T136,T136,Keith Fergus,11,,
148,T136,T136,Bruce Fleisher,11,,
149,T136,T136,Raymond Floyd,11,,
150,T136,T136,Sergio Garcia,11,9.0,
151,T136,T136,Mathew Goggin,11,,
152,T136,T136,Todd Hamilton,11,6.0,
153,T136,T136,J.P. Hayes,11,11.0,
154,T136,T136,J.J. Henry,11,11.0,
155,T136,T136,Bradley Hughes,11,9.0,
156,T136,T136,Freddie Jacobson,11,5.0,
157,T136,T136,Ian Leggatt,11,4.0,
158,T136,T136,Bruce Lietzke,11,,
159,T136,T136,John Mahaffey,11,,
160,T136,T136,Billy Mayfair,11,10.0,
161,T136,T136,Shaun Micheel,11,11.0,
162,T136,T136,Geoff Ogilvy,11,5.0,
163,T136,T136,David Ogrin,11,1.0,
164,T136,T136,Rod Pampling,11,8.0,
165,T136,T136,Carl Pettersson,11,11.0,
166,T136,T136,Nick Price,11,6.0,
167,T136,T136,Tom Purtzer,11,2.0,
168,T136,T136,Lee Rinker,11,,
169,T136,T136,Clarence Rose,11,,
170,T136,T136,Rory Sabbatini,11,8.0,
171,T136,T136,"Wes Short, Jr.",11,11.0,
172,T136,T136,Jim Simons,11,,
173,T136,T136,Tim Simpson,11,,
174,T136,T136,Jim Thorpe,11,,
175,T136,T136,Jay Williamson,11,5.0,
176,T136,T136,Richard Zokol,11,,
177,T178,T178,Michael Allen,10,4.0,
178,T178,T178,Phil Blackmar,10,,
179,T178,T178,Jason Buha,10,,
180,T178,T178,Mark Carnevale,10,,
181,T178,T178,Lennie Clements,10,,
182,T178,T178,Trevor Dodds,10,3.0,
183,T178,T178,Bob Gilder,10,,
184,T178,T178,Bill Glasson,10,9.0,
185,T178,T178,David Gossett,10,,
186,T178,T178,Jeff Gove,10,,
187,T178,T178,Hubert Green,10,,
188,T178,T178,Scott Gump,10,1.0,
189,T178,T178,Dudley Hart,10,8.0,
190,T178,T178,Nolan Henke,10,,
191,T178,T178,Mike Hulbert,10,2.0,
192,T178,T178,Zach Johnson,10,7.0,
193,T178,T178,Steve Jones,10,3.0,
194,T178,T178,Pete Jordan,10,,
195,T178,T178,Kenny Knox,10,1.0,
196,T178,T178,Steve Lowery,10,10.0,
197,T178,T178,Mark Lye,10,,
198,T178,T178,Len Mattiace,10,4.0,
199,T178,T178,Kevin Na,10,10.0,
200,T178,T178,Larry Nelson,10,,
201,T178,T178,Greg Norman,10,2.0,
202,T178,T178,Pat Perez,10,6.0,
203,T178,T178,Craig Perks,10,2.0,
204,T178,T178,Tom Pernice Jr.,10,8.0,
205,T178,T178,Chris Perry,10,,
206,T178,T178,Kenny Perry,10,6.0,
207,T178,T178,Brett Quigley,10,8.0,
208,T178,T178,Justin Rose,10,10.0,
209,T178,T178,Heath Slocum,10,10.0,
210,T178,T178,Mike Smith,10,,
211,T178,T178,J.C. Snead,10,,
212,T178,T178,Steve Stricker,10,6.0,
213,T178,T178,David Sutherland,10,,
214,T178,T178,Hidemichi Tanaka,10,7.0,
215,T178,T178,Phil Tataurangi,10,,
216,T178,T178,Doug Tewell,10,,
217,T178,T178,Roland Thatcher,10,10.0,
218,T178,T178,Howard Twitty,10,,
