,Consecutive_Birdies_Streak_RANK THIS WEEK,Consecutive_Birdies_Streak_RANK LAST WEEK,Consecutive_Birdies_Streak_PLAYER NAME,Consecutive_Birdies_Streak_EVENTS,Consecutive_Birdies_Streak_NUMBER OF HOLES
0,T1,T1,Joe Durant,25,7
1,T1,T1,Tiger Woods,21,7
2,T3,T3,Aaron Baddeley,27,6
3,T3,T3,Tim Clark,26,6
4,T3,T3,Todd Fischer,35,6
5,T3,T3,Harrison Frazar,31,6
6,T3,T3,Jim Furyk,26,6
7,T3,T3,Padraig Harrington,15,6
8,T3,T3,J.P. Hayes,22,6
9,T3,T3,Tim Herron,28,6
10,T3,T3,Zach Johnson,30,6
11,T3,T3,Tom Lehman,20,6
12,T3,T3,Phil Mickelson,21,6
13,T14,T14,Michael Allen,30,5
14,T14,T14,Arjun Atwal,17,5
15,T14,T14,Woody Austin,30,5
16,T14,T14,Rich Barcelo,3,5
17,T14,T14,Rich Beem,26,5
18,T14,T14,Olin Browne,29,5
19,T14,T14,Tom Byrum,27,5
20,T14,T14,K.J. Choi,24,5
21,T14,T14,John Cook,26,5
22,T14,T14,Fred Couples,22,5
23,T14,T14,Chris DiMarco,24,5
24,T14,T14,James Driscoll,26,5
25,T14,T14,David Edwards,9,5
26,T14,T14,Steve Elkington,20,5
27,T14,T14,Ernie Els,11,5
28,T14,T14,Matt Gogel,28,5
29,T14,T14,Bill Haas,6,5
30,T14,T14,Dudley Hart,29,5
31,T14,T14,David Hearn,24,5
32,T14,T14,Scott Hend,28,5
33,T14,T14,Franklin Langham,31,5
34,T14,T14,Peter Lonard,27,5
35,T14,T14,Andrew Magee,29,5
36,T14,T14,Shigeki Maruyama,29,5
37,T14,T14,Rocco Mediate,24,5
38,T14,T14,Joe Ogilvie,30,5
39,T14,T14,José María Olazábal,16,5
40,T14,T14,Ryan Palmer,32,5
41,T14,T14,Tim Petrovic,32,5
42,T14,T14,Carl Pettersson,34,5
43,T14,T14,Ted Purdy,34,5
44,T14,T14,Brett Quigley,31,5
45,T14,T14,John Senden,29,5
46,T14,T14,Patrick Sheehan,35,5
47,T14,T14,Joey Sindelar,29,5
48,T14,T14,Chris Smith,32,5
49,T14,T14,Steve Stricker,21,5
50,T14,T14,Kevin Sutherland,26,5
51,T14,T14,Scott Verplank,25,5
52,T14,T14,Duffy Waldorf,28,5
53,T14,T14,Jay Williamson,16,5
54,T14,T14,Dean Wilson,27,5
55,T56,T56,Robert Allenby,31,4
56,T56,T56,Jason Allred,29,4
57,T56,T56,Stephen Ames,24,4
58,T56,T56,Billy Andrade,26,4
59,T56,T56,Stuart Appleby,25,4
60,T56,T56,Briny Baird,33,4
61,T56,T56,Craig Barlow,26,4
62,T56,T56,Brian Bateman,32,4
63,T56,T56,Jason Bohn,28,4
64,T56,T56,Michael Bradley,4,4
65,T56,T56,Jeff Brehaut,23,4
66,T56,T56,Danny Briggs,29,4
67,T56,T56,D.J. Brigman,26,4
68,T56,T56,Bob Burns,15,4
69,T56,T56,Jonathan Byrd,31,4
70,T56,T56,Ángel Cabrera,11,4
71,T56,T56,Mark Calcavecchia,27,4
72,T56,T56,Chad Campbell,27,4
73,T56,T56,Alex Cejka,31,4
74,T56,T56,Daniel Chopra,34,4
75,T56,T56,Stewart Cink,26,4
76,T56,T56,Darren Clarke,12,4
77,T56,T56,José Coceres,22,4
78,T56,T56,Gavin Coles,22,4
79,T56,T56,Steve Collins,1,4
80,T56,T56,Erik Compton,1,4
81,T56,T56,Ben Crane,21,4
82,T56,T56,John Daly,25,4
83,T56,T56,Robert Damron,28,4
84,T56,T56,Brian Davis,23,4
85,T56,T56,Marco Dawson,23,4
86,T56,T56,Jay Delsing,11,4
87,T56,T56,David Duval,20,4
88,T56,T56,Bob Estes,25,4
89,T56,T56,Brad Faxon,23,4
90,T56,T56,Dan Forsman,17,4
91,T56,T56,Robert Gamez,28,4
92,T56,T56,Brian Gay,33,4
93,T56,T56,Brent Geiberger,21,4
94,T56,T56,Tom Gillis,28,4
95,T56,T56,Lucas Glover,28,4
96,T56,T56,Retief Goosen,18,4
97,T56,T56,Paul Goydos,15,4
98,T56,T56,Mathias Grönberg,19,4
99,T56,T56,Jay Haas,16,4
100,T56,T56,Hunter Haas,28,4
101,T56,T56,Joakim Haeggman,4,4
102,T56,T56,Bob Heintz,24,4
103,T56,T56,J.J. Henry,32,4
104,T56,T56,Trevor Immelman,14,4
105,T56,T56,Peter Jacobsen,11,4
106,T56,T56,Freddie Jacobson,23,4
107,T56,T56,Brandt Jobe,27,4
108,T56,T56,Richard Johnson,16,4
109,T56,T56,Steve Jones,20,4
110,T56,T56,Kent Jones,32,4
111,T56,T56,Brendan Jones,28,4
112,T56,T56,Jonathan Kaye,24,4
113,T56,T56,Jerry Kelly,31,4
114,T56,T56,Skip Kendall,32,4
115,T56,T56,Simon Khan,1,4
116,T56,T56,Matt Kuchar,21,4
117,T56,T56,Hank Kuehne,30,4
118,T56,T56,Neal Lancaster,31,4
119,T56,T56,Brad Lardon,4,4
120,T56,T56,Justin Leonard,24,4
121,T56,T56,Thomas Levet,20,4
122,T56,T56,J.L. Lewis,30,4
123,T56,T56,Frank Lickliter II,33,4
124,T56,T56,Davis Love III,24,4
125,T56,T56,Jeff Maggert,25,4
126,T56,T56,Hunter Mahan,34,4
127,T56,T56,Len Mattiace,34,4
128,T56,T56,Billy Mayfair,31,4
129,T56,T56,Scott McCarron,24,4
130,T56,T56,Shaun Micheel,29,4
131,T56,T56,Larry Mize,18,4
132,T56,T56,Alan Morin,2,4
133,T56,T56,Kevin Na,32,4
134,T56,T56,Sean O'Hair,29,4
135,T56,T56,Arron Oberholser,21,4
136,T56,T56,Greg Owen,24,4
137,T56,T56,Rod Pampling,26,4
138,T56,T56,Jesper Parnevik,24,4
139,T56,T56,Steve Pate,9,4
140,T56,T56,Dennis Paulson,24,4
141,T56,T56,Corey Pavin,23,4
142,T56,T56,Pat Perez,28,4
143,T56,T56,Craig Perks,27,4
144,T56,T56,Kenny Perry,23,4
145,T56,T56,Ian Poulter,20,4
146,T56,T56,Phillip Price,25,4
147,T56,T56,Tag Ridings,31,4
148,T56,T56,John Riegger,4,4
149,T56,T56,Loren Roberts,18,4
150,T56,T56,John Rollins,30,4
151,T56,T56,Justin Rose,28,4
152,T56,T56,Rory Sabbatini,26,4
153,T56,T56,Lloyd Saltman,1,4
154,T56,T56,Gene Sauers,7,4
155,T56,T56,Adam Scott,19,4
156,T56,T56,Marcel Siem,1,4
157,T56,T56,Scott Simpson,9,4
158,T56,T56,Vijay Singh,30,4
159,T56,T56,Heath Slocum,29,4
160,T56,T56,Jeff Sluman,28,4
161,T56,T56,Joey Snyder III,31,4
162,T56,T56,Mike Springer,5,4
163,T56,T56,Kevin Stadler,33,4
164,T56,T56,Darron Stiles,26,4
165,T56,T56,Tadahiro Takayama,1,4
166,T56,T56,Hidemichi Tanaka,34,4
167,T56,T56,Vaughn Taylor,32,4
168,T56,T56,Roland Thatcher,26,4
169,T56,T56,Mario Tiziani,23,4
170,T56,T56,David Toms,25,4
171,T56,T56,D.J. Trahan,28,4
172,T56,T56,Kirk Triplett,18,4
173,T56,T56,Bob Tway,26,4
174,T56,T56,Omar Uresti,27,4
175,T56,T56,Bo Van Pelt,33,4
176,T56,T56,Nick Watney,31,4
177,T56,T56,Mike Weir,23,4
178,T56,T56,Lee Westwood,15,4
179,T56,T56,Brett Wetterich,28,4
180,T56,T56,Mark Wilson,25,4
181,T182,T182,Steve Allan,32,3
182,T182,T182,Chris Anderson,25,3
183,T182,T182,Tommy Armour III,29,3
184,T182,T182,Paul Azinger,22,3
185,T182,T182,Doug Barron,24,3
186,T182,T182,Cameron Beckman,31,3
187,T182,T182,Notah Begay III,11,3
188,T182,T182,John Bickerton,1,3
189,T182,T182,Thomas Bjørn,8,3
190,T182,T182,Justin Bolli,24,3
191,T182,T182,Guy Boros,5,3
192,T182,T182,Craig Bowden,15,3
193,T182,T182,Ryan Brehm,1,3
194,T182,T182,Mark Brooks,28,3
195,T182,T182,Bart Bryant,26,3
196,T182,T182,Brad Bryant,1,3
197,T182,T182,Michael Campbell,5,3
198,T182,T182,Jim Carter,25,3
199,T182,T182,Paul Claxton,29,3
200,T182,T182,Ben Curtis,24,3
201,T182,T182,Matt Davidson,20,3
202,T182,T182,Glen Day,27,3
203,T182,T182,Ryan Dillon,1,3
204,T182,T182,Luke Donald,18,3
205,T182,T182,Nick Dougherty,6,3
206,T182,T182,Scott Drummond,1,3
207,T182,T182,Scott Dunlap,3,3
208,T182,T182,John Elliott,25,3
209,T182,T182,Danny Ellis,7,3
210,T182,T182,Brad Fabel,1,3
211,T182,T182,Nick Faldo,5,3
212,T182,T182,Niclas Fasth,3,3
213,T182,T182,Rick Fehr,1,3
214,T182,T182,Steve Flesch,30,3
215,T182,T182,Gavin Flint,1,3
216,T182,T182,Carlos Franco,25,3
217,T182,T182,Robin Freeman,8,3
218,T182,T182,David Frost,10,3
219,T182,T182,Stephen Gallacher,4,3
220,T182,T182,"Jim Gallagher, Jr.",5,3
221,T182,T182,Sergio Garcia,20,3
222,T182,T182,Jim Garrison,2,3
223,T182,T182,Nick Gilliam,3,3
224,T182,T182,Bill Glasson,21,3
225,T182,T182,Tom Gleeton,1,3
226,T182,T182,Jason Gore,8,3
227,T182,T182,David Gossett,1,3
228,T182,T182,Paul Gow,27,3
229,T182,T182,Richard Green,11,3
230,T182,T182,Scott Gump,2,3
231,T182,T182,Scott Gutschewski,27,3
232,T182,T182,Todd Hamilton,31,3
233,T182,T182,Donnie Hammond,3,3
234,T182,T182,Soren Hansen,1,3
235,T182,T182,Peter Hanson,3,3
236,T182,T182,Michael Harris,2,3
237,T182,T182,Jeff Hart,23,3
238,T182,T182,Peter Hedblom,1,3
239,T182,T182,Brian Henninger,2,3
240,T182,T182,Mark Hensby,21,3
241,T182,T182,Glen Hnatiuk,21,3
242,T182,T182,Scott Hoch,2,3
243,T182,T182,J.B. Holmes,1,3
244,T182,T182,P.H. Horgan III,2,3
245,T182,T182,David Howell,12,3
246,T182,T182,Charles Howell III,29,3
247,T182,T182,Bradley Hughes,20,3
248,T182,T182,John Huston,31,3
249,T182,T182,Ryuji Imada,25,3
250,T182,T182,Thongchai Jaidee,4,3
251,T182,T182,Lee Janzen,26,3
252,T182,T182,Miguel Angel Jiménez,9,3
253,T182,T182,Per-Ulrik Johansson,7,3
254,T182,T182,Tom Kite,12,3
255,T182,T182,Jason Knutzon,1,3
256,T182,T182,Maarten Lafeber,2,3
257,T182,T182,Bernhard Langer,19,3
258,T182,T182,Stephen Leaney,29,3
259,T182,T182,Ian Leggatt,12,3
260,T182,T182,Spencer Levin,7,3
261,T182,T182,Michael Long,26,3
262,T182,T182,Steve Lowery,32,3
263,T182,T182,David Lundstrom,2,3
264,T182,T182,Will MacKenzie,25,3
265,T182,T182,John Maginnes,17,3
266,T182,T182,Steve Marino,1,3
267,T182,T182,Blaine McCallister,9,3
268,T182,T182,Graeme McDowell,14,3
269,T182,T182,Paul McGinley,6,3
270,T182,T182,Jim McGovern,2,3
271,T182,T182,James McLean,5,3
272,T182,T182,Spike McRoy,12,3
273,T182,T182,Colin Montgomerie,6,3
274,T182,T182,Ryan Moore,14,3
275,T182,T182,John Morgan,11,3
276,T182,T182,Nick O'Hern,13,3
277,T182,T182,Mark O'Meara,21,3
278,T182,T182,Geoff Ogilvy,26,3
279,T182,T182,Jay Overton,1,3
280,T182,T182,Brenden Pappas,15,3
281,T182,T182,Craig Parry,15,3
282,T182,T182,Carl Paulson,13,3
283,T182,T182,Tom Pernice Jr.,32,3
284,T182,T182,Scott Piercy,4,3
285,T182,T182,David Ping,1,3
286,T182,T182,D.A. Points,33,3
287,T182,T182,Nick Price,16,3
288,T182,T182,Aron Price,2,3
289,T182,T182,Tom Purtzer,1,3
290,T182,T182,Michael Putnam,5,3
291,T182,T182,Jyoti Randhawa,2,3
292,T182,T182,Rob Rashell,25,3
293,T182,T182,Chris Riley,25,3
294,T182,T182,David Roesch,1,3
295,T182,T182,Dave Rummells,2,3
296,T182,T182,Curt Saathoff,1,3
297,T182,T182,Akio Sadakata,2,3
298,T182,T182,Tom Scherrer,2,3
299,T182,T182,Paul Sheehan,1,3
300,T182,T182,"Wes Short, Jr.",16,3
301,T182,T182,David Smail,1,3
302,T182,T182,Mike Small,2,3
303,T182,T182,Bob Sowards,7,3
304,T182,T182,Craig Stadler,6,3
305,T182,T182,Chris Starkjohann,4,3
306,T182,T182,Henrik Stenson,4,3
307,T182,T182,Andre Stolz,12,3
308,T182,T182,Kevin Streelman,2,3
309,T182,T182,Toru Taniguchi,7,3
310,T182,T182,Esteban Toledo,7,3
311,T182,T182,Mark Tucker,1,3
312,T182,T182,Tjaart van der Walt,19,3
313,T182,T182,Camilo Villegas,2,3
314,T182,T182,Grant Waite,6,3
315,T182,T182,Jimmy Walker,9,3
316,T182,T182,Euan Walters,18,3
317,T182,T182,Charles Warren,31,3
318,T182,T182,Tom Watson,2,3
319,T182,T182,Steve Webster,2,3
320,T182,T182,Tim Weinhart,2,3
321,T182,T182,Charlie Wi,23,3
322,T182,T182,Garrett Willis,7,3
323,T182,T182,Casey Wittenberg,9,3
324,T182,T182,Y.E. Yang,4,3
325,T326,T326,Steven Alker,1,2
326,T326,T326,Fulton Allem,3,2
327,T326,T326,Perry Arthur,1,2
328,T326,T326,Eric Axley,2,2
329,T326,T326,Ricky Barnes,1,2
330,T326,T326,Ahmad Bateman,1,2
331,T326,T326,Michael Beard,1,2
332,T326,T326,Colby Beckstrom,2,2
333,T326,T326,Jim Benepe,2,2
334,T326,T326,"David Berganio, Jr.",1,2
335,T326,T326,Brett Boner,1,2
336,T326,T326,Jaxon Brigman,2,2
337,T326,T326,George Burns,1,2
338,T326,T326,Paul Casey,10,2
339,T326,T326,Marc Cayeux,1,2
340,T326,T326,Michael Clark II,2,2
341,T326,T326,Keith Clearwater,2,2
342,T326,T326,Roberto Coceres,1,2
343,T326,T326,Robert Coles,1,2
344,T326,T326,Steven Conran,1,2
345,T326,T326,Chris Couch,1,2
346,T326,T326,Paul Danielson,1,2
347,T326,T326,Paul Del Vecchio,1,2
348,T326,T326,Constant Demattia,1,2
349,T326,T326,David Denham,1,2
350,T326,T326,Bubba Dickerson,1,2
351,T326,T326,Stephen Dodd,4,2
352,T326,T326,Trevor Dodds,2,2
353,T326,T326,Bradley Dredge,1,2
354,T326,T326,Simon Dyson,2,2
355,T326,T326,Kenneth Ferrie,3,2
356,T326,T326,Nick Flanagan,1,2
357,T326,T326,Oscar Floren,1,2
358,T326,T326,Alastair Forsyth,1,2
359,T326,T326,Peter Fowler,1,2
360,T326,T326,Hiroyuki Fujita,1,2
361,T326,T326,Keiichiro Fukabori,1,2
362,T326,T326,Fred Funk,30,2
363,T326,T326,Stephen Gangluff,1,2
364,T326,T326,Ignacio Garrido,1,2
365,T326,T326,Kelly Gibson,2,2
366,T326,T326,John Gibson,1,2
367,T326,T326,Derek Gillespie,1,2
368,T326,T326,Marco Gortana,1,2
369,T326,T326,Ken Green,5,2
370,T326,T326,Kelly Grunewald,1,2
371,T326,T326,Kevin Hall,2,2
372,T326,T326,Gary Hallberg,1,2
373,T326,T326,Jason Hartwick,1,2
374,T326,T326,Rick Heath,1,2
375,T326,T326,Mike Heinen,7,2
376,T326,T326,Matt Hendrix,1,2
377,T326,T326,Kip Henley,1,2
378,T326,T326,Rob Hessing,1,2
379,T326,T326,John Hickson,1,2
380,T326,T326,Gabriel Hjertstedt,3,2
381,T326,T326,S.K. Ho,3,2
382,T326,T326,Charley Hoffman,1,2
383,T326,T326,Paul Holtby,2,2
384,T326,T326,Keith Huber,1,2
385,T326,T326,Tim Huber,1,2
386,T326,T326,Mike Hulbert,4,2
387,T326,T326,Steve Hummel,1,2
388,T326,T326,Yasuharu Imano,1,2
389,T326,T326,Tripp Isenhour,7,2
390,T326,T326,Chip Johnson,1,2
391,T326,T326,Tom Kalinowski,1,2
392,T326,T326,Chris Kamin,1,2
393,T326,T326,Robert Karlsson,1,2
394,T326,T326,Shingo Katayama,5,2
395,T326,T326,Darrell Kestner,1,2
396,T326,T326,Kenny Knox,1,2
397,T326,T326,Joel Kribel,2,2
398,T326,T326,Wayne Levi,1,2
399,T326,T326,Jose-Filipe Lima,1,2
400,T326,T326,Luke List,2,2
401,T326,T326,Sandy Lyle,4,2
402,T326,T326,Roger Maltbie,1,2
403,T326,T326,Casey Martin,1,2
404,T326,T326,Dick Mast,3,2
405,T326,T326,Brian McElhinney,1,2
406,T326,T326,Billy McKay,1,2
407,T326,T326,Mark Mielke,1,2
408,T326,T326,Chris Ming,1,2
409,T326,T326,Kelly Mitchum,5,2
410,T326,T326,Edoardo Molinari,1,2
411,T326,T326,John Morse,2,2
412,T326,T326,Sean Murphy,3,2
413,T326,T326,Simon Nash,2,2
414,T326,T326,John Nelson,1,2
415,T326,T326,Jack Nicklaus,3,2
416,T326,T326,Greg Norman,2,2
417,T326,T326,Timothy O'Neal,2,2
418,T326,T326,David Ogrin,2,2
419,T326,T326,David Oh,1,2
420,T326,T326,David Peoples,12,2
421,T326,T326,"Ron Philo, Jr.",1,2
422,T326,T326,Gary Player,1,2
423,T326,T326,Kevin PomArleau,2,2
424,T326,T326,Ben Portie,1,2
425,T326,T326,Andrew Price,1,2
426,T326,T326,Dicky Pride,5,2
427,T326,T326,Patrick Prince,1,2
428,T326,T326,Jeff Quinney,1,2
429,T326,T326,Eric Ramsay,1,2
430,T326,T326,Chez Reavie,1,2
431,T326,T326,Jean-Francois Remesy,2,2
432,T326,T326,Matthew Richardson,1,2
433,T326,T326,Robert Rock,1,2
434,T326,T326,Derek Sanders,1,2
435,T326,T326,Kevin Savage,1,2
436,T326,T326,Wilhelm Schauman,1,2
437,T326,T326,Phil Schmitt,2,2
438,T326,T326,Steve Schneiter,1,2
439,T326,T326,Tino Schuster,1,2
440,T326,T326,Charl Schwartzel,4,2
441,T326,T326,Steve Scott,1,2
442,T326,T326,Michael Sim,1,2
443,T326,T326,Geoffrey Sisk,1,2
444,T326,T326,Patrik Sjöland,1,2
445,T326,T326,Jerry Smith,1,2
446,T326,T326,Brandt Snedeker,2,2
447,T326,T326,Scott Spence,1,2
448,T326,T326,Mike Standly,2,2
449,T326,T326,Graeme Storm,1,2
450,T326,T326,Chris Stroud,1,2
451,T326,T326,Boyd Summerhays,8,2
452,T326,T326,Hal Sutton,10,2
453,T326,T326,Hideto Tanihara,20,2
454,T326,T326,Peter Tomasulo,2,2
455,T326,T326,Ted Tryba,2,2
456,T326,T326,Stan Utley,2,2
457,T326,T326,Lanny Wadkins,1,2
458,T326,T326,Brian Watts,7,2
459,T326,T326,Heath West,1,2
460,T326,T326,TJ Wilson,1,2
461,T326,T326,Willie Wood,4,2
462,T326,T326,Stephen Woodard,1,2
463,T326,T326,Ian Woosnam,2,2
464,T326,T326,Simon Yates,1,2
465,T326,T326,Don Yrene,2,2
466,T326,T326,Jeff Yurkiewicz,1,2
467,T468,T468,Tommy Aaron,1,1
468,T468,T468,Warren Abery,1,1
469,T468,T468,Bob Ackerman,1,1
470,T468,T468,Brad Adamonis,2,1
471,T468,T468,Joe Affrunti,2,1
472,T468,T468,Tony Aguilar,1,1
473,T468,T468,Stuart Anderson,1,1
474,T468,T468,Peter Baker,1,1
475,T468,T468,Shawn Baker,1,1
476,T468,T468,Mickey Barker,1,1
477,T468,T468,Todd Barranger,1,1
478,T468,T468,Doug Bauman,1,1
479,T468,T468,Camilo Benedetti,1,1
480,T468,T468,Mike Bennett,1,1
481,T468,T468,John Bermel,1,1
482,T468,T468,Don Berry,1,1
483,T468,T468,Jeff Bisbee,1,1
484,T468,T468,Mark Black,1,1
485,T468,T468,Phil Blackmar,1,1
486,T468,T468,Jay Don Blake,1,1
487,T468,T468,Andre Bossert,1,1
488,T468,T468,Steven Bowditch,1,1
489,T468,T468,Lars Brovold,1,1
490,T468,T468,Derek Brown,1,1
491,T468,T468,Andrew Butterfield,1,1
492,T468,T468,GW Cable,1,1
493,T468,T468,Chris Campbell,1,1
494,T468,T468,Kevin Carll,1,1
495,T468,T468,Mark Carnevale,1,1
496,T468,T468,Greg Casagranda,1,1
497,T468,T468,Dan Chartrand,1,1
498,T468,T468,Neil Cheetham,1,1
499,T468,T468,Jimmy Chestnut,1,1
500,T468,T468,Danny Chia,1,1
501,T468,T468,Scott Chipokas,1,1
502,T468,T468,Wil Collins,2,1
503,T468,T468,Tim Conley,1,1
504,T468,T468,Charles Coody,1,1
505,T468,T468,Jeff Coston,1,1
506,T468,T468,Ben Crenshaw,1,1
507,T468,T468,Scott Curiel,1,1
508,T468,T468,Patrick Damron,2,1
509,T468,T468,Wayne DeFrancesco,1,1
510,T468,T468,Ron Dellostritto,1,1
511,T468,T468,Clark Dennis,2,1
512,T468,T468,David Diaz,1,1
513,T468,T468,Will Dodson,1,1
514,T468,T468,Ian Doig,1,1
515,T468,T468,Matt Doyle,1,1
516,T468,T468,Martin Doyle,1,1
517,T468,T468,Patrick Duty,1,1
518,T468,T468,Austin Eaton III,1,1
519,T468,T468,Joel Edwards,1,1
520,T468,T468,Matt Every,1,1
521,T468,T468,Gene Fieger,1,1
522,T468,T468,Tim Fleming,1,1
523,T468,T468,Raymond Floyd,1,1
524,T468,T468,Bob Ford,3,1
525,T468,T468,Marcus Fraser,1,1
526,T468,T468,Jaime Gomez,1,1
527,T468,T468,Wayne Grady,1,1
528,T468,T468,Jerry Haas,1,1
529,T468,T468,Steven Hakes,1,1
530,T468,T468,Tyler Hall,1,1
531,T468,T468,Terry Hatch,1,1
532,T468,T468,Ryan Helminen,1,1
533,T468,T468,Tetsuji Hiratsuka,2,1
534,T468,T468,Kazuhiko Hosokawa,1,1
535,T468,T468,Reed Hughes,1,1
536,T468,T468,Anders Hultman,1,1
537,T468,T468,Joey Iaciofano,1,1
538,T468,T468,Tom Iredell,1,1
539,T468,T468,David Ishii,1,1
540,T468,T468,Toshi Izawa,1,1
541,T468,T468,Billy Jack,1,1
542,T468,T468,Tony Jacklin,1,1
543,T468,T468,Clint Jensen,1,1
544,T468,T468,Kevin Johnson,1,1
545,T468,T468,Matt Jones,1,1
546,T468,T468,Nickolas Jones,1,1
547,T468,T468,Randy Joyner,1,1
548,T468,T468,Takashi Kamiyama,1,1
549,T468,T468,Hideki Kase,1,1
550,T468,T468,Craig Kealey,1,1
551,T468,T468,Troy Kelly,1,1
552,T468,T468,Søren Kjeldsen,1,1
553,T468,T468,Brandon Knaub,1,1
554,T468,T468,Trip Kuehne,1,1
555,T468,T468,Dean Larsson,1,1
556,T468,T468,Paul Lawrie,1,1
557,T468,T468,Peter Lawrie,1,1
558,T468,T468,John Ray Leary,1,1
559,T468,T468,Steve LeBrun,1,1
560,T468,T468,Rick Leibovich,1,1
561,T468,T468,James Lepp,1,1
562,T468,T468,Jonathan Lomas,1,1
563,T468,T468,Travis Long,1,1
564,T468,T468,John Lynch,1,1
565,T468,T468,Brian Madison,1,1
566,T468,T468,John Mallinger,1,1
567,T468,T468,Mardan Mamat,1,1
568,T468,T468,Eric Manning,1,1
569,T468,T468,Gary March,1,1
570,T468,T468,Andrew Marshall,1,1
571,T468,T468,Jeff Martin,1,1
572,T468,T468,Jonathan Mathias,1,1
573,T468,T468,David Mathis,1,1
574,T468,T468,Mark McCumber,1,1
575,T468,T468,Josh McCumber,1,1
576,T468,T468,Sean McDonagh,1,1
577,T468,T468,Doug McGuigan,1,1
