,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
78,T60,T60,Scott Piercy,3,2005270
79,T60,T60,Tag Ridings,3,2005470
80,T60,T60,Justin Rose,3,2005430
81,T60,T60,Bob Shearer,3,1984320
82,T60,T60,Joey Sindelar,3,2005470
83,T60,T60,Chris Smith,3,2005470
84,T60,T60,Craig Stadler,3,2005150
85,T60,T60,David Sutherland,3,2004390
86,T60,T60,Mark Wilson,3,2005470
87,T88,T88,Steve Allan,2,2005480
88,T88,T88,Stephen Ames,2,2005450
89,T88,T88,Tommy Armour III,2,2005480
90,T88,T88,Woody Austin,2,2005480
91,T88,T88,Brian Bateman,2,2005480
92,T88,T88,Justin Bolli,2,2005430
93,T88,T88,Desvonde Botes,2,2000310
94,T88,T88,Jeff Brehaut,2,2005480
95,T88,T88,Jaxon Brigman,2,2005200
96,T88,T88,Mark Brooks,2,2005480
97,T88,T88,Olin Browne,2,2005480
98,T88,T88,Ángel Cabrera,2,2005360
99,T88,T88,Tom Carter,2,2004470
100,T88,T88,Paul Casey,2,2005340
101,T88,T88,Brandel Chamblee,2,2003450
102,T88,T88,Neil Cheetham,2,2001310
103,T88,T88,Darren Clarke,2,2005360
104,T88,T88,Stephen Dodd,2,2005360
105,T88,T88,Nick Dougherty,2,2005360
106,T88,T88,Ken Duke,2,2004460
107,T88,T88,Kevin Durkin,2,2004140
108,T88,T88,Niclas Fasth,2,2005360
109,T88,T88,Brad Faxon,2,2005370
110,T88,T88,Kenneth Ferrie,2,2005360
111,T88,T88,Hiroyuki Fujita,2,2004290
112,T88,T88,Pierre Fulke,2,2003360
113,T88,T88,Stephen Gangluff,2,2002490
114,T88,T88,Bill Glasson,2,2005460
115,T88,T88,Paul Goydos,2,2005380
116,T88,T88,Richard Green,2,2005360
117,T88,T88,Bill Haas,2,2005190
118,T88,T88,Peter Hanson,2,2005300
119,T88,T88,Jason Hartwick,2,2004400
120,T88,T88,Charley Hoffman,2,2004260
121,T88,T88,Kazuhiko Hosokawa,2,2001220
122,T88,T88,David Howell,2,2005360
123,T88,T88,Ryan Howison,2,2000455
124,T88,T88,Thongchai Jaidee,2,2005360
125,T88,T88,Kevin Johnson,2,2002300
126,T88,T88,Søren Kjeldsen,2,2003430
127,T88,T88,Kenichi Kuboya,2,2003470
128,T88,T88,Brad Lardon,2,2005410
129,T88,T88,Spencer Levin,2,2005350
130,T88,T88,Mac McLendon,2,1980430
131,T88,T88,Spike McRoy,2,2005350
132,T88,T88,Shaun Micheel,2,2005480
133,T88,T88,Larry Mize,2,2005390
134,T88,T88,Colin Montgomerie,2,2005360
135,T88,T88,John Morgan,2,2005410
136,T88,T88,Kevin Na,2,2005480
137,T88,T88,Jack Newton,2,1982420
138,T88,T88,Nick O'Hern,2,2005360
139,T88,T88,Greg Owen,2,2005470
140,T88,T88,Brenden Pappas,2,2005400
141,T88,T88,Nick Price,2,2005470
142,T88,T88,Michael Putnam,2,2005400
143,T88,T88,Jyoti Randhawa,2,2005360
144,T88,T88,Tom Scherrer,2,2005060
145,T88,T88,John Schroeder,2,1995300
146,T88,T88,Mike Small,2,2005270
147,T88,T88,Bob Smith,2,1985280
148,T88,T88,Hal Sutton,2,2005340
149,T88,T88,Peter Tomasulo,2,2005060
150,T88,T88,Bob Tway,2,2005480
151,T88,T88,Charles Warren,2,2005480
152,T88,T88,Brian Watts,2,2005330
153,T88,T88,Steve Webster,2,2005300
154,T88,T88,D.A. Weibring,2,2003160
155,T88,T88,Brett Wetterich,2,2005470
156,T88,T88,Charlie Wi,2,2005430
157,T88,T88,Tim Wilkinson,2,2003370
158,T88,T88,Y.E. Yang,2,2005340
