,Current_Par_or_Better_Streak_RANK THIS WEEK,Current_Par_or_Better_Streak_RANK LAST WEEK,Current_Par_or_Better_Streak_PLAYER NAME,Current_Par_or_Better_Streak_EVENTS,Current_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Bob Heintz,87,18
1,2,2,Donnie Hammond,473,15
2,3,3,Harrison Frazar,209,13
3,T4,T4,Scott Gutschewski,27,12
4,T4,T4,Scott Verplank,450,12
5,T6,T6,Wayne Levi,476,10
6,T6,T6,Omar Uresti,251,10
7,T8,T8,Stewart Cink,247,9
8,T8,T8,Bill Glasson,446,9
9,T8,T8,Hunter Haas,61,9
10,T8,T8,Brett Wetterich,70,9
11,T12,T12,Justin Bolli,23,8
12,T12,T12,Jim Furyk,305,8
13,T12,T12,Franklin Langham,196,8
14,T12,T12,Spencer Levin,8,8
15,T12,T12,Carl Pettersson,88,8
16,T12,T12,Kevin Sutherland,275,8
17,T12,T12,Charlie Wi,23,8
18,T19,T19,Tommy Armour III,507,7
19,T19,T19,Glen Day,338,7
20,T21,T21,Trevor Dodds,292,6
21,T21,T21,Ryuji Imada,32,6
22,T21,T21,Shigeki Maruyama,179,6
23,T21,T21,Colin Montgomerie,104,6
24,T21,T21,Tag Ridings,54,6
25,T21,T21,Kirk Triplett,389,6
26,T27,T27,Bob Estes,431,5
27,T27,T27,Paul Gow,109,5
28,T27,T27,Trevor Immelman,38,5
29,T27,T27,John Morgan,55,5
30,T27,T27,Corey Pavin,535,5
31,T27,T27,Loren Roberts,611,5
32,T27,T27,Patrick Sheehan,98,5
33,T27,T27,Vijay Singh,311,5
34,T27,T27,Henrik Stenson,5,5
35,T27,T27,Steve Stricker,264,5
36,T27,T27,Hidemichi Tanaka,141,5
37,T27,T27,Bob Tway,572,5
38,T27,T27,Bo Van Pelt,118,5
39,T27,T27,Mark Wilson,79,5
40,T41,T41,Steve Allan,143,4
41,T41,T41,Billy Andrade,516,4
42,T41,T41,Woody Austin,329,4
43,T41,T41,Briny Baird,181,4
44,T41,T41,Cameron Beckman,194,4
45,T41,T41,Colby Beckstrom,2,4
46,T41,T41,Craig Bowden,99,4
47,T41,T41,Jeff Brehaut,169,4
48,T41,T41,Bart Bryant,212,4
49,T41,T41,Bob Burns,241,4
50,T41,T41,Jonathan Byrd,118,4
51,T41,T41,Tom Byrum,541,4
52,T41,T41,John Cook,645,4
53,T41,T41,Brian Davis,35,4
54,T41,T41,Marco Dawson,291,4
55,T41,T41,Danny Ellis,87,4
56,T41,T41,Brad Fabel,429,4
57,T41,T41,Gavin Flint,1,4
58,T41,T41,Dan Forsman,597,4
59,T41,T41,Nick Gilliam,5,4
60,T41,T41,Dudley Hart,379,4
61,T41,T41,Matt Hendrix,4,4
62,T41,T41,J.J. Henry,156,4
63,T41,T41,Jason Knutzon,2,4
64,T41,T41,Brad Lardon,98,4
65,T41,T41,Frank Lickliter II,293,4
66,T41,T41,Steve Lowery,448,4
67,T41,T41,Graeme McDowell,23,4
68,T41,T41,Rocco Mediate,459,4
69,T41,T41,Shaun Micheel,219,4
70,T41,T41,Carl Paulson,200,4
71,T41,T41,Tom Pernice Jr.,402,4
72,T41,T41,Tim Petrovic,134,4
73,T41,T41,Brett Quigley,243,4
74,T41,T41,Rob Rashell,25,4
75,T41,T41,Tom Scherrer,174,4
76,T41,T41,Joey Sindelar,622,4
77,T41,T41,Heath Slocum,128,4
78,T41,T41,Jeff Sluman,634,4
79,T41,T41,Joey Snyder III,31,4
80,T41,T41,Bob Sowards,11,4
81,T41,T41,Tadahiro Takayama,1,4
82,T41,T41,Roland Thatcher,50,4
83,T41,T41,Mario Tiziani,36,4
84,T41,T41,D.J. Trahan,35,4
85,T41,T41,Tjaart van der Walt,32,4
86,T41,T41,Charles Warren,60,4
87,T41,T41,Tiger Woods,191,4
88,T89,T89,Aaron Baddeley,92,3
89,T89,T89,Mark Calcavecchia,599,3
90,T89,T89,Chad Campbell,118,3
91,T89,T89,Jim Carter,437,3
92,T89,T89,Scott Drummond,5,3
93,T89,T89,Nick Faldo,283,3
94,T89,T89,Brad Faxon,578,3
95,T89,T89,Nick Flanagan,10,3
96,T89,T89,Mathias Grönberg,64,3
97,T89,T89,Padraig Harrington,69,3
98,T89,T89,Tetsuji Hiratsuka,6,3
99,T89,T89,Phil Mickelson,302,3
100,T89,T89,Ian Poulter,35,3
101,T89,T89,Ted Purdy,98,3
102,T89,T89,Tom Purtzer,520,3
103,T89,T89,Michael Putnam,5,3
104,T89,T89,Lloyd Saltman,1,3
105,T89,T89,Adam Scott,66,3
106,T89,T89,Tom Watson,357,3
107,T89,T89,Lee Westwood,78,3
108,T109,T109,Jim Benepe,119,2
109,T109,T109,"David Berganio, Jr.",127,2
110,T109,T109,Brett Boner,2,2
111,T109,T109,Michael Clark II,128,2
112,T109,T109,Matt Davidson,20,2
113,T109,T109,Scott Dunlap,178,2
114,T109,T109,Fred Funk,531,2
115,T109,T109,"Jim Gallagher, Jr.",511,2
116,T109,T109,Kelly Gibson,317,2
117,T109,T109,Todd Hamilton,66,2
118,T109,T109,Brian Henninger,287,2
119,T109,T109,Keith Huber,1,2
120,T109,T109,Brandt Jobe,193,2
121,T109,T109,Zach Johnson,62,2
122,T109,T109,Kent Jones,200,2
123,T109,T109,Stephen Leaney,66,2
124,T109,T109,Davis Love III,481,2
125,T109,T109,Hunter Mahan,74,2
126,T109,T109,Ryan Moore,17,2
127,T109,T109,John Morse,157,2
128,T109,T109,Sean Murphy,209,2
129,T109,T109,Sean O'Hair,28,2
130,T109,T109,Craig Perks,164,2
131,T109,T109,David Toms,360,2
132,T109,T109,Lanny Wadkins,463,2
133,T109,T109,Duffy Waldorf,488,2
134,T109,T109,Michelle Wie,3,2
135,T109,T109,Dean Wilson,93,2
136,T109,T109,Don Yrene,7,2
