,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
171,T148,T148,Sean O'Hair,7
172,T148,T148,Mark O'Meara,7
173,T148,T148,Phillip Price,7
174,T148,T148,John Rollins,7
175,T148,T148,Joey Snyder III,7
176,T148,T148,Hideto Tanihara,7
177,T148,T148,Vaughn Taylor,7
178,T148,T148,Kirk Triplett,7
179,T148,T148,Tjaart van der Walt,7
180,T148,T148,Nick Watney,7
181,T148,T148,Mike Weir,7
182,T183,T183,Brian Bateman,6
183,T183,T183,Cameron Beckman,6
184,T183,T183,Rich Beem,6
185,T183,T183,Bob Burns,6
186,T183,T183,Alex Cejka,6
187,T183,T183,K.J. Choi,6
188,T183,T183,Darren Clarke,6
189,T183,T183,Paul Claxton,6
190,T183,T183,Trevor Dodds,6
191,T183,T183,Todd Fischer,6
192,T183,T183,Steve Flesch,6
193,T183,T183,Dan Forsman,6
194,T183,T183,Hiroyuki Fujita,6
195,T183,T183,Bill Haas,6
196,T183,T183,Scott Hend,6
197,T183,T183,Ryuji Imada,6
198,T183,T183,Trevor Immelman,6
199,T183,T183,Freddie Jacobson,6
200,T183,T183,Steve Jones,6
201,T183,T183,Skip Kendall,6
202,T183,T183,Spike McRoy,6
203,T183,T183,Phil Mickelson,6
204,T183,T183,Colin Montgomerie,6
205,T183,T183,Dennis Paulson,6
206,T183,T183,Carl Paulson,6
207,T183,T183,Ian Poulter,6
208,T183,T183,Nick Price,6
209,T183,T183,Ted Purdy,6
210,T183,T183,Jeff Quinney,6
211,T183,T183,Dave Rummells,6
212,T183,T183,Adam Scott,6
213,T183,T183,Patrick Sheehan,6
214,T183,T183,Chris Starkjohann,6
215,T183,T183,Duffy Waldorf,6
216,T217,T217,Thomas Bjørn,5
217,T217,T217,Michael Bradley,5
218,T217,T217,Jaxon Brigman,5
219,T217,T217,Tom Byrum,5
220,T217,T217,Michael Campbell,5
221,T217,T217,Michael Clark II,5
222,T217,T217,Ben Curtis,5
223,T217,T217,Chris DiMarco,5
224,T217,T217,Matt Gogel,5
225,T217,T217,Richard Green,5
226,T217,T217,Padraig Harrington,5
227,T217,T217,Jeff Hart,5
228,T217,T217,Jason Hartwick,5
229,T217,T217,Jonathan Kaye,5
230,T217,T217,Thomas Levet,5
231,T217,T217,Mark McCumber,5
232,T217,T217,Graeme McDowell,5
233,T217,T217,Paul McGinley,5
234,T217,T217,John Morgan,5
235,T217,T217,Nick O'Hern,5
236,T217,T217,Jesper Parnevik,5
237,T217,T217,Gene Sauers,5
238,T217,T217,Scott Simpson,5
239,T217,T217,Mike Springer,5
240,T217,T217,Henrik Stenson,5
241,T217,T217,Esteban Toledo,5
242,T217,T217,Grant Waite,5
243,T217,T217,Jimmy Walker,5
244,T217,T217,Brian Watts,5
245,T217,T217,Jay Williamson,5
246,T217,T217,Garrett Willis,5
247,T248,T248,Paul Azinger,4
248,T248,T248,Colby Beckstrom,4
249,T248,T248,Notah Begay III,4
250,T248,T248,Craig Bowden,4
251,T248,T248,D.J. Brigman,4
252,T248,T248,Mark Brooks,4
253,T248,T248,Jim Carter,4
254,T248,T248,Paul Casey,4
255,T248,T248,Brad Fabel,4
256,T248,T248,Gavin Flint,4
257,T248,T248,Stephen Gangluff,4
258,T248,T248,Nick Gilliam,4
259,T248,T248,Peter Hanson,4
260,T248,T248,Mike Heinen,4
261,T248,T248,Matt Hendrix,4
262,T248,T248,Scott Hoch,4
263,T248,T248,Per-Ulrik Johansson,4
264,T248,T248,Jason Knutzon,4
265,T248,T248,Joel Kribel,4
266,T248,T248,Brad Lardon,4
267,T248,T248,Ian Leggatt,4
268,T248,T248,Sandy Lyle,4
269,T248,T248,Steve Marino,4
270,T248,T248,Len Mattiace,4
271,T248,T248,Blaine McCallister,4
272,T248,T248,Brenden Pappas,4
273,T248,T248,Steve Pate,4
274,T248,T248,Craig Perks,4
275,T248,T248,Scott Piercy,4
276,T248,T248,Ben Portie,4
277,T248,T248,Rob Rashell,4
278,T248,T248,Chris Riley,4
279,T248,T248,Tom Scherrer,4
280,T248,T248,Bob Sowards,4
281,T248,T248,Tadahiro Takayama,4
282,T248,T248,Toru Taniguchi,4
283,T284,T284,Erik Compton,3
284,T284,T284,Chris Couch,3
285,T284,T284,Stephen Dodd,3
286,T284,T284,Nick Dougherty,3
287,T284,T284,Scott Drummond,3
288,T284,T284,Scott Dunlap,3
289,T284,T284,David Duval,3
290,T284,T284,Simon Dyson,3
291,T284,T284,Nick Faldo,3
292,T284,T284,Nick Flanagan,3
293,T284,T284,Robin Freeman,3
294,T284,T284,David Frost,3
295,T284,T284,Scott Gump,3
296,T284,T284,Soren Hansen,3
297,T284,T284,Tetsuji Hiratsuka,3
298,T284,T284,Charley Hoffman,3
299,T284,T284,Tripp Isenhour,3
300,T284,T284,Miguel Angel Jiménez,3
301,T284,T284,Simon Khan,3
302,T284,T284,Tom Kite,3
303,T284,T284,John Maginnes,3
304,T284,T284,Jim McGovern,3
305,T284,T284,James McLean,3
306,T284,T284,Greg Norman,3
307,T284,T284,Tom Purtzer,3
308,T284,T284,Michael Putnam,3
309,T284,T284,John Riegger,3
310,T284,T284,Lloyd Saltman,3
311,T284,T284,Kevin Streelman,3
312,T284,T284,Boyd Summerhays,3
313,T284,T284,Tom Watson,3
314,T284,T284,Steve Webster,3
315,T284,T284,Lee Westwood,3
316,T284,T284,Casey Wittenberg,3
317,T318,T318,Jim Benepe,2
318,T318,T318,"David Berganio, Jr.",2
319,T318,T318,John Bickerton,2
320,T318,T318,Brett Boner,2
321,T318,T318,Steven Bowditch,2
322,T318,T318,Ryan Brehm,2
323,T318,T318,Steve Collins,2
324,T318,T318,Bubba Dickerson,2
325,T318,T318,Ryan Dillon,2
326,T318,T318,Bradley Dredge,2
327,T318,T318,Niclas Fasth,2
328,T318,T318,"Jim Gallagher, Jr.",2
329,T318,T318,Kelly Gibson,2
330,T318,T318,Gary Hallberg,2
331,T318,T318,Michael Harris,2
332,T318,T318,Rick Heath,2
333,T318,T318,Peter Hedblom,2
334,T318,T318,Brian Henninger,2
335,T318,T318,Gabriel Hjertstedt,2
336,T318,T318,S.K. Ho,2
337,T318,T318,J.B. Holmes,2
338,T318,T318,P.H. Horgan III,2
339,T318,T318,Kazuhiko Hosokawa,2
340,T318,T318,Keith Huber,2
341,T318,T318,Mike Hulbert,2
342,T318,T318,Yasuharu Imano,2
343,T318,T318,Tom Kalinowski,2
344,T318,T318,Maarten Lafeber,2
345,T318,T318,Paul Lawrie,2
346,T318,T318,David Lundstrom,2
347,T318,T318,Dick Mast,2
348,T318,T318,Edoardo Molinari,2
349,T318,T318,Alan Morin,2
350,T318,T318,John Morse,2
351,T318,T318,Sean Murphy,2
352,T318,T318,Jyoti Randhawa,2
353,T318,T318,Akio Sadakata,2
354,T318,T318,David Smail,2
355,T318,T318,Mike Standly,2
356,T318,T318,Peter Tomasulo,2
357,T318,T318,Camilo Villegas,2
358,T318,T318,Lanny Wadkins,2
359,T318,T318,Euan Walters,2
360,T318,T318,Michelle Wie,2
361,T318,T318,Willie Wood,2
362,T318,T318,Y.E. Yang,2
363,T318,T318,Simon Yates,2
364,T318,T318,Don Yrene,2
