,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,1,1,Tim Clark,14
1,T2,T2,Harrison Frazar,13
2,T2,T2,Tim Herron,13
3,T2,T2,David Toms,13
4,T5,T5,Stewart Cink,12
5,T5,T5,Joey Sindelar,12
6,T5,T5,Scott Verplank,12
7,T8,T8,J.P. Hayes,11
8,T8,T8,J.J. Henry,11
9,T8,T8,Neal Lancaster,11
10,T8,T8,Shaun Micheel,11
11,T8,T8,José María Olazábal,11
12,T8,T8,Carl Pettersson,11
13,T8,T8,"Wes Short, Jr.",11
14,T8,T8,Tiger Woods,11
15,T16,T16,Charles Howell III,10
16,T16,T16,Steve Lowery,10
17,T16,T16,Billy Mayfair,10
18,T16,T16,Rocco Mediate,10
19,T16,T16,Kevin Na,10
20,T16,T16,Justin Rose,10
21,T16,T16,Heath Slocum,10
22,T16,T16,Roland Thatcher,10
23,T24,T24,Craig Barlow,9
24,T24,T24,Mark Calcavecchia,9
25,T24,T24,Ben Crane,9
26,T24,T24,John Daly,9
27,T24,T24,Luke Donald,9
28,T24,T24,Fred Funk,9
29,T24,T24,Jim Furyk,9
30,T24,T24,Sergio Garcia,9
31,T24,T24,Bill Glasson,9
32,T24,T24,Jason Gore,9
33,T24,T24,Mathias Grönberg,9
34,T24,T24,Bob Heintz,9
35,T24,T24,Bradley Hughes,9
36,T24,T24,John Huston,9
37,T24,T24,Richard Johnson,9
38,T24,T24,Kent Jones,9
39,T24,T24,Brendan Jones,9
40,T24,T24,Ryan Palmer,9
41,T24,T24,Bo Van Pelt,9
42,T24,T24,Charles Warren,9
43,T24,T24,Brett Wetterich,9
44,T45,T45,Robert Allenby,8
45,T45,T45,Stuart Appleby,8
46,T45,T45,Briny Baird,8
47,T45,T45,Jonathan Byrd,8
48,T45,T45,Daniel Chopra,8
49,T45,T45,Matt Davidson,8
50,T45,T45,Joe Durant,8
51,T45,T45,Carlos Franco,8
52,T45,T45,Scott Gutschewski,8
53,T45,T45,Dudley Hart,8
54,T45,T45,Jerry Kelly,8
55,T45,T45,Stephen Leaney,8
56,T45,T45,Davis Love III,8
57,T45,T45,Arron Oberholser,8
58,T45,T45,Rod Pampling,8
59,T45,T45,Tom Pernice Jr.,8
60,T45,T45,Tim Petrovic,8
61,T45,T45,Brett Quigley,8
62,T45,T45,Rory Sabbatini,8
63,T45,T45,Vijay Singh,8
64,T45,T45,Craig Stadler,8
65,T45,T45,Bob Tway,8
66,T45,T45,Omar Uresti,8
67,T45,T45,Charlie Wi,8
68,T69,T69,Arjun Atwal,7
69,T69,T69,Woody Austin,7
70,T69,T69,Justin Bolli,7
71,T69,T69,Danny Briggs,7
72,T69,T69,Bart Bryant,7
73,T69,T69,José Coceres,7
74,T69,T69,Fred Couples,7
75,T69,T69,Robert Damron,7
76,T69,T69,Brian Davis,7
77,T69,T69,Robert Gamez,7
78,T69,T69,Lee Janzen,7
79,T69,T69,Brandt Jobe,7
80,T69,T69,Zach Johnson,7
81,T69,T69,Bernhard Langer,7
82,T69,T69,Peter Lonard,7
83,T69,T69,Jeff Maggert,7
84,T69,T69,Hunter Mahan,7
85,T69,T69,Joe Ogilvie,7
86,T69,T69,Greg Owen,7
87,T69,T69,Phillip Price,7
88,T69,T69,Tag Ridings,7
89,T69,T69,Loren Roberts,7
90,T69,T69,John Rollins,7
91,T69,T69,John Senden,7
92,T69,T69,Chris Smith,7
93,T69,T69,Hidemichi Tanaka,7
94,T69,T69,Hideto Tanihara,7
95,T69,T69,Tjaart van der Walt,7
96,T69,T69,Nick Watney,7
97,T98,T98,Doug Barron,6
98,T98,T98,Brian Bateman,6
99,T98,T98,Jason Bohn,6
100,T98,T98,Ángel Cabrera,6
101,T98,T98,Darren Clarke,6
102,T98,T98,Paul Claxton,6
103,T98,T98,Marco Dawson,6
104,T98,T98,Glen Day,6
105,T98,T98,James Driscoll,6
106,T98,T98,Ernie Els,6
107,T98,T98,Dan Forsman,6
108,T98,T98,Brian Gay,6
109,T98,T98,Lucas Glover,6
110,T98,T98,Retief Goosen,6
111,T98,T98,Todd Hamilton,6
112,T98,T98,Scott Hend,6
113,T98,T98,Franklin Langham,6
114,T98,T98,Justin Leonard,6
115,T98,T98,Andrew Magee,6
116,T98,T98,Shigeki Maruyama,6
117,T98,T98,Scott McCarron,6
118,T98,T98,Phil Mickelson,6
119,T98,T98,Mark O'Meara,6
