,Consecutive_Par_4_Birdies_RANK THIS WEEK,Consecutive_Par_4_Birdies_RANK LAST WEEK,Consecutive_Par_4_Birdies_PLAYER NAME,Consecutive_Par_4_Birdies_EVENTS,Consecutive_Par_4_Birdies_NUMBER OF HOLES
0,1,1,Scott Piercy,4,7
1,T2,T2,Bart Bryant,26,5
2,T2,T2,Marco Dawson,23,5
3,T2,T2,Brad Faxon,23,5
4,T2,T2,Todd Fischer,35,5
5,T2,T2,Harrison Frazar,31,5
6,T2,T2,Dudley Hart,29,5
7,T2,T2,Phil Mickelson,21,5
8,T2,T2,Arron Oberholser,21,5
9,T2,T2,José María Olazábal,16,5
10,T2,T2,Kenny Perry,23,5
11,T2,T2,Phillip Price,25,5
12,T2,T2,Charles Warren,31,5
13,T14,T14,Michael Allen,30,4
14,T14,T14,Robert Allenby,31,4
15,T14,T14,Stuart Appleby,25,4
16,T14,T14,Tommy Armour III,29,4
17,T14,T14,Woody Austin,30,4
18,T14,T14,Paul Azinger,22,4
19,T14,T14,Aaron Baddeley,27,4
20,T14,T14,Olin Browne,29,4
21,T14,T14,Jonathan Byrd,31,4
22,T14,T14,Tom Byrum,27,4
23,T14,T14,Mark Calcavecchia,27,4
24,T14,T14,Stewart Cink,26,4
25,T14,T14,Tim Clark,26,4
26,T14,T14,Gavin Coles,22,4
27,T14,T14,Fred Couples,22,4
28,T14,T14,Robert Damron,28,4
29,T14,T14,Matt Davidson,20,4
30,T14,T14,Brian Davis,23,4
31,T14,T14,Glen Day,27,4
32,T14,T14,Joe Durant,25,4
33,T14,T14,Steve Elkington,20,4
34,T14,T14,Steve Flesch,30,4
35,T14,T14,Robin Freeman,8,4
36,T14,T14,Brian Gay,33,4
37,T14,T14,Kelly Gibson,2,4
38,T14,T14,Bill Glasson,21,4
39,T14,T14,Lucas Glover,28,4
40,T14,T14,Jason Gore,8,4
41,T14,T14,Paul Gow,27,4
42,T14,T14,Paul Goydos,15,4
43,T14,T14,Scott Gutschewski,27,4
44,T14,T14,Jay Haas,16,4
45,T14,T14,Todd Hamilton,31,4
46,T14,T14,Bob Heintz,24,4
47,T14,T14,Mark Hensby,21,4
48,T14,T14,Tim Herron,28,4
49,T14,T14,Glen Hnatiuk,21,4
50,T14,T14,John Huston,31,4
51,T14,T14,Ryuji Imada,25,4
52,T14,T14,Trevor Immelman,14,4
53,T14,T14,Freddie Jacobson,23,4
54,T14,T14,Zach Johnson,30,4
55,T14,T14,Richard Johnson,16,4
56,T14,T14,Jonathan Kaye,24,4
57,T14,T14,Neal Lancaster,31,4
58,T14,T14,Stephen Leaney,29,4
59,T14,T14,Tom Lehman,20,4
60,T14,T14,Peter Lonard,27,4
61,T14,T14,Andrew Magee,29,4
62,T14,T14,Billy Mayfair,31,4
63,T14,T14,Graeme McDowell,14,4
64,T14,T14,Rocco Mediate,24,4
65,T14,T14,Sean O'Hair,29,4
66,T14,T14,Mark O'Meara,21,4
67,T14,T14,Joe Ogilvie,30,4
68,T14,T14,Geoff Ogilvy,26,4
69,T14,T14,Ryan Palmer,32,4
70,T14,T14,Steve Pate,9,4
71,T14,T14,Carl Pettersson,34,4
72,T14,T14,Ian Poulter,20,4
73,T14,T14,Nick Price,16,4
74,T14,T14,Ted Purdy,34,4
75,T14,T14,Brett Quigley,31,4
76,T14,T14,Eric Ramsay,1,4
77,T14,T14,Rory Sabbatini,26,4
78,T14,T14,Tom Scherrer,2,4
79,T14,T14,Adam Scott,19,4
80,T14,T14,Joey Sindelar,29,4
81,T14,T14,Heath Slocum,29,4
82,T14,T14,Jeff Sluman,28,4
83,T14,T14,Chris Smith,32,4
84,T14,T14,Darron Stiles,26,4
85,T14,T14,Vaughn Taylor,32,4
86,T14,T14,Roland Thatcher,26,4
87,T14,T14,David Toms,25,4
88,T14,T14,Kirk Triplett,18,4
89,T14,T14,Bob Tway,26,4
90,T14,T14,Omar Uresti,27,4
91,T14,T14,Scott Verplank,25,4
92,T14,T14,Nick Watney,31,4
93,T14,T14,Brett Wetterich,28,4
94,T14,T14,Mark Wilson,25,4
95,T14,T14,Tiger Woods,21,4
96,T97,T97,Steve Allan,32,3
97,T97,T97,Jason Allred,29,3
98,T97,T97,Stephen Ames,24,3
99,T97,T97,Chris Anderson,25,3
100,T97,T97,Billy Andrade,26,3
101,T97,T97,Arjun Atwal,17,3
102,T97,T97,Briny Baird,33,3
