,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
0,1,1,David Hearn,24,37,4.0,1,17,2005290
1,T2,T2,Stuart Appleby,25,31,2.0,2,4,2005010
2,T2,T2,Carlos Franco,25,31,,1,11,2005290
3,4,4,Chad Campbell,27,30,1.0,2,2,2005010
4,5,5,Ernie Els,11,29,1.0,1,16,2005010
5,T6,T6,Jay Delsing,11,28,1.0,2,10,2005290
6,T6,T6,Jim Furyk,26,28,2.0,2,17,2005300
7,T6,T6,Chris Smith,32,28,3.0,1,10,2005290
8,T9,T9,Mark Calcavecchia,27,26,14.0,2,6,2005470
9,T9,T9,Sandy Lyle,4,26,2.0,2,7,2005300
10,T9,T9,Ryan Moore,14,26,4.0,2,9,2005430
11,T12,T12,Retief Goosen,18,25,1.0,2,15,2005010
12,T12,T12,Zach Johnson,30,25,3.0,2,14,2005010
13,T12,T12,Joey Snyder III,31,25,,2,17,2005460
14,T12,T12,David Toms,25,25,1.0,2,12,2005010
15,T16,T16,Paul Claxton,29,24,1.0,3,11,2005290
16,T16,T16,Marco Dawson,23,24,2.0,1,10,2005460
17,T16,T16,Pat Perez,28,24,1.0,1,4,2005460
18,T16,T16,Vijay Singh,30,24,2.0,2,1,2005320
19,T16,T16,Vaughn Taylor,32,24,,4,3,2005010
20,T16,T16,Scott Verplank,25,24,1.0,1,8,2005470
21,T22,T22,Michael Allen,30,23,1.0,2,8,2005290
22,T22,T22,Billy Andrade,26,23,6.0,1,8,2005460
23,T22,T22,J.J. Henry,32,23,,4,9,2005460
24,T25,T25,Olin Browne,29,22,,3,9,2005320
25,T25,T25,Bart Bryant,26,22,,2,6,2005010
26,T25,T25,Tom Lehman,20,22,,4,7,2005460
27,T25,T25,Blaine McCallister,9,22,4.0,1,16,2005280
28,T25,T25,Adam Scott,19,22,,2,3,2005130
29,T25,T25,D.J. Trahan,28,22,1.0,1,12,2005030
30,T31,T31,Briny Baird,33,21,,2,16,2005170
31,T31,T31,Danny Briggs,29,21,1.0,2,18,2005080
32,T31,T31,Jonathan Byrd,31,21,1.0,1,14,2005380
33,T31,T31,Todd Fischer,35,21,1.0,1,15,2005080
34,T31,T31,Harrison Frazar,31,21,,3,8,2005290
35,T31,T31,Lucas Glover,28,21,,1,16,2005030
