,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
0,1,1,Luke Donald,18,18,1.0,1,16,2005020
1,2,2,Steve Flesch,30,14,,2,3,2005130
2,T3,T3,Jim Carter,25,12,1.0,1,4,2005370
3,T3,T3,David Peoples,12,12,3.0,2,4,2005350
4,5,5,Brian Davis,23,11,1.0,1,17,2005060
5,T6,T6,Ben Crane,21,10,4.0,1,16,2005290
6,T6,T6,Marco Dawson,23,10,10.0,4,13,2005480
7,T6,T6,Fred Funk,30,10,,2,11,2005220
8,T6,T6,Brian Gay,33,10,,3,7,2005210
9,T6,T6,Bill Haas,6,10,1.0,2,1,2005030
10,T6,T6,Glen Hnatiuk,21,10,,4,9,2005280
11,T6,T6,J.L. Lewis,30,10,5.0,2,17,2005260
12,T6,T6,Phil Mickelson,21,10,4.0,4,16,2005030
13,T6,T6,Geoff Ogilvy,26,10,2.0,1,12,2005270
14,T6,T6,Ian Poulter,20,10,1.0,1,11,2005450
15,T6,T6,John Senden,29,10,2.0,2,1,2005200
16,T6,T6,Mike Weir,23,10,,2,9,2005270
17,T18,T18,Colby Beckstrom,2,9,,2,2,2005200
18,T18,T18,Retief Goosen,18,9,1.0,2,17,2005150
19,T18,T18,Freddie Jacobson,23,9,3.0,1,5,2005270
20,T18,T18,Franklin Langham,31,9,,2,4,2005270
21,T18,T18,Tom Lehman,20,9,1.0,3,10,2005470
22,T18,T18,Len Mattiace,34,9,,2,4,2005020
23,T18,T18,Larry Mize,18,9,,1,15,2005020
24,T18,T18,Joe Ogilvie,30,9,2.0,2,16,2005410
25,T18,T18,Pat Perez,28,9,1.0,1,3,2005120
26,T18,T18,Carl Pettersson,34,9,4.0,2,14,2005470
27,T18,T18,Jeff Sluman,28,9,,4,17,2005280
28,T18,T18,Mark Wilson,25,9,3.0,1,2,2005460
29,T18,T18,Tiger Woods,21,9,2.0,4,15,2005030
30,T31,T31,Tommy Armour III,29,8,,4,9,2005170
31,T31,T31,Rich Beem,26,8,,2,10,2005470
32,T31,T31,Tim Clark,26,8,2.0,1,14,2005340
33,T31,T31,José Coceres,22,8,1.0,2,7,2005380
34,T31,T31,Robert Damron,28,8,,3,7,2005130
35,T31,T31,Joe Durant,25,8,,1,14,2005210
36,T31,T31,Scott Gutschewski,27,8,,4,3,2005060
37,T31,T31,Brandt Jobe,27,8,2.0,1,10,2005470
38,T31,T31,Jonathan Kaye,24,8,1.0,4,16,2005210
39,T31,T31,Skip Kendall,32,8,,4,3,2005040
40,T31,T31,Neal Lancaster,31,8,1.0,1,9,2005280
41,T31,T31,Sean O'Hair,29,8,,1,1,2005200
42,T31,T31,Corey Pavin,23,8,,2,5,2005020
43,T31,T31,Tom Pernice Jr.,32,8,4.0,1,4,2005180
44,T31,T31,Tim Petrovic,32,8,1.0,4,15,2005430
45,T31,T31,Vijay Singh,30,8,1.0,3,9,2005030
46,T31,T31,Kevin Sutherland,26,8,,2,12,2005270
47,T31,T31,Hidemichi Tanaka,34,8,,2,10,2005220
48,T31,T31,Bob Tway,26,8,1.0,4,17,2005030
49,T31,T31,Scott Verplank,25,8,,4,17,2005460
50,T31,T31,Camilo Villegas,2,8,,2,16,2005100
51,T52,T52,Stephen Ames,24,7,3.0,4,15,2005390
52,T52,T52,Billy Andrade,26,7,2.0,2,10,2005040
53,T52,T52,Stuart Appleby,25,7,2.0,2,8,2005230
54,T52,T52,Woody Austin,30,7,1.0,1,2,2005180
55,T52,T52,Aaron Baddeley,27,7,5.0,4,14,2005050
56,T52,T52,Briny Baird,33,7,1.0,2,8,2005310
57,T52,T52,Craig Barlow,26,7,,1,6,2005270
58,T52,T52,Jason Bohn,28,7,,1,8,2005290
59,T52,T52,Justin Bolli,24,7,,2,11,2005370
60,T52,T52,Danny Briggs,29,7,1.0,1,5,2005140
61,T52,T52,Paul Casey,10,7,,1,16,2005300
62,T52,T52,K.J. Choi,24,7,1.0,2,16,2005410
63,T52,T52,Daniel Chopra,34,7,5.0,1,15,2005460
64,T52,T52,Gavin Coles,22,7,7.0,3,7,2005470
65,T52,T52,John Daly,25,7,7.0,1,4,2005450
66,T52,T52,Glen Day,27,7,2.0,2,13,2005110
67,T52,T52,James Driscoll,26,7,1.0,2,5,2005100
68,T52,T52,John Elliott,25,7,,1,9,2005220
69,T52,T52,Tom Gillis,28,7,,4,6,2005030
70,T52,T52,Paul Goydos,15,7,,2,9,2005280
71,T52,T52,Tim Herron,28,7,,2,9,2005490
72,T52,T52,Charles Howell III,29,7,1.0,1,18,2005150
73,T52,T52,Ryuji Imada,25,7,2.0,1,2,2005220
74,T52,T52,Lee Janzen,26,7,,1,12,2005340
75,T52,T52,Hank Kuehne,30,7,2.0,3,4,2005020
76,T52,T52,Bernhard Langer,19,7,1.0,4,3,2005210
77,T52,T52,Stephen Leaney,29,7,,4,8,2005280
78,T52,T52,Spencer Levin,7,7,1.0,2,11,2005350
79,T52,T52,Davis Love III,24,7,1.0,1,2,2005220
80,T52,T52,Shigeki Maruyama,29,7,1.0,1,5,2005020
81,T52,T52,Graeme McDowell,14,7,4.0,2,18,2005060
82,T52,T52,Ryan Palmer,32,7,,1,6,2005110
83,T52,T52,Rod Pampling,26,7,,2,7,2005390
84,T52,T52,Craig Parry,15,7,,3,3,2005230
85,T52,T52,Phillip Price,25,7,2.0,4,13,2005310
86,T52,T52,Rory Sabbatini,26,7,1.0,1,9,2005340
87,T52,T52,Chris Smith,32,7,1.0,3,3,2005290
88,T52,T52,Roland Thatcher,26,7,,4,14,2005030
89,T52,T52,Mario Tiziani,23,7,1.0,2,6,2005270
90,T52,T52,Brian Watts,7,7,,1,12,2005080
91,T92,T92,Steve Allan,32,6,1.0,4,12,2005350
92,T92,T92,Paul Azinger,22,6,,4,6,2005100
93,T92,T92,Doug Barron,24,6,,2,11,2005110
94,T92,T92,Notah Begay III,11,6,2.0,2,12,2005370
95,T92,T92,Mark Brooks,28,6,,4,12,2005210
96,T92,T92,Olin Browne,29,6,,1,11,2005310
97,T92,T92,Jonathan Byrd,31,6,2.0,1,8,2005020
98,T92,T92,Mark Calcavecchia,27,6,3.0,2,5,2005370
99,T92,T92,Stewart Cink,26,6,4.0,1,11,2005160
100,T92,T92,Darren Clarke,12,6,,1,17,2005150
101,T92,T92,John Cook,26,6,,4,5,2005270
102,T92,T92,Chris DiMarco,24,6,1.0,1,10,2005490
103,T92,T92,David Edwards,9,6,,4,18,2005160
104,T92,T92,Danny Ellis,7,6,1.0,3,13,2005350
105,T92,T92,Ernie Els,11,6,1.0,1,9,2005020
106,T92,T92,Harrison Frazar,31,6,3.0,4,5,2005180
107,T92,T92,Lucas Glover,28,6,,2,5,2005480
108,T92,T92,Matt Gogel,28,6,3.0,2,11,2005270
109,T92,T92,Paul Gow,27,6,,1,5,2005260
110,T92,T92,Todd Hamilton,31,6,,2,15,2005100
111,T92,T92,Bob Heintz,24,6,,2,5,2005370
