,Best_Rounds_in_60s_Streak_RANK THIS WEEK,Best_Rounds_in_60s_Streak_RANK LAST WEEK,Best_Rounds_in_60s_Streak_PLAYER NAME,Best_Rounds_in_60s_Streak_CAREER BEST STREAK,Best_Rounds_in_60s_Streak_BEST YTD STREAK,Best_Rounds_in_60s_Streak_CURRENT STREAK
0,1,1,Bob Estes,17,4.0,
1,2,2,Charles Howell III,16,3.0,
2,T3,T3,Chris DiMarco,14,2.0,
3,T3,T3,Scott Hoch,14,1.0,
4,T5,T5,Harrison Frazar,13,13.0,
5,T5,T5,Davis Love III,13,4.0,
6,T7,T7,Joe Durant,12,3.0,
7,T7,T7,Shigeki Maruyama,12,5.0,
8,T7,T7,Mark O'Meara,12,4.0,
9,T7,T7,Tim Petrovic,12,3.0,
10,T11,T11,Brian Bateman,11,2.0,
11,T11,T11,David Edwards,11,2.0,
12,T11,T11,Jim Furyk,11,9.0,
13,T11,T11,J.P. Hayes,11,11.0,
14,T11,T11,Bernhard Langer,11,7.0,
15,T11,T11,Bruce Lietzke,11,,
16,T11,T11,Mark McCumber,11,1.0,
17,T11,T11,Jerry Pate,11,,
18,T11,T11,Tiger Woods,11,6.0,
19,T20,T20,Fred Couples,10,5.0,
20,T20,T20,Steve Flesch,10,3.0,
21,T20,T20,Carlos Franco,10,4.0,
22,T20,T20,David Frost,10,2.0,
23,T20,T20,Robert Gamez,10,4.0,
24,T20,T20,Rocco Mediate,10,10.0,
25,T20,T20,Corey Pavin,10,4.0,
26,T20,T20,David Peoples,10,3.0,
27,T20,T20,Carl Pettersson,10,6.0,
28,T20,T20,Mike Reid,10,,
29,T20,T20,Chris Riley,10,3.0,
30,T20,T20,Loren Roberts,10,7.0,
31,T20,T20,Gene Sauers,10,2.0,
32,T20,T20,Tom Sieckmann,10,,
33,T20,T20,Joey Sindelar,10,10.0,
34,T20,T20,Chris Smith,10,7.0,
35,T20,T20,David Toms,10,7.0,
36,T20,T20,Grant Waite,10,3.0,
37,T38,T38,Billy Andrade,9,4.0,
38,T38,T38,Stuart Appleby,9,4.0,
39,T38,T38,Cameron Beckman,9,3.0,
40,T38,T38,Notah Begay III,9,1.0,
41,T38,T38,Brad Bryant,9,1.0,
42,T38,T38,Mark Calcavecchia,9,4.0,
43,T38,T38,K.J. Choi,9,5.0,
44,T38,T38,Stewart Cink,9,4.0,
45,T38,T38,Lennie Clements,9,,
46,T38,T38,Ben Crane,9,9.0,
47,T38,T38,Ernie Els,9,3.0,
48,T38,T38,Fred Funk,9,4.0,
49,T38,T38,Sergio Garcia,9,5.0,
50,T38,T38,Brian Gay,9,5.0,
51,T38,T38,Paul Gow,9,3.0,
52,T38,T38,Paul Goydos,9,2.0,
53,T38,T38,Jay Haas,9,4.0,
54,T38,T38,John Huston,9,9.0,
55,T38,T38,Per-Ulrik Johansson,9,1.0,
56,T38,T38,Tom Lehman,9,3.0,
57,T38,T38,Justin Leonard,9,5.0,
58,T38,T38,Blaine McCallister,9,2.0,
59,T38,T38,Phil Mickelson,9,6.0,
60,T38,T38,Gil Morgan,9,,
61,T38,T38,Greg Norman,9,,
62,T38,T38,Jesper Parnevik,9,5.0,
63,T38,T38,Chris Perry,9,,
64,T38,T38,Heath Slocum,9,9.0,
65,T38,T38,Jeff Sluman,9,4.0,
66,T38,T38,Payne Stewart,9,,
67,T38,T38,Hal Sutton,9,1.0,
