,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
87,T80,T80,Guy Boros,4
88,T80,T80,Jeff Brehaut,4
89,T80,T80,Olin Browne,4
90,T80,T80,Ángel Cabrera,4
91,T80,T80,Mark Calcavecchia,4
92,T80,T80,Chad Campbell,4
93,T80,T80,Jim Carter,4
94,T80,T80,Alex Cejka,4
95,T80,T80,Stewart Cink,4
96,T80,T80,Paul Claxton,4
97,T80,T80,John Cook,4
98,T80,T80,Matt Davidson,4
99,T80,T80,Marco Dawson,4
100,T80,T80,Jay Delsing,4
101,T80,T80,Bob Estes,4
102,T80,T80,Todd Fischer,4
103,T80,T80,Carlos Franco,4
104,T80,T80,Fred Funk,4
105,T80,T80,Robert Gamez,4
106,T80,T80,Brent Geiberger,4
107,T80,T80,Nick Gilliam,4
108,T80,T80,Scott Gutschewski,4
109,T80,T80,Jay Haas,4
110,T80,T80,Padraig Harrington,4
111,T80,T80,Dudley Hart,4
112,T80,T80,Bob Heintz,4
113,T80,T80,Scott Hend,4
114,T80,T80,Bradley Hughes,4
115,T80,T80,Ryuji Imada,4
116,T80,T80,Lee Janzen,4
117,T80,T80,Brandt Jobe,4
118,T80,T80,Zach Johnson,4
119,T80,T80,Skip Kendall,4
120,T80,T80,Neal Lancaster,4
121,T80,T80,J.L. Lewis,4
122,T80,T80,Frank Lickliter II,4
123,T80,T80,Peter Lonard,4
124,T80,T80,Davis Love III,4
125,T80,T80,Mark O'Meara,4
126,T80,T80,Joe Ogilvie,4
127,T80,T80,Geoff Ogilvy,4
128,T80,T80,Greg Owen,4
129,T80,T80,Craig Parry,4
130,T80,T80,Corey Pavin,4
131,T80,T80,Justin Rose,4
132,T80,T80,Adam Scott,4
133,T80,T80,Jeff Sluman,4
134,T80,T80,Kevin Stadler,4
135,T80,T80,Kevin Sutherland,4
136,T80,T80,Vaughn Taylor,4
137,T80,T80,Mario Tiziani,4
138,T80,T80,Esteban Toledo,4
139,T80,T80,D.J. Trahan,4
140,T80,T80,Bo Van Pelt,4
141,T80,T80,Duffy Waldorf,4
142,T80,T80,Charles Warren,4
143,T80,T80,Brett Wetterich,4
144,T80,T80,Charlie Wi,4
145,T80,T80,Dean Wilson,4
146,T147,T147,Steve Allan,3
147,T147,T147,Michael Allen,3
148,T147,T147,Chris Anderson,3
149,T147,T147,Tommy Armour III,3
150,T147,T147,Arjun Atwal,3
151,T147,T147,Paul Azinger,3
152,T147,T147,Craig Barlow,3
153,T147,T147,Cameron Beckman,3
154,T147,T147,Justin Bolli,3
155,T147,T147,Craig Bowden,3
156,T147,T147,Danny Briggs,3
157,T147,T147,Jaxon Brigman,3
158,T147,T147,Mark Brooks,3
159,T147,T147,Jonathan Byrd,3
160,T147,T147,Michael Campbell,3
161,T147,T147,Daniel Chopra,3
162,T147,T147,José Coceres,3
163,T147,T147,Glen Day,3
164,T147,T147,James Driscoll,3
165,T147,T147,Joe Durant,3
166,T147,T147,John Elliott,3
167,T147,T147,Ernie Els,3
168,T147,T147,Steve Flesch,3
169,T147,T147,Dan Forsman,3
170,T147,T147,Bill Glasson,3
171,T147,T147,Matt Gogel,3
172,T147,T147,Retief Goosen,3
173,T147,T147,Jason Gore,3
174,T147,T147,Paul Gow,3
175,T147,T147,Bill Haas,3
176,T147,T147,Todd Hamilton,3
177,T147,T147,Donnie Hammond,3
178,T147,T147,Jeff Hart,3
179,T147,T147,David Hearn,3
180,T147,T147,Matt Hendrix,3
181,T147,T147,Tim Herron,3
182,T147,T147,David Howell,3
183,T147,T147,Charles Howell III,3
184,T147,T147,Freddie Jacobson,3
185,T147,T147,Steve Jones,3
186,T147,T147,Kent Jones,3
187,T147,T147,Tom Kite,3
188,T147,T147,Matt Kuchar,3
189,T147,T147,Franklin Langham,3
190,T147,T147,Tom Lehman,3
191,T147,T147,Michael Long,3
192,T147,T147,Scott McCarron,3
193,T147,T147,Jim McGovern,3
194,T147,T147,Larry Mize,3
195,T147,T147,Ryan Moore,3
196,T147,T147,Carl Paulson,3
197,T147,T147,David Peoples,3
198,T147,T147,Pat Perez,3
199,T147,T147,Tim Petrovic,3
200,T147,T147,D.A. Points,3
201,T147,T147,Dicky Pride,3
202,T147,T147,Michael Putnam,3
203,T147,T147,Brett Quigley,3
204,T147,T147,Chris Riley,3
205,T147,T147,Henrik Stenson,3
206,T147,T147,Kirk Triplett,3
207,T147,T147,Grant Waite,3
208,T147,T147,Lee Westwood,3
209,T210,T210,Jason Allred,2
210,T210,T210,Brian Bateman,2
211,T210,T210,Steven Bowditch,2
212,T210,T210,Michael Bradley,2
213,T210,T210,D.J. Brigman,2
214,T210,T210,Bob Burns,2
215,T210,T210,Tom Byrum,2
216,T210,T210,Paul Casey,2
217,T210,T210,Darren Clarke,2
218,T210,T210,Gavin Coles,2
219,T210,T210,Chris Couch,2
220,T210,T210,Chris DiMarco,2
221,T210,T210,Bradley Dredge,2
222,T210,T210,Scott Dunlap,2
223,T210,T210,David Duval,2
224,T210,T210,David Edwards,2
225,T210,T210,Danny Ellis,2
226,T210,T210,Brad Fabel,2
227,T210,T210,Brad Faxon,2
228,T210,T210,Gavin Flint,2
229,T210,T210,Robin Freeman,2
230,T210,T210,David Frost,2
231,T210,T210,Tom Gillis,2
232,T210,T210,Paul Goydos,2
233,T210,T210,Hunter Haas,2
234,T210,T210,Gary Hallberg,2
235,T210,T210,Mike Heinen,2
236,T210,T210,Mark Hensby,2
237,T210,T210,Glen Hnatiuk,2
238,T210,T210,P.H. Horgan III,2
239,T210,T210,Yasuharu Imano,2
240,T210,T210,Tripp Isenhour,2
241,T210,T210,Peter Jacobsen,2
242,T210,T210,Miguel Angel Jiménez,2
243,T210,T210,Brad Lardon,2
244,T210,T210,Ian Leggatt,2
245,T210,T210,Wayne Levi,2
246,T210,T210,Sandy Lyle,2
247,T210,T210,Will MacKenzie,2
248,T210,T210,John Maginnes,2
249,T210,T210,Dick Mast,2
250,T210,T210,Len Mattiace,2
251,T210,T210,Blaine McCallister,2
252,T210,T210,Graeme McDowell,2
253,T210,T210,Paul McGinley,2
254,T210,T210,Spike McRoy,2
255,T210,T210,John Morgan,2
256,T210,T210,Nick O'Hern,2
257,T210,T210,Brenden Pappas,2
258,T210,T210,Steve Pate,2
259,T210,T210,Dennis Paulson,2
260,T210,T210,Craig Perks,2
261,T210,T210,Scott Piercy,2
262,T210,T210,Ben Portie,2
263,T210,T210,Ian Poulter,2
264,T210,T210,Tom Purtzer,2
265,T210,T210,Rob Rashell,2
266,T210,T210,John Riegger,2
267,T210,T210,Dave Rummells,2
268,T210,T210,Gene Sauers,2
269,T210,T210,Tom Scherrer,2
270,T210,T210,Scott Simpson,2
271,T210,T210,Chris Starkjohann,2
272,T210,T210,Omar Uresti,2
273,T210,T210,Jimmy Walker,2
274,T210,T210,Nick Watney,2
275,T210,T210,Brian Watts,2
276,T210,T210,Mike Weir,2
277,T210,T210,Jay Williamson,2
278,T210,T210,Garrett Willis,2
279,T210,T210,Y.E. Yang,2
