,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
56,T55,T55,Rod Pampling,72,32,38
57,T55,T55,Peter Tomasulo,61,32,42
58,T55,T55,Charles Warren,63,32,39
59,T60,T60,Chris DiMarco,97,31,37
60,T60,T60,Jason Dufner,90,31,44
61,T60,T60,Martin Laird,72,31,40
62,T60,T60,David Mathis,82,31,36
63,T60,T60,Parker McLachlin,71,31,36
64,T60,T60,Sean O'Hair,80,31,44
65,T60,T60,Kirk Triplett,60,31,58
66,T67,T67,Daniel Chopra,89,30,42
67,T67,T67,Paul Goydos,79,30,35
68,T67,T67,Ryan Moore,89,30,41
69,T67,T67,Nick O'Hern,90,30,38
70,T71,T71,Stuart Appleby,79,29,38
71,T71,T71,Ricky Barnes,67,29,39
72,T71,T71,Jason Bohn,88,29,38
73,T71,T71,Ken Duke,87,29,43
74,T71,T71,Steve Marino,98,29,40
75,T71,T71,Joe Ogilvie,85,29,40
76,T71,T71,Scott Piercy,85,29,44
77,T71,T71,Jeff Quinney,78,29,37
78,T71,T71,John Senden,100,29,40
79,T80,T80,Charles Howell III,99,28,31
80,T80,T80,Lee Janzen,74,28,31
81,T80,T80,James Nitties,86,28,37
82,T80,T80,Tim Petrovic,97,28,38
83,T80,T80,Vijay Singh,71,28,36
84,T80,T80,Johnson Wagner,81,28,38
85,T80,T80,Matt Weibring,65,28,39
86,T80,T80,Dean Wilson,81,28,34
87,T88,T88,Rich Beem,77,27,36
88,T88,T88,Harrison Frazar,93,27,35
89,T88,T88,Zach Johnson,94,27,38
90,T88,T88,Richard Johnson,85,27,34
91,T88,T88,Jerry Kelly,90,27,37
92,T88,T88,Rick Price,54,27,31
93,T88,T88,Justin Rose,71,27,38
94,T88,T88,Boo Weekley,79,27,41
95,T96,T96,Chad Campbell,90,26,35
96,T96,T96,Ben Crane,93,26,39
97,T96,T96,Mathew Goggin,76,26,31
98,T96,T96,Kent Jones,73,26,33
99,T96,T96,Jeff Klauk,97,26,37
100,T96,T96,Matt Kuchar,82,26,30
101,T96,T96,Leif Olson,51,26,34
102,T96,T96,Ryan Palmer,78,26,34
103,T96,T96,Gary Woodland,53,26,33
104,T105,T105,Brad Adamonis,70,25,29
105,T105,T105,Greg Chalmers,85,25,27
106,T105,T105,Derek Fathauer,63,25,34
107,T105,T105,Pat Perez,74,25,30
108,T105,T105,Adam Scott,53,25,31
109,T105,T105,Kevin Stadler,65,25,33
110,T105,T105,Darron Stiles,52,25,34
111,T105,T105,Kevin Sutherland,96,25,38
112,T105,T105,Camilo Villegas,76,25,34
113,T105,T105,Bubba Watson,73,25,30
114,T115,T115,Woody Austin,84,24,45
115,T115,T115,Todd Hamilton,83,24,32
116,T115,T115,Scott McCarron,91,24,33
117,T115,T115,Kevin Na,91,24,33
118,T115,T115,Chris Riley,77,24,30
119,T115,T115,Mike Weir,85,24,30
120,T115,T115,Casey Wittenberg,71,24,33
121,T122,T122,Michael Allen,73,23,28
122,T122,T122,Steve Elkington,70,23,29
123,T122,T122,Greg Kraft,51,23,31
124,T122,T122,John Mallinger,90,23,32
125,T122,T122,David Toms,98,23,33
126,T122,T122,Jimmy Walker,74,23,29
127,T128,T128,Stephen Ames,77,22,30
128,T128,T128,Kris Blanks,60,22,28
129,T128,T128,Fred Couples,54,22,29
130,T128,T128,Jason Day,61,22,27
131,T128,T128,Ernie Els,70,22,29
132,T128,T128,Bob Estes,78,22,27
133,T128,T128,Freddie Jacobson,83,22,27
134,T128,T128,Colt Knost,71,22,28
135,T128,T128,Steve Stricker,81,22,25
136,T128,T128,Nick Watney,86,22,29
137,T138,T138,Ben Curtis,63,21,22
138,T138,T138,Dustin Johnson,85,21,28
139,T138,T138,Anthony Kim,76,21,28
140,T138,T138,Bryce Molder,69,21,26
141,T138,T138,Carl Pettersson,86,21,28
142,T138,T138,Andres Romero,58,21,29
143,T138,T138,Vaughn Taylor,88,21,28
144,T138,T138,Scott Verplank,88,21,26
145,T146,T146,Ángel Cabrera,55,20,24
146,T146,T146,Ryuji Imada,85,20,25
147,T146,T146,Spencer Levin,75,20,25
148,T146,T146,Rory Sabbatini,81,20,27
149,T146,T146,Brandt Snedeker,81,20,26
150,T151,T151,Brian Gay,96,19,26
151,T151,T151,Matt Jones,56,19,23
152,T151,T151,Brendon Todd,53,19,33
153,T154,T154,Eric Axley,71,18,23
154,T154,T154,Aaron Baddeley,66,18,24
155,T154,T154,Mark Brooks,55,18,23
156,T154,T154,Bart Bryant,58,18,23
157,T154,T154,Tom Lehman,55,18,21
158,T154,T154,John Merrick,91,18,24
159,T154,T154,Geoff Ogilvy,78,18,23
160,T154,T154,Scott Sterling,51,18,24
161,T154,T154,Charlie Wi,92,18,22
162,T163,T163,K.J. Choi,65,17,20
163,T163,T163,Jim Furyk,86,17,19
164,T163,T163,Retief Goosen,74,17,18
165,T163,T163,Justin Leonard,95,17,25
166,T167,T167,Brian Bateman,55,16,21
167,T167,T167,Tim Clark,81,16,21
168,T167,T167,Chez Reavie,81,16,28
169,T167,T167,Patrick Sheehan,51,16,21
170,T171,T171,Stewart Cink,79,15,24
171,T171,T171,Luke Donald,79,15,18
172,T171,T171,Corey Pavin,73,15,17
173,T171,T171,Tag Ridings,50,15,17
174,T175,T175,Tommy Armour III,58,14,19
175,T175,T175,Jarrod Lyle,65,14,17
176,T175,T175,Ian Poulter,59,14,19
177,T178,T178,David Duval,56,13,16
178,T178,T178,Phil Mickelson,66,13,19
179,T180,T180,Sergio Garcia,59,12,18
180,T180,T180,Tiger Woods,64,12,16
181,182,182,Padraig Harrington,66,11,19
182,183,183,Bob Heintz,59,10,14
183,184,184,Brad Faxon,59,8,14
