,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
0,1,1,Luke Donald,79,20.06,618,124
1,2,2,Greg Chalmers,85,19.67,737,145
2,3,3,Kevin Na,91,19.37,790,153
3,4,4,Matt Kuchar,82,19.15,726,139
4,5,5,Webb Simpson,94,19.11,858,164
5,6,6,Matt Bettencourt,98,18.92,925,175
6,7,7,Dean Wilson,81,18.86,721,136
7,8,8,Parker McLachlin,71,18.77,666,125
8,9,9,Lee Janzen,74,18.72,625,117
9,10,10,Geoff Ogilvy,78,18.29,585,107
10,T11,T11,Brad Faxon,59,18.25,515,94
11,T11,T11,Pat Perez,74,18.25,630,115
12,13,13,Bob Heintz,59,18.18,506,92
13,14,14,Brandt Snedeker,81,18.07,675,122
14,15,15,Stephen Ames,77,17.99,628,113
15,16,16,Tim Clark,81,17.91,592,106
16,17,17,Jason Day,61,17.78,523,93
17,18,18,Mark Brooks,55,17.73,406,72
18,19,19,Michael Letzig,96,17.65,878,155
19,20,20,Ryuji Imada,85,17.51,674,118
20,21,21,Jim Furyk,86,17.36,645,112
21,22,22,Rod Pampling,72,17.35,657,114
22,T23,T23,Justin Rose,71,17.3,601,104
23,T23,T23,Mike Weir,85,17.3,653,113
24,25,25,Bryce Molder,69,17.26,585,101
25,T26,T26,Brian Gay,96,17.25,806,139
26,T26,T26,Ted Purdy,101,17.25,968,167
27,T28,T28,Dustin Johnson,85,17.24,673,116
28,T28,T28,David Mathis,82,17.24,696,120
29,T28,T28,Carl Pettersson,86,17.24,789,136
30,31,31,George McNeill,82,17.21,796,137
31,32,32,Charlie Wi,92,17.19,791,136
32,33,33,Justin Leonard,95,17.13,759,130
33,34,34,Ben Curtis,63,17.06,510,87
34,35,35,Joe Ogilvie,85,17.03,775,132
35,36,36,Jeff Quinney,78,16.99,718,122
36,37,37,Steve Stricker,81,16.97,601,102
37,38,38,Kenny Perry,92,16.95,761,129
38,39,39,Mark Wilson,99,16.94,921,156
39,40,40,Bo Van Pelt,100,16.91,816,138
40,41,41,Jerry Kelly,90,16.79,792,133
41,42,42,James Nitties,86,16.71,790,132
42,T43,T43,Derek Fathauer,63,16.7,521,87
43,T43,T43,Corey Pavin,73,16.7,563,94
44,45,45,Hunter Mahan,94,16.67,816,136
45,46,46,Chris Riley,77,16.64,679,113
46,47,47,D.A. Points,99,16.61,909,151
47,48,48,Paul Goydos,79,16.54,665,110
48,49,49,Martin Laird,72,16.52,666,110
49,50,50,Ben Crane,93,16.46,814,134
50,51,51,David Toms,98,16.43,858,141
51,52,52,Zach Johnson,94,16.4,823,135
52,53,53,Phil Mickelson,66,16.38,470,77
53,T54,T54,Daniel Chopra,89,16.29,798,130
54,T54,T54,Freddie Jacobson,83,16.29,761,124
55,56,56,Sergio Garcia,59,16.23,462,75
56,57,57,Vaughn Taylor,88,16.2,821,133
57,58,58,Sean O'Hair,80,16.16,594,96
58,59,59,Aaron Baddeley,66,16.11,571,92
59,60,60,Bob Estes,78,16.08,678,109
60,61,61,Aron Price,89,16.04,854,137
61,62,62,Kirk Triplett,60,16.02,568,91
62,63,63,Bill Lunde,83,16.01,818,131
63,64,64,Jonathan Byrd,89,15.96,821,131
64,65,65,Anthony Kim,76,15.92,578,92
65,66,66,Jeff Klauk,97,15.91,949,151
66,T67,T67,Ryan Moore,89,15.9,780,124
67,T67,T67,Jeff Overton,92,15.9,742,118
68,T69,T69,Matt Weibring,65,15.88,554,88
69,T69,T69,Tiger Woods,64,15.88,485,77
70,71,71,Scott Verplank,88,15.87,813,129
71,72,72,Nick O'Hern,90,15.84,871,138
72,73,73,Charley Hoffman,97,15.81,879,139
73,74,74,Padraig Harrington,66,15.8,462,73
74,75,75,Harrison Frazar,93,15.7,879,138
75,76,76,Marc Turnesa,77,15.69,803,126
76,T77,T77,Marc Leishman,91,15.67,906,142
77,T77,T77,Bubba Watson,73,15.67,587,92
78,79,79,Todd Hamilton,83,15.64,684,107
79,80,80,Tim Petrovic,97,15.6,859,134
80,81,81,Tom Lehman,55,15.59,417,65
81,82,82,John Mallinger,90,15.58,719,112
82,T83,T83,Brian Davis,103,15.57,899,140
83,T83,T83,John Senden,100,15.57,1021,159
84,85,85,Kris Blanks,60,15.55,476,74
85,86,86,Steve Lowery,83,15.52,799,124
86,87,87,Scott Piercy,85,15.47,821,127
87,88,88,Stewart Cink,79,15.43,622,96
88,89,89,Ian Poulter,59,15.42,402,62
89,90,90,Lucas Glover,93,15.41,811,125
90,91,91,Brendon de Jonge,90,15.38,832,128
91,92,92,Tom Pernice Jr.,82,15.36,755,116
92,T93,T93,Spencer Levin,75,15.35,736,113
93,T93,T93,Nick Watney,86,15.35,697,107
94,95,95,Eric Axley,71,15.32,594,91
95,T96,T96,Patrick Sheehan,51,15.31,418,64
96,T96,T96,Brendon Todd,53,15.31,529,81
97,T98,T98,Kent Jones,73,15.3,647,99
98,T98,T98,Troy Matteson,95,15.3,961,147
99,100,100,Chad Campbell,90,15.27,753,115
100,101,101,Michael Allen,73,15.26,616,94
101,102,102,Ángel Cabrera,55,15.25,387,59
102,103,103,Nathan Green,104,15.24,945,144
103,104,104,Kevin Streelman,97,15.2,941,143
104,105,105,Jason Dufner,90,15.17,811,123
105,106,106,Chris Stroud,88,15.16,838,127
106,T107,T107,Woody Austin,84,15.15,779,118
107,T107,T107,Chris DiMarco,97,15.15,878,133
108,109,109,Retief Goosen,74,15.1,563,85
109,110,110,Scott McCarron,91,14.99,827,124
110,T111,T111,John Merrick,91,14.98,721,108
111,T111,T111,Rory Sabbatini,81,14.98,654,98
112,113,113,D.J. Trahan,96,14.89,853,127
113,114,114,Tag Ridings,50,14.87,437,65
114,T115,T115,Tim Herron,87,14.84,822,122
115,T115,T115,Steve Marino,98,14.84,896,133
116,117,117,Greg Kraft,51,14.78,433,64
117,118,118,Rich Beem,77,14.77,623,92
118,119,119,Johnson Wagner,81,14.74,787,116
119,120,120,John Rollins,92,14.71,816,120
120,121,121,Fred Couples,54,14.69,422,62
121,122,122,Brian Vranesh,51,14.67,450,66
122,T123,T123,Glen Day,79,14.45,692,100
123,T123,T123,Scott Sterling,51,14.45,436,63
124,125,125,Bart Bryant,58,14.44,554,80
125,126,126,Kevin Sutherland,96,14.43,776,112
126,T127,T127,Jason Gore,74,14.42,652,94
127,T127,T127,Y.E. Yang,83,14.42,742,107
128,129,129,Charles Warren,63,14.36,585,84
129,130,130,Joe Durant,62,14.34,509,73
130,131,131,Ken Duke,87,14.31,706,101
131,132,132,Camilo Villegas,76,14.29,588,84
132,133,133,Steve Elkington,70,14.26,673,96
133,134,134,Cameron Beckman,87,14.14,806,114
134,135,135,Alex Cejka,82,14.12,708,100
135,T136,T136,Peter Lonard,86,14.09,816,115
136,T136,T136,Heath Slocum,95,14.09,894,126
137,138,138,Jeff Maggert,79,14.06,811,114
138,139,139,Bill Haas,91,14.03,848,119
139,T140,T140,Brian Bateman,55,13.98,515,72
140,T140,T140,J.J. Henry,97,13.98,944,132
141,142,142,Brett Quigley,92,13.97,780,109
142,143,143,Kevin Stadler,65,13.96,573,80
143,144,144,Ryan Palmer,78,13.94,739,103
144,145,145,Matt Jones,56,13.93,488,68
145,146,146,Chez Reavie,81,13.9,741,103
146,147,147,Leif Olson,51,13.86,440,61
147,148,148,Ernie Els,70,13.85,520,72
148,149,149,Mark Calcavecchia,72,13.71,649,89
149,150,150,Richard Johnson,85,13.65,791,108
150,151,151,Brad Adamonis,70,13.55,657,89
151,152,152,Cliff Kresge,78,13.54,687,93
152,153,153,Nicholas Thompson,96,13.53,924,125
153,154,154,Will MacKenzie,69,13.48,638,86
154,155,155,Mathew Goggin,76,13.44,625,84
155,156,156,Davis Love III,89,13.42,812,109
156,157,157,Robert Garrigus,83,13.38,792,106
157,158,158,Steve Flesch,77,13.34,667,89
158,159,159,Briny Baird,89,13.33,780,104
159,T160,T160,Colt Knost,71,13.28,610,81
160,T160,T160,Rocco Mediate,79,13.28,693,92
161,162,162,J.B. Holmes,74,13.27,603,80
