,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
162,163,163,Boo Weekley,79,13.23,688,91
163,164,164,K.J. Choi,65,13.22,522,69
164,165,165,Stuart Appleby,79,13.12,686,90
165,166,166,Jason Bohn,88,13.11,877,115
166,167,167,Darron Stiles,52,13.1,420,55
167,168,168,Robert Allenby,71,13.01,607,79
168,169,169,Jimmy Walker,74,12.9,628,81
169,170,170,Peter Tomasulo,61,12.86,490,63
170,171,171,Andres Romero,58,12.84,444,57
171,T172,T172,David Duval,56,12.81,445,57
172,T172,T172,Charles Howell III,99,12.81,859,110
173,174,174,Casey Wittenberg,71,12.78,579,74
174,175,175,Vijay Singh,71,12.38,509,63
175,176,176,Adam Scott,53,12.36,437,54
176,177,177,Gary Woodland,53,12.32,414,51
177,178,178,Greg Owen,97,12.21,876,107
178,T179,T179,Jarrod Lyle,65,11.96,535,64
179,T179,T179,Billy Mayfair,83,11.96,736,88
180,181,181,Tommy Armour III,58,11.83,524,62
181,182,182,Ricky Barnes,67,11.52,538,62
182,183,183,Rick Price,54,10.54,427,45
183,184,184,Jay Williamson,69,10.31,640,66
