,Average_Putting_Distance_-_GIR_2_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_2_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_2_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_2_Putts_ROUNDS,Average_Putting_Distance_-_GIR_2_Putts_AVG,Average_Putting_Distance_-_GIR_2_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_2_Putts_TOTAL PUTTS
0,1,1,Matt Jones,56,"28' 8""",11054.667,386
1,2,2,Ben Curtis,63,"26' 11""",9913.417,368
2,3,3,Bryce Molder,69,"26' 10""",11904.583,444
3,4,4,Scott McCarron,91,"26' 9""",18056.0,674
4,T5,T5,Nathan Green,104,"26' 7""",19214.333,723
5,T5,T5,Brendon Todd,53,"26' 7""",9840.5,370
6,7,7,Aron Price,89,"26' 3""",16632.833,633
7,8,8,Jeff Klauk,97,"26' 2""",19777.167,757
8,T9,T9,Martin Laird,72,"26' 1""",12990.667,498
9,T9,T9,Corey Pavin,73,"26' 1""",10943.667,419
10,T11,T11,Brian Bateman,55,"25' 11""",10286.75,397
11,T11,T11,Retief Goosen,74,"25' 11""",11109.417,429
12,T11,T11,J.J. Henry,97,"25' 11""",19577.667,756
13,T11,T11,John Senden,100,"25' 11""",21877.583,844
14,15,15,Marc Turnesa,77,"25' 10""",14732.083,571
15,T16,T16,Brad Faxon,59,"25' 8""",9042.25,352
16,T16,T16,Nick Watney,86,"25' 8""",14441.167,562
17,T18,T18,Ben Crane,93,"25' 7""",16404.167,641
18,T18,T18,Scott Piercy,85,"25' 7""",15808.833,618
19,T18,T18,Brandt Snedeker,81,"25' 7""",12959.417,507
20,T21,T21,Stephen Ames,77,"25' 6""",11840.833,465
21,T21,T21,Richard Johnson,85,"25' 6""",15812.583,621
22,T21,T21,Colt Knost,71,"25' 6""",11851.0,464
23,T21,T21,Marc Leishman,91,"25' 6""",17527.5,688
24,T21,T21,Kevin Sutherland,96,"25' 6""",15679.917,614
25,T26,T26,Stewart Cink,79,"25' 5""",12114.083,476
26,T26,T26,Spencer Levin,75,"25' 5""",14757.0,581
27,T26,T26,Parker McLachlin,71,"25' 5""",11886.5,468
28,T26,T26,Pat Perez,74,"25' 5""",11990.333,471
29,T26,T26,Justin Rose,71,"25' 5""",11288.75,444
30,T26,T26,Camilo Villegas,76,"25' 5""",12029.25,474
31,T26,T26,Tiger Woods,64,"25' 5""",10162.333,400
32,T33,T33,Ryuji Imada,85,"25' 4""",13185.667,520
33,T33,T33,Freddie Jacobson,83,"25' 4""",14650.75,578
34,T33,T33,Kevin Streelman,97,"25' 4""",18209.25,719
35,T36,T36,Mathew Goggin,76,"25' 3""",12741.417,504
36,T36,T36,John Rollins,92,"25' 3""",15822.417,626
37,T38,T38,Aaron Baddeley,66,"25' 2""",10515.417,418
38,T38,T38,Ángel Cabrera,55,"25' 2""",7152.5830000000005,284
39,T38,T38,James Nitties,86,"25' 2""",14809.083,589
40,T38,T38,Greg Owen,97,"25' 2""",18544.5,736
41,T42,T42,Matt Bettencourt,98,"25' 1""",16011.917,639
42,T42,T42,Kent Jones,73,"25' 1""",12682.417,505
43,T42,T42,Anthony Kim,76,"25' 1""",11227.417,447
44,T42,T42,Jarrod Lyle,65,"25' 1""",11191.833,446
45,T42,T42,Billy Mayfair,83,"25' 1""",15144.333,603
46,T42,T42,Geoff Ogilvy,78,"25' 1""",11311.833,451
47,T42,T42,Chris Riley,77,"25' 1""",13128.167,524
48,T49,T49,Rich Beem,77,"25' 0""",12372.417,495
49,T49,T49,Ryan Moore,89,"25' 0""",15338.0,614
50,T49,T49,Charlie Wi,92,"25' 0""",15369.917,614
51,T49,T49,Gary Woodland,53,"25' 0""",7352.9169999999995,294
52,T53,T53,Jason Day,61,"24' 11""",9527.417,382
53,T53,T53,David Mathis,82,"24' 11""",13393.833,537
54,T53,T53,Sean O'Hair,80,"24' 11""",11622.833,466
55,T53,T53,Leif Olson,51,"24' 11""",7986.0830000000005,320
56,T53,T53,Jeff Quinney,78,"24' 11""",13344.167,536
