,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,1,Jeff Quinney,26.85,349,13
1,2,2,Brian Vranesh,27.0,135,5
2,3,3,Alex Cejka,27.36,383,14
3,4,4,Aaron Baddeley,27.45,302,11
4,5,5,Jim Furyk,27.47,522,19
5,6,6,Steve Stricker,27.5,495,18
6,7,7,Brian Davis,27.53,523,19
7,8,8,Matt Kuchar,27.63,442,16
8,T9,T9,Brian Gay,27.75,555,20
9,T9,T9,Rick Price,27.75,111,4
10,11,11,Joe Ogilvie,27.77,361,13
11,12,12,Steve Lowery,27.85,362,13
12,13,13,Pat Perez,27.86,390,14
13,14,14,Carl Pettersson,27.87,418,15
14,15,15,Lee Janzen,27.92,335,12
15,T16,T16,Chris DiMarco,27.94,475,17
16,T16,T16,Rory Sabbatini,27.94,447,16
17,18,18,Kevin Na,27.95,531,19
18,19,19,Webb Simpson,28.0,448,16
19,T20,T20,Mark Calcavecchia,28.09,309,11
20,T20,T20,Jason Day,28.09,309,11
21,T20,T20,Corey Pavin,28.09,309,11
22,T20,T20,Kenny Perry,28.09,618,22
23,24,24,Bob Heintz,28.11,253,9
24,T25,T25,Anthony Kim,28.13,450,16
25,T25,T25,Ryan Moore,28.13,450,16
26,T25,T25,Tiger Woods,28.13,422,15
27,28,28,Tim Clark,28.18,479,17
28,29,29,Ben Crane,28.21,536,19
29,30,30,Matt Weibring,28.22,254,9
30,31,31,Bubba Watson,28.23,367,13
31,32,32,Harrison Frazar,28.24,480,17
32,33,33,Ian Poulter,28.25,339,12
33,T34,T34,Bill Haas,28.27,424,15
34,T34,T34,Dean Wilson,28.27,311,11
35,T36,T36,Daniel Chopra,28.29,481,17
36,T36,T36,Justin Rose,28.29,396,14
37,T38,T38,David Mathis,28.33,340,12
38,T38,T38,Chris Riley,28.33,425,15
39,40,40,Ken Duke,28.38,369,13
40,41,41,Charles Howell III,28.39,511,18
41,42,42,K.J. Choi,28.4,284,10
42,T43,T43,Woody Austin,28.41,483,17
43,T43,T43,Dustin Johnson,28.41,483,17
44,45,45,Zach Johnson,28.43,597,21
45,T46,T46,Chad Campbell,28.44,512,18
46,T46,T46,Luke Donald,28.44,512,18
47,48,48,Tommy Armour III,28.45,313,11
48,T49,T49,Freddie Jacobson,28.5,456,16
49,T49,T49,Justin Leonard,28.5,570,20
50,T49,T49,Scott McCarron,28.5,513,18
51,T49,T49,Casey Wittenberg,28.5,228,8
52,53,53,Brandt Snedeker,28.54,371,13
53,T54,T54,Tim Petrovic,28.56,457,16
54,T54,T54,Nick Watney,28.56,514,18
55,T56,T56,Greg Chalmers,28.57,400,14
56,T56,T56,Scott Sterling,28.57,200,7
57,58,58,Michael Allen,28.58,343,12
58,T59,T59,Eric Axley,28.6,143,5
59,T59,T59,Derek Fathauer,28.6,143,5
60,T59,T59,Charley Hoffman,28.6,572,20
61,T59,T59,George McNeill,28.6,429,15
62,63,63,Mike Weir,28.61,515,18
63,64,64,Scott Verplank,28.63,544,19
64,T65,T65,Ángel Cabrera,28.64,315,11
65,T65,T65,Jimmy Walker,28.64,315,11
66,67,67,Geoff Ogilvy,28.65,487,17
67,T68,T68,Matt Bettencourt,28.67,516,18
68,T68,T68,Stewart Cink,28.67,430,15
69,T68,T68,Cliff Kresge,28.67,258,9
70,T68,T68,Spencer Levin,28.67,344,12
71,72,72,Padraig Harrington,28.69,373,13
72,73,73,Kevin Stadler,28.7,287,10
73,T74,T74,Stephen Ames,28.73,431,15
74,T74,T74,Ernie Els,28.73,431,15
75,T74,T74,James Nitties,28.73,431,15
76,T77,T77,Lucas Glover,28.75,575,20
77,T77,T77,Todd Hamilton,28.75,345,12
78,79,79,Camilo Villegas,28.76,489,17
79,80,80,Marc Turnesa,28.78,259,9
80,T81,T81,Glen Day,28.82,317,11
81,T81,T81,Bryce Molder,28.82,317,11
82,83,83,David Duval,28.83,173,6
83,84,84,Michael Letzig,28.84,548,19
84,85,85,Hunter Mahan,28.86,606,21
85,T86,T86,Jeff Overton,28.88,491,17
86,T86,T86,Heath Slocum,28.88,462,16
87,T88,T88,Vijay Singh,28.93,405,14
88,T88,T88,Vaughn Taylor,28.93,405,14
89,90,90,Ryuji Imada,28.94,492,17
90,T91,T91,Nathan Green,29.0,580,20
91,T91,T91,Matt Jones,29.0,290,10
92,T91,T91,Colt Knost,29.0,232,8
93,T91,T91,Davis Love III,29.0,493,17
94,T91,T91,Phil Mickelson,29.0,406,14
95,T91,T91,Scott Piercy,29.0,406,14
96,T91,T91,Chez Reavie,29.0,348,12
97,T91,T91,Peter Tomasulo,29.0,116,4
98,T91,T91,David Toms,29.0,580,20
99,T91,T91,Johnson Wagner,29.0,406,14
100,T101,T101,Tim Herron,29.06,465,16
101,T101,T101,Sean O'Hair,29.06,465,16
102,103,103,Brett Quigley,29.07,436,15
103,T104,T104,Brad Adamonis,29.1,291,10
104,T104,T104,Rich Beem,29.1,291,10
105,T104,T104,Charles Warren,29.1,291,10
106,T107,T107,Kris Blanks,29.13,233,8
107,T107,T107,Adam Scott,29.13,233,8
108,T107,T107,Patrick Sheehan,29.13,233,8
109,110,110,Steve Flesch,29.15,379,13
110,111,111,Mathew Goggin,29.17,350,12
111,112,112,Parker McLachlin,29.2,292,10
112,113,113,Bill Lunde,29.21,409,14
113,114,114,Rod Pampling,29.23,380,13
114,T115,T115,Retief Goosen,29.29,498,17
115,T115,T115,Charlie Wi,29.29,498,17
116,117,117,Jeff Klauk,29.32,557,19
117,118,118,Troy Matteson,29.33,440,15
118,119,119,Kevin Sutherland,29.35,587,20
119,T120,T120,Sergio Garcia,29.38,382,13
120,T120,T120,Nicholas Thompson,29.38,470,16
121,122,122,Robert Allenby,29.4,441,15
122,123,123,Jeff Maggert,29.42,353,12
123,T124,T124,D.A. Points,29.47,560,19
124,T124,T124,Bo Van Pelt,29.47,501,17
125,T126,T126,Cameron Beckman,29.5,472,16
126,T126,T126,Mark Brooks,29.5,236,8
127,T126,T126,Jonathan Byrd,29.5,531,18
128,T126,T126,Steve Elkington,29.5,354,12
129,T126,T126,Brad Faxon,29.5,177,6
130,T131,T131,Robert Garrigus,29.53,443,15
131,T131,T131,Jerry Kelly,29.53,502,17
132,133,133,Brendon de Jonge,29.57,414,14
133,134,134,Ryan Palmer,29.58,355,12
134,135,135,John Merrick,29.6,444,15
135,T136,T136,Richard Johnson,29.63,474,16
136,T136,T136,John Mallinger,29.63,474,16
137,T138,T138,Jason Dufner,29.65,504,17
138,T138,T138,Mark Wilson,29.65,593,20
