,Putting_from_3-5_RANK THIS WEEK,Putting_from_3-5_RANK LAST WEEK,Putting_from_3-5_PLAYER NAME,Putting_from_3-5_ROUNDS,Putting_from_3-5_% MADE,Putting_from_3-5_ATTEMPTS,Putting_from_3-5_PUTTS MADE
67,68,68,Aron Price,89,87.97,316,278
68,69,69,Brian Bateman,55,87.91,182,160
69,70,70,Lee Janzen,74,87.85,214,188
70,71,71,Harrison Frazar,93,87.77,278,244
71,72,72,Gary Woodland,53,87.76,147,129
72,73,73,Camilo Villegas,76,87.72,171,150
73,74,74,Webb Simpson,94,87.7,309,271
74,75,75,Hunter Mahan,94,87.55,265,232
75,76,76,David Toms,98,87.5,264,231
76,T77,T77,Ryuji Imada,85,87.45,239,209
77,T77,T77,George McNeill,82,87.45,239,209
78,79,79,Scott Sterling,51,87.41,135,118
79,80,80,Mike Weir,85,87.39,222,194
80,81,81,Kris Blanks,60,87.34,158,138
81,82,82,Steve Stricker,81,87.33,221,193
82,83,83,Cameron Beckman,87,87.32,276,241
83,84,84,J.J. Henry,97,87.25,251,219
84,T85,T85,John Mallinger,90,87.2,250,218
85,T85,T85,Sean O'Hair,80,87.2,211,184
86,87,87,Bill Lunde,83,87.19,281,245
87,88,88,Jason Day,61,87.18,195,170
88,89,89,Martin Laird,72,87.17,226,197
89,90,90,Ted Purdy,101,87.14,311,271
90,91,91,Chris DiMarco,97,87.11,318,277
91,92,92,Robert Garrigus,83,86.99,292,254
92,93,93,Parker McLachlin,71,86.98,215,187
93,94,94,D.A. Points,99,86.97,307,267
94,95,95,Bob Estes,78,86.8,250,217
95,96,96,Brian Vranesh,51,86.78,174,151
96,97,97,Todd Hamilton,83,86.76,204,177
97,98,98,Mark Calcavecchia,72,86.75,249,216
98,99,99,Brett Quigley,92,86.73,294,255
99,100,100,Chris Riley,77,86.7,233,202
100,101,101,Justin Rose,71,86.56,186,161
101,102,102,Lucas Glover,93,86.51,252,218
102,103,103,Robert Allenby,71,86.44,177,153
103,104,104,David Mathis,82,86.36,242,209
104,105,105,Scott Verplank,88,86.33,256,221
105,106,106,Chez Reavie,81,86.32,234,202
106,107,107,Heath Slocum,95,86.3,292,252
107,108,108,Chad Campbell,90,86.28,226,195
108,109,109,Phil Mickelson,66,86.27,204,176
109,110,110,Woody Austin,84,86.18,304,262
110,111,111,Tim Herron,87,86.12,317,273
111,112,112,Chris Stroud,88,86.11,288,248
112,113,113,Steve Lowery,83,86.01,293,252
113,114,114,Matt Bettencourt,98,85.93,391,336
114,115,115,Peter Tomasulo,61,85.87,184,158
115,116,116,Casey Wittenberg,71,85.85,212,182
116,117,117,Steve Marino,98,85.81,303,260
117,118,118,Glen Day,79,85.71,189,162
118,119,119,John Senden,100,85.66,286,245
119,120,120,Rory Sabbatini,81,85.54,249,213
120,121,121,Bob Heintz,59,85.53,159,136
121,122,122,D.J. Trahan,96,85.52,290,248
122,123,123,Marc Leishman,91,85.37,287,245
123,124,124,Bubba Watson,73,85.34,191,163
124,125,125,Michael Letzig,96,85.32,293,250
125,126,126,Leif Olson,51,85.31,177,151
126,127,127,Troy Matteson,95,85.27,258,220
127,128,128,John Merrick,91,85.2,196,167
128,T129,T129,Patrick Sheehan,51,85.04,127,108
129,T129,T129,Kevin Sutherland,96,85.04,254,216
130,T131,T131,Alex Cejka,82,85.0,260,221
131,T131,T131,Rick Price,54,85.0,160,136
132,133,133,J.B. Holmes,74,84.95,206,175
133,T134,T134,Brian Davis,103,84.85,330,280
134,T134,T134,Peter Lonard,86,84.85,264,224
135,136,136,Dustin Johnson,85,84.84,244,207
136,137,137,Rich Beem,77,84.8,204,173
137,138,138,Jeff Maggert,79,84.79,263,223
138,139,139,Colt Knost,71,84.77,197,167
139,140,140,Ken Duke,87,84.75,282,239
140,141,141,Mathew Goggin,76,84.65,215,182
141,142,142,Scott Piercy,85,84.62,260,220
142,143,143,Paul Goydos,79,84.58,240,203
143,144,144,Sergio Garcia,59,84.56,149,126
144,145,145,Mark Wilson,99,84.51,297,251
145,146,146,Greg Owen,97,84.47,264,223
146,147,147,Stuart Appleby,79,84.46,251,212
147,148,148,Ernie Els,70,84.44,180,152
148,149,149,K.J. Choi,65,84.3,172,145
149,150,150,Vijay Singh,71,84.09,176,148
150,151,151,Jason Bohn,88,84.04,282,237
151,152,152,Brendon Todd,53,84.0,175,147
152,153,153,Davis Love III,89,83.83,266,223
153,154,154,Kent Jones,73,83.77,228,191
154,155,155,Rod Pampling,72,83.66,202,169
155,156,156,Tom Lehman,55,83.62,116,97
156,157,157,Steve Elkington,70,83.6,189,158
157,158,158,Jay Williamson,69,83.49,212,177
158,159,159,Brendon de Jonge,90,83.48,230,192
159,T160,T160,Nick O'Hern,90,83.33,270,225
160,T160,T160,Tom Pernice Jr.,82,83.33,270,225
161,162,162,Johnson Wagner,81,83.14,255,212
162,163,163,Kevin Stadler,65,83.07,189,157
163,164,164,Mark Brooks,55,82.93,123,102
164,165,165,Michael Allen,73,82.9,193,160
165,166,166,Marc Turnesa,77,82.77,238,197
166,T167,T167,Jason Gore,74,82.54,252,208
167,T167,T167,Nicholas Thompson,96,82.54,315,260
168,169,169,Rocco Mediate,79,82.35,238,196
169,170,170,Matt Weibring,65,82.32,198,163
170,171,171,Tag Ridings,50,82.19,146,120
171,172,172,Adam Scott,53,81.82,154,126
172,173,173,Billy Mayfair,83,80.88,251,203
173,174,174,Boo Weekley,79,80.75,213,172
174,175,175,Briny Baird,89,80.51,236,190
175,176,176,Greg Kraft,51,80.39,153,123
176,177,177,Joe Durant,62,80.28,142,114
177,178,178,Darron Stiles,52,79.87,149,119
178,179,179,Fred Couples,54,79.71,138,110
179,180,180,Derek Fathauer,63,79.57,186,148
180,181,181,Kirk Triplett,60,79.27,246,195
181,182,182,Jonathan Byrd,89,78.1,274,214
182,183,183,Will MacKenzie,69,76.86,229,176
183,184,184,Ricky Barnes,67,75.58,172,130
