,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
39,T39,T39,Ryuji Imada,85,0.49,144,7.0
40,T39,T39,David Mathis,82,0.49,163,8.0
41,T39,T39,James Nitties,86,0.49,163,8.0
42,43,43,Bart Bryant,58,0.46,108,5.0
43,T44,T44,Alex Cejka,82,0.44,135,6.0
44,T44,T44,Jeff Klauk,97,0.44,203,9.0
45,T46,T46,Greg Chalmers,85,0.43,140,6.0
46,T46,T46,Peter Lonard,86,0.43,163,7.0
47,T46,T46,Justin Rose,71,0.43,117,5.0
48,T49,T49,Brad Adamonis,70,0.42,120,5.0
49,T49,T49,Glen Day,79,0.42,144,6.0
50,T49,T49,Bob Heintz,59,0.42,96,4.0
51,T49,T49,Andres Romero,58,0.42,95,4.0
52,T49,T49,Jimmy Walker,74,0.42,119,5.0
53,T54,T54,Ben Curtis,63,0.41,121,5.0
54,T54,T54,Paul Goydos,79,0.41,123,5.0
55,T54,T54,Davis Love III,89,0.41,169,7.0
56,T54,T54,Billy Mayfair,83,0.41,170,7.0
57,T54,T54,Rod Pampling,72,0.41,123,5.0
58,T54,T54,Chris Stroud,88,0.41,171,7.0
59,T54,T54,Jay Williamson,69,0.41,122,5.0
60,61,61,Scott McCarron,91,0.4,202,8.0
61,62,62,D.A. Points,99,0.39,181,7.0
62,T63,T63,Fred Couples,54,0.38,79,3.0
63,T63,T63,Mathew Goggin,76,0.38,133,5.0
64,T63,T63,Martin Laird,72,0.38,156,6.0
65,T63,T63,Spencer Levin,75,0.38,156,6.0
66,T63,T63,Heath Slocum,95,0.38,159,6.0
67,T68,T68,Marc Leishman,91,0.37,187,7.0
68,T68,T68,Steve Marino,98,0.37,190,7.0
69,T68,T68,Ryan Palmer,78,0.37,136,5.0
70,T68,T68,Marc Turnesa,77,0.37,163,6.0
71,T72,T72,Steve Elkington,70,0.36,140,5.0
72,T72,T72,Corey Pavin,73,0.36,112,4.0
73,T72,T72,Rory Sabbatini,81,0.36,111,4.0
74,T75,T75,Dustin Johnson,85,0.35,113,4.0
75,T75,T75,Scott Verplank,88,0.35,143,5.0
76,T75,T75,Nick Watney,86,0.35,143,5.0
77,T78,T78,Bob Estes,78,0.34,147,5.0
78,T78,T78,Brad Faxon,59,0.34,89,3.0
79,T78,T78,Retief Goosen,74,0.34,117,4.0
80,T78,T78,Kevin Stadler,65,0.34,117,4.0
81,T78,T78,Kevin Streelman,97,0.34,203,7.0
82,T83,T83,Todd Hamilton,83,0.33,121,4.0
83,T83,T83,John Rollins,92,0.33,181,6.0
84,T83,T83,Bo Van Pelt,100,0.33,181,6.0
85,T86,T86,Jonathan Byrd,89,0.32,185,6.0
86,T86,T86,Jim Furyk,86,0.32,125,4.0
87,T86,T86,Richard Johnson,85,0.32,157,5.0
88,T86,T86,Michael Letzig,96,0.32,187,6.0
89,T86,T86,Sean O'Hair,80,0.32,126,4.0
90,T86,T86,Leif Olson,51,0.32,95,3.0
91,T86,T86,Brett Quigley,92,0.32,158,5.0
92,T86,T86,John Senden,100,0.32,251,8.0
93,T86,T86,Charles Warren,63,0.32,94,3.0
94,95,95,Mark Brooks,55,0.31,97,3.0
95,T96,T96,Eric Axley,71,0.3,99,3.0
96,T96,T96,Brendon de Jonge,90,0.3,166,5.0
97,T96,T96,Kent Jones,73,0.3,132,4.0
98,T96,T96,John Mallinger,90,0.3,135,4.0
99,T96,T96,Adam Scott,53,0.3,100,3.0
100,T96,T96,Dean Wilson,81,0.3,132,4.0
101,102,102,Parker McLachlin,71,0.29,140,4.0
102,T103,T103,Chris DiMarco,97,0.28,176,5.0
103,T103,T103,Aron Price,89,0.28,176,5.0
104,T105,T105,Ricky Barnes,67,0.27,111,3.0
105,T105,T105,Brian Bateman,55,0.27,110,3.0
106,T105,T105,Ángel Cabrera,55,0.27,73,2.0
107,T105,T105,Mark Calcavecchia,72,0.27,111,3.0
108,T105,T105,J.J. Henry,97,0.27,226,6.0
109,T105,T105,Charles Howell III,99,0.27,182,5.0
110,T105,T105,Darron Stiles,52,0.27,75,2.0
111,T112,T112,Robert Allenby,71,0.26,115,3.0
112,T112,T112,Lee Janzen,74,0.26,115,3.0
113,T112,T112,Troy Matteson,95,0.26,191,5.0
114,T112,T112,Rick Price,54,0.26,78,2.0
115,116,116,Justin Leonard,95,0.25,119,3.0
116,T117,T117,Brian Davis,103,0.24,164,4.0
117,T117,T117,David Duval,56,0.24,82,2.0
118,T117,T117,Colt Knost,71,0.24,123,3.0
119,T117,T117,Tag Ridings,50,0.24,85,2.0
120,T117,T117,Scott Sterling,51,0.24,85,2.0
121,T117,T117,Steve Stricker,81,0.24,124,3.0
122,T117,T117,Boo Weekley,79,0.24,123,3.0
123,T124,T124,Stewart Cink,79,0.23,131,3.0
124,T124,T124,Sergio Garcia,59,0.23,87,2.0
125,T124,T124,Rocco Mediate,79,0.23,128,3.0
126,T124,T124,Phil Mickelson,66,0.23,88,2.0
127,T128,T128,Robert Garrigus,83,0.22,134,3.0
128,T128,T128,Matt Jones,56,0.22,137,3.0
129,T128,T128,Cliff Kresge,78,0.22,134,3.0
130,T128,T128,Matt Kuchar,82,0.22,135,3.0
131,T128,T128,Jeff Quinney,78,0.22,134,3.0
132,T133,T133,Jason Day,61,0.21,96,2.0
133,T133,T133,Ernie Els,70,0.21,95,2.0
134,T135,T135,Chad Campbell,90,0.2,153,3.0
135,T135,T135,Jason Dufner,90,0.2,151,3.0
136,T135,T135,Harrison Frazar,93,0.2,150,3.0
137,T135,T135,Tom Pernice Jr.,82,0.2,152,3.0
138,T135,T135,Peter Tomasulo,61,0.2,99,2.0
139,T140,T140,Aaron Baddeley,66,0.19,103,2.0
140,T140,T140,Cameron Beckman,87,0.19,157,3.0
141,T140,T140,Luke Donald,79,0.19,107,2.0
142,T140,T140,Nathan Green,104,0.19,210,4.0
143,T140,T140,Ryan Moore,89,0.19,157,3.0
144,T140,T140,Scott Piercy,85,0.19,154,3.0
145,T140,T140,Kirk Triplett,60,0.19,103,2.0
146,T140,T140,Y.E. Yang,83,0.19,159,3.0
147,T148,T148,Daniel Chopra,89,0.18,163,3.0
148,T148,T148,Anthony Kim,76,0.18,113,2.0
149,T148,T148,Jarrod Lyle,65,0.18,112,2.0
150,151,151,Michael Allen,73,0.17,115,2.0
151,T152,T152,Stephen Ames,77,0.16,123,2.0
152,T152,T152,Steve Flesch,77,0.16,128,2.0
153,T152,T152,Jason Gore,74,0.16,129,2.0
154,T152,T152,Will MacKenzie,69,0.16,124,2.0
155,T156,T156,Stuart Appleby,79,0.15,131,2.0
156,T156,T156,Rich Beem,77,0.15,130,2.0
157,T156,T156,Greg Owen,97,0.15,198,3.0
158,T156,T156,Camilo Villegas,76,0.15,136,2.0
159,T156,T156,Mark Wilson,99,0.15,203,3.0
160,T161,T161,Jason Bohn,88,0.14,144,2.0
161,T161,T161,Tom Lehman,55,0.14,73,1.0
162,163,163,Briny Baird,89,0.13,155,2.0
163,T164,T164,Steve Lowery,83,0.12,162,2.0
164,T164,T164,Bill Lunde,83,0.12,163,2.0
165,T164,T164,Nicholas Thompson,96,0.12,173,2.0
166,T167,T167,Padraig Harrington,66,0.11,87,1.0
167,T167,T167,Brian Vranesh,51,0.11,92,1.0
168,T169,T169,Geoff Ogilvy,78,0.09,112,1.0
169,T169,T169,Vijay Singh,71,0.09,112,1.0
170,T171,T171,Ken Duke,87,0.08,124,1.0
171,T171,T171,Bryce Molder,69,0.08,125,1.0
172,T171,T171,Brandt Snedeker,81,0.08,131,1.0
173,T171,T171,Brendon Todd,53,0.08,118,1.0
174,T175,T175,Freddie Jacobson,83,0.07,142,1.0
175,T175,T175,George McNeill,82,0.07,135,1.0
176,177,177,Tim Herron,87,0.06,164,1.0
177,T178,T178,K.J. Choi,65,0.0,105,
178,T178,T178,Derek Fathauer,63,0.0,99,
179,T178,T178,Charley Hoffman,97,0.0,169,
180,T178,T178,J.B. Holmes,74,0.0,117,
181,T178,T178,Jeff Maggert,79,0.0,161,
182,T178,T178,Vaughn Taylor,88,0.0,145,
183,T178,T178,Matt Weibring,65,0.0,88,
