,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
0,1,1,Freddie Jacobson,83,21.3,108,23
1,2,2,Bo Van Pelt,100,21.19,118,25
2,3,3,Kevin Na,91,20.56,107,22
3,4,4,Rich Beem,77,20.41,98,20
4,5,5,Parker McLachlin,71,19.57,92,18
5,6,6,Vaughn Taylor,88,19.3,114,22
6,7,7,Ryan Palmer,78,19.19,99,19
7,8,8,Brandt Snedeker,81,18.99,79,15
8,9,9,Sean O'Hair,80,18.92,74,14
9,10,10,Ken Duke,87,18.68,91,17
10,T11,T11,Andres Romero,58,18.52,54,10
11,T11,T11,Brendon Todd,53,18.52,81,15
12,13,13,Luke Donald,79,18.48,92,17
13,14,14,Brian Gay,96,18.31,142,26
14,T15,T15,Greg Chalmers,85,18.18,110,20
15,T15,T15,Scott Sterling,51,18.18,66,12
16,17,17,Bob Heintz,59,18.06,72,13
17,18,18,Bill Haas,91,17.92,106,19
18,19,19,Ted Purdy,101,17.78,135,24
19,20,20,Zach Johnson,94,17.65,119,21
20,21,21,Tag Ridings,50,17.54,57,10
21,22,22,Jerry Kelly,90,17.09,117,20
22,T23,T23,Brendon de Jonge,90,16.67,114,19
23,T23,T23,Nathan Green,104,16.67,120,20
24,T23,T23,Marc Leishman,91,16.67,132,22
25,T23,T23,Nick O'Hern,90,16.67,138,23
26,27,27,James Nitties,86,16.33,98,16
27,28,28,John Senden,100,16.24,117,19
28,29,29,Chris Riley,77,16.19,105,17
29,30,30,Sergio Garcia,59,16.13,62,10
30,31,31,Matt Weibring,65,15.85,82,13
31,32,32,Boo Weekley,79,15.84,101,16
32,T33,T33,Mark Brooks,55,15.79,57,9
33,T33,T33,Daniel Chopra,89,15.79,95,15
34,35,35,Tom Pernice Jr.,82,15.69,102,16
35,T36,T36,Mark Calcavecchia,72,15.38,91,14
36,T36,T36,Martin Laird,72,15.38,91,14
37,38,38,Geoff Ogilvy,78,14.81,81,12
38,T39,T39,David Mathis,82,14.77,88,13
39,T39,T39,Rod Pampling,72,14.77,88,13
40,41,41,Justin Rose,71,14.74,95,14
41,T42,T42,Kris Blanks,60,14.71,68,10
42,T42,T42,Jason Day,61,14.71,68,10
43,44,44,Dean Wilson,81,14.68,109,16
44,45,45,Jason Bohn,88,14.63,123,18
45,46,46,Mark Wilson,99,14.58,144,21
46,47,47,Scott Piercy,85,14.52,124,18
47,T48,T48,Jonathan Byrd,89,14.29,119,17
48,T48,T48,Brad Faxon,59,14.29,84,12
49,T48,T48,Colt Knost,71,14.29,84,12
50,T51,T51,Aaron Baddeley,66,14.13,92,13
51,T51,T51,Glen Day,79,14.13,92,13
52,53,53,Vijay Singh,71,14.08,71,10
53,54,54,Justin Leonard,95,14.04,114,16
54,55,55,Tim Herron,87,14.02,107,15
55,56,56,Michael Letzig,96,13.93,122,17
56,57,57,Corey Pavin,73,13.92,79,11
57,58,58,Camilo Villegas,76,13.89,72,10
58,59,59,Jarrod Lyle,65,13.85,65,9
59,60,60,Bart Bryant,58,13.7,73,10
60,T61,T61,Matt Jones,56,13.64,66,9
61,T61,T61,Hunter Mahan,94,13.64,110,15
62,63,63,Ryuji Imada,85,13.48,89,12
63,64,64,Scott Verplank,88,13.45,119,16
64,65,65,Chris DiMarco,97,13.39,112,15
65,T66,T66,Alex Cejka,82,13.19,91,12
66,T66,T66,Tim Clark,81,13.19,91,12
67,68,68,Webb Simpson,94,13.18,129,17
68,69,69,Troy Matteson,95,13.14,137,18
69,T70,T70,Eric Axley,71,13.11,61,8
70,T70,T70,Chad Campbell,90,13.11,122,16
71,T70,T70,Nicholas Thompson,96,13.11,122,16
72,T73,T73,Brian Bateman,55,13.04,69,9
73,T73,T73,Pat Perez,74,13.04,69,9
74,T75,T75,Tommy Armour III,58,12.99,77,10
75,T75,T75,Bryce Molder,69,12.99,77,10
76,77,77,Cliff Kresge,78,12.96,108,14
77,78,78,Brian Davis,103,12.8,125,16
78,T79,T79,Tim Petrovic,97,12.73,110,14
79,T79,T79,John Rollins,92,12.73,110,14
80,T79,T79,D.J. Trahan,96,12.73,110,14
81,82,82,Matt Bettencourt,98,12.69,134,17
82,83,83,Jeff Overton,92,12.63,95,12
83,T84,T84,Ángel Cabrera,55,12.5,40,5
84,T84,T84,Jason Gore,74,12.5,88,11
85,T84,T84,Richard Johnson,85,12.5,128,16
86,T84,T84,Phil Mickelson,66,12.5,64,8
87,T84,T84,Joe Ogilvie,85,12.5,104,13
88,T84,T84,Adam Scott,53,12.5,56,7
89,T84,T84,Nick Watney,86,12.5,72,9
90,91,91,George McNeill,82,12.4,121,15
91,92,92,Cameron Beckman,87,12.39,113,14
92,93,93,Matt Kuchar,82,12.38,105,13
93,94,94,Dustin Johnson,85,12.36,89,11
94,95,95,Mathew Goggin,76,12.35,81,10
95,96,96,Charley Hoffman,97,12.26,106,13
96,97,97,Brett Quigley,92,12.24,98,12
97,98,98,Greg Owen,97,12.2,123,15
98,99,99,Briny Baird,89,12.15,107,13
99,100,100,Greg Kraft,51,12.07,58,7
100,101,101,Bill Lunde,83,12.04,108,13
101,T102,T102,Kent Jones,73,12.0,75,9
102,T102,T102,Kevin Stadler,65,12.0,75,9
103,T104,T104,Jeff Maggert,79,11.97,117,14
104,T104,T104,David Toms,98,11.97,142,17
105,106,106,Steve Stricker,81,11.96,92,11
106,107,107,Kirk Triplett,60,11.94,67,8
107,108,108,Charles Warren,63,11.9,84,10
108,109,109,Brian Vranesh,51,11.86,59,7
109,110,110,Peter Tomasulo,61,11.84,76,9
110,111,111,Darron Stiles,52,11.76,51,6
111,112,112,Billy Mayfair,83,11.7,94,11
112,113,113,Ben Crane,93,11.67,120,14
