,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
0,1,1,Kirk Triplett,60,0.98,59,60
1,2,2,Robert Allenby,71,0.89,62,70
2,3,3,Matt Bettencourt,98,0.86,84,98
3,T4,T4,Nicholas Thompson,96,0.84,81,96
4,T4,T4,Peter Tomasulo,61,0.84,51,61
5,6,6,J.B. Holmes,74,0.82,61,74
6,T7,T7,Mark Calcavecchia,72,0.81,58,72
7,T7,T7,Joe Durant,62,0.81,50,62
8,T9,T9,Jeff Maggert,79,0.8,63,79
9,T9,T9,Vijay Singh,71,0.8,55,69
10,T11,T11,Adam Scott,53,0.79,41,52
11,T11,T11,Darron Stiles,52,0.79,41,52
12,13,13,Will MacKenzie,69,0.78,54,69
13,T14,T14,Billy Mayfair,83,0.76,63,83
14,T14,T14,Sean O'Hair,80,0.76,58,76
15,T14,T14,Brian Vranesh,51,0.76,39,51
16,17,17,Jay Williamson,69,0.75,52,69
17,18,18,Brendon Todd,53,0.74,39,53
18,T19,T19,Jason Gore,74,0.73,54,74
19,T19,T19,Leif Olson,51,0.73,37,51
20,T21,T21,Robert Garrigus,83,0.7,58,83
21,T21,T21,D.J. Trahan,96,0.7,67,96
22,T21,T21,Marc Turnesa,77,0.7,54,77
23,T21,T21,Gary Woodland,53,0.7,37,53
24,T25,T25,Ricky Barnes,67,0.69,46,67
25,T25,T25,Boo Weekley,79,0.69,53,77
26,27,27,Rocco Mediate,79,0.68,54,79
27,T28,T28,Steve Lowery,83,0.67,56,83
28,T28,T28,Bill Lunde,83,0.67,56,83
29,30,30,Justin Rose,71,0.66,46,70
30,T31,T31,Rick Price,54,0.65,35,54
31,T31,T31,Andres Romero,58,0.65,37,57
32,T33,T33,Kenny Perry,92,0.64,58,91
33,T33,T33,Chris Stroud,88,0.64,56,88
34,T33,T33,Camilo Villegas,76,0.64,47,73
35,T36,T36,Ángel Cabrera,55,0.63,34,54
36,T36,T36,Greg Kraft,51,0.63,32,51
37,T36,T36,Peter Lonard,86,0.63,54,86
38,T36,T36,Ted Purdy,101,0.63,64,101
39,T36,T36,Kevin Streelman,97,0.63,61,97
40,T36,T36,Charles Warren,63,0.63,40,63
41,T36,T36,Matt Weibring,65,0.63,41,65
42,T43,T43,Jonathan Byrd,89,0.62,55,89
43,T43,T43,Brendon de Jonge,90,0.62,56,90
44,T43,T43,Ernie Els,70,0.62,41,66
45,T43,T43,Tom Lehman,55,0.62,34,55
46,T43,T43,Marc Leishman,91,0.62,56,91
47,T43,T43,D.A. Points,99,0.62,61,99
48,T49,T49,Rich Beem,77,0.61,47,77
49,T49,T49,Fred Couples,54,0.61,33,54
50,T49,T49,Steve Flesch,77,0.61,47,77
51,T49,T49,Davis Love III,89,0.61,53,87
52,T49,T49,Parker McLachlin,71,0.61,43,71
53,T54,T54,Ken Duke,87,0.6,52,87
