,Average_Putting_Distance_-_GIR_3_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_3_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_3_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_3_Putts_ROUNDS,Average_Putting_Distance_-_GIR_3_Putts_AVG,Average_Putting_Distance_-_GIR_3_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_3_Putts_TOTAL PUTTS
0,1,1,David Duval,56,"86' 0""",86.0,1
1,2,2,Matt Bettencourt,98,"85' 11""",85.917,1
2,3,3,Vaughn Taylor,88,"80' 8""",161.333,2
3,4,4,Billy Mayfair,83,"76' 3""",152.5,2
4,5,5,Ryuji Imada,85,"70' 2""",70.167,1
5,6,6,Nick Watney,86,"63' 7""",63.583,1
6,7,7,Brad Adamonis,70,"62' 10""",62.833,1
7,8,8,Padraig Harrington,66,"60' 11""",60.917,1
8,9,9,Tom Lehman,55,"60' 7""",60.583,1
9,10,10,Ricky Barnes,67,"59' 6""",59.5,1
10,11,11,Chris DiMarco,97,"58' 5""",116.75,2
11,12,12,Steve Flesch,77,"57' 9""",57.75,1
12,13,13,Leif Olson,51,"54' 10""",54.833,1
13,14,14,Rory Sabbatini,81,"54' 1""",54.083,1
14,15,15,Paul Goydos,79,"52' 10""",52.833,1
15,16,16,Jonathan Byrd,89,"51' 10""",51.833,1
16,17,17,Jeff Quinney,78,"51' 8""",103.333,2
17,18,18,George McNeill,82,"51' 2""",51.167,1
18,19,19,Aaron Baddeley,66,"47' 10""",95.667,2
19,20,20,John Merrick,91,"47' 9""",47.75,1
20,21,21,Brian Davis,103,"47' 6""",47.5,1
21,22,22,Nathan Green,104,"47' 2""",47.167,1
22,23,23,Eric Axley,71,"46' 6""",46.5,1
23,24,24,Tim Herron,87,"46' 5""",46.417,1
24,25,25,Matt Kuchar,82,"46' 2""",46.167,1
25,26,26,Jerry Kelly,90,"45' 0""",45.0,1
26,27,27,Kevin Stadler,65,"44' 11""",44.917,1
27,28,28,Mark Calcavecchia,72,"44' 9""",89.5,2
28,29,29,Greg Owen,97,"43' 11""",131.667,3
29,30,30,Hunter Mahan,94,"43' 10""",43.833,1
30,31,31,Phil Mickelson,66,"43' 7""",87.167,2
31,T32,T32,John Senden,100,"42' 9""",171.083,4
32,T32,T32,Mark Wilson,99,"42' 9""",85.5,2
33,34,34,Ian Poulter,59,"42' 7""",42.583,1
34,T35,T35,Ken Duke,87,"41' 6""",41.5,1
35,T35,T35,Troy Matteson,95,"41' 6""",41.5,1
36,37,37,Kirk Triplett,60,"41' 5""",165.75,4
37,38,38,Daniel Chopra,89,"40' 10""",40.833,1
38,39,39,Pat Perez,74,"40' 9""",40.75,1
39,40,40,Kevin Na,91,"40' 5""",40.417,1
40,41,41,Briny Baird,89,"40' 0""",79.917,2
41,T42,T42,Kent Jones,73,"39' 0""",39.0,1
42,T42,T42,Casey Wittenberg,71,"39' 0""",39.0,1
43,44,44,Brendon Todd,53,"38' 8""",77.333,2
44,45,45,Glen Day,79,"38' 5""",76.75,2
45,46,46,Tim Clark,81,"38' 2""",38.167,1
46,47,47,Y.E. Yang,83,"37' 4""",37.333,1
47,48,48,Brandt Snedeker,81,"36' 10""",36.833,1
48,49,49,Nicholas Thompson,96,"35' 5""",70.833,2
49,50,50,Dustin Johnson,85,"33' 7""",67.167,2
50,51,51,Kris Blanks,60,"33' 0""",33.0,1
51,52,52,Michael Letzig,96,"32' 5""",32.417,1
52,53,53,Webb Simpson,94,"31' 11""",63.75,2
53,54,54,Martin Laird,72,"31' 10""",63.667,2
54,55,55,Nick O'Hern,90,"31' 6""",126.0,4
55,56,56,Aron Price,89,"31' 0""",31.0,1
56,57,57,Marc Leishman,91,"30' 11""",30.916999999999998,1
57,58,58,Ben Curtis,63,"30' 1""",30.083000000000002,1
58,59,59,Todd Hamilton,83,"29' 0""",29.0,1
59,60,60,Lucas Glover,93,"28' 6""",56.917,2
60,61,61,Gary Woodland,53,"27' 6""",27.5,1
61,62,62,Rick Price,54,"27' 2""",27.166999999999998,1
62,63,63,Scott Verplank,88,"25' 1""",25.083000000000002,1
63,64,64,Richard Johnson,85,"24' 11""",24.916999999999998,1
64,65,65,Zach Johnson,94,"24' 4""",24.333000000000002,1
65,66,66,Will MacKenzie,69,"24' 3""",48.417,2
66,67,67,Matt Weibring,65,"23' 2""",23.166999999999998,1
67,68,68,Steve Lowery,83,"21' 3""",42.5,2
68,69,69,Boo Weekley,79,"19' 7""",58.667,3
69,70,70,Carl Pettersson,86,"19' 6""",58.417,3
70,71,71,Greg Kraft,51,"17' 10""",35.667,2
71,72,72,Jason Day,61,"14' 10""",14.833,1
72,73,73,Fred Couples,54,"12' 10""",12.833,1
73,74,74,Johnson Wagner,81,"12' 5""",12.417,1
74,75,75,Ted Purdy,101,"10' 6""",10.5,1
75,76,76,Jason Gore,74,"9' 2""",9.167,1
76,77,77,David Mathis,82,"8' 8""",8.667,1
77,78,78,Brett Quigley,92,"7' 3""",7.25,1
