,Putting_from_15-25_RANK THIS WEEK,Putting_from_15-25_RANK LAST WEEK,Putting_from_15-25_PLAYER NAME,Putting_from_15-25_ROUNDS,Putting_from_15-25_% MADE,Putting_from_15-25_ATTEMPTS,Putting_from_15-25_PUTTS MADE
0,1,1,Kevin Na,91,23.11,251,58
1,2,2,Bob Heintz,59,22.49,169,38
2,3,3,Greg Chalmers,85,22.45,245,55
3,4,4,Stephen Ames,77,21.86,215,47
4,5,5,Freddie Jacobson,83,21.65,254,55
5,6,6,James Nitties,86,20.5,239,49
6,7,7,Brian Gay,96,20.47,298,61
7,8,8,Geoff Ogilvy,78,20.43,186,38
8,9,9,D.A. Points,99,20.14,278,56
9,10,10,Dean Wilson,81,19.6,250,49
10,11,11,Kris Blanks,60,19.54,174,34
11,12,12,Parker McLachlin,71,19.5,200,39
12,13,13,Bo Van Pelt,100,19.47,262,51
13,14,14,Nick Watney,86,19.29,197,38
14,T15,T15,Brandt Snedeker,81,19.23,208,40
15,T15,T15,Kirk Triplett,60,19.23,182,35
16,17,17,Rod Pampling,72,19.2,224,43
17,18,18,Scott Piercy,85,19.16,261,50
18,19,19,Justin Rose,71,19.12,204,39
19,20,20,Pat Perez,74,19.07,194,37
20,21,21,Joe Ogilvie,85,19.03,247,47
21,22,22,Brendon de Jonge,90,18.93,280,53
22,23,23,Luke Donald,79,18.89,217,41
23,24,24,Jerry Kelly,90,18.73,267,50
24,25,25,Brendon Todd,53,18.71,171,32
25,26,26,Charley Hoffman,97,18.63,263,49
26,27,27,Corey Pavin,73,18.62,188,35
27,T28,T28,Zach Johnson,94,18.6,258,48
28,T28,T28,Matt Kuchar,82,18.6,242,45
29,30,30,Martin Laird,72,18.52,216,40
30,31,31,George McNeill,82,18.5,254,47
31,32,32,Chris Riley,77,18.42,228,42
32,33,33,Sean O'Hair,80,17.92,173,31
33,T34,T34,Mark Calcavecchia,72,17.84,213,38
34,T34,T34,Ken Duke,87,17.84,213,38
35,36,36,Bill Haas,91,17.8,264,47
36,37,37,Padraig Harrington,66,17.74,186,33
37,38,38,Nathan Green,104,17.71,288,51
38,T39,T39,Jason Gore,74,17.67,215,38
39,T39,T39,Ryuji Imada,85,17.67,215,38
40,T41,T41,Dustin Johnson,85,17.65,238,42
41,T41,T41,Troy Matteson,95,17.65,306,54
42,43,43,Marc Leishman,91,17.57,296,52
43,44,44,Vaughn Taylor,88,17.56,279,49
44,45,45,Mark Brooks,55,17.52,137,24
45,46,46,Daniel Chopra,89,17.41,270,47
46,47,47,John Senden,100,17.38,305,53
47,48,48,Matt Jones,56,17.33,150,26
48,49,49,Andres Romero,58,17.32,127,22
49,50,50,Bill Lunde,83,17.07,246,42
50,51,51,Nick O'Hern,90,17.0,300,51
51,52,52,Ben Crane,93,16.99,259,44
52,53,53,Michael Allen,73,16.92,195,33
53,54,54,Michael Letzig,96,16.91,278,47
54,55,55,Stewart Cink,79,16.89,219,37
55,56,56,Ben Curtis,63,16.87,166,28
56,57,57,Steve Lowery,83,16.85,267,45
57,58,58,David Mathis,82,16.74,227,38
58,59,59,Matt Bettencourt,98,16.72,299,50
59,T60,T60,Eric Axley,71,16.67,192,32
60,T60,T60,Sergio Garcia,59,16.67,150,25
61,T60,T60,Mike Weir,85,16.67,216,36
62,T63,T63,Scott McCarron,91,16.6,241,40
63,T63,T63,Ryan Palmer,78,16.6,247,41
64,65,65,Todd Hamilton,83,16.59,229,38
65,66,66,Anthony Kim,76,16.58,187,31
66,67,67,Jim Furyk,86,16.51,218,36
67,68,68,Brad Faxon,59,16.48,176,29
68,69,69,Derek Fathauer,63,16.47,170,28
69,70,70,Mark Wilson,99,16.45,304,50
70,T71,T71,Jonathan Byrd,89,16.42,268,44
71,T71,T71,Chad Campbell,90,16.42,268,44
72,73,73,Webb Simpson,94,16.39,299,49
73,74,74,Jason Day,61,16.36,165,27
74,75,75,Matt Weibring,65,16.34,202,33
75,76,76,Kevin Sutherland,96,16.32,239,39
76,77,77,Chris Stroud,88,16.3,276,45
77,78,78,Camilo Villegas,76,16.29,178,29
78,79,79,Aaron Baddeley,66,16.26,203,33
79,80,80,Tim Herron,87,16.24,271,44
80,81,81,Carl Pettersson,86,16.21,253,41
81,82,82,Harrison Frazar,93,16.16,297,48
82,T83,T83,Ángel Cabrera,55,16.1,118,19
83,T83,T83,Tom Pernice Jr.,82,16.1,236,38
84,85,85,Colt Knost,71,16.08,199,32
85,86,86,Darron Stiles,52,16.06,137,22
86,87,87,Scott Verplank,88,16.04,268,43
87,88,88,Ted Purdy,101,16.03,312,50
88,89,89,Nicholas Thompson,96,16.01,306,49
89,T90,T90,Alex Cejka,82,15.98,244,39
90,T90,T90,Charlie Wi,92,15.98,244,39
91,92,92,Cameron Beckman,87,15.96,282,45
92,93,93,Justin Leonard,95,15.93,270,43
93,94,94,Lee Janzen,74,15.92,201,32
94,T95,T95,K.J. Choi,65,15.88,170,27
95,T95,T95,Davis Love III,89,15.88,277,44
96,T97,T97,Lucas Glover,93,15.81,272,43
97,T97,T97,Marc Turnesa,77,15.81,272,43
98,99,99,Hunter Mahan,94,15.75,273,43
99,100,100,Steve Stricker,81,15.74,197,31
100,101,101,David Toms,98,15.61,314,49
101,T102,T102,J.B. Holmes,74,15.56,180,28
102,T102,T102,Bryce Molder,69,15.56,180,28
103,T102,T102,Jeff Quinney,78,15.56,225,35
104,T102,T102,Tag Ridings,50,15.56,135,21
105,106,106,Steve Marino,98,15.49,297,46
106,107,107,Tim Clark,81,15.46,207,32
