,Putting_from_6_RANK THIS WEEK,Putting_from_6_RANK LAST WEEK,Putting_from_6_PLAYER NAME,Putting_from_6_ROUNDS,Putting_from_6_% MADE,Putting_from_6_ATTEMPTS,Putting_from_6_PUTTS MADE
0,1,1,Tiger Woods,64,85.42,48,41
1,2,2,Nick Watney,86,84.62,78,66
2,3,3,Colt Knost,71,83.87,62,52
3,4,4,Mike Weir,85,82.61,69,57
4,5,5,Jason Day,61,82.5,40,33
5,6,6,Luke Donald,79,82.35,68,56
6,7,7,Jarrod Lyle,65,80.85,47,38
7,8,8,Aaron Baddeley,66,80.52,77,62
8,9,9,Brian Gay,96,79.52,83,66
9,10,10,Mark Calcavecchia,72,79.45,73,58
10,11,11,Jim Furyk,86,78.26,69,54
11,12,12,Jeff Overton,92,78.18,110,86
12,13,13,Zach Johnson,94,77.65,85,66
13,14,14,Brian Davis,103,77.48,111,86
14,15,15,Brandt Snedeker,81,77.46,71,55
15,16,16,Charlie Wi,92,77.42,93,72
16,17,17,Dustin Johnson,85,76.81,69,53
17,18,18,George McNeill,82,76.74,86,66
18,19,19,Jeff Quinney,78,76.62,77,59
19,20,20,Jeff Maggert,79,76.54,81,62
20,21,21,Casey Wittenberg,71,76.36,55,42
21,22,22,Matt Kuchar,82,76.19,84,64
22,T23,T23,Michael Letzig,96,76.12,67,51
23,T23,T23,Camilo Villegas,76,76.12,67,51
24,25,25,Bryce Molder,69,75.86,58,44
25,26,26,Ryuji Imada,85,75.81,62,47
26,27,27,Brendon Todd,53,75.51,49,37
27,28,28,Tommy Armour III,58,75.47,53,40
28,29,29,Webb Simpson,94,75.21,117,88
29,T30,T30,Cliff Kresge,78,75.0,76,57
30,T30,T30,Kevin Na,91,75.0,96,72
31,T30,T30,Bubba Watson,73,75.0,44,33
32,33,33,Steve Stricker,81,74.65,71,53
33,34,34,Steve Marino,98,74.44,90,67
34,35,35,Kevin Sutherland,96,74.32,74,55
35,36,36,Nathan Green,104,74.23,97,72
36,37,37,Mathew Goggin,76,74.19,62,46
37,38,38,Brett Quigley,92,74.16,89,66
38,T39,T39,Jeff Klauk,97,73.91,92,68
39,T39,T39,Greg Kraft,51,73.91,46,34
40,T41,T41,Hunter Mahan,94,73.86,88,65
41,T41,T41,Ryan Palmer,78,73.86,88,65
42,43,43,Phil Mickelson,66,73.77,61,45
43,44,44,Bill Haas,91,73.75,80,59
