,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
0,1,1,Aaron Baddeley,66,7.91,514,65
1,2,2,Parker McLachlin,71,7.9,561,71
2,T3,T3,Luke Donald,79,7.89,600,76
3,T3,T3,Webb Simpson,94,7.89,742,94
4,T5,T5,Brad Faxon,59,7.88,465,59
5,T5,T5,Joe Ogilvie,85,7.88,670,85
6,7,7,Matt Kuchar,82,7.72,633,82
7,8,8,Mike Weir,85,7.7,647,84
8,T9,T9,Padraig Harrington,66,7.65,497,65
9,T9,T9,Anthony Kim,76,7.65,566,74
10,T11,T11,Daniel Chopra,89,7.63,679,89
11,T11,T11,Pat Perez,74,7.63,549,72
12,13,13,Ian Poulter,59,7.61,426,56
13,14,14,Ryuji Imada,85,7.59,645,85
14,15,15,Steve Stricker,81,7.58,599,79
15,16,16,Tim Clark,81,7.51,586,78
16,17,17,Tiger Woods,64,7.48,464,62
17,18,18,Ben Crane,93,7.46,694,93
18,19,19,Brian Gay,96,7.45,715,96
19,20,20,Bob Estes,78,7.44,580,78
20,21,21,Jim Furyk,86,7.41,615,83
21,22,22,Retief Goosen,74,7.4,540,73
22,23,23,Charlie Wi,92,7.38,679,92
23,T24,T24,Matt Bettencourt,98,7.35,720,98
24,T24,T24,Geoff Ogilvy,78,7.35,529,72
25,26,26,Kevin Na,91,7.33,667,91
26,27,27,Tom Pernice Jr.,82,7.32,600,82
27,28,28,Stephen Ames,77,7.31,548,75
28,T29,T29,Scott McCarron,91,7.29,663,91
29,T29,T29,Jeff Quinney,78,7.29,569,78
30,31,31,Tim Petrovic,97,7.28,706,97
31,32,32,Phil Mickelson,66,7.25,457,63
32,33,33,George McNeill,82,7.24,594,82
33,T34,T34,Woody Austin,84,7.23,607,84
34,T34,T34,Charley Hoffman,97,7.23,701,97
35,T34,T34,Freddie Jacobson,83,7.23,600,83
36,T34,T34,Jeff Overton,92,7.23,665,92
37,38,38,Steve Lowery,83,7.22,599,83
38,T39,T39,Brian Davis,103,7.21,743,103
39,T39,T39,Zach Johnson,94,7.21,663,92
40,41,41,Lucas Glover,93,7.2,670,93
41,T42,T42,Justin Leonard,95,7.19,654,91
42,T42,T42,Kenny Perry,92,7.19,654,91
43,T44,T44,Ángel Cabrera,55,7.17,387,54
44,T44,T44,Hunter Mahan,94,7.17,660,92
45,T44,T44,Justin Rose,71,7.17,502,70
46,47,47,Nathan Green,104,7.15,744,104
47,48,48,Brandt Snedeker,81,7.14,578,81
48,49,49,Mark Calcavecchia,72,7.11,512,72
49,50,50,Tim Herron,87,7.1,618,87
50,T51,T51,Bob Heintz,59,7.08,418,59
51,T51,T51,Ryan Palmer,78,7.08,552,78
52,53,53,Rod Pampling,72,7.07,502,71
53,54,54,Michael Letzig,96,7.05,677,96
54,55,55,Harrison Frazar,93,7.03,654,93
55,56,56,Carl Pettersson,86,7.01,603,86
56,T57,T57,Ben Curtis,63,7.0,434,62
57,T57,T57,Bubba Watson,73,7.0,511,73
58,T59,T59,Ryan Moore,89,6.98,621,89
59,T59,T59,Kirk Triplett,60,6.98,419,60
60,T59,T59,Nick Watney,86,6.98,600,86
61,T62,T62,Eric Axley,71,6.97,495,71
62,T62,T62,Steve Flesch,77,6.97,537,77
