,Putting_from_8_RANK THIS WEEK,Putting_from_8_RANK LAST WEEK,Putting_from_8_PLAYER NAME,Putting_from_8_ROUNDS,Putting_from_8_% MADE,Putting_from_8_ATTEMPTS,Putting_from_8_PUTTS MADE
0,1,1,Spencer Levin,75,71.7,53,38
1,2,2,Aaron Baddeley,66,67.44,43,29
2,3,3,Charles Howell III,99,64.94,77,50
3,4,4,Kenny Perry,92,64.86,74,48
4,5,5,Joe Ogilvie,85,64.81,54,35
5,6,6,Steve Flesch,77,63.83,47,30
6,7,7,Kevin Sutherland,96,63.64,44,28
7,8,8,Leif Olson,51,63.16,38,24
8,9,9,Brandt Snedeker,81,62.75,51,32
9,10,10,George McNeill,82,62.5,56,35
10,11,11,Andres Romero,58,62.16,37,23
11,12,12,Boo Weekley,79,62.12,66,41
12,13,13,Zach Johnson,94,61.67,60,37
13,14,14,Bo Van Pelt,100,61.04,77,47
14,15,15,Jeff Overton,92,61.02,59,36
15,16,16,Richard Johnson,85,60.94,64,39
16,17,17,Dustin Johnson,85,60.78,51,31
17,18,18,Retief Goosen,74,60.53,38,23
18,19,19,Marc Leishman,91,60.29,68,41
19,T20,T20,Harrison Frazar,93,60.0,45,27
20,T20,T20,Matt Kuchar,82,60.0,55,33
21,T20,T20,Rod Pampling,72,60.0,55,33
22,T20,T20,Pat Perez,74,60.0,50,30
23,T20,T20,Scott Sterling,51,60.0,35,21
24,25,25,Bryce Molder,69,59.52,42,25
25,26,26,Briny Baird,89,59.26,54,32
26,27,27,Chris Riley,77,59.18,49,29
27,T28,T28,Tim Clark,81,59.09,44,26
28,T28,T28,Bob Heintz,59,59.09,44,26
29,30,30,Heath Slocum,95,58.9,73,43
30,T31,T31,Tommy Armour III,58,58.82,51,30
31,T31,T31,Gary Woodland,53,58.82,34,20
32,33,33,Hunter Mahan,94,58.73,63,37
33,34,34,Paul Goydos,79,58.7,46,27
34,35,35,Aron Price,89,58.57,70,41
35,36,36,Freddie Jacobson,83,58.49,53,31
36,37,37,John Merrick,91,58.18,55,32
37,38,38,Nathan Green,104,58.11,74,43
38,39,39,Brian Gay,96,58.06,62,36
39,40,40,Anthony Kim,76,57.78,45,26
40,41,41,Y.E. Yang,83,57.69,52,30
41,42,42,Scott Verplank,88,57.58,66,38
42,43,43,Matt Jones,56,57.14,35,20
43,44,44,Stephen Ames,77,56.86,51,29
44,45,45,Brad Adamonis,70,56.76,37,21
45,46,46,Scott Piercy,85,56.72,67,38
46,T47,T47,Jason Bohn,88,56.25,64,36
47,T47,T47,Michael Letzig,96,56.25,80,45
48,T47,T47,Jeff Maggert,79,56.25,64,36
49,T50,T50,David Mathis,82,56.06,66,37
50,T50,T50,Ryan Palmer,78,56.06,66,37
51,T50,T50,Vaughn Taylor,88,56.06,66,37
52,T53,T53,Brad Faxon,59,56.0,50,28
53,T53,T53,Robert Garrigus,83,56.0,50,28
54,T55,T55,Ryan Moore,89,55.88,68,38
55,T55,T55,Mike Weir,85,55.88,68,38
56,57,57,Joe Durant,62,55.81,43,24
57,58,58,Jimmy Walker,74,55.77,52,29
58,59,59,Justin Leonard,95,55.74,61,34
59,T60,T60,Mark Calcavecchia,72,55.56,54,30
60,T60,T60,Jason Day,61,55.56,36,20
61,T60,T60,Luke Donald,79,55.56,54,30
62,63,63,Brendon de Jonge,90,55.36,56,31
63,T64,T64,Woody Austin,84,55.0,60,33
64,T64,T64,Casey Wittenberg,71,55.0,40,22
65,66,66,Chad Campbell,90,54.9,51,28
66,T67,T67,Jerry Kelly,90,54.84,62,34
67,T67,T67,Steve Marino,98,54.84,62,34
68,T67,T67,John Rollins,92,54.84,62,34
69,70,70,Carl Pettersson,86,54.72,53,29
70,71,71,Nicholas Thompson,96,54.69,64,35
71,T72,T72,Brian Vranesh,51,54.55,33,18
72,T72,T72,Tiger Woods,64,54.55,22,12
73,74,74,Matt Bettencourt,98,54.43,79,43
74,75,75,Patrick Sheehan,51,54.29,35,19
75,76,76,K.J. Choi,65,54.17,48,26
76,T77,T77,Brian Bateman,55,54.05,37,20
77,T77,T77,Colt Knost,71,54.05,37,20
78,79,79,Johnson Wagner,81,53.85,65,35
79,T80,T80,Charley Hoffman,97,53.52,71,38
80,T80,T80,Kevin Streelman,97,53.52,71,38
81,82,82,Steve Lowery,83,53.33,60,32
82,83,83,Greg Chalmers,85,53.23,62,33
83,T84,T84,Stewart Cink,79,53.19,47,25
84,T84,T84,Todd Hamilton,83,53.19,47,25
85,T86,T86,Michael Allen,73,53.06,49,26
86,T86,T86,Glen Day,79,53.06,49,26
87,88,88,Parker McLachlin,71,53.03,66,35
88,89,89,Brian Davis,103,53.01,83,44
89,T90,T90,Jim Furyk,86,52.94,51,27
90,T90,T90,Kevin Na,91,52.94,68,36
91,92,92,J.J. Henry,97,52.83,53,28
92,93,93,Ian Poulter,59,52.78,36,19
93,94,94,Cameron Beckman,87,52.63,57,30
94,95,95,Mark Wilson,99,52.56,78,41
95,T96,T96,Jeff Klauk,97,52.31,65,34
96,T96,T96,David Toms,98,52.31,65,34
97,98,98,Bubba Watson,73,52.27,44,23
98,99,99,Ben Crane,93,52.24,67,35
99,100,100,Will MacKenzie,69,52.0,50,26
100,T101,T101,James Nitties,86,51.85,54,28
101,T101,T101,Marc Turnesa,77,51.85,54,28
102,T103,T103,Ángel Cabrera,55,51.72,29,15
103,T103,T103,Ken Duke,87,51.72,58,30
104,T103,T103,Lee Janzen,74,51.72,29,15
105,106,106,Davis Love III,89,51.67,60,31
106,107,107,Ben Curtis,63,51.61,31,16
107,108,108,Bill Lunde,83,51.56,64,33
108,109,109,Peter Lonard,86,51.52,66,34
109,110,110,Scott McCarron,91,51.43,70,36
110,111,111,Justin Rose,71,51.28,39,20
111,112,112,Cliff Kresge,78,51.11,45,23
112,113,113,Mathew Goggin,76,51.02,49,25
113,114,114,Matt Weibring,65,50.94,53,27
114,115,115,Ernie Els,70,50.91,55,28
115,116,116,Chris Stroud,88,50.88,57,29
116,117,117,Tim Petrovic,97,50.85,59,30
117,T118,T118,Troy Matteson,95,50.79,63,32
118,T118,T118,Tom Pernice Jr.,82,50.79,63,32
119,120,120,Nick Watney,86,50.77,65,33
120,T121,T121,Steve Elkington,70,50.0,48,24
121,T121,T121,Padraig Harrington,66,50.0,34,17
122,T121,T121,Ryuji Imada,85,50.0,66,33
123,T121,T121,Jarrod Lyle,65,50.0,36,18
124,T121,T121,Chez Reavie,81,50.0,60,30
125,T121,T121,Steve Stricker,81,50.0,42,21
126,T121,T121,Brendon Todd,53,50.0,24,12
127,T121,T121,D.J. Trahan,96,50.0,72,36
128,T121,T121,Camilo Villegas,76,50.0,44,22
129,130,130,Webb Simpson,94,49.18,61,30
130,131,131,Jason Gore,74,49.09,55,27
131,T132,T132,Kris Blanks,60,48.98,49,24
132,T132,T132,Derek Fathauer,63,48.98,49,24
133,134,134,Lucas Glover,93,48.75,80,39
134,135,135,Tim Herron,87,48.61,72,35
135,136,136,Chris DiMarco,97,48.44,64,31
136,137,137,John Mallinger,90,47.95,73,35
137,138,138,Mark Brooks,55,47.83,23,11
138,T139,T139,Rich Beem,77,47.69,65,31
139,T139,T139,Nick O'Hern,90,47.69,65,31
