,Total_1_Putts_-_10-15_RANK THIS WEEK,Total_1_Putts_-_10-15_RANK LAST WEEK,Total_1_Putts_-_10-15_PLAYER NAME,Total_1_Putts_-_10-15_ROUNDS,Total_1_Putts_-_10-15_TOTAL,Total_1_Putts_-_10-15_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_10-15_PCT OF ALL 1-PUTTS
66,T65,T65,Mike Weir,85,59,534,11.0
67,T68,T68,Ben Crane,93,58,596,9.7
68,T68,T68,Brendon de Jonge,90,58,533,10.9
69,T68,T68,Charles Howell III,99,58,559,10.4
70,T68,T68,Ryuji Imada,85,58,530,10.9
71,T68,T68,James Nitties,86,58,550,10.5
72,T68,T68,Nick O'Hern,90,58,601,9.7
73,T68,T68,John Rollins,92,58,565,10.3
74,T75,T75,Dustin Johnson,85,57,445,12.8
75,T75,T75,David Mathis,82,57,512,11.1
76,T75,T75,Scott Piercy,85,57,515,11.1
77,T75,T75,Brett Quigley,92,57,523,10.9
78,T75,T75,D.J. Trahan,96,57,517,11.0
79,T80,T80,Jim Furyk,86,56,506,11.1
80,T80,T80,John Merrick,91,56,451,12.4
81,T82,T82,Ken Duke,87,55,509,10.8
82,T82,T82,Brian Gay,96,55,658,8.4
83,T84,T84,Bob Estes,78,54,521,10.4
84,T84,T84,Todd Hamilton,83,54,443,12.2
85,T84,T84,Richard Johnson,85,54,513,10.5
86,T84,T84,Chris Riley,77,54,500,10.8
87,T84,T84,Johnson Wagner,81,54,499,10.8
88,T89,T89,Stephen Ames,77,53,414,12.8
89,T89,T89,Briny Baird,89,53,469,11.3
90,T89,T89,Kent Jones,73,53,404,13.1
91,T89,T89,Martin Laird,72,53,427,12.4
92,T89,T89,Y.E. Yang,83,53,491,10.8
93,T94,T94,Glen Day,79,52,427,12.2
94,T94,T94,Jeff Overton,92,52,588,8.8
95,T96,T96,Stuart Appleby,79,51,424,12.0
96,T96,T96,Chad Campbell,90,51,493,10.3
97,T96,T96,Bill Haas,91,51,585,8.7
98,T96,T96,Sean O'Hair,80,51,420,12.1
99,T96,T96,Ryan Palmer,78,51,499,10.2
100,T96,T96,Rod Pampling,72,51,464,11.0
101,T96,T96,Nick Watney,86,51,491,10.4
102,T103,T103,Geoff Ogilvy,78,50,439,11.4
103,T103,T103,Chez Reavie,81,50,467,10.7
104,T103,T103,Steve Stricker,81,50,484,10.3
105,T103,T103,Charles Warren,63,50,348,14.4
106,T107,T107,Jason Day,61,49,389,12.6
107,T107,T107,Retief Goosen,74,49,424,11.6
108,T107,T107,Spencer Levin,75,49,463,10.6
109,T107,T107,Justin Rose,71,49,418,11.7
110,T107,T107,Rory Sabbatini,81,49,480,10.2
111,T112,T112,Rich Beem,77,48,398,12.1
112,T112,T112,J.B. Holmes,74,48,423,11.3
113,T112,T112,Anthony Kim,76,48,470,10.2
114,T115,T115,Stewart Cink,79,47,421,11.2
115,T115,T115,Ernie Els,70,47,389,12.1
116,T115,T115,Robert Garrigus,83,47,473,9.9
117,T115,T115,Jason Gore,74,47,417,11.3
118,T115,T115,Cliff Kresge,78,47,490,9.6
119,T115,T115,Greg Owen,97,47,518,9.1
120,T121,T121,Steve Elkington,70,46,397,11.6
121,T121,T121,Jimmy Walker,74,46,472,9.7
122,T121,T121,Bubba Watson,73,46,407,11.3
123,T124,T124,Brad Faxon,59,45,403,11.2
124,T124,T124,Camilo Villegas,76,45,376,12.0
125,T126,T126,Eric Axley,71,44,439,10.0
126,T126,T126,Cameron Beckman,87,44,512,8.6
127,T126,T126,Kevin Sutherland,96,44,522,8.4
128,T126,T126,Kirk Triplett,60,44,387,11.4
129,T130,T130,Alex Cejka,82,43,493,8.7
130,T130,T130,Davis Love III,89,43,511,8.4
131,T132,T132,Brad Adamonis,70,42,429,9.8
132,T132,T132,Derek Fathauer,63,42,361,11.6
133,T132,T132,Tom Lehman,55,42,201,20.9
134,T132,T132,Billy Mayfair,83,42,431,9.7
135,T132,T132,Phil Mickelson,66,42,359,11.7
136,T132,T132,Corey Pavin,73,42,381,11.0
137,T132,T132,Boo Weekley,79,42,416,10.1
138,T132,T132,Tiger Woods,64,42,379,11.1
139,T140,T140,Aaron Baddeley,66,41,461,8.9
140,T140,T140,Ben Curtis,63,41,350,11.7
141,T140,T140,Steve Flesch,77,41,431,9.5
142,T140,T140,Mathew Goggin,76,41,401,10.2
143,T140,T140,Bob Heintz,59,41,393,10.4
144,T140,T140,Matt Weibring,65,41,402,10.2
145,T146,T146,Michael Allen,73,40,394,10.2
146,T146,T146,Mark Calcavecchia,72,40,441,9.1
147,T146,T146,Rocco Mediate,79,40,434,9.2
148,T149,T149,Robert Allenby,71,39,357,10.9
149,T149,T149,Brendon Todd,53,39,309,12.6
150,151,151,Mark Brooks,55,38,293,13.0
151,T152,T152,Sergio Garcia,59,37,304,12.2
152,T152,T152,Colt Knost,71,37,377,9.8
153,T152,T152,Kevin Stadler,65,37,367,10.1
154,T155,T155,Bart Bryant,58,36,351,10.3
155,T155,T155,Will MacKenzie,69,36,383,9.4
156,T157,T157,Fred Couples,54,35,284,12.3
157,T157,T157,Leif Olson,51,35,305,11.5
158,T157,T157,Ian Poulter,59,35,328,10.7
159,T157,T157,Brian Vranesh,51,35,305,11.5
160,161,161,Brian Bateman,55,34,322,10.6
161,T162,T162,Joe Durant,62,33,293,11.3
162,T162,T162,Tag Ridings,50,33,260,12.7
163,T162,T162,Patrick Sheehan,51,33,260,12.7
164,165,165,Peter Tomasulo,61,32,309,10.4
165,T166,T166,Tommy Armour III,58,31,346,9.0
166,T166,T166,Ricky Barnes,67,31,314,9.9
167,T166,T166,Padraig Harrington,66,31,388,8.0
168,T166,T166,Matt Jones,56,31,310,10.0
169,T166,T166,Greg Kraft,51,31,283,11.0
170,T166,T166,Jarrod Lyle,65,31,314,9.9
171,T166,T166,Casey Wittenberg,71,31,353,8.8
172,T173,T173,Ángel Cabrera,55,30,290,10.3
173,T173,T173,Jay Williamson,69,30,348,8.6
174,T175,T175,K.J. Choi,65,29,339,8.6
175,T175,T175,Vijay Singh,71,29,351,8.3
176,T175,T175,Scott Sterling,51,29,272,10.7
177,T178,T178,Kris Blanks,60,28,330,8.5
178,T178,T178,David Duval,56,28,296,9.5
179,180,180,Darron Stiles,52,26,293,8.9
180,181,181,Adam Scott,53,24,269,8.9
181,T182,T182,Rick Price,54,23,260,8.8
182,T182,T182,Andres Romero,58,23,305,7.5
183,184,184,Gary Woodland,53,19,230,8.3
