,Putting_from_4-8_RANK THIS WEEK,Putting_from_4-8_RANK LAST WEEK,Putting_from_4-8_PLAYER NAME,Putting_from_4-8_ROUNDS,Putting_from_4-8_% MADE,Putting_from_4-8_ATTEMPTS,Putting_from_4-8_PUTTS MADE
0,1,1,Tiger Woods,64,78.61,187,147
1,2,2,Aaron Baddeley,66,77.66,273,212
2,3,3,Jason Day,61,76.56,192,147
3,4,4,Brandt Snedeker,81,76.34,279,213
4,5,5,Bryce Molder,69,76.15,218,166
5,6,6,Colt Knost,71,75.98,229,174
6,7,7,Luke Donald,79,75.4,248,187
7,8,8,Joe Ogilvie,85,75.22,335,252
8,9,9,Brian Gay,96,75.0,368,276
9,10,10,Tim Clark,81,74.69,241,180
10,11,11,Zach Johnson,94,74.52,310,231
11,12,12,Ryan Palmer,78,74.46,325,242
12,13,13,Charlie Wi,92,73.54,359,264
13,14,14,Ben Crane,93,73.42,365,268
14,15,15,Chris Riley,77,73.33,255,187
15,16,16,Matt Jones,56,73.3,191,140
16,17,17,Padraig Harrington,66,73.2,194,142
17,18,18,Cliff Kresge,78,73.08,312,228
18,19,19,Casey Wittenberg,71,72.77,224,163
19,20,20,Jeff Overton,92,72.75,356,259
20,21,21,Brad Adamonis,70,72.73,231,168
21,22,22,Nathan Green,104,72.66,428,311
22,23,23,Freddie Jacobson,83,72.64,318,231
23,24,24,Steve Stricker,81,72.62,263,191
24,25,25,Anthony Kim,76,72.57,288,209
25,T26,T26,Andres Romero,58,72.34,188,136
26,T26,T26,Webb Simpson,94,72.34,394,285
27,28,28,Richard Johnson,85,72.33,318,230
28,T29,T29,Brad Faxon,59,72.22,234,169
29,T29,T29,Retief Goosen,74,72.22,216,156
30,31,31,Greg Chalmers,85,71.97,314,226
31,32,32,Ryan Moore,89,71.95,353,254
32,33,33,Y.E. Yang,83,71.88,313,225
33,34,34,Jarrod Lyle,65,71.7,212,152
34,35,35,Steve Marino,98,71.59,359,257
35,36,36,Steve Flesch,77,71.58,285,204
36,37,37,George McNeill,82,71.57,306,219
37,T38,T38,Hunter Mahan,94,71.52,309,221
38,T38,T38,Kevin Sutherland,96,71.52,302,216
39,40,40,Cameron Beckman,87,71.25,313,223
40,41,41,Charles Howell III,99,71.14,343,244
41,42,42,Vaughn Taylor,88,71.11,315,224
42,43,43,Matt Kuchar,82,71.02,283,201
43,44,44,Harrison Frazar,93,70.99,324,230
44,45,45,Bill Lunde,83,70.97,341,242
45,46,46,Aron Price,89,70.95,358,254
46,47,47,John Rollins,92,70.91,330,234
47,48,48,Geoff Ogilvy,78,70.83,264,187
48,49,49,Jeff Quinney,78,70.72,304,215
49,50,50,Kenny Perry,92,70.68,324,229
50,51,51,Eric Axley,71,70.56,248,175
51,52,52,Pat Perez,74,70.46,281,198
52,53,53,Jeff Klauk,97,70.43,372,262
53,54,54,Leif Olson,51,70.37,216,152
54,55,55,Carl Pettersson,86,70.27,296,208
55,56,56,Spencer Levin,75,70.25,279,196
56,57,57,Jimmy Walker,74,70.18,285,200
57,58,58,Mike Weir,85,69.96,273,191
58,59,59,Jim Furyk,86,69.92,256,179
59,60,60,Dustin Johnson,85,69.89,269,188
60,61,61,Mark Calcavecchia,72,69.83,295,206
61,62,62,Woody Austin,84,69.79,374,261
62,63,63,Kevin Na,91,69.71,340,237
63,64,64,Brendon Todd,53,69.68,188,131
64,65,65,Jeff Maggert,79,69.67,333,232
65,66,66,Kevin Streelman,97,69.58,378,263
66,T67,T67,Scott Sterling,51,69.54,151,105
67,T67,T67,Brian Vranesh,51,69.54,197,137
68,69,69,Jerry Kelly,90,69.51,305,212
69,T70,T70,Ángel Cabrera,55,69.48,154,107
70,T70,T70,Bob Heintz,59,69.48,213,148
71,72,72,Ben Curtis,63,69.47,190,132
72,73,73,Robert Garrigus,83,69.4,317,220
73,74,74,Bo Van Pelt,100,69.39,379,263
74,75,75,Tommy Armour III,58,69.35,248,172
75,76,76,Steve Lowery,83,69.16,321,222
76,77,77,Nick Watney,86,69.15,295,204
77,78,78,David Toms,98,69.02,326,225
78,79,79,Justin Leonard,95,69.0,300,207
79,80,80,Scott Piercy,85,68.9,344,237
80,81,81,Bubba Watson,73,68.87,212,146
81,82,82,Brian Bateman,55,68.84,199,137
82,T83,T83,Stewart Cink,79,68.8,234,161
83,T83,T83,Ted Purdy,101,68.8,391,269
84,85,85,Brian Davis,103,68.79,423,291
85,86,86,Daniel Chopra,89,68.57,350,240
86,87,87,Scott McCarron,91,68.55,337,231
87,88,88,K.J. Choi,65,68.47,222,152
88,89,89,Tim Petrovic,97,68.35,357,244
89,90,90,Charley Hoffman,97,68.33,360,246
90,91,91,Ken Duke,87,68.23,299,204
91,92,92,James Nitties,86,68.14,317,216
92,93,93,Michael Letzig,96,68.08,354,241
93,94,94,Gary Woodland,53,68.05,169,115
94,95,95,Matt Bettencourt,98,68.01,422,287
95,96,96,Brett Quigley,92,67.88,330,224
96,97,97,Rich Beem,77,67.7,257,174
97,98,98,Marc Leishman,91,67.66,368,249
98,99,99,Corey Pavin,73,67.62,210,142
99,100,100,Todd Hamilton,83,67.54,268,181
100,101,101,Parker McLachlin,71,67.52,314,212
101,T102,T102,Lee Janzen,74,67.44,258,174
102,T102,T102,Ian Poulter,59,67.44,172,116
103,104,104,Jay Williamson,69,67.36,242,163
104,105,105,Mark Wilson,99,67.35,389,262
105,106,106,Steve Elkington,70,67.32,257,173
106,107,107,John Merrick,91,67.29,269,181
107,108,108,Chez Reavie,81,67.28,272,183
108,109,109,Nick O'Hern,90,67.26,336,226
109,110,110,Stephen Ames,77,67.23,235,158
110,111,111,Scott Verplank,88,67.2,314,211
111,112,112,David Mathis,82,67.16,338,227
112,T113,T113,Briny Baird,89,67.13,286,192
113,T113,T113,Paul Goydos,79,67.13,286,192
114,115,115,Chris DiMarco,97,67.04,355,238
115,116,116,Rory Sabbatini,81,67.0,297,199
116,117,117,Sean O'Hair,80,66.93,257,172
117,T118,T118,Martin Laird,72,66.78,292,195
118,T118,T118,Dean Wilson,81,66.78,283,189
119,T120,T120,Bill Haas,91,66.76,349,233
120,T120,T120,Tim Herron,87,66.76,346,231
121,122,122,J.J. Henry,97,66.56,314,209
122,123,123,John Senden,100,66.48,352,234
123,124,124,Jason Dufner,90,66.47,337,224
124,125,125,Johnson Wagner,81,66.46,322,214
125,126,126,J.B. Holmes,74,66.45,301,200
126,127,127,John Mallinger,90,66.44,295,196
127,128,128,Kris Blanks,60,66.38,232,154
128,129,129,Chris Stroud,88,66.37,333,221
129,130,130,Phil Mickelson,66,66.36,214,142
130,131,131,Kevin Stadler,65,66.23,228,151
131,132,132,David Duval,56,66.17,201,133
132,133,133,Tom Pernice Jr.,82,66.13,313,207
133,134,134,Bob Estes,78,65.98,291,192
134,135,135,Rod Pampling,72,65.9,261,172
135,136,136,Heath Slocum,95,65.83,360,237
136,137,137,Darron Stiles,52,65.82,196,129
137,138,138,Mathew Goggin,76,65.75,254,167
138,139,139,Jason Bohn,88,65.65,329,216
139,140,140,D.A. Points,99,65.55,357,234
140,141,141,Camilo Villegas,76,65.5,229,150
141,142,142,Ryuji Imada,85,65.29,314,205
142,T143,T143,Bart Bryant,58,65.16,221,144
143,T143,T143,Chad Campbell,90,65.16,287,187
144,145,145,Peter Lonard,86,65.14,350,228
145,146,146,Davis Love III,89,65.05,329,214
146,147,147,Robert Allenby,71,65.04,246,160
147,148,148,Michael Allen,73,64.96,234,152
148,149,149,Nicholas Thompson,96,64.75,383,248
149,150,150,Sergio Garcia,59,64.55,189,122
150,T151,T151,Charles Warren,63,64.49,214,138
151,T151,T151,Boo Weekley,79,64.49,276,178
152,153,153,Troy Matteson,95,64.37,334,215
153,154,154,Patrick Sheehan,51,64.29,168,108
154,155,155,Alex Cejka,82,64.08,309,198
155,156,156,Jason Gore,74,64.0,275,176
156,157,157,Rick Price,54,63.78,185,118
157,158,158,Justin Rose,71,63.64,242,154
158,159,159,Marc Turnesa,77,63.55,299,190
159,160,160,Greg Owen,97,63.25,351,222
160,161,161,Mark Brooks,55,63.19,163,103
161,162,162,D.J. Trahan,96,63.04,349,220
162,163,163,Joe Durant,62,62.94,197,124
163,164,164,Matt Weibring,65,62.86,245,154
164,165,165,Glen Day,79,62.81,242,152
165,166,166,Ricky Barnes,67,62.8,207,130
166,167,167,Lucas Glover,93,62.58,318,199
167,168,168,Brendon de Jonge,90,62.54,331,207
168,169,169,Kent Jones,73,62.5,272,170
169,170,170,Peter Tomasulo,61,62.38,202,126
170,171,171,Stuart Appleby,79,62.31,260,162
171,172,172,Ernie Els,70,62.29,236,147
172,173,173,Kirk Triplett,60,62.12,264,164
173,174,174,Greg Kraft,51,61.93,176,109
174,175,175,Derek Fathauer,63,61.84,228,141
175,176,176,Fred Couples,54,61.66,193,119
176,177,177,Tag Ridings,50,61.25,160,98
177,178,178,Rocco Mediate,79,61.21,281,172
178,179,179,Will MacKenzie,69,61.05,267,163
179,180,180,Adam Scott,53,60.29,204,123
180,181,181,Jonathan Byrd,89,59.58,334,199
181,182,182,Billy Mayfair,83,59.17,289,171
182,183,183,Vijay Singh,71,58.65,208,122
183,184,184,Tom Lehman,55,54.55,132,72
