,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,1,Webb Simpson,45.56,246,540
1,2,2,Retief Goosen,45.32,155,342
2,3,3,Tim Clark,44.97,170,378
3,4,4,Brad Faxon,44.93,186,414
4,5,5,Ryuji Imada,44.67,201,450
5,6,6,Parker McLachlin,44.44,200,450
6,7,7,Padraig Harrington,44.15,151,342
7,8,8,Bob Estes,43.94,174,396
8,9,9,Luke Donald,43.89,158,360
9,10,10,Tom Pernice Jr.,43.8,205,468
10,11,11,Ernie Els,43.21,140,324
11,12,12,Daniel Chopra,42.09,197,468
12,13,13,Tiger Woods,42.01,121,288
13,14,14,Jeff Overton,41.88,196,468
14,T15,T15,Steve Flesch,41.67,180,432
15,T15,T15,Matt Kuchar,41.67,180,432
16,17,17,Jason Dufner,41.45,194,468
17,18,18,Jim Furyk,41.41,164,396
18,19,19,Ryan Palmer,41.24,193,468
19,20,20,Chris Riley,41.16,163,396
20,21,21,Andres Romero,41.05,133,324
21,22,22,Lucas Glover,41.03,192,468
22,23,23,Fred Couples,40.97,118,288
23,24,24,Matt Bettencourt,40.93,221,540
24,T25,T25,Eric Axley,40.87,206,504
25,T25,T25,Mark Wilson,40.87,206,504
26,27,27,Mike Weir,40.82,169,414
27,T28,T28,Pat Perez,40.74,154,378
28,T28,T28,Steve Stricker,40.74,154,378
29,30,30,Zach Johnson,40.67,183,450
30,31,31,Stephen Ames,40.66,161,396
31,T32,T32,Aaron Baddeley,40.56,146,360
32,T32,T32,Nathan Green,40.56,219,540
33,34,34,Scott Piercy,40.38,189,468
34,35,35,Kenny Perry,40.34,167,414
35,T36,T36,David Mathis,40.33,196,486
36,T36,T36,Ryan Moore,40.33,196,486
37,T38,T38,Ángel Cabrera,40.28,116,288
38,T38,T38,Joe Ogilvie,40.28,203,504
39,40,40,Bryce Molder,40.21,152,378
40,41,41,Ben Curtis,40.2,123,306
41,42,42,John Mallinger,40.12,195,486
42,43,43,Geoff Ogilvy,40.06,137,342
43,44,44,Hunter Mahan,40.05,173,432
44,45,45,Anthony Kim,39.95,151,378
45,46,46,Charlie Wi,39.88,201,504
46,47,47,Woody Austin,39.81,172,432
47,48,48,Tim Petrovic,39.78,222,558
48,49,49,Carl Pettersson,39.71,193,486
49,T50,T50,Chad Campbell,39.56,178,450
50,T50,T50,Freddie Jacobson,39.56,178,450
51,52,52,Davis Love III,39.33,177,450
52,T53,T53,Brandt Snedeker,39.32,184,468
53,T53,T53,Kevin Sutherland,39.32,184,468
54,55,55,Charley Hoffman,39.3,191,486
55,56,56,Phil Mickelson,39.22,120,306
56,T57,T57,Brad Adamonis,39.12,169,432
57,T57,T57,J.B. Holmes,39.12,169,432
58,59,59,Jerry Kelly,39.11,176,450
59,60,60,Steve Lowery,39.1,183,468
60,61,61,James Nitties,39.09,190,486
61,T62,T62,Ben Crane,38.89,182,468
62,T62,T62,Brian Davis,38.89,210,540
63,T62,T62,Harrison Frazar,38.89,196,504
64,T62,T62,David Toms,38.89,189,486
65,T62,T62,Matt Weibring,38.89,154,396
66,T67,T67,Greg Chalmers,38.68,181,468
67,T67,T67,Tim Herron,38.68,188,486
68,T69,T69,Richard Johnson,38.67,174,450
69,T69,T69,Justin Leonard,38.67,174,450
70,71,71,Mark Calcavecchia,38.65,160,414
71,72,72,Rod Pampling,38.64,153,396
72,73,73,Robert Allenby,38.61,139,360
73,74,74,Aron Price,38.46,180,468
74,75,75,Nick O'Hern,38.27,186,486
75,T76,T76,George McNeill,38.25,179,468
76,T76,T76,Dean Wilson,38.25,179,468
77,78,78,Jason Day,38.24,117,306
78,79,79,Ian Poulter,38.19,110,288
79,80,80,Jimmy Walker,38.16,158,414
80,81,81,Bo Van Pelt,38.15,206,540
81,82,82,Bill Haas,38.12,199,522
82,T83,T83,Cameron Beckman,38.03,178,468
83,T83,T83,Bill Lunde,38.03,178,468
84,T85,T85,Brian Bateman,37.92,157,414
85,T85,T85,Jason Gore,37.92,157,414
86,T87,T87,Derek Fathauer,37.73,163,432
87,T87,T87,Rory Sabbatini,37.73,163,432
88,T87,T87,Scott Verplank,37.73,163,432
89,90,90,Y.E. Yang,37.68,156,414
90,T91,T91,Jeff Klauk,37.5,189,504
91,T91,T91,Will MacKenzie,37.5,162,432
92,T91,T91,Kevin Na,37.5,162,432
93,T91,T91,Vaughn Taylor,37.5,189,504
94,T91,T91,Kirk Triplett,37.5,135,360
95,96,96,Bubba Watson,37.44,155,414
96,T97,T97,Marc Leishman,37.3,188,504
97,T97,T97,Justin Rose,37.3,141,378
98,99,99,Nick Watney,37.27,161,432
99,100,100,Michael Letzig,37.18,174,468
100,101,101,Brendon de Jonge,37.16,194,522
101,T102,T102,Paul Goydos,37.11,167,450
102,T102,T102,Jeff Quinney,37.11,167,450
103,T104,T104,Stuart Appleby,37.04,160,432
104,T104,T104,Alex Cejka,37.04,160,432
105,106,106,Marc Turnesa,36.97,193,522
106,107,107,Leif Olson,36.94,133,360
107,T108,T108,Jason Bohn,36.89,166,450
108,T108,T108,Peter Tomasulo,36.89,166,450
109,110,110,Cliff Kresge,36.83,179,486
110,111,111,Mark Brooks,36.81,106,288
111,112,112,Todd Hamilton,36.78,192,522
112,113,113,K.J. Choi,36.77,139,378
113,114,114,Jeff Maggert,36.75,172,468
114,115,115,Dustin Johnson,36.71,152,414
115,116,116,Ted Purdy,36.67,198,540
116,117,117,Bart Bryant,36.6,112,306
117,T118,T118,Brian Gay,36.54,171,468
118,T118,T118,Scott McCarron,36.54,171,468
119,120,120,Sean O'Hair,36.51,138,378
120,121,121,John Rollins,36.42,177,486
121,122,122,Steve Marino,36.4,190,522
122,123,123,Troy Matteson,36.3,196,540
123,124,124,David Duval,36.24,137,378
124,125,125,Corey Pavin,36.23,150,414
125,126,126,Chris DiMarco,36.02,188,522
126,127,127,Stewart Cink,35.98,136,378
127,128,128,Johnson Wagner,35.9,168,468
128,129,129,Brian Vranesh,35.83,129,360
129,130,130,Billy Mayfair,35.71,180,504
130,131,131,Camilo Villegas,35.67,122,342
131,132,132,Nicholas Thompson,35.66,199,558
132,133,133,John Senden,35.63,186,522
133,T134,T134,Chez Reavie,35.6,173,486
134,T134,T134,Chris Stroud,35.6,173,486
135,T136,T136,D.A. Points,35.44,185,522
136,T136,T136,Kevin Streelman,35.44,185,522
137,138,138,Brendon Todd,35.19,133,378
138,T139,T139,Bob Heintz,35.0,126,360
139,T139,T139,Kevin Stadler,35.0,126,360
140,141,141,Tommy Armour III,34.97,107,306
141,142,142,Gary Woodland,34.88,113,324
142,143,143,Ken Duke,34.87,182,522
143,144,144,Rocco Mediate,34.85,138,396
144,T145,T145,Sergio Garcia,34.72,100,288
145,T145,T145,J.J. Henry,34.72,175,504
146,147,147,Greg Kraft,34.66,131,378
147,148,148,Michael Allen,34.6,137,396
148,149,149,Robert Garrigus,34.49,149,432
149,T150,T150,Rich Beem,34.44,155,450
150,T150,T150,Peter Lonard,34.44,186,540
151,T150,T150,D.J. Trahan,34.44,186,540
152,153,153,Martin Laird,34.26,148,432
153,T154,T154,Jonathan Byrd,34.22,154,450
154,T154,T154,Glen Day,34.22,154,450
155,156,156,John Merrick,34.13,172,504
156,157,157,Lee Janzen,34.06,141,414
157,T158,T158,Briny Baird,33.93,171,504
158,T158,T158,Brett Quigley,33.93,171,504
159,T160,T160,Kris Blanks,33.89,122,360
160,T160,T160,Vijay Singh,33.89,122,360
161,T160,T160,Heath Slocum,33.89,183,540
162,163,163,Matt Jones,33.68,97,288
163,164,164,Spencer Levin,33.56,151,450
164,165,165,Charles Howell III,33.52,175,522
165,T166,T166,Steve Elkington,33.33,132,396
166,T166,T166,Kent Jones,33.33,144,432
167,T166,T166,Adam Scott,33.33,108,324
168,169,169,Joe Durant,33.06,119,360
169,170,170,Greg Owen,32.57,170,522
170,171,171,Scott Sterling,32.29,93,288
171,172,172,Charles Warren,32.22,116,360
172,T173,T173,Jarrod Lyle,32.01,121,378
173,T173,T173,Boo Weekley,32.01,121,378
174,175,175,Colt Knost,31.71,137,432
175,176,176,Darron Stiles,31.58,108,342
176,177,177,Mathew Goggin,31.4,130,414
177,178,178,Casey Wittenberg,31.25,135,432
178,179,179,Tag Ridings,31.11,84,270
179,180,180,Rick Price,30.69,116,378
180,181,181,Jay Williamson,30.05,119,396
181,182,182,Ricky Barnes,29.71,123,414
182,183,183,Patrick Sheehan,28.89,78,270
183,184,184,Tom Lehman,28.82,83,288
