,Putting_from_5_RANK THIS WEEK,Putting_from_5_RANK LAST WEEK,Putting_from_5_PLAYER NAME,Putting_from_5_ROUNDS,Putting_from_5_% MADE,Putting_from_5_ATTEMPTS,Putting_from_5_PUTTS MADE
0,1,1,Ben Crane,93,92.37,118,109
1,2,2,Brad Adamonis,70,91.67,72,66
2,3,3,Geoff Ogilvy,78,91.4,93,85
3,4,4,Luke Donald,79,91.25,80,73
4,5,5,Brandt Snedeker,81,90.43,94,85
5,6,6,Bryce Molder,69,89.71,68,61
6,7,7,Tiger Woods,64,89.33,75,67
7,8,8,Ryan Palmer,78,88.39,112,99
8,9,9,Kenny Perry,92,88.12,101,89
9,10,10,Brian Gay,96,88.03,142,125
10,11,11,John Rollins,92,88.0,100,88
11,12,12,Kris Blanks,60,87.67,73,64
12,13,13,Steve Flesch,77,87.64,89,78
13,14,14,Charlie Wi,92,87.5,128,112
14,15,15,Anthony Kim,76,87.27,110,96
15,16,16,Aaron Baddeley,66,87.13,101,88
16,17,17,Corey Pavin,73,87.1,62,54
17,T18,T18,Charles Howell III,99,87.04,108,94
18,T18,T18,Freddie Jacobson,83,87.04,108,94
19,20,20,Brad Faxon,59,87.01,77,67
20,21,21,Carl Pettersson,86,87.0,100,87
21,22,22,Charles Warren,63,86.79,53,46
22,23,23,Tim Clark,81,86.75,83,72
23,24,24,Retief Goosen,74,86.67,75,65
24,25,25,Jimmy Walker,74,86.6,97,84
25,26,26,Joe Ogilvie,85,86.55,119,103
26,27,27,Jason Day,61,86.49,74,64
27,28,28,Bart Bryant,58,86.42,81,70
28,29,29,Y.E. Yang,83,86.32,117,101
29,30,30,Matt Jones,56,86.15,65,56
30,31,31,Zach Johnson,94,85.85,106,91
31,T32,T32,Richard Johnson,85,85.84,113,97
32,T32,T32,Jeff Quinney,78,85.84,113,97
33,T32,T32,Bo Van Pelt,100,85.84,113,97
34,35,35,Cameron Beckman,87,85.71,105,90
35,36,36,Greg Chalmers,85,85.58,104,89
36,37,37,Gary Woodland,53,85.48,62,53
37,38,38,Vaughn Taylor,88,85.44,103,88
38,39,39,Cliff Kresge,78,85.19,108,92
39,40,40,Chris Riley,77,85.11,94,80
40,41,41,Aron Price,89,85.04,127,108
41,42,42,Jim Furyk,86,85.0,80,68
42,43,43,Justin Leonard,95,84.96,113,96
43,44,44,Ben Curtis,63,84.93,73,62
44,45,45,Sean O'Hair,80,84.71,85,72
45,46,46,D.A. Points,99,84.67,137,116
46,47,47,Nathan Green,104,84.56,149,126
47,48,48,Charley Hoffman,97,84.48,116,98
48,49,49,Tim Petrovic,97,84.35,115,97
49,50,50,Jeff Overton,92,84.21,114,96
50,51,51,Jarrod Lyle,65,84.0,75,63
51,52,52,J.B. Holmes,74,83.7,92,77
52,53,53,John Senden,100,83.64,110,92
53,T54,T54,Padraig Harrington,66,83.61,61,51
54,T54,T54,Andres Romero,58,83.61,61,51
55,56,56,Stewart Cink,79,83.56,73,61
56,57,57,Casey Wittenberg,71,83.53,85,71
57,58,58,Woody Austin,84,83.46,127,106
58,T59,T59,Stephen Ames,77,83.33,66,55
59,T59,T59,David Duval,56,83.33,60,50
60,T59,T59,Todd Hamilton,83,83.33,84,70
61,62,62,Dean Wilson,81,83.16,95,79
62,63,63,Brian Vranesh,51,83.08,65,54
63,64,64,Jerry Kelly,90,83.0,100,83
64,65,65,Bill Lunde,83,82.93,123,102
65,66,66,Pat Perez,74,82.88,111,92
66,67,67,John Mallinger,90,82.83,99,82
67,68,68,Scott Sterling,51,82.76,58,48
68,69,69,Peter Lonard,86,82.73,110,91
69,70,70,Mathew Goggin,76,82.72,81,67
70,71,71,Martin Laird,72,82.65,98,81
71,72,72,Ted Purdy,101,82.44,131,108
72,73,73,Bob Heintz,59,82.43,74,61
73,74,74,Kevin Streelman,97,82.11,123,101
74,75,75,Chez Reavie,81,82.02,89,73
75,76,76,Webb Simpson,94,81.95,133,109
76,T77,T77,Bill Haas,91,81.82,110,90
77,T77,T77,D.J. Trahan,96,81.82,110,90
78,79,79,Daniel Chopra,89,81.75,126,103
79,80,80,Ángel Cabrera,55,81.63,49,40
80,81,81,Bubba Watson,73,81.58,76,62
81,82,82,Ryan Moore,89,81.42,113,92
