,Putting_from_4_RANK THIS WEEK,Putting_from_4_RANK LAST WEEK,Putting_from_4_PLAYER NAME,Putting_from_4_ROUNDS,Putting_from_4_% MADE,Putting_from_4_ATTEMPTS,Putting_from_4_PUTTS MADE
0,1,1,Freddie Jacobson,83,98.59,142,140
1,2,2,Jim Furyk,86,96.85,127,123
2,3,3,Nick Watney,86,96.82,157,152
3,4,4,Matt Kuchar,82,96.53,144,139
4,5,5,Luke Donald,79,96.4,111,107
5,6,6,Tiger Woods,64,96.12,103,99
6,7,7,Mark Calcavecchia,72,95.74,141,135
7,8,8,Tommy Armour III,58,95.5,111,106
8,9,9,Greg Chalmers,85,95.48,155,148
9,T10,T10,Nathan Green,104,95.45,220,210
10,T10,T10,Lee Janzen,74,95.45,110,105
11,12,12,Spencer Levin,75,95.38,130,124
12,13,13,Brad Faxon,59,95.37,108,103
13,14,14,Richard Johnson,85,95.3,149,142
14,15,15,Tim Clark,81,95.27,148,141
15,16,16,Ángel Cabrera,55,95.24,84,80
16,T17,T17,Ben Crane,93,95.19,187,178
17,T17,T17,Scott McCarron,91,95.19,187,178
18,19,19,Jason Dufner,90,95.18,166,158
19,20,20,Jeff Klauk,97,95.14,185,176
20,21,21,Brendon de Jonge,90,95.04,121,115
21,22,22,Brian Gay,96,94.77,172,163
22,T23,T23,Kevin Na,91,94.7,151,143
23,T23,T23,Kenny Perry,92,94.7,151,143
24,T23,T23,Y.E. Yang,83,94.7,151,143
25,26,26,Jeff Overton,92,94.65,187,177
26,27,27,Daniel Chopra,89,94.59,185,175
27,28,28,Kevin Sutherland,96,94.56,147,139
28,29,29,Brian Bateman,55,94.44,108,102
29,30,30,Justin Leonard,95,94.41,143,135
30,31,31,Charley Hoffman,97,94.3,158,149
31,32,32,Eric Axley,71,94.29,140,132
32,33,33,Pat Perez,74,94.16,137,129
33,34,34,Ian Poulter,59,94.06,101,95
34,35,35,Ryan Moore,89,94.04,151,142
35,T36,T36,Joe Ogilvie,85,93.98,166,156
36,T36,T36,Tim Petrovic,97,93.98,166,156
37,38,38,Scott Verplank,88,93.88,147,138
38,39,39,Jerry Kelly,90,93.87,163,153
39,40,40,Anthony Kim,76,93.85,130,122
40,41,41,Parker McLachlin,71,93.81,113,106
41,42,42,George McNeill,82,93.79,145,136
42,T43,T43,Ben Curtis,63,93.68,95,89
43,T43,T43,Matt Jones,56,93.68,95,89
44,45,45,Mike Weir,85,93.66,142,133
45,46,46,Geoff Ogilvy,78,93.53,139,130
46,47,47,Retief Goosen,74,93.52,108,101
47,48,48,David Mathis,82,93.43,137,128
48,49,49,Phil Mickelson,66,93.39,121,113
49,50,50,Robert Allenby,71,93.33,90,84
50,51,51,Bill Haas,91,93.29,164,153
51,52,52,David Duval,56,93.27,104,97
52,53,53,Chad Campbell,90,93.08,130,121
53,54,54,Justin Rose,71,93.04,115,107
54,55,55,Kevin Streelman,97,92.97,185,172
55,T56,T56,Michael Allen,73,92.86,112,104
56,T56,T56,Stephen Ames,77,92.86,126,117
57,T56,T56,Peter Tomasulo,61,92.86,112,104
58,59,59,Kent Jones,73,92.8,125,116
59,60,60,Charles Warren,63,92.78,97,90
60,61,61,David Toms,98,92.76,152,141
61,62,62,Ryuji Imada,85,92.75,138,128
62,63,63,Steve Marino,98,92.73,165,153
63,64,64,Chris Stroud,88,92.72,151,140
64,65,65,Harrison Frazar,93,92.57,175,162
65,66,66,Dean Wilson,81,92.55,161,149
66,67,67,Bart Bryant,58,92.52,107,99
67,68,68,James Nitties,86,92.49,173,160
68,69,69,Zach Johnson,94,92.35,183,169
69,T70,T70,Padraig Harrington,66,92.31,91,84
70,T70,T70,Ryan Palmer,78,92.31,156,144
71,72,72,Bo Van Pelt,100,92.23,206,190
72,73,73,Steve Stricker,81,92.13,127,117
73,74,74,Glen Day,79,92.11,114,105
74,75,75,Corey Pavin,73,92.08,101,93
75,76,76,Webb Simpson,94,92.05,176,162
76,77,77,Stewart Cink,79,92.04,113,104
