,Putts_Made_Per_Event_Over_10_RANK THIS WEEK,Putts_Made_Per_Event_Over_10_RANK LAST WEEK,Putts_Made_Per_Event_Over_10_PLAYER NAME,Putts_Made_Per_Event_Over_10_ROUNDS,Putts_Made_Per_Event_Over_10_PUTTS MADE
0,1,1,Luke Donald,79,7.8
1,2,2,Geoff Ogilvy,78,7.1
2,T3,T3,Hunter Mahan,94,6.8
3,T3,T3,Kenny Perry,92,6.8
4,5,5,Ben Curtis,63,6.7
5,6,6,Matt Kuchar,82,6.6
6,T7,T7,Zach Johnson,94,6.4
7,T7,T7,Kevin Na,91,6.4
8,T7,T7,Tiger Woods,64,6.4
9,T10,T10,Stephen Ames,77,6.3
10,T10,T10,Sergio Garcia,59,6.3
11,T12,T12,Tim Clark,81,6.2
12,T12,T12,Jason Day,61,6.2
13,T12,T12,Jim Furyk,86,6.2
14,T12,T12,Justin Leonard,95,6.2
15,T16,T16,Pat Perez,74,6.1
16,T16,T16,Justin Rose,71,6.1
17,T16,T16,David Toms,98,6.1
18,T19,T19,Greg Chalmers,85,6.0
19,T19,T19,Brian Gay,96,6.0
20,T19,T19,Rod Pampling,72,6.0
21,T19,T19,Ted Purdy,101,6.0
22,T19,T19,Steve Stricker,81,6.0
23,T19,T19,Mark Wilson,99,6.0
24,T25,T25,John Senden,100,5.9
25,T25,T25,Scott Verplank,88,5.9
26,T25,T25,Mike Weir,85,5.9
27,T28,T28,Matt Bettencourt,98,5.8
28,T28,T28,Dustin Johnson,85,5.8
29,T28,T28,Jerry Kelly,90,5.8
30,T28,T28,Brandt Snedeker,81,5.8
31,T32,T32,Retief Goosen,74,5.7
32,T32,T32,Michael Letzig,96,5.7
33,T32,T32,George McNeill,82,5.7
34,T32,T32,Chris Riley,77,5.7
35,T36,T36,Stewart Cink,79,5.6
36,T36,T36,Ben Crane,93,5.6
37,T36,T36,Charley Hoffman,97,5.6
38,T36,T36,Ryuji Imada,85,5.6
39,T36,T36,Lee Janzen,74,5.6
40,T36,T36,Bryce Molder,69,5.6
41,T36,T36,D.A. Points,99,5.6
42,T43,T43,Jonathan Byrd,89,5.5
43,T43,T43,Chad Campbell,90,5.5
44,T43,T43,Marc Leishman,91,5.5
45,T43,T43,Phil Mickelson,66,5.5
46,T43,T43,Aron Price,89,5.5
47,T43,T43,Webb Simpson,94,5.5
48,T49,T49,Lucas Glover,93,5.4
49,T49,T49,Freddie Jacobson,83,5.4
50,T49,T49,Anthony Kim,76,5.4
51,T49,T49,Jeff Klauk,97,5.4
52,T49,T49,Tom Lehman,55,5.4
53,T49,T49,Carl Pettersson,86,5.4
54,T49,T49,Nick Watney,86,5.4
55,T49,T49,Boo Weekley,79,5.4
56,T49,T49,Y.E. Yang,83,5.4
57,T58,T58,J.J. Henry,97,5.3
58,T58,T58,James Nitties,86,5.3
59,T58,T58,Sean O'Hair,80,5.3
60,T58,T58,Nick O'Hern,90,5.3
61,T58,T58,Kevin Streelman,97,5.3
62,T58,T58,Bo Van Pelt,100,5.3
63,T58,T58,Camilo Villegas,76,5.3
64,T65,T65,Martin Laird,72,5.2
65,T65,T65,Ian Poulter,59,5.2
66,T65,T65,Charlie Wi,92,5.2
67,T68,T68,Woody Austin,84,5.1
68,T68,T68,Mark Brooks,55,5.1
69,T68,T68,Jason Dufner,90,5.1
70,T68,T68,Ernie Els,70,5.1
71,T68,T68,Harrison Frazar,93,5.1
72,T68,T68,Nathan Green,104,5.1
73,T68,T68,Bob Heintz,59,5.1
74,T68,T68,Steve Marino,98,5.1
75,T68,T68,Troy Matteson,95,5.1
76,T68,T68,Kevin Sutherland,96,5.1
77,T78,T78,Cameron Beckman,87,5.0
78,T78,T78,Bart Bryant,58,5.0
79,T78,T78,Bob Estes,78,5.0
80,T78,T78,Paul Goydos,79,5.0
81,T78,T78,Bill Lunde,83,5.0
82,T78,T78,Scott McCarron,91,5.0
83,T78,T78,Parker McLachlin,71,5.0
84,T78,T78,Ryan Moore,89,5.0
85,T86,T86,Robert Allenby,71,4.9
86,T86,T86,Ángel Cabrera,55,4.9
87,T86,T86,Padraig Harrington,66,4.9
88,T86,T86,Matt Jones,56,4.9
89,T86,T86,Spencer Levin,75,4.9
90,T86,T86,Joe Ogilvie,85,4.9
91,T86,T86,Rory Sabbatini,81,4.9
92,T86,T86,Patrick Sheehan,51,4.9
93,T86,T86,Chris Stroud,88,4.9
94,T86,T86,Vaughn Taylor,88,4.9
95,T86,T86,D.J. Trahan,96,4.9
96,T86,T86,Dean Wilson,81,4.9
97,T98,T98,Chris DiMarco,97,4.8
98,T98,T98,David Mathis,82,4.8
99,T98,T98,Rocco Mediate,79,4.8
100,T98,T98,John Rollins,92,4.8
101,T98,T98,Bubba Watson,73,4.8
102,T103,T103,Michael Allen,73,4.7
103,T103,T103,Brian Davis,103,4.7
104,T103,T103,Davis Love III,89,4.7
105,T103,T103,John Mallinger,90,4.7
106,T103,T103,John Merrick,91,4.7
107,T103,T103,Jeff Overton,92,4.7
108,T103,T103,Corey Pavin,73,4.7
109,T103,T103,Scott Piercy,85,4.7
110,T103,T103,Jeff Quinney,78,4.7
111,T103,T103,Charles Warren,63,4.7
112,T113,T113,Aaron Baddeley,66,4.6
113,T113,T113,Jason Bohn,88,4.6
114,T113,T113,Daniel Chopra,89,4.6
115,T113,T113,Brendon de Jonge,90,4.6
116,T113,T113,Steve Lowery,83,4.6
117,T113,T113,Tim Petrovic,97,4.6
118,T113,T113,Tag Ridings,50,4.6
119,T113,T113,Kirk Triplett,60,4.6
120,T121,T121,Stuart Appleby,79,4.5
121,T121,T121,Briny Baird,89,4.5
122,T121,T121,Tim Herron,87,4.5
123,T121,T121,Richard Johnson,85,4.5
124,T121,T121,Kent Jones,73,4.5
125,T121,T121,Tom Pernice Jr.,82,4.5
