,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
61,T62,T62,Padraig Harrington,66,1.0,40,4.0
62,T62,T62,Davis Love III,89,1.0,80,8.0
63,64,64,Bob Estes,78,0.99,71,7.0
64,T65,T65,Dustin Johnson,85,0.98,61,6.0
65,T65,T65,Marc Leishman,91,0.98,92,9.0
66,T65,T65,Kevin Stadler,65,0.98,51,5.0
67,68,68,Nathan Green,104,0.97,103,10.0
68,T69,T69,Jonathan Byrd,89,0.96,83,8.0
69,T69,T69,Tiger Woods,64,0.96,52,5.0
70,71,71,Todd Hamilton,83,0.95,63,6.0
71,T72,T72,Steve Elkington,70,0.94,64,6.0
72,T72,T72,Scott Piercy,85,0.94,85,8.0
73,T72,T72,Justin Rose,71,0.94,64,6.0
74,T72,T72,Kevin Sutherland,96,0.94,96,9.0
75,T76,T76,Ernie Els,70,0.91,66,6.0
76,T76,T76,Sean O'Hair,80,0.91,66,6.0
77,T78,T78,Lucas Glover,93,0.9,78,7.0
78,T78,T78,Hunter Mahan,94,0.9,67,6.0
79,T78,T78,James Nitties,86,0.9,78,7.0
80,T78,T78,Nick O'Hern,90,0.9,100,9.0
81,T82,T82,Bob Heintz,59,0.89,56,5.0
82,T82,T82,Anthony Kim,76,0.89,56,5.0
83,T82,T82,Troy Matteson,95,0.89,90,8.0
84,T82,T82,Brian Vranesh,51,0.89,45,4.0
85,T86,T86,J.J. Henry,97,0.88,91,8.0
86,T86,T86,Kenny Perry,92,0.88,91,8.0
87,T88,T88,Steve Marino,98,0.86,93,8.0
88,T88,T88,Jeff Quinney,78,0.86,81,7.0
89,T88,T88,John Rollins,92,0.86,81,7.0
90,T91,T91,Corey Pavin,73,0.85,59,5.0
91,T91,T91,Rick Price,54,0.85,47,4.0
92,93,93,Justin Leonard,95,0.83,72,6.0
93,T94,T94,Greg Owen,97,0.82,97,8.0
94,T94,T94,Andres Romero,58,0.82,49,4.0
95,96,96,Tag Ridings,50,0.81,62,5.0
96,T97,T97,Jim Furyk,86,0.79,76,6.0
97,T97,T97,Chez Reavie,81,0.79,63,5.0
98,T97,T97,Chris Stroud,88,0.79,89,7.0
99,T100,T100,Bill Haas,91,0.78,90,7.0
100,T100,T100,Charley Hoffman,97,0.78,90,7.0
101,T100,T100,Freddie Jacobson,83,0.78,77,6.0
102,T100,T100,Bryce Molder,69,0.78,51,4.0
103,T100,T100,Carl Pettersson,86,0.78,77,6.0
104,T100,T100,Kevin Streelman,97,0.78,90,7.0
105,T100,T100,Boo Weekley,79,0.78,77,6.0
106,T107,T107,Paul Goydos,79,0.76,79,6.0
107,T107,T107,Kent Jones,73,0.76,66,5.0
108,109,109,Tom Lehman,55,0.75,53,4.0
109,T110,T110,Ken Duke,87,0.74,81,6.0
110,T110,T110,Scott McCarron,91,0.74,95,7.0
111,T112,T112,Chris DiMarco,97,0.73,82,6.0
112,T112,T112,Zach Johnson,94,0.73,82,6.0
113,T112,T112,Tim Petrovic,97,0.73,96,7.0
114,T115,T115,Brian Bateman,55,0.71,42,3.0
115,T115,T115,Cliff Kresge,78,0.71,84,6.0
116,T115,T115,Steve Lowery,83,0.71,70,5.0
117,T115,T115,Kevin Na,91,0.71,85,6.0
118,T115,T115,Gary Woodland,53,0.71,42,3.0
119,T120,T120,Bart Bryant,58,0.7,43,3.0
120,T120,T120,Nick Watney,86,0.7,86,6.0
121,T122,T122,Rich Beem,77,0.69,72,5.0
122,T122,T122,Alex Cejka,82,0.69,72,5.0
123,T122,T122,Glen Day,79,0.69,72,5.0
124,T122,T122,Brandt Snedeker,81,0.69,72,5.0
125,T126,T126,Ángel Cabrera,55,0.68,44,3.0
126,T126,T126,Tim Herron,87,0.68,73,5.0
127,T126,T126,Charles Howell III,99,0.68,88,6.0
128,T126,T126,Matt Jones,56,0.68,44,3.0
129,T130,T130,Colt Knost,71,0.67,60,4.0
130,T130,T130,Scott Verplank,88,0.67,89,6.0
131,132,132,Tommy Armour III,58,0.66,61,4.0
132,T133,T133,Briny Baird,89,0.65,92,6.0
133,T133,T133,Bubba Watson,73,0.65,46,3.0
134,T135,T135,Woody Austin,84,0.63,96,6.0
135,T135,T135,Rocco Mediate,79,0.63,63,4.0
136,T135,T135,Casey Wittenberg,71,0.63,79,5.0
137,T138,T138,Eric Axley,71,0.62,65,4.0
138,T138,T138,Tom Pernice Jr.,82,0.62,81,5.0
139,T138,T138,Aron Price,89,0.62,81,5.0
140,T138,T138,David Toms,98,0.62,97,6.0
141,T142,T142,Matt Bettencourt,98,0.61,82,5.0
142,T142,T142,Pat Perez,74,0.61,66,4.0
143,T142,T142,Peter Tomasulo,61,0.61,49,3.0
144,T145,T145,Stephen Ames,77,0.6,50,3.0
145,T145,T145,Jeff Maggert,79,0.6,67,4.0
146,T145,T145,Mike Weir,85,0.6,67,4.0
147,148,148,Ricky Barnes,67,0.59,51,3.0
148,T149,T149,John Mallinger,90,0.58,69,4.0
149,T149,T149,Phil Mickelson,66,0.58,52,3.0
150,T149,T149,Joe Ogilvie,85,0.58,69,4.0
151,T149,T149,Patrick Sheehan,51,0.58,52,3.0
152,153,153,Bill Lunde,83,0.56,71,4.0
153,T154,T154,Kris Blanks,60,0.54,56,3.0
154,T154,T154,Jason Gore,74,0.54,56,3.0
155,T154,T154,Billy Mayfair,83,0.54,92,5.0
156,T154,T154,Darron Stiles,52,0.54,56,3.0
157,T158,T158,Richard Johnson,85,0.53,76,4.0
158,T158,T158,Nicholas Thompson,96,0.53,75,4.0
159,T158,T158,D.J. Trahan,96,0.53,94,5.0
160,161,161,J.B. Holmes,74,0.51,59,3.0
161,T162,T162,Brad Adamonis,70,0.5,60,3.0
162,T162,T162,Jay Williamson,69,0.5,60,3.0
163,T164,T164,Jerry Kelly,90,0.49,82,4.0
164,T164,T164,Bo Van Pelt,100,0.49,82,4.0
165,166,166,Vaughn Taylor,88,0.48,83,4.0
166,T167,T167,Brian Gay,96,0.47,86,4.0
167,T167,T167,Leif Olson,51,0.47,43,2.0
168,169,169,Camilo Villegas,76,0.43,47,2.0
169,T170,T170,Ryan Palmer,78,0.41,74,3.0
170,T170,T170,John Senden,100,0.41,98,4.0
171,T172,T172,Retief Goosen,74,0.38,53,2.0
172,T172,T172,Jarrod Lyle,65,0.38,53,2.0
173,174,174,Mark Calcavecchia,72,0.36,55,2.0
174,T175,T175,Brett Quigley,92,0.35,86,3.0
175,T175,T175,Johnson Wagner,81,0.35,86,3.0
176,177,177,Martin Laird,72,0.34,59,2.0
177,T178,T178,Chris Riley,77,0.31,64,2.0
178,T178,T178,Rory Sabbatini,81,0.31,64,2.0
179,180,180,Heath Slocum,95,0.23,86,2.0
180,181,181,Charles Warren,63,0.16,62,1.0
181,T182,T182,David Duval,56,0.0,35,
182,T182,T182,Greg Kraft,51,0.0,41,
183,T182,T182,Vijay Singh,71,0.0,43,
