,Total_3_Putts_-_Inside_5_RANK THIS WEEK,Total_3_Putts_-_Inside_5_RANK LAST WEEK,Total_3_Putts_-_Inside_5_PLAYER NAME,Total_3_Putts_-_Inside_5_ROUNDS,Total_3_Putts_-_Inside_5_TOTAL 3 PUTTS INSIDE 5',Total_3_Putts_-_Inside_5_TOTAL 3 PUTTS
0,1,1,Kirk Triplett,60,4,58
1,T2,T2,Brian Davis,103,3,54
2,T2,T2,Will MacKenzie,69,3,51
3,T4,T4,Stuart Appleby,79,2,38
4,T4,T4,Jonathan Byrd,89,2,54
5,T4,T4,Brad Faxon,59,2,14
6,T4,T4,Jason Gore,74,2,51
7,T4,T4,Ted Purdy,101,2,61
8,T9,T9,Tommy Armour III,58,1,19
9,T9,T9,Woody Austin,84,1,45
10,T9,T9,Aaron Baddeley,66,1,24
11,T9,T9,Ricky Barnes,67,1,39
12,T9,T9,Mark Brooks,55,1,23
13,T9,T9,Ángel Cabrera,55,1,24
14,T9,T9,Mark Calcavecchia,72,1,52
15,T9,T9,Alex Cejka,82,1,40
16,T9,T9,K.J. Choi,65,1,20
17,T9,T9,Daniel Chopra,89,1,42
18,T9,T9,Fred Couples,54,1,29
19,T9,T9,Jason Day,61,1,27
20,T9,T9,Steve Elkington,70,1,29
21,T9,T9,Ernie Els,70,1,29
22,T9,T9,Derek Fathauer,63,1,34
23,T9,T9,Brian Gay,96,1,26
24,T9,T9,Todd Hamilton,83,1,32
25,T9,T9,Tim Herron,87,1,43
26,T9,T9,Charley Hoffman,97,1,41
27,T9,T9,J.B. Holmes,74,1,50
28,T9,T9,Charles Howell III,99,1,31
29,T9,T9,Lee Janzen,74,1,31
30,T9,T9,Dustin Johnson,85,1,28
31,T9,T9,Anthony Kim,76,1,28
32,T9,T9,Spencer Levin,75,1,25
33,T9,T9,Bill Lunde,83,1,49
34,T9,T9,Hunter Mahan,94,1,40
35,T9,T9,Scott McCarron,91,1,33
36,T9,T9,Carl Pettersson,86,1,28
37,T9,T9,Scott Piercy,85,1,44
38,T9,T9,D.A. Points,99,1,55
39,T9,T9,Aron Price,89,1,50
40,T9,T9,Andres Romero,58,1,29
41,T9,T9,Rory Sabbatini,81,1,27
42,T9,T9,Adam Scott,53,1,31
43,T9,T9,Vijay Singh,71,1,36
44,T9,T9,Heath Slocum,95,1,52
45,T9,T9,Kevin Stadler,65,1,33
46,T9,T9,Kevin Streelman,97,1,55
47,T9,T9,Kevin Sutherland,96,1,38
48,T9,T9,Nicholas Thompson,96,1,77
49,T9,T9,Brendon Todd,53,1,33
50,T9,T9,David Toms,98,1,33
51,T9,T9,Marc Turnesa,77,1,48
52,T9,T9,Bo Van Pelt,100,1,47
53,T9,T9,Scott Verplank,88,1,26
54,T9,T9,Camilo Villegas,76,1,34
55,T9,T9,Boo Weekley,79,1,41
56,T9,T9,Charlie Wi,92,1,22
57,T9,T9,Dean Wilson,81,1,34
58,T9,T9,Mark Wilson,99,1,45
59,T9,T9,Casey Wittenberg,71,1,33
