,Total_1_Putts_-_20-25_RANK THIS WEEK,Total_1_Putts_-_20-25_RANK LAST WEEK,Total_1_Putts_-_20-25_PLAYER NAME,Total_1_Putts_-_20-25_ROUNDS,Total_1_Putts_-_20-25_TOTAL,Total_1_Putts_-_20-25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_20-25_PCT OF ALL 1-PUTTS
0,1,1,Brian Gay,96,26,658,4.0
1,2,2,Bo Van Pelt,100,25,621,4.0
2,T3,T3,Nick O'Hern,90,23,601,3.8
3,T3,T3,Ted Purdy,101,23,622,3.7
4,T5,T5,Freddie Jacobson,83,22,550,4.0
5,T5,T5,Kevin Na,91,22,605,3.6
6,T5,T5,Vaughn Taylor,88,22,568,3.9
7,T8,T8,Zach Johnson,94,21,581,3.6
8,T8,T8,Marc Leishman,91,21,583,3.6
9,T8,T8,Mark Wilson,99,21,635,3.3
10,T11,T11,Greg Chalmers,85,20,534,3.7
11,T11,T11,Jerry Kelly,90,20,589,3.4
12,T13,T13,Rich Beem,77,19,398,4.8
13,T13,T13,Brendon de Jonge,90,19,533,3.6
14,T13,T13,Nathan Green,104,19,688,2.8
15,T13,T13,Ryan Palmer,78,19,499,3.8
16,T13,T13,John Senden,100,19,594,3.2
17,T18,T18,Jason Bohn,88,18,542,3.3
18,T18,T18,Troy Matteson,95,18,580,3.1
19,T20,T20,Matt Bettencourt,98,17,634,2.7
20,T20,T20,Jonathan Byrd,89,17,531,3.2
21,T20,T20,Luke Donald,79,17,495,3.4
22,T20,T20,Michael Letzig,96,17,633,2.7
23,T20,T20,Parker McLachlin,71,17,529,3.2
24,T20,T20,Scott Piercy,85,17,515,3.3
25,T20,T20,Chris Riley,77,17,500,3.4
26,T20,T20,Webb Simpson,94,17,691,2.5
27,T20,T20,David Toms,98,17,560,3.0
28,T29,T29,Chad Campbell,90,16,493,3.2
29,T29,T29,Ken Duke,87,16,509,3.1
30,T29,T29,Bill Haas,91,16,585,2.7
31,T29,T29,Richard Johnson,85,16,513,3.1
32,T29,T29,Justin Leonard,95,16,546,2.9
33,T29,T29,Nicholas Thompson,96,16,590,2.7
34,T29,T29,Boo Weekley,79,16,416,3.8
35,T36,T36,Daniel Chopra,89,15,639,2.3
36,T36,T36,Chris DiMarco,97,15,619,2.4
37,T36,T36,Hunter Mahan,94,15,543,2.8
38,T36,T36,James Nitties,86,15,550,2.7
39,T36,T36,Tom Pernice Jr.,82,15,545,2.8
40,T36,T36,Brandt Snedeker,81,15,503,3.0
41,T36,T36,Brendon Todd,53,15,309,4.9
42,T36,T36,Scott Verplank,88,15,559,2.7
43,T44,T44,Cameron Beckman,87,14,512,2.7
44,T44,T44,Ben Crane,93,14,596,2.3
45,T44,T44,Brian Davis,103,14,691,2.0
46,T44,T44,J.J. Henry,97,14,528,2.7
47,T44,T44,Tim Herron,87,14,576,2.4
48,T44,T44,Cliff Kresge,78,14,490,2.9
49,T44,T44,Martin Laird,72,14,427,3.3
50,T44,T44,Jeff Maggert,79,14,476,2.9
51,T44,T44,George McNeill,82,14,569,2.5
52,T44,T44,Sean O'Hair,80,14,420,3.3
53,T44,T44,Greg Owen,97,14,518,2.7
54,T44,T44,John Rollins,92,14,565,2.5
55,T44,T44,Justin Rose,71,14,418,3.3
56,T44,T44,D.J. Trahan,96,14,517,2.7
57,T44,T44,Dean Wilson,81,14,511,2.7
58,T59,T59,Aaron Baddeley,66,13,461,2.8
59,T59,T59,Briny Baird,89,13,469,2.8
60,T59,T59,Mark Calcavecchia,72,13,441,2.9
61,T59,T59,Bob Heintz,59,13,393,3.3
62,T59,T59,Charley Hoffman,97,13,640,2.0
63,T59,T59,Matt Kuchar,82,13,556,2.3
64,T59,T59,Bill Lunde,83,13,515,2.5
65,T59,T59,Steve Marino,98,13,585,2.2
66,T59,T59,David Mathis,82,13,512,2.5
