,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
99,T98,T98,Marc Turnesa,77,81.82,33,27
100,101,101,Alex Cejka,82,81.63,49,40
101,102,102,Robert Allenby,71,81.48,27,22
102,T103,T103,Bob Estes,78,81.4,43,35
103,T103,T103,Sean O'Hair,80,81.4,43,35
104,T103,T103,Rory Sabbatini,81,81.4,43,35
105,T103,T103,Kevin Sutherland,96,81.4,43,35
106,107,107,Steve Marino,98,81.36,59,48
107,108,108,J.J. Henry,97,81.13,53,43
108,109,109,K.J. Choi,65,81.08,37,30
109,T110,T110,Rod Pampling,72,80.95,42,34
110,T110,T110,Adam Scott,53,80.95,21,17
111,T110,T110,Bubba Watson,73,80.95,42,34
112,T113,T113,Ben Curtis,63,80.77,26,21
113,T113,T113,Matt Jones,56,80.77,26,21
114,T115,T115,Joe Durant,62,80.65,31,25
115,T115,T115,John Merrick,91,80.65,31,25
116,T115,T115,Camilo Villegas,76,80.65,31,25
117,T118,T118,Scott Piercy,85,80.49,41,33
118,T118,T118,Dean Wilson,81,80.49,41,33
119,120,120,Matt Bettencourt,98,80.3,66,53
120,T121,T121,Woody Austin,84,80.0,45,36
121,T121,T121,Harrison Frazar,93,80.0,50,40
122,T121,T121,Paul Goydos,79,80.0,35,28
123,T121,T121,Patrick Sheehan,51,80.0,25,20
124,T121,T121,D.J. Trahan,96,80.0,60,48
125,T121,T121,Mark Wilson,99,80.0,50,40
126,127,127,Scott Verplank,88,79.55,44,35
127,T128,T128,Hunter Mahan,94,79.31,58,46
128,T128,T128,Corey Pavin,73,79.31,29,23
129,130,130,Steve Stricker,81,79.17,48,38
130,T131,T131,Rich Beem,77,78.95,38,30
131,T131,T131,John Senden,100,78.95,38,30
132,T133,T133,Cameron Beckman,87,78.57,42,33
133,T133,T133,Lee Janzen,74,78.57,28,22
134,135,135,Matt Weibring,65,78.38,37,29
135,136,136,Rick Price,54,78.26,23,18
136,137,137,Michael Letzig,96,78.0,50,39
137,T138,T138,Jeff Maggert,79,77.78,54,42
138,T138,T138,Kevin Streelman,97,77.78,54,42
139,140,140,Greg Owen,97,77.5,40,31
140,141,141,David Toms,98,77.08,48,37
141,T142,T142,J.B. Holmes,74,76.92,39,30
142,T142,T142,Leif Olson,51,76.92,26,20
143,144,144,Nick O'Hern,90,76.47,51,39
144,T145,T145,Ernie Els,70,76.32,38,29
145,T145,T145,Dustin Johnson,85,76.32,38,29
146,147,147,Casey Wittenberg,71,75.76,33,25
147,148,148,Steve Flesch,77,75.68,37,28
148,T149,T149,Webb Simpson,94,75.56,45,34
149,T149,T149,Boo Weekley,79,75.56,45,34
150,151,151,Marc Leishman,91,75.51,49,37
151,T152,T152,Tommy Armour III,58,75.0,44,33
152,T152,T152,Glen Day,79,75.0,28,21
153,T152,T152,Nathan Green,104,75.0,40,30
154,T152,T152,Davis Love III,89,75.0,44,33
155,T152,T152,Darron Stiles,52,75.0,28,21
156,157,157,Briny Baird,89,74.42,43,32
157,158,158,Stuart Appleby,79,74.29,35,26
158,T159,T159,Derek Fathauer,63,74.07,27,20
159,T159,T159,Kevin Stadler,65,74.07,27,20
160,T161,T161,Michael Allen,73,73.91,46,34
161,T161,T161,Jay Williamson,69,73.91,23,17
162,163,163,Bill Lunde,83,73.68,38,28
163,164,164,Gary Woodland,53,73.33,15,11
164,165,165,Bob Heintz,59,72.73,22,16
165,166,166,Ricky Barnes,67,72.5,40,29
166,167,167,Steve Elkington,70,72.41,29,21
167,168,168,David Duval,56,72.22,18,13
168,169,169,Sergio Garcia,59,71.88,32,23
169,170,170,Ryuji Imada,85,71.05,38,27
170,171,171,Jonathan Byrd,89,70.83,48,34
171,172,172,Rocco Mediate,79,69.44,36,25
172,173,173,Robert Garrigus,83,68.89,45,31
173,174,174,Tom Pernice Jr.,82,68.29,41,28
174,175,175,Spencer Levin,75,68.18,22,15
175,176,176,Fred Couples,54,67.86,28,19
176,177,177,Phil Mickelson,66,67.65,34,23
177,T178,T178,Greg Kraft,51,66.67,21,14
178,T178,T178,Troy Matteson,95,66.67,27,18
179,180,180,Tag Ridings,50,64.0,25,16
180,181,181,Johnson Wagner,81,63.64,44,28
181,182,182,Kirk Triplett,60,63.16,38,24
182,183,183,Tom Lehman,55,57.89,19,11
183,184,184,Will MacKenzie,69,55.88,34,19
