,GIR_Putting_-_5-10_RANK THIS WEEK,GIR_Putting_-_5-10_RANK LAST WEEK,GIR_Putting_-_5-10_PLAYER NAME,GIR_Putting_-_5-10_ROUNDS,GIR_Putting_-_5-10_%,GIR_Putting_-_5-10_ATTEMPTS,GIR_Putting_-_5-10_PUTTS MADE
0,1,1,Harrison Frazar,93,65.38,156,102
1,2,2,Bryce Molder,69,63.0,100,63
2,3,3,Chris Riley,77,62.62,107,67
3,4,4,Joe Ogilvie,85,62.22,135,84
4,5,5,Retief Goosen,74,62.11,95,59
5,6,6,Ángel Cabrera,55,61.43,70,43
6,7,7,Stephen Ames,77,61.32,106,65
7,8,8,Ben Curtis,63,60.61,66,40
8,9,9,Hunter Mahan,94,59.87,152,91
9,10,10,Jerry Kelly,90,59.72,144,86
10,11,11,Freddie Jacobson,83,59.54,131,78
11,12,12,Mark Calcavecchia,72,59.09,110,65
12,13,13,Mike Weir,85,58.4,125,73
13,14,14,Justin Rose,71,58.16,98,57
14,15,15,Parker McLachlin,71,58.06,124,72
15,16,16,Brian Davis,103,58.05,174,101
16,17,17,Jason Day,61,57.5,80,46
17,18,18,Lucas Glover,93,57.32,157,90
18,19,19,Kevin Sutherland,96,57.25,131,75
19,T20,T20,Cameron Beckman,87,57.14,126,72
20,T20,T20,Matt Jones,56,57.14,77,44
21,T20,T20,Cliff Kresge,78,57.14,126,72
22,23,23,Nathan Green,104,57.05,156,89
23,24,24,George McNeill,82,57.02,121,69
24,25,25,Brian Gay,96,56.97,165,94
25,26,26,Brandt Snedeker,81,56.64,113,64
26,27,27,Darron Stiles,52,56.38,94,53
27,28,28,Marc Leishman,91,56.17,162,91
28,29,29,Webb Simpson,94,55.62,169,94
29,30,30,Aaron Baddeley,66,55.56,90,50
30,31,31,Luke Donald,79,55.47,128,71
31,32,32,Leif Olson,51,55.42,83,46
32,33,33,Scott McCarron,91,55.41,157,87
33,34,34,Spencer Levin,75,55.38,130,72
34,35,35,Ted Purdy,101,55.35,159,88
35,36,36,Tiger Woods,64,55.24,105,58
36,37,37,Richard Johnson,85,55.2,125,69
37,38,38,Andres Romero,58,54.95,91,50
38,39,39,Paul Goydos,79,54.92,122,67
39,40,40,Rod Pampling,72,54.76,126,69
40,41,41,Corey Pavin,73,54.65,86,47
41,42,42,Jay Williamson,69,54.46,112,61
42,43,43,Brian Vranesh,51,54.22,83,45
43,44,44,Bob Heintz,59,53.98,113,61
44,45,45,Ian Poulter,59,53.97,63,34
45,46,46,Bo Van Pelt,100,53.89,180,97
46,47,47,Zach Johnson,94,53.85,169,91
47,48,48,Daniel Chopra,89,53.8,171,92
48,49,49,Kevin Streelman,97,53.76,173,93
49,50,50,Jimmy Walker,74,53.64,110,59
50,51,51,David Toms,98,53.57,168,90
51,52,52,Tim Clark,81,53.39,118,63
52,53,53,Charlie Wi,92,53.37,163,87
53,54,54,Matt Weibring,65,53.33,105,56
54,T55,T55,James Nitties,86,53.24,139,74
55,T55,T55,Jeff Overton,92,53.24,139,74
56,T55,T55,Y.E. Yang,83,53.24,139,74
