,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
52,T41,T41,Bryce Molder,21,51
53,T41,T41,Sean O'Hair,23,51
54,T41,T41,Nick O'Hern,27,51
55,T41,T41,Tim Petrovic,31,51
56,T41,T41,Carl Pettersson,29,51
57,T41,T41,D.A. Points,29,51
58,T41,T41,Aron Price,27,51
59,T41,T41,Jeff Quinney,26,51
60,T41,T41,Andres Romero,20,51
61,T41,T41,Justin Rose,22,51
62,T41,T41,Patrick Sheehan,15,51
63,T41,T41,Kevin Streelman,29,51
64,T41,T41,Kevin Sutherland,27,51
65,T41,T41,David Toms,27,51
66,T41,T41,Marc Turnesa,30,51
67,T41,T41,Nick Watney,24,51
68,T69,T69,Eric Axley,30,50
69,T69,T69,Kris Blanks,20,50
70,T69,T69,Mark Calcavecchia,23,50
71,T69,T69,Daniel Chopra,28,50
72,T69,T69,Harrison Frazar,28,50
73,T69,T69,Freddie Jacobson,25,50
74,T69,T69,Richard Johnson,26,50
75,T69,T69,Matt Jones,17,50
76,T69,T69,Anthony Kim,22,50
77,T69,T69,Michael Letzig,28,50
78,T69,T69,George McNeill,26,50
79,T69,T69,Ryan Palmer,26,50
80,T69,T69,Corey Pavin,23,50
81,T69,T69,Scott Piercy,28,50
82,T69,T69,Chris Riley,22,50
83,T69,T69,John Rollins,27,50
84,T69,T69,John Senden,29,50
85,T69,T69,Steve Stricker,22,50
86,T69,T69,Brendon Todd,21,50
87,T69,T69,D.J. Trahan,30,50
88,T69,T69,Kirk Triplett,20,50
89,T69,T69,Brian Vranesh,20,50
90,T69,T69,Johnson Wagner,26,50
91,T69,T69,Matt Weibring,22,50
92,T69,T69,Gary Woodland,18,50
93,T94,T94,Brian Bateman,25,49
94,T94,T94,Rich Beem,26,49
95,T94,T94,Mark Brooks,17,49
96,T94,T94,Bart Bryant,17,49
97,T94,T94,Ángel Cabrera,17,49
98,T94,T94,Stewart Cink,22,49
99,T94,T94,Brian Davis,32,49
100,T94,T94,Bob Estes,23,49
101,T94,T94,Sergio Garcia,17,49
102,T94,T94,Robert Garrigus,25,49
103,T94,T94,Bill Haas,29,49
104,T94,T94,Todd Hamilton,29,49
105,T94,T94,Padraig Harrington,20,49
106,T94,T94,Kent Jones,24,49
107,T94,T94,Colt Knost,24,49
108,T94,T94,Greg Kraft,21,49
109,T94,T94,Justin Leonard,26,49
110,T94,T94,John Mallinger,27,49
111,T94,T94,Scott McCarron,27,49
112,T94,T94,Phil Mickelson,18,49
113,T94,T94,Leif Olson,21,49
114,T94,T94,Tom Pernice Jr.,26,49
115,T94,T94,Ian Poulter,17,49
116,T94,T94,Rory Sabbatini,25,49
117,T94,T94,Chris Stroud,28,49
118,T94,T94,Casey Wittenberg,25,49
119,T94,T94,Y.E. Yang,23,49
120,T121,T121,Michael Allen,22,48
121,T121,T121,Tommy Armour III,19,48
122,T121,T121,Jonathan Byrd,25,48
123,T121,T121,Chad Campbell,26,48
124,T121,T121,Fred Couples,16,48
125,T121,T121,Brendon de Jonge,29,48
126,T121,T121,Jason Dufner,26,48
127,T121,T121,David Duval,22,48
128,T121,T121,Steve Elkington,23,48
129,T121,T121,Derek Fathauer,25,48
130,T121,T121,Steve Flesch,27,48
131,T121,T121,J.J. Henry,28,48
132,T121,T121,Charley Hoffman,27,48
133,T121,T121,Cliff Kresge,28,48
134,T121,T121,Peter Lonard,30,48
135,T121,T121,Troy Matteson,30,48
136,T121,T121,John Merrick,28,48
137,T121,T121,Brett Quigley,28,48
138,T121,T121,Chez Reavie,27,48
139,T121,T121,Tag Ridings,16,48
140,T121,T121,Vaughn Taylor,28,48
141,T121,T121,Scott Verplank,24,48
142,T121,T121,Bubba Watson,24,48
143,T144,T144,Alex Cejka,25,47
144,T144,T144,Glen Day,26,47
145,T144,T144,Chris DiMarco,29,47
146,T144,T144,Mathew Goggin,26,47
147,T144,T144,Retief Goosen,20,47
148,T144,T144,Jason Gore,24,47
149,T144,T144,Tim Herron,27,47
150,T144,T144,Davis Love III,27,47
151,T144,T144,Jeff Maggert,28,47
152,T144,T144,Rocco Mediate,22,47
153,T144,T144,Heath Slocum,30,47
154,T144,T144,Kevin Stadler,20,47
155,T144,T144,Scott Sterling,16,47
156,T144,T144,Camilo Villegas,21,47
157,T144,T144,Jimmy Walker,24,47
158,T144,T144,Boo Weekley,22,47
159,T160,T160,Brad Adamonis,25,46
160,T160,T160,Robert Allenby,21,46
161,T160,T160,Briny Baird,28,46
162,T160,T160,K.J. Choi,22,46
163,T160,T160,Joe Durant,20,46
164,T160,T160,Tom Lehman,16,46
165,T160,T160,Will MacKenzie,24,46
166,T160,T160,Greg Owen,30,46
167,T160,T160,Darron Stiles,20,46
168,T160,T160,Nicholas Thompson,31,46
169,T160,T160,Peter Tomasulo,25,46
170,T171,T171,Jason Bohn,25,45
171,T171,T171,Ken Duke,29,45
172,T171,T171,Ernie Els,19,45
173,T171,T171,Charles Howell III,29,45
174,T171,T171,Billy Mayfair,28,45
175,T171,T171,Adam Scott,19,45
176,T171,T171,Charles Warren,20,45
177,T178,T178,Stuart Appleby,25,44
178,T178,T178,J.B. Holmes,25,44
179,T178,T178,Jarrod Lyle,21,44
180,T178,T178,Rick Price,21,44
181,T178,T178,Vijay Singh,21,44
182,T178,T178,Jay Williamson,22,44
183,184,184,Ricky Barnes,23,41
