,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
0,1,1,Greg Chalmers,26,56
1,2,2,Matt Bettencourt,31,55
2,T3,T3,Ben Crane,27,54
3,T3,T3,Luke Donald,21,54
4,T3,T3,Brad Faxon,23,54
5,T3,T3,Brian Gay,27,54
6,T3,T3,Parker McLachlin,25,54
7,T3,T3,Kevin Na,26,54
8,T3,T3,Joe Ogilvie,29,54
9,T3,T3,Ted Purdy,30,54
10,T3,T3,Webb Simpson,30,54
11,T12,T12,Stephen Ames,23,53
12,T12,T12,Woody Austin,24,53
13,T12,T12,Aaron Baddeley,23,53
14,T12,T12,Ben Curtis,18,53
15,T12,T12,Matt Kuchar,24,53
16,T12,T12,Martin Laird,24,53
17,T12,T12,Hunter Mahan,25,53
18,T12,T12,David Mathis,27,53
19,T12,T12,Geoff Ogilvy,20,53
20,T12,T12,Jeff Overton,28,53
21,T12,T12,Pat Perez,22,53
22,T12,T12,Kenny Perry,24,53
23,T12,T12,Dean Wilson,29,53
24,T25,T25,Tim Clark,23,52
25,T25,T25,Jason Day,18,52
26,T25,T25,Bob Heintz,20,52
27,T25,T25,Ryuji Imada,25,52
28,T25,T25,Dustin Johnson,25,52
29,T25,T25,Jeff Klauk,29,52
30,T25,T25,Marc Leishman,28,52
31,T25,T25,Ryan Moore,27,52
32,T25,T25,James Nitties,27,52
33,T25,T25,Rod Pampling,23,52
34,T25,T25,Brandt Snedeker,26,52
35,T25,T25,Bo Van Pelt,30,52
36,T25,T25,Mike Weir,24,52
37,T25,T25,Charlie Wi,28,52
38,T25,T25,Mark Wilson,28,52
39,T25,T25,Tiger Woods,17,52
40,T41,T41,Cameron Beckman,26,51
41,T41,T41,Jim Furyk,23,51
42,T41,T41,Lucas Glover,26,51
43,T41,T41,Paul Goydos,25,51
44,T41,T41,Nathan Green,30,51
45,T41,T41,Lee Janzen,23,51
46,T41,T41,Zach Johnson,26,51
47,T41,T41,Jerry Kelly,26,51
48,T41,T41,Spencer Levin,25,51
49,T41,T41,Steve Lowery,27,51
50,T41,T41,Bill Lunde,27,51
51,T41,T41,Steve Marino,29,51
