,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
0,1,1,Matt Bettencourt,98,39.38,259,102
1,2,2,Bryce Molder,69,39.13,161,63
2,3,3,Luke Donald,79,38.86,175,68
3,4,4,Webb Simpson,94,38.64,220,85
4,5,5,Pat Perez,74,37.95,166,63
5,6,6,Jeff Klauk,97,37.85,214,81
6,7,7,Tom Lehman,55,37.72,114,43
7,8,8,Aron Price,89,37.67,215,81
8,9,9,Dean Wilson,81,37.37,190,71
9,10,10,Lee Janzen,74,37.29,177,66
10,11,11,Brandt Snedeker,81,37.17,191,71
11,12,12,Matt Kuchar,82,36.89,206,76
12,13,13,Jeff Quinney,78,36.0,200,72
13,14,14,Bob Estes,78,35.9,156,56
14,15,15,Scott McCarron,91,35.56,180,64
15,16,16,Jason Day,61,35.42,144,51
16,T17,T17,Brad Faxon,59,35.38,130,46
17,T17,T17,Phil Mickelson,66,35.38,130,46
18,19,19,Justin Leonard,95,34.88,215,75
19,20,20,Mark Wilson,99,34.87,238,83
20,21,21,Kenny Perry,92,34.8,204,71
21,T22,T22,Jim Furyk,86,34.78,161,56
22,T22,T22,David Mathis,82,34.78,184,64
23,24,24,Bo Van Pelt,100,34.76,210,73
24,25,25,Mark Brooks,55,34.51,113,39
25,26,26,Michael Letzig,96,34.48,261,90
26,27,27,Carl Pettersson,86,34.4,218,75
27,28,28,Corey Pavin,73,34.33,134,46
28,29,29,Fred Couples,54,34.31,102,35
29,30,30,Rich Beem,77,34.25,146,50
30,31,31,Parker McLachlin,71,34.01,197,67
31,32,32,Greg Chalmers,85,33.99,203,69
32,33,33,Kevin Na,91,33.92,227,77
33,34,34,Hunter Mahan,94,33.8,213,72
34,35,35,Retief Goosen,74,33.79,145,49
35,36,36,Kent Jones,73,33.74,163,55
