,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
68,69,69,Tim Petrovic,39.2,127,324
69,T70,T70,Dustin Johnson,39.18,134,342
70,T70,T70,Nick Watney,39.18,134,342
71,72,72,Jim Furyk,39.17,141,360
72,73,73,Kevin Sutherland,39.14,155,396
73,T74,T74,Ángel Cabrera,38.89,77,198
74,T74,T74,Retief Goosen,38.89,126,324
75,T74,T74,Hunter Mahan,38.89,161,414
76,T74,T74,Tom Pernice Jr.,38.89,105,270
77,78,78,Nathan Green,38.65,160,414
78,79,79,Harrison Frazar,38.6,132,342
79,80,80,Stephen Ames,38.52,104,270
80,81,81,J.B. Holmes,38.46,90,234
81,T82,T82,Chris DiMarco,38.33,138,360
82,T82,T82,Jeff Klauk,38.33,138,360
83,T82,T82,Marc Turnesa,38.33,69,180
84,T82,T82,Scott Verplank,38.33,138,360
85,86,86,Tim Herron,38.24,117,306
86,T87,T87,Brendon de Jonge,38.19,110,288
87,T87,T87,Adam Scott,38.19,55,144
88,89,89,Mark Calcavecchia,38.15,103,270
89,90,90,Martin Laird,37.96,82,216
90,91,91,Stewart Cink,37.85,109,288
91,T92,T92,Greg Kraft,37.78,34,90
92,T92,T92,Steve Marino,37.78,136,360
93,94,94,Billy Mayfair,37.7,95,252
94,T95,T95,Marc Leishman,37.65,122,324
95,T95,T95,Ryan Moore,37.65,122,324
96,T97,T97,Sergio Garcia,37.61,88,234
97,T97,T97,Bubba Watson,37.61,88,234
98,T97,T97,Dean Wilson,37.61,88,234
99,T100,T100,Lucas Glover,37.5,135,360
100,T100,T100,James Nitties,37.5,108,288
101,102,102,Nicholas Thompson,37.25,114,306
102,103,103,Y.E. Yang,37.13,127,342
103,104,104,Mark Wilson,37.12,147,396
104,105,105,Mark Brooks,37.04,80,216
105,106,106,Jason Day,36.9,93,252
106,107,107,Fred Couples,36.87,73,198
107,T108,T108,Steve Elkington,36.75,86,234
108,T108,T108,Peter Lonard,36.75,86,234
109,T108,T108,Chez Reavie,36.75,86,234
110,T111,T111,Ernie Els,36.67,99,270
111,T111,T111,Andres Romero,36.67,66,180
112,113,113,Sean O'Hair,36.6,112,306
113,114,114,D.A. Points,36.51,138,378
114,115,115,Steve Lowery,36.46,105,288
115,116,116,David Toms,36.36,144,396
116,117,117,Greg Chalmers,36.27,111,306
117,118,118,Rod Pampling,36.11,91,252
118,119,119,Jason Dufner,35.96,123,342
119,T120,T120,Chris Riley,35.95,110,306
120,T120,T120,Heath Slocum,35.95,110,306
121,122,122,Stuart Appleby,35.93,97,270
122,T123,T123,Rocco Mediate,35.8,116,324
123,T123,T123,Boo Weekley,35.8,116,324
124,125,125,Kenny Perry,35.75,148,414
125,126,126,Jerry Kelly,35.67,122,342
126,127,127,Todd Hamilton,35.47,83,234
127,128,128,Jason Bohn,35.38,121,342
128,129,129,Corey Pavin,35.32,89,252
129,T130,T130,Tommy Armour III,35.19,76,216
130,T130,T130,Bill Lunde,35.19,95,270
131,T130,T130,Jimmy Walker,35.19,95,270
132,133,133,Davis Love III,35.09,120,342
133,134,134,Vaughn Taylor,35.07,101,288
134,T135,T135,Cameron Beckman,34.97,107,306
135,T135,T135,Camilo Villegas,34.97,107,306
136,137,137,Eric Axley,34.92,44,126
137,T138,T138,Briny Baird,34.72,100,288
138,T138,T138,Matt Jones,34.72,75,216
139,140,140,John Senden,34.66,131,378
140,141,141,Kevin Stadler,34.62,81,234
141,T142,T142,Steve Flesch,34.52,87,252
142,T142,T142,Jason Gore,34.52,87,252
143,144,144,Scott Piercy,34.44,93,270
144,145,145,Robert Garrigus,34.31,105,306
145,146,146,Jonathan Byrd,34.17,123,360
146,147,147,Vijay Singh,34.07,92,270
147,148,148,John Merrick,33.99,104,306
148,149,149,Ted Purdy,33.86,128,378
149,150,150,Patrick Sheehan,33.84,67,198
150,T151,T151,Michael Allen,33.33,90,270
151,T151,T151,Kris Blanks,33.33,66,198
152,T151,T151,Chad Campbell,33.33,114,342
153,T151,T151,Alex Cejka,33.33,102,306
154,155,155,Glen Day,32.94,83,252
155,156,156,Bart Bryant,32.87,71,216
156,157,157,Charles Howell III,32.8,124,378
157,158,158,Robert Allenby,32.59,88,270
158,159,159,K.J. Choi,32.41,70,216
159,160,160,J.J. Henry,32.32,128,396
160,161,161,Tom Lehman,31.94,69,216
161,162,162,Troy Matteson,31.87,109,342
162,163,163,Bryce Molder,31.75,80,252
163,164,164,Tag Ridings,31.67,57,180
164,165,165,Rick Price,31.48,34,108
165,166,166,Jay Williamson,31.35,79,252
166,167,167,Aron Price,31.29,107,342
167,168,168,Jeff Maggert,31.2,73,234
168,169,169,Casey Wittenberg,30.81,61,198
169,T170,T170,Colt Knost,30.56,66,216
170,T170,T170,Peter Tomasulo,30.56,33,108
171,172,172,Kent Jones,30.34,71,234
172,173,173,Will MacKenzie,30.3,60,198
173,174,174,Greg Owen,30.28,109,360
174,175,175,Jarrod Lyle,30.09,65,216
175,176,176,Johnson Wagner,30.0,81,270
176,T177,T177,Brian Bateman,29.63,32,108
177,T177,T177,Charles Warren,29.63,64,216
178,179,179,Chris Stroud,29.41,90,306
179,180,180,Joe Durant,28.79,57,198
180,181,181,Rich Beem,28.63,67,234
181,182,182,Scott Sterling,27.22,49,180
182,183,183,Ricky Barnes,26.26,52,198
183,184,184,Gary Woodland,25.56,46,180
