,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
0,1,1,Brendon Todd,50.0,54,108
1,2,2,Charley Hoffman,47.98,190,396
2,3,3,Anthony Kim,47.22,136,288
3,4,4,Brad Faxon,46.83,59,126
4,5,5,Matt Kuchar,46.73,143,306
5,6,6,Joe Ogilvie,46.67,126,270
6,7,7,Ryan Palmer,46.58,109,234
7,T8,T8,Aaron Baddeley,46.3,100,216
8,T8,T8,Luke Donald,46.3,150,324
9,10,10,Mike Weir,46.2,158,342
10,11,11,Leif Olson,45.37,49,108
11,12,12,Jeff Quinney,45.24,114,252
12,13,13,Kevin Na,44.97,170,378
13,T14,T14,David Duval,44.44,56,126
14,T14,T14,Freddie Jacobson,44.44,136,306
15,16,16,Ben Crane,44.17,159,360
16,17,17,Brian Gay,43.92,166,378
17,18,18,Daniel Chopra,43.83,142,324
18,19,19,Webb Simpson,43.79,134,306
19,20,20,Scott McCarron,43.61,157,360
20,21,21,Charlie Wi,43.52,141,324
21,22,22,Steve Stricker,43.21,140,324
22,23,23,George McNeill,42.96,116,270
23,24,24,Parker McLachlin,42.93,85,198
24,25,25,Darron Stiles,42.86,54,126
25,26,26,Kirk Triplett,42.78,77,180
26,27,27,John Rollins,42.69,146,342
27,28,28,Jeff Overton,42.5,153,360
28,29,29,Geoff Ogilvy,42.48,130,306
29,30,30,Ryuji Imada,42.16,129,306
30,31,31,Zach Johnson,42.06,159,378
31,32,32,Bob Estes,41.83,128,306
32,33,33,Tim Clark,41.67,135,324
33,34,34,Phil Mickelson,41.48,112,270
34,35,35,Ben Curtis,41.27,104,252
35,36,36,Cliff Kresge,41.2,89,216
36,T37,T37,Lee Janzen,41.11,111,270
37,T37,T37,Bo Van Pelt,41.11,148,360
38,T37,T37,Tiger Woods,41.11,111,270
39,40,40,Derek Fathauer,40.97,59,144
40,41,41,Padraig Harrington,40.87,103,252
41,42,42,Richard Johnson,40.85,125,306
42,43,43,Brian Vranesh,40.74,44,108
43,44,44,Matt Bettencourt,40.64,139,342
44,45,45,Bill Haas,40.63,117,288
45,46,46,Mathew Goggin,40.6,95,234
46,T47,T47,Brian Davis,40.48,153,378
47,T47,T47,Michael Letzig,40.48,153,378
48,T47,T47,David Mathis,40.48,102,252
49,50,50,Woody Austin,40.43,131,324
50,51,51,Brad Adamonis,40.4,80,198
51,52,52,Brandt Snedeker,40.37,109,270
52,T53,T53,Ian Poulter,40.28,87,216
53,T53,T53,Rory Sabbatini,40.28,116,288
54,55,55,D.J. Trahan,40.12,130,324
55,T56,T56,Ken Duke,40.0,108,270
56,T56,T56,Bob Heintz,40.0,72,180
57,58,58,Matt Weibring,39.9,79,198
58,59,59,John Mallinger,39.81,129,324
59,60,60,Brett Quigley,39.77,136,342
60,T61,T61,Justin Leonard,39.72,143,360
61,T61,T61,Kevin Streelman,39.72,143,360
62,63,63,Justin Rose,39.68,100,252
63,64,64,Carl Pettersson,39.63,107,270
64,65,65,Nick O'Hern,39.51,128,324
65,66,66,Spencer Levin,39.32,92,234
66,T67,T67,Paul Goydos,39.26,106,270
67,T67,T67,Pat Perez,39.26,106,270
